total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,max_drawdown_integral,max_drawdown_episode_integral,full_history_drawdown_integral,worst_drawdown_episode_integral,latest_holding_code,latest_holding_theme,latest_holding_name,latest_portfolio,variant,start_date,end_date,risk_codes,defensive_codes,annualized_diff,sharpe_diff,mdd_diff,trade_diff
17.31758809150582,0.22844962009418368,0.2065319152255502,1.1061226050448305,-0.23702251097501958,857,1487,0.8193117903930132,0.026011560693641522,0.8,226.13340343221327,42.077789949432486,226.13340343221327,42.077789949432486,512890,红利低波ETF,红利低波ETF华泰柏瑞,红利低波ETF / 红利低波ETF华泰柏瑞 (512890) 80%,remove_511580,2012-05-28,2026-07-16,"510300,159949,159954,159941,513650,513880","518880,512890",0.004371809943937599,0.020713682691880786,0.0,-10
17.31758809150582,0.22844962009418368,0.2065319152255502,1.1061226050448305,-0.23702251097501958,857,1487,0.8193117903930132,0.026011560693641522,0.8,226.13340343221327,42.077789949432486,226.13340343221327,42.077789949432486,512890,红利低波ETF,红利低波ETF华泰柏瑞,红利低波ETF / 红利低波ETF华泰柏瑞 (512890) 80%,remove_511580_cap28_hi18_hm30,2012-05-28,2026-07-16,"510300,159949,159954,159941,513650,513880","518880,512890",0.004371809943937599,0.020713682691880786,0.0,-10
17.31758809150582,0.22844962009418368,0.2065319152255502,1.1061226050448305,-0.23702251097501958,857,1487,0.8193117903930132,0.026011560693641522,0.8,226.13340343221327,42.077789949432486,226.13340343221327,42.077789949432486,512890,红利低波ETF,红利低波ETF华泰柏瑞,红利低波ETF / 红利低波ETF华泰柏瑞 (512890) 80%,remove_511580_cap28_hi20_hm30,2012-05-28,2026-07-16,"510300,159949,159954,159941,513650,513880","518880,512890",0.004371809943937599,0.020713682691880786,0.0,-10
17.31758809150582,0.22844962009418368,0.2065319152255502,1.1061226050448305,-0.23702251097501958,857,1487,0.8193117903930132,0.026011560693641522,0.8,226.13340343221327,42.077789949432486,226.13340343221327,42.077789949432486,512890,红利低波ETF,红利低波ETF华泰柏瑞,红利低波ETF / 红利低波ETF华泰柏瑞 (512890) 80%,remove_511580_cap29_hi18_hm30,2012-05-28,2026-07-16,"510300,159949,159954,159941,513650,513880","518880,512890",0.004371809943937599,0.020713682691880786,0.0,-10
17.31758809150582,0.22844962009418368,0.2065319152255502,1.1061226050448305,-0.23702251097501958,857,1487,0.8193117903930132,0.026011560693641522,0.8,226.13340343221327,42.077789949432486,226.13340343221327,42.077789949432486,512890,红利低波ETF,红利低波ETF华泰柏瑞,红利低波ETF / 红利低波ETF华泰柏瑞 (512890) 80%,remove_511580_cap29_hi20_hm30,2012-05-28,2026-07-16,"510300,159949,159954,159941,513650,513880","518880,512890",0.004371809943937599,0.020713682691880786,0.0,-10
17.31758809150582,0.22844962009418368,0.2065319152255502,1.1061226050448305,-0.23702251097501958,857,1487,0.8193117903930132,0.026011560693641522,0.8,226.13340343221327,42.077789949432486,226.13340343221327,42.077789949432486,512890,红利低波ETF,红利低波ETF华泰柏瑞,红利低波ETF / 红利低波ETF华泰柏瑞 (512890) 80%,remove_511580_cap30_hi18_hm30,2012-05-28,2026-07-16,"510300,159949,159954,159941,513650,513880","518880,512890",0.004371809943937599,0.020713682691880786,0.0,-10
17.195303984039214,0.22786754091225703,0.2065209964402591,1.1033625870489778,-0.23702251097501958,864,1506,0.8197834061135372,0.026011560693641522,0.8,225.59224850150318,42.077789949432486,225.59224850150318,42.077789949432486,512890,红利低波ETF,红利低波ETF华泰柏瑞,红利低波ETF / 红利低波ETF华泰柏瑞 (512890) 80%,remove_513650,2012-05-28,2026-07-16,"510300,159949,159954,159941,513880","511580,518880,512890",0.0037897307620109455,0.017953664696028104,0.0,-3
16.41751291413386,0.22407781015024608,0.20644552070245575,1.0854089223529497,-0.23702251097501958,867,1512,0.8198940320232897,0.026011560693641522,0.8,229.15678019160094,42.077789949432486,229.15678019160094,42.077789949432486,512890,红利低波ETF,红利低波ETF华泰柏瑞,红利低波ETF / 红利低波ETF华泰柏瑞 (512890) 80%,base_regime_mix,2012-05-28,2026-07-16,"510300,159949,159954,159941,513650,513880","511580,518880,512890",0.0,0.0,0.0,0
14.710720881508372,0.21517771552619958,0.2041174233845036,1.0541859286596094,-0.23702251097501958,843,1455,0.8105781659388647,0.026011560693641522,0.8,248.25296369737373,42.077789949432486,248.25296369737373,42.077789949432486,518880,黄金ETF,黄金ETF华安,黄金ETF / 黄金ETF华安 (518880) 80%,remove_512890,2012-05-28,2026-07-16,"510300,159949,159954,159941,513650,513880","511580,518880",-0.008900094624046506,-0.031222993693340362,0.0,-24
14.078190243313186,0.21164946742556445,0.20434290992223428,1.0357563543854338,-0.23702251097501958,853,1462,0.8132599708879186,0.01577287066246047,0.8,234.08231641597638,42.077789949432486,234.08231641597638,42.077789949432486,512890,红利低波ETF,红利低波ETF华泰柏瑞,红利低波ETF / 红利低波ETF华泰柏瑞 (512890) 80%,remove_513880,2012-05-28,2026-07-16,"510300,159949,159954,159941,513650","511580,518880,512890",-0.01242834272468163,-0.04965256796751594,0.0,-14
12.808101384096373,0.20412890493060498,0.20633814576133636,0.9892931051474761,-0.21418328610315107,838,1465,0.8178142649199418,0.026011560693641522,0.8,234.3483884401099,39.01233062189304,234.3483884401099,39.01233062189304,512890,红利低波ETF,红利低波ETF华泰柏瑞,红利低波ETF / 红利低波ETF华泰柏瑞 (512890) 80%,remove_159954,2012-05-28,2026-07-16,"510300,159949,159941,513650,513880","511580,518880,512890",-0.0199489052196411,-0.09611581720547357,0.022839224871868513,-29
9.516276174453553,0.18114810274159088,0.19898048032889043,0.9103812717819114,-0.3482738977309998,876,1460,0.7877927219796215,0.026011560693641522,0.8,307.06214666596827,175.3691393028003,307.06214666596827,175.3691393028003,512890,红利低波ETF,红利低波ETF华泰柏瑞,红利低波ETF / 红利低波ETF华泰柏瑞 (512890) 80%,remove_159941,2012-05-28,2026-07-16,"510300,159949,159954,513650,513880","511580,518880,512890",-0.042929707408655204,-0.1750276505710383,-0.11125138675598023,9
8.19085784741544,0.16994279047166372,0.1971269482005899,0.8620982165195168,-0.350862602135512,731,1179,0.6329234352256187,0.026011560693641522,0.8,420.5188012058952,272.01243222338013,420.5188012058952,272.01243222338013,512890,红利低波ETF,红利低波ETF华泰柏瑞,红利低波ETF / 红利低波ETF华泰柏瑞 (512890) 80%,remove_518880,2012-05-28,2026-07-16,"510300,159949,159954,159941,513650,513880","511580,512890",-0.05413501967858236,-0.22331070583343293,-0.11384009116049243,-136
6.489662709598843,0.15312059005460266,0.18096970530827478,0.8461117278926202,-0.21643953138951355,835,1425,0.814467540029112,0.026011560693641522,0.8,233.2009880291747,14.244555917346535,233.2009880291747,14.244555917346535,512890,红利低波ETF,红利低波ETF华泰柏瑞,红利低波ETF / 红利低波ETF华泰柏瑞 (512890) 80%,remove_159949,2012-05-28,2026-07-16,"510300,159954,159941,513650,513880","511580,518880,512890",-0.07095722009564343,-0.2392971944603295,0.020582979585506034,-32
