total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,max_drawdown_integral,max_drawdown_episode_integral,full_history_drawdown_integral,worst_drawdown_episode_integral,latest_holding_code,latest_holding_theme,latest_holding_name,latest_portfolio,leader_margin,latest_signal,latest_holding
18.615230080370157,0.2366503393862207,0.19577269960325866,1.2088015329297817,-0.20328653152065945,1070,1768,0.8085374977666242,0.22441778405081214,0.6069865913902543,195.477167236287,37.61349067723733,195.477167236287,37.61349067723733,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 61%,0.005,159941,159941
