total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,max_drawdown_integral,max_drawdown_episode_integral,full_history_drawdown_integral,worst_drawdown_episode_integral,latest_holding_code,latest_holding_theme,latest_holding_name,latest_portfolio,variant,trigger_days
24.116224605331873,0.25849150653007924,0.1958065807778667,1.3201369714091766,-0.18901661450321738,1179,1958,0.8029969140340755,0.14096449390567045,1.0,179.86482554355922,28.85134591201345,179.86482554355922,28.85134591201345,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,reduce_core_when_leader_strong,206
