date,base_regime_mix,remove_159949,remove_159954,remove_159941,remove_513650,remove_513880,remove_511580,remove_518880,remove_512890,remove_511580_cap28_hi18_hm30,remove_511580_cap28_hi20_hm30,remove_511580_cap29_hi18_hm30,remove_511580_cap29_hi20_hm30,remove_511580_cap30_hi18_hm30
2021-01-06,3.808967717784879,3.7957415955261924,3.9520941306730735,2.8106586547174124,3.808967717784879,3.885343327389288,3.808967717784879,2.774485878363053,3.703258998152132,3.808967717784879,3.808967717784879,3.808967717784879,3.808967717784879,3.808967717784879
2021-01-07,3.8886733708669485,3.884722113794388,4.034794816808136,2.869473903431388,3.8886733708669485,3.966647200328836,3.8886733708669485,2.8325441832075247,3.7807526129185556,3.8886733708669485,3.8886733708669485,3.8886733708669485,3.8886733708669485,3.8886733708669485
2021-01-08,3.865978699704742,3.8634276307900333,4.011247366857608,2.8527273782192717,3.865978699704742,3.9434974664112556,3.865978699704742,2.816013183388431,3.7586877776617156,3.865978699704742,3.865978699704742,3.865978699704742,3.865978699704742,3.865978699704742
2021-01-11,3.8067640529956224,3.815515044030236,3.949807660604312,2.809032558102547,3.8067640529956224,3.883095475761466,3.8067640529956224,2.772880709379895,3.701116490768406,3.8067640529956224,3.8067640529956224,3.8067640529956224,3.8067640529956224,3.8067640529956224
2021-01-12,3.9329618275412885,3.9371978040551188,4.080747463994396,2.902154604156308,3.9329618275412885,4.011823708078313,3.9329618275412885,2.8648042879712663,3.823811950210314,3.9329618275412885,3.9329618275412885,3.9329618275412885,3.9329618275412885,3.9329618275412885
2021-01-13,3.891240170284293,3.920466424551697,4.0374580667129685,2.8713679591262147,3.891240170284293,3.969265467987646,3.891240170284293,2.834413862675471,3.7832481770038977,3.891240170284293,3.891240170284293,3.891240170284293,3.891240170284293,3.891240170284293
2021-01-14,3.8208816158802,3.842133147785679,3.9644557074110716,2.819449986982236,3.8208816158802,3.897496117304444,3.8208816158802,2.7831640674344342,3.7148422547175675,3.8208816158802,3.8208816158802,3.8208816158802,3.8208816158802,3.8208816158802
2021-01-15,3.8272406923561317,3.8292043545330348,3.971053733616357,2.8241423852006915,3.8272406923561317,3.9039827029582828,3.8272406923561317,2.7877960751565065,3.721024850350887,3.8272406923561317,3.8272406923561317,3.8272406923561317,3.8272406923561317,3.8272406923561317
2021-01-18,3.8977831619699823,3.8740748722922107,4.044246918956929,2.8761960694100748,3.8977831619699823,3.975939656631581,3.8977831619699823,2.8391798358680056,3.789609583723552,3.8977831619699823,3.8977831619699823,3.8977831619699823,3.8977831619699823,3.8977831619699823
2021-01-19,3.8134738163939184,3.817036078530547,3.956769551202858,2.813983730169055,3.8134738163939184,3.8899397801450935,3.8134738163939184,2.777768160567472,3.707640040853693,3.8134738163939184,3.8134738163939184,3.8134738163939184,3.8134738163939184,3.8134738163939184
2021-01-20,3.9406302416905503,3.8511765700162077,4.088704027766088,2.9078131699918606,3.9406302416905503,4.019645885621949,3.9406302416905503,2.870390028870887,3.8312675460052623,3.9406302416905503,3.9406302416905503,3.9406302416905503,3.9406302416905503,3.9406302416905503
2021-01-21,4.035230260611454,3.852735818517696,4.186858752940889,2.977619054844856,4.035230260611454,4.116142779142218,4.035230260611454,2.9392975219334856,3.923242169381155,4.035230260611454,4.035230260611454,4.035230260611454,4.035230260611454,4.035230260611454
2021-01-22,4.094280547524391,3.852284697088586,4.248127923386602,3.0211925929455976,4.094280547524391,4.176377114331341,4.094280547524391,2.982310274808301,3.980653657888328,4.094280547524391,4.094280547524391,4.094280547524391,4.094280547524391,4.094280547524391
2021-01-25,4.104033908154935,3.9016921572533443,4.258247777939932,3.0283896524903193,4.104033908154935,4.186326044711761,4.104033908154935,2.989414709222296,3.9901363374995618,4.104033908154935,4.104033908154935,4.104033908154935,4.104033908154935,4.104033908154935
2021-01-26,3.987292205675132,3.8168934918468698,4.137119369573289,2.942245295081031,3.987292205675132,4.067243493121707,3.987292205675132,2.904379017416896,3.8766345196318723,3.987292205675132,3.987292205675132,3.987292205675132,3.987292205675132,3.987292205675132
2021-01-27,4.025889467581814,3.8216463046148523,4.177166968698167,2.970726431248155,4.025889467581814,4.106614688972072,4.025889467581814,2.932493605420243,3.914160607551326,4.025889467581814,4.025889467581814,4.025889467581814,4.025889467581814,4.025889467581814
2021-01-28,3.8893200650090414,3.710930739533989,4.0354658112383,2.8699511026680584,3.8893200650090414,3.9673068616743787,3.8893200650090414,2.833015240958022,3.7813813596232273,3.8893200650090414,3.8893200650090414,3.8893200650090414,3.8893200650090414,3.8893200650090414
2021-01-29,3.8363252325299495,3.6850843700924965,3.980479636002763,2.830845918377003,3.8363252325299495,3.9132494020121853,3.8363252325299495,2.794413334816123,3.7298572710053555,3.8363252325299495,3.8363252325299495,3.8363252325299495,3.8363252325299495,3.8363252325299495
2021-02-01,3.885360441904065,3.7343106804474115,4.031357400668216,2.8670292745576607,3.885360441904065,3.9632678420896066,3.885360441904065,2.830131016359031,3.777531626315085,3.885360441904065,3.885360441904065,3.885360441904065,3.885360441904065,3.885360441904065
2021-02-02,3.968651844044734,3.7973765751991597,4.117778574572809,2.9284904676250476,3.968651844044734,4.048229363822941,3.968651844044734,2.890801212630145,3.8585114763164183,3.968651844044734,3.968651844044734,3.968651844044734,3.968651844044734,3.968651844044734
2021-02-03,3.9732870430691376,3.7910182498126264,4.122587946616923,2.931910806997694,3.9732870430691376,4.052957505654256,3.9732870430691376,2.894177532722479,3.86301803656244,3.9732870430691376,3.9732870430691376,3.9732870430691376,3.9732870430691376,3.9732870430691376
2021-02-04,3.9626487628774867,3.7710077083368736,4.111549920615923,2.924060760342701,3.9626487628774867,4.042105911726449,3.9626487628774867,2.886428515049268,3.852674996199917,3.9626487628774867,3.9626487628774867,3.9626487628774867,3.9626487628774867,3.9626487628774867
2021-02-05,3.96251718258884,3.78785345172194,4.111413396044175,2.923963666509286,3.96251718258884,4.041971693052418,3.96251718258884,2.8863326707996526,3.852547067605082,3.96251718258884,3.96251718258884,3.96251718258884,3.96251718258884,3.96251718258884
2021-02-08,4.059996313288961,3.801507222516779,4.212555418987626,2.995894064101618,4.059996313288961,4.141405428932354,4.059996313288961,2.957337334425386,3.9473208999512392,4.059996313288961,4.059996313288961,4.059996313288961,4.059996313288961,4.059996313288961
2021-02-09,4.142870390058313,3.8170508537429018,4.298543586032418,3.0570473104354976,4.142870390058313,4.225941257284453,4.142870390058313,3.0177035471935687,4.0278950064412085,4.142870390058313,4.142870390058313,4.142870390058313,4.142870390058313,4.142870390058313
2021-02-10,4.238353690024976,3.885243669546649,4.397614782570413,3.1275049733290947,4.238353690024976,4.323339142982033,4.238353690024976,3.0872544300062676,4.120728397526087,4.238353690024976,4.238353690024976,4.238353690024976,4.238353690024976,4.238353690024976
2021-02-18,4.131723335746037,3.944697299433983,4.286977668128692,3.048821836501677,4.131723335746037,4.214570687539264,4.131723335746037,3.009583933937108,4.0170573117576645,4.131723335746037,4.131723335746037,4.131723335746037,4.131723335746037,4.131723335746037
2021-02-19,4.136246803656543,3.9517822562299734,4.288376950527056,3.0521597288583475,4.136246803656543,4.219184857877511,4.136246803656543,3.0128788680948135,4.021455241717589,4.136246803656543,4.136246803656543,4.136246803656543,4.136246803656543,4.136246803656543
2021-02-22,4.07789979514789,3.896037354178974,4.099335669092419,3.009105143838896,4.07789979514789,4.159667902896842,4.07789979514789,2.9703783894490847,3.9647275138174463,4.07789979514789,4.07789979514789,4.07789979514789,4.07789979514789,4.07789979514789
2021-02-23,4.066501062928731,3.885146972181612,4.068268547481331,3.000693955365181,4.066501062928731,4.1480406087190484,4.066501062928731,2.9620754517723933,3.9536451259407976,4.066501062928731,4.066501062928731,4.066501062928731,4.066501062928731,4.066501062928731
2021-02-24,3.9322929840625274,3.7569241823235875,3.981032574875118,2.9016610607998095,3.9322929840625274,4.011141453268135,3.9322929840625274,2.864317096447433,3.823161668870435,3.9322929840625274,3.9322929840625274,3.9322929840625274,3.9322929840625274,3.9322929840625274
2021-02-25,3.99405369523661,3.81593054585444,4.043558791519704,2.947234636173635,3.99405369523661,4.0741405608569465,3.99405369523661,2.909304146400643,3.810789230997519,3.99405369523661,3.99405369523661,3.99405369523661,3.99405369523661,3.99405369523661
2021-02-26,3.862456221716912,3.690201935956185,3.966834354919694,2.850128121944056,3.862456221716912,3.9399043573696675,3.862456221716912,2.813447379171071,3.685230018933486,3.862456221716912,3.862456221716912,3.862456221716912,3.862456221716912,3.862456221716912
2021-03-01,3.905509923444908,3.7313355681183924,4.020034144387998,2.8818976900646773,3.905509923444908,3.983821351453713,3.905509923444908,2.8448080774772904,3.690965304414075,3.905509923444908,3.905509923444908,3.905509923444908,3.905509923444908,3.905509923444908
2021-03-02,3.879054530905234,3.706060008950245,3.9925154985519753,2.8623761074431204,3.879054530905234,3.956835487961737,3.879054530905234,2.825537734842157,3.6418093890938574,3.879054530905234,3.879054530905234,3.879054530905234,3.879054530905234,3.879054530905234
2021-03-03,3.9524152189577855,3.7761490242127316,4.0680219606810075,2.9255645938930344,3.9524152189577855,4.031667169649874,3.9524152189577855,2.8789743108673194,3.671239345698624,3.9524152189577855,3.9524152189577855,3.9524152189577855,3.9524152189577855,3.9524152189577855
2021-03-04,3.9173237778077055,3.7426225590221547,4.031904107337625,2.899381255434369,3.9173237778077055,3.99587209160699,3.9173237778077055,2.8534133938063246,3.616290201358247,3.9173237778077055,3.9173237778077055,3.9173237778077055,3.9173237778077055,3.9173237778077055
2021-03-05,3.870336128828172,3.6977304221856553,3.9835420863099062,2.8646036581726917,3.870336128828172,3.947942268631617,3.870336128828172,2.819187173420553,3.6108818933436275,3.870336128828172,3.870336128828172,3.870336128828172,3.870336128828172,3.870336128828172
2021-03-08,3.8469833559511675,3.6754191148895012,3.959506253118397,2.84731925795906,3.8469833559511675,3.9241212370565646,3.8469833559511675,2.8021768064737964,3.6103763698785594,3.8469833559511675,3.8469833559511675,3.8469833559511675,3.8469833559511675,3.8469833559511675
2021-03-09,3.816363372654885,3.646164693569831,3.927990646183302,2.824656080073713,3.816363372654885,3.8928872764142914,3.816363372654885,2.7798729389837735,3.6103763698785594,3.816363372654885,3.816363372654885,3.816363372654885,3.816363372654885,3.816363372654885
2021-03-10,3.7857433893586028,3.616910272250161,3.8964750392482066,2.801992902188366,3.7857433893586028,3.8616533157720183,3.7857433893586028,2.7575690714937506,3.6103763698785594,3.7857433893586028,3.7857433893586028,3.7857433893586028,3.7857433893586028,3.7857433893586028
2021-03-11,3.8664687998669844,3.694035564820201,3.9795616393498223,2.8617412802497353,3.8664687998669844,3.9439973938289214,3.8664687998669844,2.8163701766947202,3.6103763698785594,3.8664687998669844,3.8664687998669844,3.8664687998669844,3.8664687998669844,3.8664687998669844
2021-03-12,3.9351093937314734,3.7596149883330776,4.0683783498032735,2.9125451612922055,3.9351093937314734,4.014014336244628,3.9351093937314734,2.8663685942371586,3.569338000747412,3.9351093937314734,3.9351093937314734,3.9351093937314734,3.9351093937314734,3.9351093937314734
2021-03-15,3.9214987983215086,3.74661138579411,4.053901276304057,2.9024713692226007,3.9214987983215086,4.0001308276470136,3.9214987983215086,2.856454515788885,3.5655245976020176,3.9214987983215086,3.9214987983215086,3.9214987983215086,3.9214987983215086,3.9214987983215086
2021-03-16,3.9358959059582452,3.7603664244077617,4.068784476841728,2.91312729310893,3.9358959059582452,4.018338100075828,3.9358959059582452,2.8669414967209863,3.5694377291632455,3.9358959059582452,3.9358959059582452,3.9358959059582452,3.9358959059582452,3.9358959059582452
2021-03-17,3.9161340855099196,3.7414859235320743,4.048355433443359,2.8985007125577553,3.9161340855099196,3.9931184048870674,3.9161340855099196,2.8525468113818016,3.5814627860835038,3.9161340855099196,3.9161340855099196,3.9161340855099196,3.9161340855099196,3.9161340855099196
2021-03-18,3.922729679759199,3.747787373508549,4.055173716278632,2.903382397968379,3.922729679759199,4.001524969949987,3.922729679759199,2.857351100748339,3.6030897349734685,3.922729679759199,3.922729679759199,3.922729679759199,3.922729679759199,3.922729679759199
2021-03-19,3.862490898872171,3.690235066611427,3.9929010793915705,2.858797063168249,3.862490898872171,3.9396820746584673,3.862490898872171,2.8134726383186126,3.563824488429231,3.862490898872171,3.862490898872171,3.862490898872171,3.862490898872171,3.862490898872171
2021-03-22,3.896547618249228,3.722772955603128,4.028107663723172,2.8840039185073008,3.896547618249228,3.9829535099027664,3.896547618249228,2.838279854860203,3.5478368305843646,3.896547618249228,3.896547618249228,3.896547618249228,3.896547618249228,3.896547618249228
2021-03-23,3.8415516850923446,3.6702296807139088,3.9712548900562137,2.8432990427389195,3.8415516850923446,3.927130755734543,3.8415516850923446,2.798220329231063,3.546417695852131,3.8415516850923446,3.8415516850923446,3.8415516850923446,3.8415516850923446,3.8415516850923446
2021-03-24,3.803327290215804,3.6337099823983476,3.931739916025804,2.815007509975348,3.803327290215804,3.8880548278167866,3.803327290215804,2.7703773408805055,3.546417695852131,3.803327290215804,3.803327290215804,3.803327290215804,3.803327290215804,3.803327290215804
2021-03-25,3.7978666623762987,3.628492882638982,3.9260949197357458,2.8109658624376954,3.7978666623762987,3.8824725523999644,3.7978666623762987,2.76639977111614,3.546417695852131,3.7978666623762987,3.7978666623762987,3.7978666623762987,3.7978666623762987,3.7978666623762987
2021-03-26,3.82790011549358,3.657186931315494,3.9571423993310675,2.8331949238947867,3.82790011549358,3.913175067192487,3.82790011549358,2.7882764048201496,3.546417695852131,3.82790011549358,3.82790011549358,3.82790011549358,3.82790011549358,3.82790011549358
2021-03-29,3.8906973356478978,3.717183578548202,4.022059856666742,2.8796738705777973,3.8906973356478978,3.977371234485945,3.8906973356478978,2.834018457110352,3.546417695852131,3.8906973356478978,3.8906973356478978,3.8906973356478978,3.8906973356478978,3.8906973356478978
2021-03-30,3.879776079968886,3.7067493790294703,4.010769864086624,2.8715905755024913,3.879776079968886,3.9662066836523002,3.879776079968886,2.826063317581621,3.546417695852131,3.879776079968886,3.879776079968886,3.879776079968886,3.879776079968886,3.879776079968886
2021-03-31,3.87431545212938,3.7015322792701046,4.005124867796566,2.8675489279648385,3.87431545212938,3.960624408235478,3.87431545212938,2.8220857478172556,3.546417695852131,3.87431545212938,3.87431545212938,3.87431545212938,3.87431545212938,3.87431545212938
2021-04-01,3.8988882774071554,3.7250092281872504,4.030527351101829,2.885736341884277,3.8988882774071554,3.985744647611178,3.8988882774071554,2.8399848117568993,3.546417695852131,3.8988882774071554,3.8988882774071554,3.8988882774071554,3.8988882774071554,3.8988882774071554
2021-04-02,3.87228999605115,3.69959715262736,4.003031025772657,2.861486456658359,3.87228999605115,3.9585538306378694,3.87228999605115,2.8206103876402566,3.5823881798935364,3.87228999605115,3.87228999605115,3.87228999605115,3.87228999605115,3.87228999605115
2021-04-06,3.929053287769683,3.7538289670394507,4.061710829740332,2.861200308012693,3.929053287769683,4.016581650377908,3.929053287769683,2.861957272925507,3.634901846357487,3.929053287769683,3.929053287769683,3.929053287769683,3.929053287769683,3.929053287769683
2021-04-07,3.930487772358135,3.7551994777977713,4.063193747166306,2.8831388038489827,3.930487772358135,4.018048091287137,3.930487772358135,2.86300216422632,3.636228937210484,3.930487772358135,3.930487772358135,3.930487772358135,3.930487772358135,3.930487772358135
2021-04-08,3.922547305659172,3.7476131327616367,4.0549851846393565,2.8790979646004207,3.922547305659172,4.009930733108828,3.922547305659172,2.857218257835877,3.6385966293246144,3.922547305659172,3.922547305659172,3.922547305659172,3.922547305659172,3.922547305659172
2021-04-09,3.923255315549563,3.748289567475254,4.055717099232705,2.889748396445673,3.923255315549563,4.010654515487367,3.923255315549563,2.8577339785214213,3.639253386834457,3.923255315549563,3.923255315549563,3.923255315549563,3.923255315549563,3.923255315549563
2021-04-12,3.9614000377389176,3.784733146273177,4.095149710568421,2.877363639945767,3.9614000377389176,4.049648995832401,3.9614000377389176,2.8855189325797856,3.6746368371205675,3.9614000377389176,3.9614000377389176,3.9614000377389176,3.9614000377389176,3.9614000377389176
2021-04-13,3.9486851303424664,3.7725852866738694,4.08200550678985,2.8537839157645943,3.9486851303424664,4.03665083571739,3.9486851303424664,2.8762572812269975,3.662842353691864,3.9486851303424664,3.9486851303424664,3.9486851303424664,3.9486851303424664,3.9486851303424664
2021-04-14,4.009434132347735,3.830625060315006,4.1448055915096935,2.862770052341466,4.009434132347735,4.098753156266889,4.009434132347735,2.9205073932458743,3.7191937745178927,4.009434132347735,4.009434132347735,4.009434132347735,4.009434132347735,4.009434132347735
2021-04-15,3.968463875181391,3.7914819571616816,4.102452046000962,2.850555164823274,3.968463875181391,4.0568701958962965,3.968463875181391,2.8906642944424457,3.681189327914292,3.968463875181391,3.968463875181391,3.968463875181391,3.968463875181391,3.968463875181391
2021-04-16,3.9953064574627883,3.8171274385379967,4.130200920644612,2.8815424185935448,3.9953064574627883,4.084310756139097,3.9953064574627883,2.9102166695205534,3.7060887929304434,3.9953064574627883,3.9953064574627883,3.9953064574627883,3.9953064574627883,3.9953064574627883
2021-04-19,4.009434132347735,3.8306250603150054,4.144805591509693,2.8751699681861504,4.009434132347735,4.098753156266888,4.009434132347735,2.920507393245874,3.7191937745178922,4.009434132347735,4.009434132347735,4.009434132347735,4.009434132347735,4.009434132347735
2021-04-20,3.954336200296445,3.777984335384672,4.087847375135881,2.8509514792682973,3.954336200296445,4.042427795768505,3.954336200296445,2.8803735707171247,3.6680843463268427,3.954336200296445,3.954336200296445,3.954336200296445,3.954336200296445,3.954336200296445
2021-04-21,3.985825747052966,3.752338854008356,4.120400110799381,2.8739421007936494,3.985825747052966,4.074618841910502,3.985825747052966,2.9033108359462534,3.697294385048857,3.985825747052966,3.985825747052966,3.985825747052966,3.985825747052966,3.985825747052966
2021-04-22,4.021269630009783,3.784733146273177,4.1570406938380176,2.899498578650343,4.021269630009783,4.110852315848268,4.021269630009783,2.929128474746099,3.7301725081171977,4.021269630009783,4.021269630009783,4.021269630009783,4.021269630009783,4.021269630009783
2021-04-23,4.124379107702342,3.74154075658675,4.263631480859506,2.9738446960516343,4.124379107702342,4.216258785485404,4.124379107702342,3.0042343330729224,3.82581795704328,4.124379107702342,4.124379107702342,4.124379107702342,4.124379107702342,4.124379107702342
2021-04-26,4.08249088238974,3.722682575134129,4.220328973632027,2.9436415858573595,4.08249088238974,4.173437407195317,4.08249088238974,2.97372257812765,3.7869619934170586,4.08249088238974,4.08249088238974,4.08249088238974,4.08249088238974,4.08249088238974
2021-04-27,4.117934765346557,3.7539305995217793,4.256969556670663,2.969198063714053,4.117934765346557,4.209670881133082,4.117934765346557,2.9995402169274956,3.8198401164853992,4.117934765346557,4.117934765346557,4.117934765346557,4.117934765346557,4.117934765346557
2021-04-28,4.2274885853949,3.7392927985310878,4.370222267880994,3.0481908134529245,4.2274885853949,4.321665255122538,4.2274885853949,3.079340191399745,3.921463405969361,4.2274885853949,4.2274885853949,4.2274885853949,4.2274885853949,4.2274885853949
2021-04-29,4.237155098928577,3.7632455637885815,4.380215154164258,3.055160761959295,4.237155098928577,4.331547111651019,4.237155098928577,3.0863813656178847,3.9304301668061807,4.237155098928577,4.237155098928577,4.237155098928577,4.237155098928577,4.237155098928577
2021-04-30,4.304820693664318,3.7286471250833118,4.4501653581471095,3.1039504015038926,4.304820693664318,4.400720107350389,4.304820693664318,3.1356695851448624,3.9931974926639224,4.304820693664318,4.304820693664318,4.304820693664318,4.304820693664318,4.304820693664318
2021-05-06,4.182378188904405,3.6341667732343055,4.323588798559093,3.0156643870898594,4.182378188904405,4.275549924656291,4.182378188904405,3.0464813783817597,3.8796185220642,4.182378188904405,4.182378188904405,4.182378188904405,4.182378188904405,4.182378188904405
2021-05-07,4.030936143543459,3.650887191882446,4.1670335801212826,2.906468527156713,4.030936143543459,4.120734172376748,4.030936143543459,2.936169648964238,3.739139268954017,4.030936143543459,4.030936143543459,4.030936143543459,4.030936143543459,4.030936143543459
2021-05-10,4.069602197678169,3.6581733294289513,4.20700512525434,2.9343483211821972,4.069602197678169,4.160261598490673,4.069602197678169,2.9643343458367966,3.7750063123012976,4.069602197678169,4.069602197678169,4.069602197678169,4.069602197678169,4.069602197678169
2021-05-11,4.050269170610814,3.549694963632405,4.187019352687811,2.9204084241694552,4.050269170610814,4.14049788543371,4.050269170610814,2.950251997400517,3.757072790627657,4.050269170610814,4.050269170610814,4.050269170610814,4.050269170610814,4.050269170610814
2021-05-12,4.095379567101308,3.551831889529894,4.233652822009712,2.95293485053252,4.095379567101308,4.186613215899957,4.095379567101308,2.983110810418502,3.798917674532818,4.095379567101308,4.095379567101308,4.095379567101308,4.095379567101308,4.095379567101308
2021-05-13,4.0760465400339525,3.5372022822800853,4.213667049443183,2.938994953519778,4.0760465400339525,4.166849502842994,4.0760465400339525,2.9690284619822225,3.7809841528591774,4.0760465400339525,4.0760465400339525,4.0760465400339525,4.0760465400339525,4.0760465400339525
2021-05-14,4.065765305566356,3.526492552771829,4.203038687259823,2.931581766275854,4.065765305566356,4.1563392311105325,4.065765305566356,2.961539519582082,3.795468119502917,4.065765305566356,4.065765305566356,4.065765305566356,4.065765305566356,4.065765305566356
2021-05-17,4.186519780399045,3.5456192920410996,4.327870223572722,3.0186506426153388,4.186519780399045,4.279783779272748,4.186519780399045,3.049498150370184,3.9081946851232465,4.186519780399045,4.186519780399045,4.186519780399045,4.186519780399045,4.186519780399045
2021-05-18,4.158526706087312,3.561186128428213,4.298932012568149,2.9984665001312836,4.158526706087312,4.251167097241949,4.158526706087312,3.0291077466901455,3.8820626255644726,4.158526706087312,4.158526706087312,4.158526706087312,4.158526706087312,4.158526706087312
2021-05-19,4.198961146759815,3.5686794185458948,4.340731650685865,3.027621372608252,4.198961146759815,4.292502304619769,4.198961146759815,3.0585605520057566,3.9198089338160345,4.198961146759815,4.198961146759815,4.198961146759815,4.198961146759815,4.198961146759815
2021-05-20,4.230064562661739,3.5679304826763154,4.372885218468723,3.0500481975905354,4.230064562661739,4.324298617987322,4.230064562661739,3.081216556094688,3.9488445555480047,4.230064562661739,4.230064562661739,4.230064562661739,4.230064562661739,4.230064562661739
2021-05-21,4.186519780399045,3.523625326380388,4.327870223572722,3.0186506426153388,4.186519780399045,4.279783779272747,4.186519780399045,3.049498150370184,3.908194685123246,4.186519780399045,4.186519780399045,4.186519780399045,4.186519780399045,4.186519780399045
2021-05-24,4.226954221071546,3.529310551796927,4.369669861690437,3.047805515092307,4.226954221071546,4.321118986650567,4.226954221071546,3.078950955685795,3.945940993374808,4.226954221071546,4.226954221071546,4.226954221071546,4.226954221071546,4.226954221071546
2021-05-25,4.348257543089051,3.5175093043927994,4.495068776043584,3.1352701325232117,4.348257543089051,4.445124608784027,4.348257543089051,3.1673093716326277,4.059179918129493,4.348257543089051,4.348257543089051,4.348257543089051,4.348257543089051,4.348257543089051
2021-05-26,4.30782310241655,3.515059589936128,4.453269137925869,3.1061152600462436,4.30782310241655,4.403789401406207,4.30782310241655,3.137856566317017,4.021433609877931,4.30782310241655,4.30782310241655,4.30782310241655,4.30782310241655,4.30782310241655
2021-05-27,4.342036859908666,3.5286644243644814,4.488638062487012,3.130784767526755,4.342036859908666,4.438765346110515,4.342036859908666,3.1627781708148412,4.053372793783098,4.342036859908666,4.342036859908666,4.342036859908666,4.342036859908666,4.342036859908666
2021-05-28,4.363809251040014,3.5179237656052544,4.511145559935013,3.1464835450143536,4.363809251040014,4.461022765467804,4.363809251040014,3.178637373677094,4.073697728995478,4.363809251040014,4.363809251040014,4.363809251040014,4.363809251040014,4.363809251040014
2021-05-31,4.488222914647713,3.5222200291089454,4.639759831066446,3.236190844943487,4.488222914647713,4.588208018938019,4.488222914647713,3.26926139003282,4.18984021592336,4.488222914647713,4.488222914647713,4.488222914647713,4.488222914647713,4.488222914647713
2021-06-01,4.4757815482869425,3.5279483804471994,4.6268984039533025,3.2272201149505735,4.4757815482869425,4.5754894935909975,4.4757815482869425,3.2601989883972475,4.178225967230572,4.4757815482869425,4.4757815482869425,4.4757815482869425,4.4757815482869425,4.4757815482869425
2021-06-02,4.379360958990976,3.497158492004084,4.527222343826441,3.1576969575054945,4.379360958990976,4.47692092215158,4.379360958990976,3.189965375721559,4.088215539861463,4.379360958990976,4.379360958990976,4.379360958990976,4.379360958990976,4.379360958990976
2021-06-03,4.326485151957704,3.486750766661309,4.472561278595583,3.119571355035613,4.326485151957704,4.422867189426738,4.326485151957704,3.151450168770376,4.038854982917114,4.326485151957704,4.326485151957704,4.326485151957704,4.326485151957704,4.326485151957704
2021-06-04,4.385581642171361,3.4813027185884002,4.533653057383013,3.1621823225019514,4.385581642171361,4.483280184825091,4.385581642171361,3.194496576539346,4.094022664207857,4.385581642171361,4.385581642171361,4.385581642171361,4.385581642171361,4.385581642171361
2021-06-07,4.354478226269436,3.452235089887858,4.501499489600155,3.139755497519668,4.354478226269436,4.451483871457537,4.354478226269436,3.1718405724504146,4.064987042475887,4.354478226269436,4.354478226269436,4.354478226269436,4.354478226269436,4.354478226269436
2021-06-08,4.317154127187127,3.461337885114985,4.462915208260725,3.112843307540928,4.317154127187127,4.4133282954164725,4.317154127187127,3.1446533675436967,4.0301442963975225,4.317154127187127,4.317154127187127,4.317154127187127,4.317154127187127,4.317154127187127
2021-06-09,4.32026446877732,3.464976610881203,4.466130565039012,3.115085990039157,4.32026446877732,4.416507926753229,4.32026446877732,3.1469189679525904,4.03304785857072,4.32026446877732,4.32026446877732,4.32026446877732,4.32026446877732,4.32026446877732
2021-06-10,4.31637623075542,3.464976610881203,4.462111047530477,3.112282412648122,4.31637623075542,4.412533069619151,4.31637623075542,3.1440867408814333,4.020025034857905,4.31637623075542,4.31637623075542,4.31637623075542,4.31637623075542,4.31637623075542
2021-06-11,4.342669879076697,3.4577010694410326,4.489292454428761,3.131241200033609,4.342669879076697,4.439412467182292,4.342669879076697,3.1632392675929095,4.0445134294876715,4.342669879076697,4.342669879076697,4.342669879076697,4.342669879076697,4.342669879076697
2021-06-15,4.291366621297472,3.4123114452260497,4.436257032798956,3.0942494693869294,4.291366621297472,4.3869663157284355,4.291366621297472,3.125869519469852,3.9967325203137376,4.291366621297472,4.291366621297472,4.291366621297472,4.291366621297472,4.291366621297472
2021-06-16,4.095207106259261,3.4074257326619133,4.233474538332056,2.9528104992672737,4.095207106259261,4.18643691311075,4.095207106259261,2.9829851884111034,3.814040808766345,4.095207106259261,4.095207106259261,4.095207106259261,4.095207106259261,4.095207106259261
2021-06-17,4.194795783124814,3.405610858769683,4.336425650907558,3.0246179764049446,4.194795783124814,4.288244148285882,4.194795783124814,3.0555264641793904,3.906791985398098,4.194795783124814,4.194795783124814,4.194795783124814,4.194795783124814,4.194795783124814
2021-06-18,4.279295266525889,3.392905048770276,4.42377811006253,3.0855455327641805,4.279295266525889,4.374626044798116,4.279295266525889,3.1170766375585437,3.9854899534492825,4.279295266525889,4.279295266525889,4.279295266525889,4.279295266525889,4.279295266525889
2021-06-21,4.31249149214774,3.3658184570252034,4.458095147587699,3.109481358476738,4.31249149214774,4.408561789856494,4.31249149214774,3.1412570628146397,4.016407012326534,4.31249149214774,4.31249149214774,4.31249149214774,4.31249149214774,4.31249149214774
2021-06-22,4.333616362998009,3.387448136506265,4.479933262376441,3.1247132475665467,4.333616362998009,4.430157263984552,4.333616362998009,3.156644606159428,4.03608150433933,4.333616362998009,4.333616362998009,4.333616362998009,4.333616362998009,4.333616362998009
2021-06-23,4.387937459470129,3.4415223352089193,4.536088414690353,3.163880962368913,4.387937459470129,4.485688483170988,4.387937459470129,3.1962125747603123,4.086673055229377,4.387937459470129,4.387937459470129,4.387937459470129,4.387937459470129,4.387937459470129
2021-06-24,4.327580685612217,3.435514090908624,4.473693801008229,3.1203612792551723,4.327580685612217,4.423987128519393,4.327580685612217,3.1522481652037744,4.030460220907102,4.327580685612217,4.327580685612217,4.327580685612217,4.327580685612217,4.327580685612217
