strategy,total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,avg_exposure,latest_holding_code,latest_holding_theme,latest_holding_name,latest_momentum,latest_exposure,return_diff,annualized_diff,sharpe_diff,mdd_diff,trade_diff
current_threshold_dual,5.9832133198122825,0.21474883122452249,0.2481062365090165,0.865551927457165,-0.25350949628406283,930,0.912082474226804,159941,纳指ETF,纳指ETF广发,0.16850625459896995,1.0,0.0,0.0,0.0,0.0,0
hysteresis_thresholds,4.680885363966024,0.18990958710482508,0.2500666593535987,0.7594358544066827,-0.25350949628406305,716,0.9230515463917525,159941,纳指ETF,纳指ETF广发,0.16850625459896995,1.0,-1.3023279558462582,-0.0248392441196974,-0.10611607305048232,-2.220446049250313e-16,-214
defensive_multihorizon,5.543588319193988,0.20686820856429144,0.2484703327154583,0.8325670364887847,-0.25350949628406294,908,0.9096082474226803,159941,纳指ETF,纳指ETF广发,0.16850625459896995,1.0,-0.43962500061829424,-0.00788062266023104,-0.03298489096838031,-1.1102230246251565e-16,-22
lead_margin_filter,5.344660347553999,0.20314453335485383,0.25076035443120964,0.81011423761798,-0.25350949628406283,621,0.9188453608247423,159941,纳指ETF,纳指ETF广发,0.16850625459896995,1.0,-0.6385529722582834,-0.011604297869668656,-0.05543768983918507,0.0,-309
