total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,max_drawdown_integral,max_drawdown_episode_integral,full_history_drawdown_integral,worst_drawdown_episode_integral,latest_holding_code,latest_holding_theme,latest_holding_name,latest_portfolio,leader_margin,latest_signal,latest_holding,annualized_return_diff_vs_base,sharpe_rf0_diff_vs_base,max_drawdown_diff_vs_base,max_drawdown_integral_diff_vs_base,trade_count_diff_vs_base
23.857101918415772,0.25772993026709723,0.19514766893860333,1.3206918210649152,-0.19043421654852222,1116,1858,0.8079079170664628,0.22441778405081214,0.6069865913902543,181.28670347992716,31.509350025596362,181.28670347992716,31.509350025596362,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 61%,0.0,159941,159941,0.0,0.0,0.0,0.0,0
19.413928929964328,0.24017769902614106,0.1955301914542355,1.228340734695979,-0.20249417507896061,1091,1806,0.8084444355708083,0.22441778405081214,0.6069865913902543,193.24541754540465,37.57966935786312,193.24541754540465,37.57966935786312,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 61%,0.003,159941,159941,-0.017552231240956173,-0.0923510863689363,-0.012059958530438397,11.958714065477494,-25
18.615230080370157,0.2366503393862207,0.19577269960325866,1.2088015329297817,-0.20328653152065945,1070,1768,0.8085374977666242,0.22441778405081214,0.6069865913902543,195.477167236287,37.61349067723733,195.477167236287,37.61349067723733,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 61%,0.005,159941,159941,-0.02107959088087652,-0.11189028813513358,-0.012852314972137235,14.190463756359833,-46
16.607257349922676,0.22715591642758048,0.19556922958855405,1.1615115368889048,-0.19468020054841906,1038,1713,0.8093487372491328,0.22441778405081214,0.6069865913902543,199.53582160725927,17.951720266741198,199.53582160725927,17.951720266741198,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 61%,0.01,159941,159941,-0.030574013839516745,-0.15918028417601038,-0.004245983999896841,18.24911812733211,-78
