date,current_threshold_dual_nav,hysteresis_thresholds_nav,defensive_multihorizon_nav,lead_margin_filter_nav,hs300_benchmark
2016-07-11,1.0197278521471216,1.02309512188346,1.007711557069449,1.0197278521471216,1.05788096795291
2016-07-12,1.0133502204409668,1.0166964304345627,1.007711557069449,1.0133502204409668,1.084695879659908
2016-07-13,1.0058516371036852,1.0091730858311414,1.007711557069449,1.0058516371036852,1.086984957488554
2016-07-14,1.0002867594433604,1.0035898322442471,1.007711557069449,1.0002867594433604,1.085349901896664
2016-07-15,1.0011226536713076,1.0044284867001616,1.007711557069449,1.0011226536713076,1.086657946370176
2016-07-18,0.9983369210697874,1.001633555258909,1.007711557069449,0.9983369210697874,1.0827338129496398
2016-07-19,0.9923171695462629,0.9955939257580568,1.0020362935826856,0.9923171695462629,1.0771746239372133
2016-07-20,0.9902084202485021,0.9934782131046547,0.9999068904087091,0.9902084202485021,1.0748855461085671
2016-07-21,1.0008789373114944,1.004183965558248,1.0106819184910112,0.9956309184427441,1.0807717462393718
2016-07-22,0.9872747575810468,0.9905348631137669,0.9969444943561818,0.986894671352021,1.0712884238064089
2016-07-25,0.9960203016934773,0.9993092861137904,1.005775695585715,0.986593421452341,1.070961412688031
2016-07-26,1.0018506644350977,1.0051589014471394,1.0116631630720703,0.9992459172389054,1.084695879659908
2016-07-27,0.9989354830642877,1.002234093780465,1.0087194293288926,0.980869673358419,1.0647482014388483
2016-07-28,1.0115679356711318,1.0149082603360544,1.0214756088826626,0.99228039361493,1.0676913015042506
2016-07-29,1.0067093000531149,1.010033580891597,1.0165693859773666,0.9875143974880572,1.0640941792020924
2016-08-01,1.0115679356711318,1.0149082603360544,1.0214756088826626,0.99228039361493,1.0552648790058856
2016-08-02,1.0203134797835625,1.0236826833360781,1.030306810112196,1.0008591866433014,1.0578809679529098
2016-08-03,1.0037941186823047,1.0071087732249224,1.0136256522341889,0.9846547998119336,1.0591890124264218
2016-08-04,1.0086527543003216,1.01198345266938,1.0185318751394852,0.9894207959388065,1.0624591236102021
2016-08-05,1.0057375729295113,1.0090586450027055,1.0155881413963073,0.9865611982626826,1.0667102681491163
2016-08-08,1.0193417526599586,1.0227077474471864,1.0293255655311364,0.9999059874179266,1.0755395683453228
2016-08-09,1.0232286611543724,1.0266074910027525,1.0332505438553734,1.0037187843194249,1.0804447351209931
2016-08-10,1.0183700255363555,1.021732811558295,1.0283443209500773,0.9989527881925521,1.0771746239372129
2016-08-11,1.0183700255363555,1.021732811558295,1.0283443209500773,0.9989527881925521,1.0758665794637008
2016-08-12,1.0232286611543724,1.0266074910027525,1.0332505438553734,1.0037187843194249,1.0948332243296262
2016-08-15,1.0203134797835625,1.0236826833360781,1.030306810112196,1.0008591866433012,1.1272073250490506
2016-08-16,1.016336122015111,1.019692191831585,1.0262904966200352,1.0027655850940502,1.1239372138652703
2016-08-17,1.011459254387799,1.0147992201734426,1.0213658631343527,0.998952788192552,1.1213211249182462
2016-08-18,1.0147875245236195,1.0157675400400203,1.0208551802027857,0.9999059874179265,1.1196860693263562
2016-08-19,1.0150698019991475,1.0157675400400203,1.0208551802027857,0.9999059874179265,1.118378024852844
2016-08-22,1.0088601292444779,1.0086450006454095,1.0142042714462762,0.9999059874179265,1.1105297580117715
2016-08-23,1.0102735935236296,1.0100581635184678,1.0156252231400713,1.0027655850940502,1.1111837802485276
2016-08-24,1.0105561875358042,1.0103406972705011,1.0159093141115791,1.0122975773477958,1.1066056245912352
2016-08-25,1.003774405361499,1.0035603612384865,1.0090916074247764,1.0037187843194246,1.1007194244604308
2016-08-26,1.0049066147718468,1.0046923292173244,1.0102298143841557,1.0037187843194246,1.0994113799869187
2016-08-29,1.0017939156483016,1.0015802938434728,1.007100626645127,1.0027655850940502,1.0990843688685408
2016-08-30,1.0034930714062915,1.0032790872747266,1.0088087831850197,1.0065783819955485,1.1036625245258331
2016-08-31,0.9998131250231374,0.9995999256006585,1.0051093433595175,1.0065783819955485,1.1082406801831253
2016-09-01,0.9975464569394858,0.997333740859658,1.0028306682629886,1.0046719835447993,1.0964682799215166
2016-09-02,0.9992474242550488,0.9990343454621896,1.004540645956652,1.0065783819955485,1.1013734466971867
2016-09-05,1.007748643036375,1.0075337514498155,1.013086897464259,1.0142283420170988,1.103662524525833
2016-09-06,1.0080314206282477,1.0078164687424005,1.013371172987925,1.0145129378338698,1.1131458469587956
2016-09-07,1.007715922192426,1.018841669943229,1.0130540032911854,1.0256113963403273,1.1137998691955517
2016-09-08,1.0062365975855667,1.0182778004614201,1.0115668423938113,1.0250437802095267,1.1121648136036615
2016-09-09,1.0005983777279719,1.0134842462605633,1.00589875571146,1.0202183750828915,1.106605624591235
2016-09-12,0.9950240135066462,1.007838094470811,1.0002948629219812,1.0145347072551316,1.0846958796599075
2016-09-13,0.9964195591076375,1.0092516121348656,1.0016978010186461,1.0159576170829792,1.0846958796599075
2016-09-14,0.9925133991279365,1.0052951479920897,0.9977709492960669,1.011974864086364,1.078155657292347
2016-09-19,0.9877655334127976,1.0004861384906152,0.9929979331474822,1.0071339009658664,1.0850228907782855
2016-09-20,0.9891636445712021,1.0019022547517484,0.9944034503918522,1.0085594266572546,1.0837148463047734
2016-09-21,0.9911203087921836,1.0038841172125783,0.9963704794706916,1.0105544576672443,1.0879659908436878
2016-09-22,0.9969874057575496,1.0098267716062257,1.002268655670518,1.0165365982200314,1.0951602354480046
2016-09-23,0.9978243311768634,1.0106744750871124,1.0031100144580694,1.0173899342940882,1.0925441465009804
2016-09-26,0.9981032478312805,1.0109569836755363,1.0033904085920897,1.0176743200199565,1.074231523871811
2016-09-27,0.9967087619803111,1.0095445394091367,1.0019885358591634,1.0162524907219894,1.0797907128842374
2016-09-28,0.990849872126823,1.0036101978198877,0.9960986102459954,1.0102787182082982,1.0781556572923474
2016-09-29,0.9894528331812792,1.0021951675797467,0.994694170894221,1.0088542857540037,1.0830608240680177
2016-09-30,0.9925274041318424,1.0053093333547118,0.997785028487395,1.0119891437040867,1.086330935251798
2016-10-10,0.9629226472305479,0.9753233215824715,0.9680234490235431,0.9818038889077073,1.0987573577501628
2016-10-11,0.9612339264754486,0.9736128532070253,0.9663257827629245,0.9800820552698712,1.101373446697187
2016-10-12,0.9595444636973154,0.971901633252652,0.9646273705486214,0.9783594650592176,1.0987573577501628
2016-10-13,0.9620797738399285,0.9744695935313379,0.9671761107570435,0.980944488232952,1.0987573577501628
2016-10-14,0.9592646172229865,0.9716181828699442,0.9643460416692394,0.9780741312812828,1.102027468933943
2016-10-17,0.9620818407684285,0.9744716870780791,0.9671781886344942,0.9809465956903322,1.0918901242642243
2016-10-18,0.9637709383674368,0.9761825371504913,0.9688762337352425,0.9826688135613321,1.1056245912361014
2016-10-19,0.9637709383674368,0.9761825371504913,0.9688762337352425,0.9826688135613321,1.1049705689993454
2016-10-20,0.9696801908362591,0.98216788993302,0.9748167887450061,0.9886939362138251,1.1033355134074554
2016-10-21,0.9668705416052956,0.9793220575826164,0.971992256216951,0.9858291946384137,1.1088947024198819
2016-10-24,0.9694010642877959,0.9818851687475001,0.974536183605087,0.9884093364782526,1.1223021582733808
2016-10-25,0.972210922445152,0.9847312127148842,0.9773609261662612,0.9912742910767404,1.1193590582079787
2016-10-26,0.9758611006377258,0.9884283984954744,0.9810304401128782,0.9949960429277144,1.1160889470241984
2016-10-27,0.9740964776238362,0.986641050379613,0.9792564695233976,0.9931968187195438,1.1144538914323083
2016-10-28,0.9714374335538896,0.9839477627079672,0.9765833399432611,0.9904856354109374,1.1128188358404183
2016-10-31,0.974200565685162,0.9767656622502449,0.9793611089608608,0.9933029477670768,1.1105297580117721
2016-11-01,0.9772755172554739,0.9789668464123822,0.9824523491900056,0.996438193800201,1.1173969914977107
2016-11-02,0.9842585506049234,0.9859619650005378,0.9894723731213382,1.0035581523125283,1.1098757357750162
2016-11-03,0.9839797238200495,0.9856826556620107,0.9891920693329186,1.0032738582183889,1.1183780248528448
2016-11-04,0.9786816395826904,0.9803754022556832,0.9838659200400173,0.9978718877455162,1.1147809025506865
2016-11-07,0.9753309463801249,0.9770189101509562,0.9804974775177691,0.9944554932653604,1.1157619359058206
2016-11-08,0.977007733107426,0.9786985988217028,0.982183146533559,0.9961651588698281,1.121648136036625
2016-11-09,0.9957238212041231,0.9974470780557427,1.000998377646568,1.0152482369668343,1.1173969914977107
2016-11-10,0.981265841810723,0.9829640768525599,0.9864638113254173,1.0005067616935985,1.1288423806409416
2016-11-11,0.9689869375690815,0.9706639220337864,0.9741198631709009,0.9879870894534227,1.1386527141922824
2016-11-14,0.9449109891022152,0.9465463063472841,0.9499163793911399,0.963439053428,1.1402877697841725
2016-11-15,0.952236426513071,0.9538844215809866,0.9572806211694985,0.9709081299510349,1.1389797253106604
2016-11-16,0.9558921145292157,0.9575464363408398,0.9609556741263692,0.974635499663656,1.1393067364290386
2016-11-17,0.9542064855249027,0.9558578900901287,0.9592611159941846,0.9729168184004726,1.1419228253760627
2016-11-18,0.9460556790211552,0.947692977332363,0.9510671329709646,0.9646061887293049,1.1379986919555265
2016-11-21,0.952252396531677,0.9539004192382244,0.9572966757846189,0.9709244131139851,1.143230869849575
2016-11-22,0.9539396654513345,0.9555906082424117,0.9589928825191208,0.9726447664484064,1.154676258992806
2016-11-23,0.9545018398398142,0.9561537555621864,0.9595580348624103,0.9732179641008255,1.156638325703074
2016-11-24,0.9452273280357025,0.9468631927551043,0.9502343940378363,0.9637615952188742,1.1599084368868544
2016-11-25,0.9547602401064353,0.9406542537862183,0.9598178039290562,0.9734814311481457,1.1726618705035972
2016-11-28,0.9590201854052928,0.9451773095519822,0.9641003150453041,0.9778249065799277,1.1778940483976454
2016-11-29,0.9333263674947612,0.9199464438639176,0.9382703916305103,0.9854259885855462,1.1870503597122302
2016-11-30,0.9239167407533823,0.9106717110798714,0.9288109201367083,0.9764675705074958,1.1762589928057554
2016-12-01,0.9326498987143539,0.9192796727636956,0.9375903394540972,0.9856974558000325,1.1873773708306081
2016-12-02,0.922375595230858,0.9091526590180202,0.9272616108454045,0.9748387672205776,1.1742969260954872
2016-12-05,0.9038818489605651,0.8909240342758042,0.9086698993497573,0.9552931277775585,1.1507521255722695
2016-12-06,0.9022439490383372,0.8894049822139528,0.9070233231305453,0.9535620668634677,1.1487900588620013
2016-12-07,0.9008696246681341,0.8872509693404249,0.9056417186779475,0.9521095732353436,1.1540222367560498
2016-12-08,0.9071939287863692,0.8934796674845928,0.9119995239521461,0.9587935931313873,1.156638325703074
2016-12-09,0.8913108124037784,0.8778366598609405,0.8960322713943852,0.9420070718117828,1.1631785480706345
2016-12-12,0.9016195673515089,0.8879895749660938,0.9063956339638932,0.9529021713967945,1.1324395029431003
2016-12-13,0.9008265862016834,0.8872085814964665,0.9055984522277771,0.9520640868133319,1.1308044473512102
2016-12-14,0.9049399411072123,0.9082954051764003,0.9097335964308553,0.9564114024253011,1.1229561805101376
2016-12-15,0.90023845519822,0.9043904378282643,0.905007205771909,0.9514425039079027,1.1102027468933946
2016-12-16,0.9033480871678166,0.9075144117067729,0.9081333101096357,0.954729006512075,1.1102027468933946
2016-12-19,0.9033480871678166,0.9075144117067729,0.9081333101096357,0.954729006512075,1.1069326357096143
2016-12-20,0.9095673511070099,0.9137623594637904,0.9143855187850894,0.96130201172042,1.0987573577501637
2016-12-21,0.9437733027725728,0.948126072127386,0.9487726665000843,0.9974535403663162,1.1108567691301507
2016-12-22,0.9507699747041654,0.9551550133540307,0.9558064012599697,1.0048481712257042,1.1088947024198827
2016-12-23,0.9492151587193671,0.9535930264147765,0.9542433490911064,1.0032049199236182,1.100065402223676
2016-12-26,1.0036337181873078,1.0082625692886784,1.0089501750013254,1.0607187154966347,1.1039895356442122
2016-12-27,0.9989692702329129,1.0035766084709155,1.0042610184947351,1.0557889615903762,1.1023544800523222
2016-12-28,0.988862966331724,0.9934236933657623,0.9941011793971231,1.045107828126816,1.0964682799215177
2016-12-29,0.9764244384533375,0.9809277978517276,0.9815967620462158,1.0319618177101264,1.0971223021582737
2016-12-30,0.9803114784153331,0.9848327651998632,0.9855043924683742,1.0360699459653417,1.0981033355134078
2017-01-03,0.9655407265597492,0.969993889276947,0.9706553968641719,1.020459058595523,1.1105297580117728
2017-01-04,0.9484377507269679,0.9528120329451493,0.9534618230066745,1.002383294272575,1.1203400915631136
2017-01-05,0.9352218148561824,0.9395351439614874,0.9401758795713356,0.9884156582048425,1.1180510137344675
2017-01-06,0.9335293897764784,0.9215722941600624,0.9384744893635335,0.9866269708340552,1.1144538914323092
2017-01-09,0.9366412862635002,0.9254772615081982,0.9416028702143059,0.9899158667575939,1.1183780248528457
2017-01-10,0.9461262613142698,0.9348491831437243,0.951138089153185,0.9999403312310886,1.1154349247874433
2017-01-11,0.9714195281163222,0.9598409741717938,0.9765653396568624,1.0266722364937408,1.1072596468279927
2017-01-12,0.9951319657432461,0.9832707782606088,1.0004033870040598,1.0517333976774772,1.1017004578155665
2017-01-13,0.9793236739919636,0.9676509088680656,0.9845113554392616,1.0350259568883196,1.1036625245258347
2017-01-16,0.9816949177546559,0.969993889276947,0.9868951601739812,1.037532073006693,1.1023544800523226
2017-01-17,0.9872278198676049,0.9754608435643372,0.9924573712216607,1.0433796772828983,1.1039895356442126
2017-01-18,0.9745811864665788,0.9629649480503024,0.9797437459698219,1.0300137246515721,1.1111837802485292
2017-01-19,0.9603537238904244,0.9489070655970133,0.9654409175615034,1.0149770279413302,1.107259646827993
2017-01-20,0.9612195141589783,0.947345078657759,0.9663112941014124,1.0158920629036954,1.1167429692609556
2017-01-23,0.9649663968228662,0.943440111309623,0.9700780247830669,1.0198520619494966,1.0990843688685423
2017-01-24,0.9638146279046145,0.9364111700829786,0.9689201547049969,1.0186347823529884,1.0997383911052983
2017-01-25,0.9563258926560466,0.9442211047792503,0.9613917500662729,1.0107201004430362,1.1030085022890785
2017-01-26,0.9534399601244554,0.9856137586694902,0.9584905301490605,1.007670020924536,1.107586657946371
2017-02-03,0.9629707495781796,0.9715558762162011,0.9680718061793275,1.0177429056471439,1.1010464355788105
2017-02-06,0.970749421302521,0.9785224332499836,0.975891683147717,1.0259640151318028,1.1007194244604326
2017-02-07,0.9767874036342062,0.98460876308286,0.9819616499292354,1.032345427739805,1.0987573577501644
2017-02-08,0.9766897248938429,0.9845103022065518,0.9818634537642424,1.032242193197031,1.106278613472859
2017-02-09,0.9817584503391594,0.9896196140921796,0.9869590293038153,1.037599219217711,1.1102027468933955
2017-02-10,0.973732395854635,0.9815292931594553,0.978890459137244,1.029116656257683,1.1160889470242
2017-02-13,0.9757430527192313,0.9835560498119966,0.9809117668699755,1.0312416759018725,1.1219751471550043
2017-02-14,0.9760301415173834,0.9838454373956118,0.9812003764372782,1.0315450938278459,1.1232831916285164
2017-02-15,0.9722982615645228,0.9800836754290991,0.9774487279391356,1.0276009508220334,1.11935905820798
2017-02-16,0.9774704429337616,0.98529727163382,0.9826483074302046,1.0330673171655271,1.1242642249836505
2017-02-17,0.9950750864663853,0.9887684106458143,1.0003462064258237,1.0516732832030449,1.11772400261609
2017-02-20,1.0004663601546706,0.993230802074324,1.0057660388135796,1.0573712034680767,1.1360366252452594
2017-02-21,1.0004663601546706,0.993230802074324,1.0057660388135796,1.0573712034680767,1.1363636363636374
2017-02-22,1.0050874518874866,0.9978184732155448,1.0104116094316562,1.0622551351238183,1.1396337475474176
2017-02-23,1.0050874518874866,0.9978184732155448,1.0104116094316562,1.0622551351238183,1.1347285807717473
2017-02-24,1.0147416416172998,0.9894077427899733,1.020116939414973,1.0533012604216254,1.1337475474166132
2017-02-27,1.0173744847955501,0.9886431309331032,1.0227637293118335,1.0550837194432345,1.1249182472204065
2017-02-28,1.015189860433692,0.9864214609759502,1.020567532539778,1.0528181214439307,1.1265533028122965
2017-03-01,1.0087185118082918,0.9861948198075842,1.0140619038330376,1.0541341440957357,1.1278613472858086
2017-03-02,1.0093635321201568,0.9877143803928039,1.0147103409518214,1.046238008184906,1.1239372138652723
2017-03-03,1.0062577981751717,0.9846752592223645,1.0115881552873542,1.0419757954992543,1.1196860693263582
2017-03-06,1.013245699551388,0.9915132818558532,1.0186130730324052,1.0492117385235546,1.1252452583387846
2017-03-07,1.010139965606403,0.9884741606854138,1.015490887367938,1.045995763846088,1.126880313930675
2017-03-08,1.0039284977164329,0.9823959183445351,1.0092465160390038,1.0395638144911543,1.128188358404187
2017-03-09,1.0039284977164329,0.9823959183445351,1.0092465160390038,1.0395638144911543,1.1180510137344681
2017-03-10,0.9976912990501031,0.9777696603379745,1.0029762776324291,1.040367808160521,1.1190320470896022
2017-03-13,1.005999211726208,0.9775467530351925,1.0113281990521192,1.0411718018298874,1.131131458469589
2017-03-14,1.0033343131520989,0.9790564777503047,1.0086491839552925,1.0427797891686208,1.1285153695225647
2017-03-15,1.0033343131520989,0.9790564777503047,1.0086491839552925,1.0427797891686208,1.1304774362328327
2017-03-16,1.0154824731636856,0.9820759271805292,1.0208616953003398,1.0459957638460875,1.1373446697187712
2017-03-17,1.0166641254960942,0.9798113401078609,1.0220496070912346,1.0435837828379875,1.124591236102028
2017-03-20,1.0202080527309392,0.9823419003502232,1.0256123072466725,1.0435837828379875,1.125245258338784
2017-03-21,1.0157819874262497,0.9780801133638881,1.0211627961523269,1.0459957638460875,1.1330935251798566
2017-03-22,1.0231668074002682,0.9851908375613717,1.0285867350556515,1.03313186513622,1.1272073250490522
2017-03-23,1.024051389654505,0.9860425875650272,1.0294760031263048,1.0339358588055867,1.1304774362328323
2017-03-24,1.0222826071174982,0.9843394553518886,1.0276978509798471,1.027503909450653,1.1412688031393072
2017-03-27,1.030245572971713,0.9920068669045755,1.0357029983224957,1.0186599790876192,1.1360366252452587
2017-03-28,1.0281850818257696,0.9900228531707664,1.0336315923258508,1.0242879347731861,1.1344015696533685
2017-03-29,1.0255056160411018,0.9874428387278417,1.0309379328529173,1.0403678081605203,1.1321124918247225
2017-03-30,1.024769431104963,0.9867339781113823,1.0301978481918599,1.027503909450653,1.1213211249182475
2017-03-31,1.016303304339369,0.9785820810221001,1.0216868745897003,1.036347839813687,1.1294964028776981
2017-04-05,1.0157951526871993,0.9780927899815891,1.0331581868360895,1.0331318651362202,1.1481360366252458
2017-04-06,1.015970719345108,0.9782618402884422,1.0336468795394789,1.0327935662549945,1.1468279921517337
2017-04-07,1.0232432370211646,0.9852644304121964,1.041045926637113,1.040186505168774,1.1491170699803797
2017-04-10,1.0200490048516766,0.9821887557092424,1.0377961202680437,1.0369393816336603,1.1461739699149776
2017-04-11,1.0217926783642435,0.9838677108472069,1.0395701307300402,1.0387119275851708,1.1491170699803797
2017-04-12,1.0299263514258494,0.99169949362012,1.0478453158502794,1.0469802812375901,1.1448659254414655
2017-04-13,1.033115426687126,0.9947702028192255,1.0510898755897176,1.050222162474357,1.1491170699803799
2017-04-14,1.0348535809276092,0.9964438435390055,1.052858270753696,1.0519890977634831,1.1396337475474172
2017-04-17,1.0328265854560477,0.9944920822505067,1.05079600901315,1.0499285384953911,1.135709614126881
2017-04-18,1.0302191691112779,0.9919814430526792,1.0481432280647298,1.0472779475146172,1.1330935251798568
2017-04-19,1.0296393764026681,0.991423169992924,1.047553347950448,1.046688554367933,1.1242642249836503
2017-04-20,1.0277244863607247,0.9895793532167977,1.0456051420830663,1.0447419568157124,1.1304774362328327
2017-04-21,1.0250128012392512,0.9869683152934554,1.0428462782588102,1.0419853705343947,1.131458469587967
2017-04-24,1.0186313985856217,0.9808237654706168,1.0363538500673157,1.035498302079706,1.1193590582079802
2017-04-25,1.0192557597134606,0.9814249527433346,1.0369890740154157,1.0361330016272159,1.1229561805101385
2017-04-26,1.0153778455820814,0.9776909716921002,1.0330436907827119,1.032190875452596,1.1255722694571626
2017-04-27,1.0177036931882824,0.9799304928871,1.035410004176058,1.0345552353677343,1.1262262916939187
2017-04-28,1.0212336213300945,0.9833294038343772,1.0390013470556392,1.038143613462485,1.1219751471550043
2017-05-02,1.0141593341127038,0.9765176866261542,1.031803979289041,1.0309521873860812,1.1203400915631143
2017-05-03,1.0141593341127038,0.9765176866261542,1.031803979289041,1.0309521873860812,1.1147809025506878
2017-05-04,1.0016460338639674,0.9644688313822736,1.0190729689276556,1.0182316869391368,1.1105297580117737
2017-05-05,1.0022298712607551,0.9650309990071229,1.019666964100801,1.018825191747553,1.1033355134074572
2017-05-08,0.9996029855406687,0.962501613061418,1.0169943750430923,1.0161548090098091,1.0938521909744945
2017-05-09,1.0004791897646637,0.963345295994708,1.017885823728302,1.0170455217715417,1.0948332243296284
2017-05-10,0.9960991276423813,0.9591278047316885,1.0134295559848727,1.0125929328400356,1.090909090909092
2017-05-11,0.997560755122414,0.9605351822881545,1.014916613293728,1.0140787625287222,1.0964682799215184
2017-05-12,0.999898502772646,0.9627861618438646,1.0172950337716042,1.0164552195335497,1.105297580117725
2017-05-15,1.0031110280827589,0.9658794507172584,1.02056345155079,1.0197209391143802,1.1098757357750173
2017-05-16,1.005153726903582,0.9678463325078099,1.0226416898521298,1.0217974617540313,1.1229561805101382
2017-05-17,1.0083620521835062,0.9709355772397897,1.0259058345277547,1.0250589117589044,1.1154349247874435
2017-05-18,1.0150650369234546,0.9773897732734649,1.0327254397861765,1.0318728871838916,1.110529758011773
2017-05-19,1.0130283603893193,0.9754286902457574,1.0306533285490562,1.0298024865503446,1.1124918247220412
2017-05-22,1.0147749610106802,0.9771104638496293,1.0324303170465545,1.0315780080788797,1.1134728580771753
2017-05-23,1.0185576347004692,0.9807527394138,1.0362788028161904,1.0354233167828297,1.1183780248528457
2017-05-24,1.0095457797805363,0.9720753694753547,1.0271101569689405,1.0262622399878907,1.1183780248528457
2017-05-25,1.0130420422213346,0.9754418642614164,1.0306672484216466,1.0298163949315715,1.1422498364944416
2017-05-26,1.025365854517579,0.9765630618065445,1.043205474062888,1.0423442698092056,1.1402877697841736
2017-05-31,1.0269229780627842,0.9771658318239649,1.0447896889058081,1.0439271768248612,1.1409417920209295
2017-06-01,1.0230301691997714,0.9734616398913494,1.040829151798508,1.0399699092857222,1.1435578809679536
2017-06-02,1.0203427422556917,0.9709044259216789,1.0380949682026177,1.0510502583953112,1.1406147809025515
2017-06-05,1.0303583765355022,0.9804347761147754,1.0482848574610484,1.0581733399657614,1.1330935251798568
2017-06-06,1.035354053512644,0.9851883992716955,1.0533674507093445,1.0526331654109669,1.1419228253760636
2017-06-07,1.0356475628120096,0.9854676872658193,1.053666066570637,1.0423442698092054,1.1576193590582087
2017-06-08,1.030658258223188,0.9807201277380776,1.048589956579365,1.0363891129328868,1.1657946370176593
2017-06-09,1.0230183110489035,0.9734503562993918,1.0408170873360112,1.028706684725829,1.172988881621976
2017-06-12,1.0201029798039796,0.9706490603100411,1.0378510342925908,1.0257751431224649,1.1706998037933298
2017-06-13,1.0220975945689594,0.9720507196029076,1.0398803519574087,1.0277808487095759,1.172988881621976
2017-06-14,1.0118395757776344,0.9614289178743087,1.0294438611097736,1.0174657914044336,1.1612164813603671
2017-06-15,1.0084202361805261,0.95817993251399,1.0259650308272286,1.0140274389693862,1.157292347939831
2017-06-16,1.0067105663819718,0.9565554398338305,1.024225615685956,1.0123082627518625,1.1553302812295627
2017-06-19,1.0181083650389995,0.967385391034893,1.0358217166277728,1.0237694375353539,1.1684107259646839
2017-06-20,1.014973970408317,0.9644071544546008,1.0326327888687732,1.0206176144698937,1.1648136036625256
2017-06-21,1.0277964938974733,0.9765908495557961,1.0456784024283172,1.0335114361013216,1.179529103989537
2017-06-22,1.0289362737631762,0.9776738446759023,1.046838012522499,1.0346575535796707,1.180837148463049
2017-06-23,1.0389093475880753,0.9871500519768317,1.0569846008465884,1.0446860815152255,1.1922825376062798
2017-06-26,1.0517318710772314,0.9993337470780268,1.070030214406132,1.057579903146653,1.2069980379332907
2017-06-27,1.0523017610100829,0.99987524463808,1.0706100194532229,1.0581529618858276,1.207652060170047
2017-06-28,1.0451781368494406,0.993106525137416,1.0633624563645876,1.0509897276461457,1.1994767822105963
2017-06-29,1.0514469261108057,0.9990629982980003,1.0697403118825868,1.0572933737770658,1.2066710268149128
2017-06-30,1.0497372563122516,0.997438505617841,1.0680008967413144,1.055574197559542,1.2047089601046446
2017-07-03,1.0451781368494404,0.993106525137416,1.0633624563645878,1.0509897276461455,1.199476782210596
2017-07-04,1.0366297878566695,0.9849840617366191,1.0546653806582251,1.042393846558527,1.1896664486592552
2017-07-05,1.0353886925772235,0.9977092543978674,1.0534026924346538,1.0558607269291291,1.2050359712230225
2017-07-06,1.033614679788297,0.9968970080577877,1.0515978148445604,1.0550011388203673,1.2040549378678884
2017-07-07,1.0283778857390034,0.9918462435692018,1.0462699094977088,1.0544280800811927,1.2034009156311323
2017-07-10,1.0284661921009308,0.9919314129748995,1.0463597522399373,1.0555741975595418,1.2047089601046443
2017-07-11,1.0368413239584302,1.000009030344402,1.0548805971278847,1.0641700786471602,1.2145192936559852
2017-07-12,1.030699560596264,0.9940854442734336,1.04863197754339,1.0578664325162401,1.2073250490516687
2017-07-13,1.032234763711588,1.00431709294147,1.0501938905782822,1.059442100057862,1.2197514715500335
2017-07-14,1.0294657285779354,1.0110484407493885,1.047376678949309,1.056600079521194,1.2279267495094839
2017-07-17,1.0356232805993362,0.9973164912212344,1.053641361888819,1.0629199304641246,1.2112491824722047
2017-07-18,1.0396197489177899,0.9978549990458678,1.05770736194954,1.0670217365037635,1.2119032047089606
2017-07-19,1.0399268743975292,1.0185875502942574,1.0580198308895545,1.0673369571053892,1.2370830608240686
