date,hs300_benchmark,base_pool,plus_kc50,plus_hstech,plus_10y_bond,plus_germany,plus_china_internet,plus_30y_bond,plus_semiconductor,plus_solar,plus_convertible_bond,plus_kc50_convertible_bond,plus_csi500,plus_csi500_convertible_bond,plus_csi1000,plus_csi1000_convertible_bond,plus_hshares,plus_sse50,plus_financial,plus_india_lof,plus_dow,replace_div_lowvol_with_dividend
2023-11-10,0.891463414634146,1.0929650627702105,1.093874847915547,1.074573932575781,1.0814060935783243,1.0929650627702105,1.090270833744465,0.9322987792377218,1.1310278656924302,1.0474958738632592,1.0907992616477014,1.0917072439781474,1.093874847915547,1.0917072439781474,1.093874847915547,1.0917072439781474,1.1033249118385355,1.085335525421529,1.088082129959589,1.065832318324884,,1.1272711528779682
2023-11-13,0.8902439024390242,1.0890211341013698,1.089927636316776,1.070696367698517,1.0775038750716206,1.0890211341013698,1.0863366271129127,0.92893460959625,1.134932449808745,1.043716019274906,1.0868631482013495,1.087767854107264,1.089927636316776,1.087767854107264,1.089927636316776,1.087767854107264,1.0993435999932903,1.081419127688584,1.0841558211940334,1.0619862972766319,,1.1232034318054172
2023-11-14,0.8902439024390242,1.092860785521736,1.0937704838665927,1.074471409982161,1.0813029191441517,1.092860785521736,1.0901668135461005,0.9322098307847779,1.1466462021576884,1.0473959347240902,1.0906951910332625,1.0916030867352313,1.0937704838665927,1.0916030867352313,1.0937704838665927,1.0916030867352313,1.1032196461810146,1.0852319760894251,1.08797831858035,1.0657306297482991,,1.1271636025654186
2023-11-15,0.8963414634146339,1.0965052532575699,1.0974179852607946,1.0780545529026808,1.084908843753847,1.0965052532575699,1.0938022974350652,0.93531856036528,1.1427416180413739,1.0508887864590193,1.0943324369533385,1.0952433603022291,1.0974179852607946,1.0952433603022291,1.0974179852607946,1.0952433603022291,1.1068986586035579,1.0888510033023606,1.0916065042851375,1.0692846239501803,,1.130922463197054
2023-11-16,0.8875609756097558,1.0930554661378606,1.093965326535045,1.0746628147419208,1.0814955408589257,1.0930554661378606,1.090361014262012,0.932375893275645,1.1258217535373443,1.0475825162984316,1.090889485873564,1.0917975433067404,1.093965326535045,1.0917975433067404,1.093965326535045,1.0917975433067404,1.1034161721093716,1.085425297720636,1.0881721294409807,1.0659204774382987,,1.1273643938350184
2023-11-17,0.8863414634146338,1.0955489464729853,1.096460882445544,1.077114337723565,1.0839626506691764,1.0955489464729853,1.09284834800808,0.9345028310449072,1.1273744294110524,1.0499722636486188,1.0933780251701388,1.0942881540657643,1.096460882445544,1.0942881540657643,1.096460882445544,1.0942881540657643,1.1059332873078662,1.0879013721001698,1.090654469898578,1.0683520573824439,,1.1299361397652408
2023-11-20,0.8890243902439022,1.0859640912982436,1.0868680488283475,1.0676907652150474,1.0744791629117907,1.0909683286036844,1.0832871201164957,0.9263269532579876,1.1175111360653738,1.0407861546053239,1.0838121631826485,1.0847143294457664,1.0868680488283475,1.0847143294457664,1.0868680488283475,1.0847143294457664,1.0962575805072725,1.078383424837701,1.0811124360411977,1.0590051452443647,,1.1200504342554836
2023-11-21,0.8902439024390242,1.0848113651509124,1.085714363150688,1.0665574357871321,1.0733386277543433,1.0945629524211595,1.0821372355130991,0.9253436782965462,1.101016284120932,1.0396813838087502,1.0826617212579963,1.0835629298921752,1.085714363150688,1.0835629298921752,1.085714363150688,1.0835629298921752,1.0950939280556062,1.0772387453951489,1.079964859815413,1.0578810354042114,,1.118861526231506
2023-11-22,0.880731707317073,1.081544439870564,1.0824447184786663,1.0633454824818387,1.0701062527903353,1.0891710166949469,1.0788783634132366,0.9231552520219067,1.0967126269885343,1.0365503681267751,1.079401269661648,1.080299764292854,1.0824447184786663,1.080299764292854,1.0824447184786663,1.080299764292854,1.0917960366867938,1.0739946251698667,1.0767125298567128,1.0546952112054742,,1.1154920583934305
2023-11-23,0.8853658536585364,1.080102223285111,1.0810013013907722,1.0619275338203065,1.0680927324860354,1.087609771280773,1.0774397019842274,0.9210754072200708,1.095250183947074,1.035168150182269,1.0779619109482403,1.078859207455901,1.0810013013907722,1.078859207455901,1.0810013013907722,1.078859207455901,1.0903401498142857,1.072562476102286,1.075276756520843,1.0532887974973324,,1.1140045733782526
2023-11-24,0.8792682926829268,1.073624365308215,1.0745180512388088,1.047517446515812,1.0616869008174776,1.096484953935386,1.0709778123429905,0.9155513044589116,1.088681476848963,1.0289597820162524,1.0714968893853851,1.0723888044030214,1.0745180512388088,1.0723888044030214,1.0648716263591822,1.0627614947161343,1.0838008903953742,1.066129837374438,1.0688278390346684,1.0469717516735666,,1.1073233877863846
2023-11-27,0.8734146341463415,1.0664078386465559,1.067295517533575,1.0494394968763914,1.0545506136078593,1.0982765960169798,1.0637790748827058,0.9093972895052292,1.0813637415612773,1.0220434750278546,1.064294662871166,1.0651805827486838,1.067295517533575,1.0651805827486838,1.057713932540768,1.055617984462991,1.0765159606991086,1.0589636863026017,1.0616435529413635,1.0399343745386063,,1.0998803481076558
2023-11-28,0.8743902439024389,1.0671625272708287,1.068050834361368,1.0417512954340735,1.0552969109651817,1.0920058487314017,1.0645319031510843,0.9100408629716483,1.0802823778197161,1.022766767333259,1.0650478560171979,1.0659344028533981,1.068050834361368,1.0659344028533981,1.06052203404216,1.0584205214778397,1.0772778027636034,1.0597131067575236,1.0623948699172912,1.040670328095972,,1.1006587249693935
2023-11-29,0.8678048780487806,1.066251979039369,1.0671395281887046,1.0129205400253813,1.0543964869797167,1.0991724170577768,1.0636235994794536,0.9092643775936862,1.0782812745413488,1.021894099443043,1.0641391121127464,1.0650249025096665,1.0671395281887046,1.0650249025096665,1.057515288704657,1.055419734256153,1.0763586237510065,1.0588089146869115,1.0614883896528566,1.0397823841300198,,1.0997195963644708
2023-11-30,0.8687804878048782,1.0639641837953522,1.064849828581777,1.0107471749675976,1.0521341293797866,1.1144013747513237,1.061341443797543,0.9073134215724962,1.0759676687332447,1.019701480337472,1.0618558503251743,1.062739740132837,1.064849828581777,1.062739740132837,1.055246239272127,1.053155181133684,1.0740491432635777,1.0565370895958803,1.05921081536726,1.037551383165906,,1.0973599915883265
2023-12-01,0.8653658536585368,1.057856467470465,1.0587370281880812,1.0049449523788054,1.0460943238150346,1.1108180905881362,1.0552487833853872,0.902104963354514,1.0697910460654305,1.0138478553068322,1.0557602369478771,1.0566390527612362,1.0587370281880812,1.0566390527612362,1.0491885685529987,1.0471095141926179,1.0678835339451875,1.0504720087141588,1.0531303858875398,1.0315952902659868,,1.0910605656894268
2023-12-04,0.8595121951219514,1.0590780107354423,1.0599595882668202,1.0061053968965639,1.047302284927985,1.1161930168329175,1.0564673154678184,0.9031466549981103,1.0710263705989933,1.01501858031296,1.0569793596233366,1.0578591902355563,1.0599595882668202,1.0578591902355563,1.0504001026968242,1.048318647580831,1.0691166558088656,1.051685024890503,1.0543464717834838,1.0327865088459707,,1.0923204508692066
2023-12-05,0.8434146341463417,1.0517425492254926,1.0526180207118163,0.9991368380755168,1.0400483852883948,1.1081306274657456,1.0491499363412773,0.8968912163444667,1.0636081515083955,1.0079882863664367,1.049658433940115,1.0505321706069164,1.0526180207118163,1.0505321706069164,1.043124746731281,1.0410577083378836,1.0617116639207929,1.0444007692053927,1.0470437821954446,1.0256331494080062,,1.0847547432039915
2023-12-06,0.8446341463414636,1.0589155589388806,1.0597970012452302,1.0059510705602603,1.0471416394080089,1.1242554062000893,1.056305264125361,0.9030081214857759,1.0708620860455371,1.0148628867849632,1.056817229738513,1.0576969253936643,1.0597970012452302,1.0576969253936643,1.0502389820031055,1.0481578461611598,1.0689526641862375,1.0515237071027868,1.0541847457568798,1.0320592072859336,,1.0921529000203871
2023-12-07,0.8424390243902441,1.0517425492254928,1.0526180207118163,0.9991368380755169,1.0400483852883948,1.1215679430776988,1.0491499363412773,0.8968912163444667,1.0636081515083955,1.0079882863664367,1.049658433940115,1.0505321706069164,1.0526180207118163,1.0505321706069164,1.043124746731281,1.0410577083378836,1.061711663920793,1.0444007692053927,1.0470437821954446,1.0223720089503978,,1.0847547432039917
2023-12-08,0.8441463414634147,1.0589155589388808,1.0597970012452302,1.0059510705602603,1.0471416394080089,1.1278386903632769,1.056305264125361,0.9030081214857759,1.0708620860455371,1.0148628867849632,1.056817229738513,1.0576969253936643,1.0597970012452302,1.0576969253936643,1.0502389820031055,1.0481578461611598,1.0689526641862377,1.0515237071027868,1.0541847457568798,1.0395108983132688,,1.0921529000203873
2023-12-11,0.8500000000000001,1.065191942438095,1.0660786092119672,1.0119135239844108,1.053348236762671,1.142171827016027,1.062566175936434,0.9083604134844213,1.0772092787655358,1.0208781621511736,1.063081176062111,1.0639660858320685,1.0660786092119672,1.0639660858320685,1.056463937865952,1.0543704667565263,1.0752885394185014,1.0577562777630063,1.0604330888731355,1.0365302219023347,,1.0986262872347332
2023-12-12,0.8519512195121951,1.0696750735089624,1.070565472045351,1.0161724192873756,1.05778152058743,1.1394843638936365,1.0670382558014864,0.9121834791977397,1.0817429878512494,1.0251747874127526,1.06755542343611,1.0684440575737861,1.070565472045351,1.0684440575737861,1.0609103349108424,1.0588080528960742,1.0798141645844044,1.0622081139488777,1.0648961910990327,1.0342947145941341,,1.1032501352449806
2023-12-13,0.8378048780487806,1.0806122006650651,1.0815117032763764,1.0265624968328981,1.0685970395057958,1.1412760059752303,1.0779484222372093,0.9215102990412222,1.0928035060416386,1.035656911643602,1.0784708777656251,1.0793685979377428,1.0815117032763764,1.0793685979377428,1.0717578450767846,1.069634067818944,1.0908549610986944,1.0730688935409392,1.0757844555248766,1.023862347155865,,1.114530557976137
2023-12-14,0.8339024390243903,1.093819683117638,1.0947301796497542,1.039109371794189,1.0816576699886442,1.1574007847095742,1.0911233473978863,0.9327732026961704,1.1061599933377029,1.0483149405636905,1.0916521884938715,1.0925608808014262,1.0947301796497542,1.0925608808014262,1.084857107627723,1.0827073730922865,1.104187632845456,1.0861841800175505,1.088932932203514,1.0353398440674821,,1.1281525981291787
2023-12-15,0.8321951219512196,1.0806122006650651,1.0815117032763761,1.0265624968328981,1.0685970395057955,1.1475467532608083,1.0779484222372093,0.9215102990412221,1.0928035060416383,1.035656911643602,1.078470877765625,1.0793685979377428,1.0815117032763761,1.0793685979377428,1.0717578450767844,1.0696340678189438,1.0908549610986942,1.073068893540939,1.0757844555248766,1.0497418848834656,,1.114530557976137
2023-12-18,0.8287804878048782,1.08220590288669,1.0831067320972279,1.028076485783636,1.0701730215970897,1.1412760059752303,1.0795381958805748,0.9228693555185858,1.0944151881735873,1.037184313166472,1.080061421933824,1.0809604660764023,1.0831067320972279,1.0809604660764023,1.073338488769028,1.071211579334323,1.092463769488886,1.0746514707860784,1.0773710377193995,1.070325059096867,,1.1161742834728714
2023-12-19,0.8292682926829269,1.0866630935905066,1.0875676329707749,1.032310738196254,1.0745806534817566,1.1412760059752303,1.083984399323246,0.9266703001459277,1.0989226642369052,1.0414560772239945,1.0845097803437658,1.0854125273040647,1.0875676329707749,1.0854125273040647,1.0777591579978956,1.075623488639654,1.0969632084077034,1.0790775476838794,1.0818083154694793,1.0695899457321028,,1.120771376897389
2023-12-20,0.8217073170731709,1.09290316057585,1.0938128941937408,1.038238691573919,1.08075133812029,1.1502342163831991,1.090209084142986,0.9319916226242061,1.1052331307255503,1.047436546904526,1.090737482117684,1.091645413022792,1.0938128941937408,1.091645413022792,1.08394809491831,1.0818001616671171,1.103262422894048,1.0852740553408007,1.0880205043195912,1.0798815328388034,,1.1272073076917137
2023-12-21,0.8292682926829269,1.0813144647459265,1.0822145519225186,1.0272296353011123,1.0692914952201564,1.1385885428528395,1.0786489551920408,0.9221091665931175,1.0935136929609237,1.0363299603549674,1.0791717502518359,1.08007005383087,1.0822145519225186,1.08007005383087,1.0724543549232546,1.070329197473257,1.0915638817051225,1.0737662554065182,1.0764835821693834,1.0607685853549307,,1.115254864787968
2023-12-22,0.8307317073170734,1.0844702733798608,1.0853729874545255,1.030227597742018,1.0724122149023825,1.1419115054795144,1.081796984555154,0.9245450642458687,1.096705104956307,1.0393544820303169,1.0823213053886416,1.0832222306603314,1.0853729874545255,1.0832222306603314,1.075584305389202,1.073452945682185,1.0947496031901165,1.0769000346447672,1.0796252919066123,1.057093018531109,,1.1185097282398893
2023-12-25,0.8329268292682928,1.0857827941343297,1.0866866007525038,1.0314744692672733,1.0737101419400858,1.1432935466359193,1.0831062698617262,0.9287342254196521,1.0980324333738034,1.0406123997090222,1.0836312252741347,1.0845332409243682,1.0866866007525038,1.0845332409243682,1.0768860715681905,1.0747521323032831,1.0960745648883798,1.0782033932343524,1.080931948840841,1.0600334719901663,,1.1198634465191508
2023-12-26,0.828048780487805,1.0919739084937472,1.092882868601332,1.0373559185152736,1.0798324182494257,1.1458147443163444,1.0892821227269047,0.9340298516076342,1.1042933949603118,1.0465459532753807,1.0898100714258245,1.0907172303534012,1.092882868601332,1.0907172303534012,1.0830264569723063,1.0808803500233128,1.1023243627432842,1.084351289983396,1.0870954037658727,1.0806166462035676,,1.1262488881579265
2023-12-27,0.8304878048780489,1.0934327734162905,1.0943429478844078,1.0387418144143818,1.081275062276866,1.1484773657206429,1.0907373914537846,0.935277705037574,1.1057687185789191,1.0479441269580918,1.0912660454862584,1.0921744163680112,1.0943429478844078,1.0921744163680112,1.0844733681997392,1.0823243940758767,1.103797055756883,1.0857999711729067,1.08854775106069,1.083557099662625,,1.1277535440697637
2023-12-28,0.8509756097560979,1.0888785901819145,1.0897849737436278,1.034415420811535,1.0767715163066967,1.1475898252525434,1.0861944345733667,0.9313822428314616,1.1011631557298054,1.0435794054227712,1.086720886744519,1.087625474231864,1.0897849737436278,1.087625474231864,1.0799565011808812,1.0778164776044723,1.0991997049478563,1.0812775788093123,1.0840139141040663,1.0740006259206887,,1.1230564137040222
2023-12-29,0.8534146341463418,1.0860180671103128,1.0869220695699333,1.0316979744373185,1.0739427989519692,1.13782688010345,1.0833409628747237,0.9289354683075413,1.0982703606643458,1.0408378849326296,1.0838660320371594,1.084768243140763,1.0869220695699333,1.084768243140763,1.0771194167567693,1.074985015098974,1.0963120679379526,1.0784370238669354,1.0811661707108255,1.0622388120844595,,1.1201061042654155
2024-01-02,0.8421951219512197,1.088402222573717,1.0893082096065858,1.0339628800008904,1.076300445356801,1.1403247724081562,1.0857192412418968,0.9309747774488785,1.100681413813434,1.0431228555100374,1.0862454630983347,1.0871496548425896,1.0893082096065858,1.0871496548425896,1.0794840368491703,1.0773449495001073,1.0987188220109536,1.080804536526491,1.083539674716709,1.0556227918015804,,1.1225650938245695
2024-01-03,0.8397560975609758,1.0878423928835808,1.0887479139136893,1.033431051687131,1.0757468403270418,1.1260405458991063,1.0851607915678763,0.9284267007343348,1.1001152682083863,1.0425863156786563,1.085686742757264,1.086590469422182,1.0887479139136893,1.086590469422182,1.0789287943098567,1.0767908072200387,1.098153685883044,1.0802486147760275,1.08298234612277,1.037244957682472,,1.1219876921475058
2024-01-04,0.832439024390244,1.0856027859842279,1.0865064427634488,1.0313034647053174,1.0735321352729694,1.122710948084547,1.0829267054432672,0.9301110653342057,1.09785039439865,1.0404398802013852,1.0834515738251453,1.0843534399333437,1.0865064427634488,1.0843534399333437,1.076707538374756,1.074573952888211,1.0958928505014276,1.0780246416467438,1.0807527448954959,1.0556227918015804,,1.1196777882563165
2024-01-05,0.8282926829268294,1.0856516266338805,1.086555324068104,1.0313498624595012,1.0735804328709369,1.1227614582092302,1.0829754256975839,0.9301529105001048,1.0978997860612139,1.040486688997687,1.083500317692991,1.0844022243756306,1.086555324068104,1.0844022243756306,1.0767559788322962,1.0746222973569581,1.095942154095209,1.0780731413600086,1.0808013673445684,1.0600334719901663,,1.1217320316447643
2024-01-08,0.8168292682926833,1.0755632060273566,1.076458505850787,1.0217660411399199,1.0636041838643222,1.1123281943948256,1.0729118736953256,0.9300462992170808,1.0876975494008774,1.030817963693379,1.0734318881304796,1.07432541384289,1.076458505850787,1.07432541384289,1.0667502210564523,1.0646363668218566,1.0857581087350847,1.068055143847899,1.070758017785295,1.0747357392854529,,1.1131826942156717
2024-01-09,0.8187804878048783,1.0745178603648207,1.0754122900415393,1.02077298123117,1.0625704612397224,1.111247116642434,1.0718691048769378,0.9333453789499566,1.0866404103047784,1.0298161061724334,1.0723886139072665,1.073281271197233,1.0754122900415393,1.073281271197233,1.0657134407813913,1.063601641013091,1.0847028545917958,1.0670170953113611,1.0697173423110458,1.104140273876026,,1.1121007859703103
2024-01-10,0.8148780487804881,1.0723723631222262,1.0732650068850238,1.0187347967604132,1.0604488194515829,1.1090282818398296,1.0697288964227434,0.9314817617772783,1.0844707078828857,1.0277598652315687,1.0702473681457985,1.071138243060781,1.0732650068850238,1.071138243060781,1.0635855233842657,1.061477940261167,1.0825370209007943,1.0648865748982201,1.0675814302960471,1.1026700471464974,,1.1098802466402553
2024-01-11,0.8195121951219515,1.1108821590923719,1.1118068584455236,1.0553184224860044,1.098530430912515,1.1488544227657547,1.108143763274281,0.9649320574297282,1.12341496561681,1.0646675887774626,1.1086808537541761,1.109603720738696,1.1118068584455236,1.109603720738696,1.1017797765288335,1.0995965083183046,1.1214118383043714,1.1031275498999265,1.105919179827859,1.1034051605112616,,1.1497369823406882
2024-01-12,0.8168292682926833,1.1126031229329487,1.1135292548180187,1.0569533077261066,1.1002322596203578,1.1506342127313096,1.10986048482854,0.9664269173173032,1.1251553451142797,1.0663169576214246,1.1103984073618511,1.1113227040396079,1.1135292548180187,1.1113227040396079,1.103486639079614,1.101299988579061,1.1231491145836965,1.104836500403257,1.107632455087081,1.1040094265441673,,1.1515181395557783
2024-01-15,0.8158536585365856,1.128952279418429,1.1298920203567213,1.072484717507078,1.1163996323448642,1.1675422174040821,1.126169339594002,0.9806280862492668,1.1416889503402436,1.0819859616390635,1.1267151666347632,1.1276530453982718,1.1298920203567213,1.1276530453982718,1.1197018333120292,1.1174830510562477,1.1396532392372853,1.1210715301848981,1.123908570049691,1.12023230288163,,1.1684391330991346
2024-01-16,0.8212195121951221,1.0971144483677568,1.0980276874655637,1.0422393405651862,1.0849158012497726,1.1346161030413144,1.0944099908402076,0.9529731783291273,1.1094919296370507,1.0514726380257666,1.0949404248927765,1.0958518543313998,1.0980276874655637,1.0958518543313998,1.0881248761225892,1.0859686662322527,1.1075136280697704,1.0894559458732813,1.092212977754082,1.088640385803413,,1.1354877246199668
2024-01-17,0.802926829268293,1.081625773802565,1.0825261201131087,1.027525373404266,1.0695993428791875,1.1185979933513193,1.0789594968518752,0.9395194393409514,1.0938285141598216,1.0366283184301086,1.079482442423702,1.0803810046231916,1.0825261201131087,1.0803810046231916,1.0727631131655644,1.0706373438854444,1.091878141555844,1.0740753913433054,1.0767935004210833,1.0639996694021965,,1.1194573096841556
2024-01-18,0.8139024390243905,1.0799048099619881,1.0808037237406136,1.0258904881641637,1.0678975141713447,1.1168182033857643,1.077242775297616,0.9380245794533763,1.0920881346623517,1.0349789495861466,1.077764888816027,1.0786620213222795,1.0808037237406136,1.0786620213222795,1.0710562506147838,1.068933863624688,1.090140865276519,1.0723664408399747,1.0750802251618612,1.0390621771505826,,1.1176761524690655
2024-01-19,0.8156458041018602,1.0919515568460263,1.0928604983480787,1.0373346848448797,1.0798103151262441,1.1292767331446494,1.08925982617743,0.948488598666402,1.104270791144641,1.0062490428516526,1.0897877640697515,1.0906949044286636,1.0928604983480787,1.0906949044286636,1.0830042884702475,1.0808582254499832,1.102301799231795,1.0843290943632893,1.0870731519764159,1.0598434206935943,,1.1301442529746966
2024-01-22,0.7984612054810882,1.1237893878966987,1.1247248312392364,1.0675800617867715,1.1112941462213357,1.162202847507417,1.1210191749312244,0.9761435065865415,1.136467811847834,0.9774001597423736,1.1215625058117382,1.1224960954955356,1.1247248312392364,1.1224960954955356,1.1145812456596875,1.1123726102739782,1.1344414103993101,1.1159446786749063,1.1187687442720247,1.1277288162674324,,1.1630956614538643
2024-01-23,0.8039403528674214,1.1186264963749681,1.1195576421217515,1.0626754060664647,1.1061886600978073,1.156863477610752,1.115869010268447,0.9716589269238162,1.1312466733554243,0.9719368969811796,1.1164098449887134,1.1173391455927997,1.1195576421217515,1.1173391455927997,1.1094606580073458,1.1072621694917086,1.1292295815613347,1.1108178271649143,1.1136289184943584,1.154051724755247,,1.1577521898085938
2024-01-24,0.8166420127175571,1.098835412208334,1.0997500838380587,1.0438742258052887,1.0866176299576151,1.1363958930068694,1.0961267123944667,0.9544680382167025,1.1112323091345204,0.9608507417499881,1.0966579785004515,1.0975708376323117,1.0997500838380587,1.0975708376323117,1.0898317386733696,1.087672146493009,1.1092509043490957,1.0911648963766118,1.0939262530133043,1.1117965295511234,,1.1372688818350571
2024-01-25,0.8305889333373141,1.088654991879508,1.0895611893177843,1.0342030063751029,1.0765504041594864,1.1258674847282255,1.0859713874551262,0.945625143537919,1.1009370348247622,0.969841158047064,1.0864977315207354,1.0874021332534616,1.0895611893177843,1.0874021332534616,1.079734735005557,1.0775951508772583,1.0989739872321735,1.0810555413542353,1.0837913147498646,1.043218425859185,,1.1267323855451292
2024-01-26,0.8290946204137688,1.1022840613485703,1.1032016036370802,1.0471503815528573,1.0900279340975116,1.1399624241505193,1.0995668603932396,0.9574635963710978,1.11471986541904,0.9507365234157775,1.1000997938557542,1.1010155179579504,1.1032016036370802,1.1010155179579504,1.0932521301595022,1.0910857601890982,1.1127322420772836,1.0945894719226281,1.0927017467283617,1.0562786667100479,,1.1384155619916252
2024-01-29,0.8216230557960417,1.1117362923648426,1.1126617026993328,1.0561298340028056,1.0993750672082585,1.1497377520907217,1.1089957910534167,0.9656739728247845,1.1242787350932308,0.9587932390335961,1.1095332944905691,1.1104568710475586,1.1126617026993328,1.1104568710475586,1.102626911176164,1.1004419642979146,1.122274067619514,1.10397572082106,1.0960331544927775,1.0653363954075747,,1.1481776253850662
2024-01-30,0.8076761351762846,1.1303039131141512,1.1312447791536016,1.0737687456354204,1.117736237433031,1.1689400527519447,1.1275176414259165,0.9818021393855325,1.1430558329653517,0.9748064872846792,1.128064121955965,1.1290031235911506,1.1312447791536016,1.1290031235911506,1.1210423919473735,1.1188209532632243,1.141017684615247,1.12241372868446,1.084928461944725,1.105204561281866,,1.16735386965037
2024-01-31,0.8024460399438758,1.104773434583852,1.105693049028982,1.049515242140575,1.0924896283739687,1.142536889342763,1.1020500971637293,0.9596259103645038,1.1172373233911854,0.9527882709394399,1.1025842341910457,1.1035020263437116,1.105693049028982,1.1035020263437116,1.0957211058869605,1.0935498434359234,1.115245211246114,1.0970614678722852,1.0593624680447706,1.0649532840499953,,1.1409865337855771
2024-02-01,0.8014498313281788,1.094542492982327,1.0954535911820538,1.0397960283940069,1.0823724430414159,1.1319562328691968,1.0918443754898695,0.9507391320071408,1.1068909578352786,0.9439648137006521,1.0923735660507317,1.0932828588336425,1.0954535911820538,1.0932828588336425,1.0855739949093053,1.0834228398021295,1.1049172939823022,1.0869019442453323,1.0507205858847737,1.0519910083312574,,1.130634822625782
2024-02-02,0.7939782667104518,1.0963937276427622,1.09730636681196,1.0415546686111636,1.0842030941078706,1.1338707465822948,1.0936910467380552,0.9494670237647983,1.1087630778485307,0.9455613715250929,1.0942211323358069,1.0951319630346297,1.09730636681196,1.0951319630346297,1.0874100608626402,1.0852552674381584,1.1067860758748727,1.0887402562017725,1.05155045522193,1.0528218810604169,1.0,1.1331265798106323
2024-02-05,0.7989593097889365,1.103369433114483,1.1042878788674708,1.0481814655525765,1.0911012377813898,1.1410848961817857,1.1006495566480905,0.9555079214331336,1.1158174821870332,0.951577419835928,1.1011830148672934,1.1020996406436776,1.1042878788674708,1.1020996406436776,1.0943286085707455,1.092160105468889,1.113827901717952,1.095667267156859,1.0582408494474176,1.0532185897270376,1.0,1.1403359947166547
2024-02-06,0.8246116816431323,1.1067819158973113,1.1077032022041744,1.0514232638996464,1.094475777692054,1.1446140247266778,1.1040536274418475,0.9584631005715866,1.1192684640907045,0.9545204427838742,1.1045887355318313,1.105508196233297,1.1077032022041744,1.105508196233297,1.097713130040552,1.095537920228071,1.1172727302799663,1.0990559288078596,1.0615137592910693,1.0223008774568119,1.0,1.1438628070714485
2024-02-07,0.831834194106935,1.0976819618097688,1.098595673306298,1.04277846830746,1.0854770045969495,1.1352030152736319,1.094976105325162,0.950582622869045,1.1100658456809143,0.9466723815893509,1.0955068137597297,1.0964187146609778,1.098595673306298,1.0964187146609778,1.0886877394544012,1.0865304142035852,1.1080865207812614,1.0900194977385245,1.0527859997079976,1.0128816304204291,1.0,1.1344579741253316
2024-02-08,0.8373133414932682,1.1238443298114524,1.1247798188876916,1.0676322556349953,1.1113484772453741,1.162259667451138,1.1210739814106323,0.9732389962638514,1.1365233736090603,0.9692355575236048,1.1216173388545212,1.1225509741813948,1.1247798188876916,1.1225509741813948,1.1146357373895839,1.1124269940239815,1.1344968730900375,1.1159992370628624,1.077878308509328,1.037022850627341,1.0,1.1614968688454173
2024-02-19,0.8440377496492224,1.115881869984853,1.11681073110205,1.0600680594918324,1.103474550787158,1.1540250341797231,1.1131311495585325,0.9663435782741276,1.128471082500494,0.962368503978397,1.1136706573039323,1.1145976778056157,1.11681073110205,1.1145976778056157,1.1067385206267022,1.1045454262525565,1.1264589397786708,1.1080923598771943,1.0702415188741403,1.0296755227382808,1.0,1.153267640017565
2024-02-20,0.8470263754963133,1.1064839228242673,1.1074049610814165,1.0511401757456218,1.0941810979582403,1.1443058456303463,1.1037563689408538,0.9582050412731503,1.1189671091043383,0.9542634450176993,1.1042913329568318,1.1052105461001147,1.1074049610814165,1.1052105461001147,1.0974175786728952,1.0952429545200164,1.1169719126305795,1.0987600159012896,1.0612279543437115,1.0210036046656499,1.0,1.1435548302350695
2024-02-21,0.8589808788846766,1.103999303237087,1.104918273294557,1.0487798310396061,1.091724104474801,1.1417362965757871,1.1012778741004177,0.9560533832463393,1.1164544584102416,0.9521206378806835,1.1018116368498927,1.102728785891806,1.104918273294557,1.102728785891806,1.0949533176429411,1.09278357662813,1.1144637421680856,1.0962927404164813,1.058844957440245,1.018710931900682,1.0,1.140986967592326
2024-02-22,0.8654562348867065,1.1321583252251297,1.1331007348789643,1.0755304043744498,1.1195700306204448,1.1708578525274576,1.1293674822920263,0.9804388408835303,1.1449311662766695,0.9764057854335291,1.1299148593952013,1.1308554015859706,1.1331007348789643,1.1308554015859706,1.1228816093157543,1.1206565260695076,1.142889674076349,1.1242551959109752,1.0649610182845288,1.0446945565703167,1.0,1.1700894108767514
2024-02-23,0.8662033913484796,1.1437532166319708,1.1447052778843083,1.0865453463358559,1.1310360002098274,1.1828490814487336,1.1409337915473945,0.9904799116753147,1.1566568695157866,0.986405552072936,1.1414867745609165,1.1424369492247441,1.1447052778843083,1.1424369492247441,1.1343814941222068,1.13213362289831,1.1545944695679866,1.1357691481734138,1.0659860048276324,1.0553936961401662,1.0,1.1820727698762206
2024-02-26,0.8574865659611314,1.1300029397467644,1.130943555255701,1.0734828262544298,1.1174386105423098,1.1686287914886084,1.1272174099771968,0.9785722966087746,1.1427514640614072,0.9745469192272527,1.1277637449923235,1.1287024965934422,1.130943555255701,1.1287024965934422,1.1207438847054074,1.1185230375381703,1.1407138584223075,1.1157764805493446,1.046511260508666,1.0427056832595882,1.0,1.167861812785211
2024-02-27,0.8676977042720248,1.1277108445342963,1.1286495521010242,1.0713053763025953,1.1151720007846175,1.1662583476924855,1.124930964926533,0.9765873629442539,1.14043350977325,0.9725701506284145,1.125476191757045,1.126413039196701,1.1286495521010242,1.126413039196701,1.118470570537648,1.1162542281313992,1.1384000372084693,1.1123997290098322,1.0485612335948729,1.0405906615896905,1.0,1.165492924726823
