date,baseline_threshold_dual_nav,hs300_trend_guard_nav,core_satellite_70_30_nav,adaptive_core_satellite_80_20_nav,hs300_partial_override_30_nav,hs300_partial_override_40_nav,hs300_partial_override_50_nav,hs300_benchmark
2016-12-02,0.922375595230858,0.922375595230858,0.9930013915269268,0.9291084291167564,0.922375595230858,0.922375595230858,0.922375595230858,1.1742969260954872
2016-12-05,0.9038818489605651,0.9038818489605651,0.9730915891905473,0.9104796886833377,0.9038818489605651,0.9038818489605651,0.9038818489605651,1.1507521255722695
2016-12-06,0.9022439490383372,0.9022439490383372,0.9713596706989225,0.9088298329936816,0.9022439490383372,0.9022439490383372,0.9022439490383372,1.1487900588620013
2016-12-07,0.9008696246681341,0.9008696246681341,0.9716511690063042,0.907445476812427,0.9008696246681341,0.9008696246681341,0.9008696246681341,1.1540222367560498
2016-12-08,0.9071939287863692,0.9071939287863692,0.9770868132504439,0.9138159448678825,0.9071939287863692,0.9071939287863692,0.9071939287863692,1.156638325703074
2016-12-09,0.8913108124037784,0.8913108124037784,0.9667654244630135,0.8978168904826525,0.8913108124037784,0.8913108124037784,0.8913108124037784,1.1631785480706345
2016-12-12,0.9016195673515089,0.9016195673515089,0.9669278953586302,0.9082008936643913,0.9016195673515089,0.9016195673515089,0.9016195673515089,1.1324395029431003
2016-12-13,0.9008265862016834,0.9008265862016834,0.965913775889191,0.9074021241888728,0.9008265862016834,0.9008265862016834,0.9008265862016834,1.1308044473512102
2016-12-14,0.9049399411072123,0.9049399411072123,0.9669922744604685,0.9115455043199561,0.9049399411072123,0.9049399411072123,0.9049399411072123,1.1229561805101376
2016-12-15,0.90023845519822,0.90023845519822,0.9601822107911544,0.9068097001529722,0.90023845519822,0.90023845519822,0.90023845519822,1.1102027468933946
2016-12-16,0.9033480871678166,0.9033480871678166,0.96250389489324,0.9099420307234488,0.9033480871678166,0.9033480871678166,0.9033480871678166,1.1102027468933946
2016-12-19,0.9033480871678166,0.9033480871678166,0.9616533759875906,0.9099420307234488,0.9033480871678166,0.9033480871678166,0.9033480871678166,1.1069326357096143
2016-12-20,0.9095673511070099,0.9095673511070099,0.9641571557549375,0.9162066918644021,0.9095673511070099,0.9095673511070099,0.9095673511070099,1.0987573577501637
2016-12-21,0.9437733027725728,0.9437733027725728,0.9927235488961048,0.9506623281396446,0.9437733027725728,0.9437733027725728,0.9437733027725728,1.1108567691301507
2016-12-22,0.9507699747041654,0.9507699747041654,0.997349220749027,0.9577100719232171,0.9507699747041654,0.9507699747041654,0.9507699747041654,1.1088947024198827
2016-12-23,0.9492151587193671,0.9492151587193671,0.9938251850274944,0.9561439066379789,0.9492151587193671,0.9492151587193671,0.9492151587193671,1.100065402223676
2016-12-26,1.0036337181873078,1.0036337181873078,1.034771969982444,1.010959691621319,1.0036337181873078,1.0036337181873078,1.0036337181873078,1.1039895356442122
2016-12-27,0.9989692702329129,0.9989692702329129,1.030945792160812,1.006261195765604,0.9989692702329129,0.9989692702329129,0.9989692702329129,1.1023544800523222
2016-12-28,0.988862966331724,0.988862966331724,1.0219934603430283,0.9960811214115551,0.988862966331724,0.988862966331724,0.988862966331724,1.0964682799215177
2016-12-29,0.9764244384533375,0.9764244384533375,1.0131776556184027,0.9835517991296487,0.9764244384533375,0.9764244384533375,0.9764244384533375,1.0971223021582737
2016-12-30,0.9803114784153331,0.9803114784153331,1.0162727923197348,0.9874672123427443,0.9803114784153331,0.9803114784153331,0.9803114784153331,1.0981033355134078
2017-01-03,0.9655407265597492,0.9655407265597492,1.0090040974449497,0.9725886421329806,0.9655407265597492,0.9655407265597492,0.9655407265597492,1.1105297580117728
2017-01-04,0.9484377507269679,0.9484377507269679,0.9991671356862606,0.9553608239953594,0.9484377507269679,0.9484377507269679,0.9484377507269679,1.1203400915631136
2017-01-05,0.9352218148561824,0.9352218148561824,0.9888087119585287,0.9420484190708339,0.9352218148561824,0.9352218148561824,0.9352218148561824,1.1180510137344675
2017-01-06,0.9335293897764784,0.9335293897764784,0.9866021712785606,0.9403436402200795,0.9335293897764784,0.9335293897764784,0.9335293897764784,1.1144538914323092
2017-01-09,0.9366412862635002,0.9366412862635002,0.9899466594901957,0.9434782518377115,0.9366412862635002,0.9366412862635002,0.9366412862635002,1.1183780248528457
2017-01-10,0.9461262613142698,0.9461262613142698,0.9961824660628004,0.9530324619829036,0.9461262613142698,0.9461262613142698,0.9461262613142698,1.1154349247874433
2017-01-11,0.9714195281163222,0.9714195281163222,1.0126341023081833,0.9785103557034156,0.9714195281163222,0.9714195281163222,0.9714195281163222,1.1072596468279927
2017-01-12,0.9951319657432461,0.9951319657432461,1.0284118131399067,1.0023958810663955,0.9951319657432461,0.9951319657432461,0.9951319657432461,1.1017004578155665
2017-01-13,0.9793236739919636,0.9793236739919636,1.0175254022493148,0.9864721974910756,0.9793236739919636,0.9793236739919636,0.9793236739919636,1.1036625245258347
2017-01-16,0.9816949177546559,0.9816949177546559,1.0188882347654724,0.9888607500273734,0.9816949177546559,0.9816949177546559,0.9816949177546559,1.1023544800523226
2017-01-17,0.9872278198676049,0.9872278198676049,1.023361379714123,0.9944340392787354,0.9872278198676049,0.9872278198676049,0.9872278198676049,1.1039895356442126
2017-01-18,0.9745811864665788,0.9745811864665788,1.0161853676715242,0.9816950924184794,0.9745811864665788,0.9745811864665788,0.9745811864665788,1.1111837802485292
2017-01-19,0.9603537238904244,0.9603537238904244,1.0047243973832427,0.9673637772006914,0.9603537238904244,0.9603537238904244,0.9603537238904244,1.107259646827993
2017-01-20,0.9612195141589783,0.9612195141589783,1.0079387100433195,0.9682358872614084,0.9612195141589783,0.9612195141589783,0.9612195141589783,1.1167429692609556
2017-01-23,0.9649663968228662,0.9649663968228662,1.0059075706468523,0.9720101201053057,0.9649663968228662,0.9649663968228662,0.9649663968228662,1.0990843688685423
2017-01-24,0.9638146279046145,0.9638146279046145,1.0052466985867934,0.9708499439082386,0.9638146279046145,0.9638146279046145,0.9638146279046145,1.0997383911052983
2017-01-25,0.9563258926560466,0.9563258926560466,1.000675979055727,0.96330654501646,0.9563258926560466,0.9563258926560466,0.9563258926560466,1.1030085022890785
2017-01-26,0.9534399601244554,0.9534399601244554,0.9998081647468119,0.9603995467666933,0.9534399601244554,0.9534399601244554,0.9534399601244554,1.107586657946371
2017-02-03,0.9629707495781796,0.9629707495781796,1.0050330325443695,0.969999905734751,0.9629707495781796,0.9629707495781796,0.9629707495781796,1.1010464355788105
2017-02-06,0.970749421302521,0.970749421302521,1.0106263933055895,0.977835357478906,0.970749421302521,0.970749421302521,0.970749421302521,1.1007194244604326
2017-02-07,0.9767874036342062,0.9767874036342062,1.0144861610786944,0.9839174137564496,0.9767874036342062,0.9767874036342062,0.9767874036342062,1.0987573577501644
2017-02-08,0.9766897248938429,0.9766897248938429,1.0164983210101057,0.983819022015074,0.9766897248938429,0.9766897248938429,0.9766897248938429,1.106278613472859
2017-02-09,0.9817584503391594,0.9817584503391594,1.0212727831096209,0.9889247463647556,0.9817584503391594,0.9817584503391594,0.9817584503391594,1.1102027468933955
2017-02-10,0.973732395854635,0.973732395854635,1.0170528294714827,0.9808401061025036,0.973732395854635,0.973732395854635,0.973732395854635,1.1160889470242
2017-02-13,0.9757430527192313,0.9757430527192313,1.0201320723369567,0.9828654396549273,0.9757430527192313,0.9757430527192313,0.9757430527192313,1.1219751471550043
2017-02-14,0.9760301415173834,0.9760301415173834,1.020698970269189,0.983154624043204,0.9760301415173834,0.9760301415173834,0.9760301415173834,1.1232831916285164
2017-02-15,0.9722982615645228,0.9722982615645228,1.0168973713173735,0.9793955034218622,0.9722982615645228,0.9722982615645228,0.9722982615645228,1.11935905820798
2017-02-16,0.9774704429337616,0.9774704429337616,1.0220208212412472,0.9846054388667367,0.9774704429337616,0.9774704429337616,0.9774704429337616,1.1242642249836505
2017-02-17,0.9950750864663853,0.9950750864663853,1.0331268794213124,1.0023385866021368,0.9950750864663853,0.9950750864663853,0.9950750864663853,1.11772400261609
2017-02-20,1.0004663601546706,1.0004663601546706,1.042123063889057,1.0077692136193308,1.0004663601546706,1.0004663601546706,1.0004663601546706,1.1360366252452594
2017-02-21,1.0004663601546706,1.0004663601546706,1.0422130572451789,1.0077692136193308,1.0004663601546706,1.0004663601546706,1.0004663601546706,1.1363636363636374
2017-02-22,1.0050874518874866,1.0050874518874866,1.046482551511289,1.0124240367769257,1.0050874518874866,1.0050874518874866,1.0050874518874866,1.1396337475474176
2017-02-23,1.0050874518874866,1.0050874518874866,1.0451312827934123,1.0124240367769257,1.0050874518874866,1.0050874518874866,1.0050874518874866,1.1347285807717473
2017-02-24,1.0147416416172998,1.0147416416172998,1.0518896356029626,1.0221486967751305,1.0147416416172998,1.0147416416172998,1.0147416416172998,1.1337475474166132
2017-02-27,1.0173744847955501,1.0173744847955501,1.0513425503282698,1.0248007582586554,1.0173744847955501,1.0173744847955501,1.0173744847955501,1.1249182472204065
2017-02-28,1.015189860433692,1.015189860433692,1.0502201525274149,1.022600187342045,1.015189860433692,1.015189860433692,1.015189860433692,1.1265533028122965
2017-03-01,1.0087185118082918,1.0087185118082918,1.0458984036194607,1.0160816014355005,1.0087185118082918,1.0087185118082918,1.0087185118082918,1.1278613472858086
2017-03-02,1.0093635321201568,1.0093635321201568,1.0452758636615056,1.0167313300404246,1.0093635321201568,1.0093635321201568,1.0093635321201568,1.1239372138652723
