date,baseline_threshold_dual_nav,hs300_trend_guard_nav,core_satellite_70_30_nav,adaptive_core_satellite_80_20_nav,hs300_partial_override_30_nav,hs300_partial_override_40_nav,hs300_partial_override_50_nav,hs300_benchmark
2016-05-25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016-05-26,1.0,1.0,0.99985,1.0,1.0,1.0,1.0,1.0
2016-05-27,1.0,1.0,1.0000461772400262,1.0,1.0,1.0,1.0,1.0006540222367561
2016-05-30,1.0,1.0,1.0002422647257596,1.0,1.0,1.0,1.0,1.0013080444735123
2016-05-31,1.0,1.0,1.0107281486897364,1.0,1.0,1.0,1.0,1.036298234139961
2016-06-01,1.0,1.0,1.0094842737197491,1.0,1.0,1.0,1.0,1.0320470896010465
2016-06-02,1.0,1.0,1.0097721494632055,1.0,1.0,1.0,1.0,1.0330281229561804
2016-06-03,1.0,1.0,1.0133202567310249,1.0,1.0,1.0,1.0,1.0451275343361675
2016-06-06,1.0,1.0,1.0115130209790326,1.0,1.0,1.0,1.0,1.0389143230869848
2016-06-07,1.0,1.0,1.0115130209790326,1.0,1.0,1.0,1.0,1.0389143230869848
2016-06-08,1.0,1.0,1.0111309575150178,1.0,1.0,1.0,1.0,1.0376062786134728
2016-06-13,1.0,1.0,1.001188541544495,1.0,1.0,1.0,1.0,1.0035971223021583
2016-06-14,1.0,1.0,1.0024608241486082,1.0,1.0,1.0,1.0,1.0078482668410726
2016-06-15,1.0,1.0,1.0064615600788573,1.0,1.0,1.0,1.0,1.0212557226945718
2016-06-16,1.0,1.0,1.0046245985378872,1.0,1.0,1.0,1.0,1.0150425114453892
2016-06-17,1.0,1.0,1.0058868523826996,1.0,1.0,1.0,1.0,1.0192936559843033
2016-06-20,1.0,1.0,1.0059836653617547,1.0,1.0,1.0,1.0,1.0196206671026813
2016-06-21,1.0,1.0,1.0053061266519216,1.0,1.0,1.0,1.0,1.0173315892740353
2016-06-22,1.0,1.0,1.007148056874331,1.0,1.0,1.0,1.0,1.0235448005232175
2016-06-23,1.0,1.0,1.0061827392479339,1.0,1.0,1.0,1.0,1.0202746893394374
2016-06-24,1.0,1.0,1.002990044017628,1.0,1.0,1.0,1.0,1.0094833224329627
2016-06-27,1.0,1.0,1.0067914640095315,1.0,1.0,1.0,1.0,1.0222367560497057
2016-06-28,1.0,1.0,1.0083374009984136,1.0,1.0,1.0,1.0,1.027468933943754
2016-06-29,1.0,1.0,1.009685274036031,1.0,1.0,1.0,1.0,1.0320470896010463
2016-06-30,1.0,1.0,1.0101651624742611,1.0,1.0,1.0,1.0,1.0336821451929363
2016-07-01,1.0,1.0,1.0098775482236357,1.0,1.0,1.0,1.0,1.0327011118378022
2016-07-04,1.011071966410077,1.011071966410077,1.022788593273172,1.011071966410077,1.011071966410077,1.011071966410077,1.011071966410077,1.0500327011118376
2016-07-05,1.012678755303691,1.012678755303691,1.0246908430902648,1.012678755303691,1.012678755303691,1.012678755303691,1.012678755303691,1.0526487900588617
2016-07-06,1.0177122626304567,1.0177122626304567,1.0297840563519747,1.0177122626304567,1.0177122626304567,1.0177122626304567,1.0177122626304567,1.05788096795291
2016-07-07,1.018970639462148,1.018970639462148,1.031057359667402,1.018970639462148,1.018970639462148,1.018970639462148,1.018970639462148,1.059189012426422
2016-07-08,1.0125055900507376,1.0125055900507376,1.0253318315809061,1.0125055900507376,1.0125055900507376,1.0125055900507376,1.0125055900507376,1.0552648790058858
2016-07-11,1.0197278521471216,1.0197278521471216,1.0312140230182922,1.0197278521471216,1.0197278521471216,1.0197278521471216,1.0197278521471216,1.05788096795291
2016-07-12,1.0133502204409668,1.0133502204409668,1.034541083989591,1.0133502204409668,1.0133502204409668,1.0133502204409668,1.0133502204409668,1.084695879659908
2016-07-13,1.0058516371036852,1.0058516371036852,1.0298372802664322,1.0058516371036852,1.0058516371036852,1.0058516371036852,1.0058516371036852,1.086984957488554
2016-07-14,1.0002867594433604,1.0002867594433604,1.0253842474320292,1.0002867594433604,1.0002867594433604,1.0002867594433604,1.0002867594433604,1.085349901896664
2016-07-15,1.0011226536713076,1.0011226536713076,1.026354786852158,1.0011226536713076,1.0011226536713076,1.0011226536713076,1.0011226536713076,1.086657946370176
2016-07-18,0.9983369210697874,0.9983369210697874,1.023243716132772,0.9983369210697874,0.9983369210697874,0.9983369210697874,0.9983369210697874,1.0827338129496398
2016-07-19,0.9923171695462629,0.9923171695462629,1.0173486394191358,0.9923171695462629,0.9923171695462629,0.9923171695462629,0.9923171695462629,1.0771746239372133
2016-07-20,0.9902084202485021,0.9902084202485021,1.0151866963481175,0.9902084202485021,0.9902084202485021,0.9902084202485021,0.9902084202485021,1.0748855461085671
2016-07-21,1.0008789373114944,1.0008789373114944,1.0245136052154642,1.0008789373114944,1.0008789373114944,1.0008789373114944,1.0008789373114944,1.0807717462393718
2016-07-22,0.9872747575810468,0.9872747575810468,1.0120689016695983,0.9872747575810468,0.9872747575810468,0.9872747575810468,0.9872747575810468,1.0712884238064089
2016-07-25,0.9960203016934773,0.9960203016934773,1.018251845462246,0.9960203016934773,0.9960203016934773,0.9960203016934773,0.9960203016934773,1.070961412688031
2016-07-26,1.0018506644350977,1.0018506644350977,1.0263417435723865,1.0018506644350977,1.0018506644350977,1.0018506644350977,1.0018506644350977,1.084695879659908
2016-07-27,0.9989354830642877,0.9989354830642877,1.0185888700317935,0.9989354830642877,0.9989354830642877,0.9989354830642877,0.9989354830642877,1.0647482014388483
2016-07-28,1.0115679356711318,1.0115679356711318,1.0284502143237904,1.0115679356711318,1.0115679356711318,1.0115679356711318,1.0115679356711318,1.0676913015042506
2016-07-29,1.0067093000531149,1.0067093000531149,1.023952933659377,1.0067093000531149,1.0067093000531149,1.0067093000531149,1.0067093000531149,1.0640941792020924
2016-08-01,1.0115679356711318,1.0115679356711318,1.0248633654069825,1.0115679356711318,1.0115679356711318,1.0115679356711318,1.0115679356711318,1.0552648790058856
2016-08-02,1.0203134797835625,1.0203134797835625,1.0318279248643927,1.0203134797835625,1.0203134797835625,1.0203134797835625,1.0203134797835625,1.0578809679529098
2016-08-03,1.0037941186823047,1.0037941186823047,1.0205166242022263,1.0037941186823047,1.0037941186823047,1.0037941186823047,1.0037941186823047,1.0591890124264218
2016-08-04,1.0086527543003216,1.0086527543003216,1.024919542689513,1.0086527543003216,1.0086527543003216,1.0086527543003216,1.0086527543003216,1.0624591236102021
2016-08-05,1.0057375729295113,1.0057375729295113,1.0240762880419882,1.0057375729295113,1.0057375729295113,1.0057375729295113,1.0057375729295113,1.0667102681491163
2016-08-08,1.0193417526599586,1.0193417526599586,1.036315779746023,1.0193417526599586,1.0193417526599586,1.0193417526599586,1.0193417526599586,1.0755395683453228
2016-08-09,1.0232286611543724,1.0232286611543724,1.040499807076089,1.0232286611543724,1.0232286611543724,1.0232286611543724,1.0232286611543724,1.0804447351209931
2016-08-10,1.0183700255363555,1.0183700255363555,1.0360965919282061,1.0183700255363555,1.0183700255363555,1.0183700255363555,1.0183700255363555,1.0771746239372129
2016-08-11,1.0183700255363555,1.0183700255363555,1.035719143260837,1.0183700255363555,1.0183700255363555,1.0183700255363555,1.0183700255363555,1.0758665794637008
2016-08-12,1.0232286611543724,1.0232286611543724,1.0446557925032318,1.0232286611543724,1.0232286611543724,1.0232286611543724,1.0232286611543724,1.0948332243296262
2016-08-15,1.0203134797835625,1.0203134797835625,1.0518395412096058,1.0203134797835625,1.0203134797835625,1.0203134797835625,1.0203134797835625,1.1272073250490506
2016-08-16,1.016336122015111,1.016336122015111,1.0480539258442758,1.016336122015111,1.016336122015111,1.016336122015111,1.016336122015111,1.1239372138652703
2016-08-17,1.011459254387799,1.011459254387799,1.0438014172454484,1.011459254387799,1.011459254387799,1.011459254387799,1.011459254387799,1.1213211249182462
2016-08-18,1.0147875245236195,1.0147875245236195,1.0457502121517737,1.0147875245236195,1.0147875245236195,1.0147875245236195,1.0147875245236195,1.1196860693263562
2016-08-19,1.0150698019991475,1.0150698019991475,1.0455873340381279,1.0150698019991475,1.0150698019991475,1.0150698019991475,1.0150698019991475,1.118378024852844
2016-08-22,1.0088601292444779,1.0088601292444779,1.0389086432682697,1.0088601292444779,1.0088601292444779,1.0088601292444779,1.0088601292444779,1.1105297580117715
2016-08-23,1.0102735935236296,1.0102735935236296,1.0401110906734818,1.0102735935236296,1.0102735935236296,1.0102735935236296,1.0102735935236296,1.1111837802485276
2016-08-24,1.0105561875358042,1.0105561875358042,1.03902914944222,1.0105561875358042,1.0105561875358042,1.0105561875358042,1.0105561875358042,1.1066056245912352
2016-08-25,1.003774405361499,1.003774405361499,1.0324901204398533,1.003774405361499,1.003774405361499,1.003774405361499,1.003774405361499,1.1007194244604308
2016-08-26,1.0049066147718468,1.0049066147718468,1.0329372508226244,1.0049066147718468,1.0049066147718468,1.0049066147718468,1.0049066147718468,1.0994113799869187
2016-08-29,1.0017939156483016,1.0017939156483016,1.0306054123161001,1.0017939156483016,1.0017939156483016,1.0017939156483016,1.0017939156483016,1.0990843688685408
2016-08-30,1.0034930714062915,1.0034930714062915,1.0331169021057427,1.0034930714062915,1.0034930714062915,1.0034930714062915,1.0034930714062915,1.1036625245258331
2016-08-31,0.9998131250231374,0.9998131250231374,1.031750551978764,0.9998131250231374,0.9998131250231374,0.9998131250231374,0.9998131250231374,1.1082406801831253
2016-09-01,0.9975464569394858,0.9975464569394858,1.0268252379567795,0.9975464569394858,0.9975464569394858,0.9975464569394858,0.9975464569394858,1.0964682799215166
2016-09-02,0.9992474242550488,0.9992474242550488,1.0294289457764154,0.9992474242550488,0.9992474242550488,0.9992474242550488,0.9992474242550488,1.1013734466971867
2016-09-05,1.007748643036375,1.007748643036375,1.0362014048359265,1.007748643036375,1.007748643036375,1.007748643036375,1.007748643036375,1.103662524525833
2016-09-06,1.0080314206282477,1.0080314206282477,1.039076034862066,1.0080314206282477,1.0080314206282477,1.0080314206282477,1.0080314206282477,1.1131458469587956
2016-09-07,1.007715922192426,1.007715922192426,1.0390315353014425,1.007715922192426,1.007715922192426,1.007715922192426,1.007715922192426,1.1137998691955517
2016-09-08,1.0062365975855667,1.0062365975855667,1.0375062394480932,1.0062365975855667,1.0062365975855667,1.0062365975855667,1.0062365975855667,1.1121648136036615
2016-09-09,1.0005983777279719,1.0005983777279719,1.0318810921722328,1.0005983777279719,1.0005983777279719,1.0005983777279719,1.0005983777279719,1.106605624591235
2016-09-12,0.9950240135066462,0.9950240135066462,1.0217279623895419,0.9950240135066462,0.9950240135066462,0.9950240135066462,0.9950240135066462,1.0846958796599075
2016-09-13,0.9964195591076375,0.9964195591076375,1.0227310613708502,0.9964195591076375,0.9964195591076375,0.9964195591076375,0.9964195591076375,1.0846958796599075
2016-09-14,0.9925133991279365,0.9925133991279365,1.0180745661962625,0.9925133991279365,0.9925133991279365,0.9925133991279365,0.9925133991279365,1.078155657292347
2016-09-19,0.9877655334127976,0.9877655334127976,1.0166108321123,0.9877655334127976,0.9877655334127976,0.9877655334127976,0.9877655334127976,1.0850228907782855
2016-09-20,0.9891636445712021,0.9891636445712021,1.0172504186499483,0.9891636445712021,0.9891636445712021,0.9891636445712021,0.9891636445712021,1.0837148463047734
2016-09-21,0.9911203087921836,0.9911203087921836,1.0198561008329505,0.9911203087921836,0.9911203087921836,0.9911203087921836,0.9911203087921836,1.0879659908436878
2016-09-22,0.9969874057575496,0.9969874057575496,1.0261053021085818,0.9969874057575496,0.9969874057575496,0.9969874057575496,0.9969874057575496,1.0951602354480046
2016-09-23,0.9978243311768634,0.9978243311768634,1.0259729203826946,0.9978243311768634,0.9978243311768634,0.9978243311768634,0.9978243311768634,1.0925441465009804
2016-09-26,0.9981032478312805,0.9981032478312805,1.021014632069133,0.9981032478312805,0.9981032478312805,0.9981032478312805,0.9981032478312805,1.074231523871811
2016-09-27,0.9967087619803111,0.9967087619803111,1.0216012216234114,0.9967087619803111,0.9967087619803111,0.9967087619803111,0.9967087619803111,1.0797907128842374
2016-09-28,0.990849872126823,0.990849872126823,1.0169334891608037,0.990849872126823,0.990849872126823,0.990849872126823,0.990849872126823,1.0781556572923474
2016-09-29,0.9894528331812792,0.9894528331812792,1.0173178077566747,0.9894528331812792,0.9894528331812792,0.9894528331812792,0.9894528331812792,1.0830608240680177
2016-09-30,0.9925274041318424,0.9925274041318424,1.02045210119902,0.9925274041318424,0.9925274041318424,0.9925274041318424,0.9925274041318424,1.086330935251798
2016-10-10,0.9629226472305479,0.9629226472305479,1.0026475742508654,0.9629226472305479,0.9629226472305479,0.9629226472305479,0.9629226472305479,1.0987573577501628
2016-10-11,0.9612339264754486,0.9612339264754486,1.0021328793872109,0.9612339264754486,0.9612339264754486,0.9612339264754486,0.9612339264754486,1.101373446697187
2016-10-12,0.9595444636973154,0.9595444636973154,1.0001858277612956,0.9595444636973154,0.9595444636973154,0.9595444636973154,0.9595444636973154,1.0987573577501628
2016-10-13,0.9620797738399285,0.9620797738399285,1.0020357127418156,0.9620797738399285,0.9620797738399285,0.9620797738399285,0.9620797738399285,1.0987573577501628
2016-10-14,0.9592646172229865,0.9592646172229865,1.000877936866698,0.9592646172229865,0.9592646172229865,0.9592646172229865,0.9592646172229865,1.102027468933943
2016-10-17,0.9620818407684285,0.9620818407684285,1.0001734753132046,0.9620818407684285,0.9620818407684285,0.9620818407684285,0.9620818407684285,1.0918901242642243
2016-10-18,0.9637709383674368,0.9637709383674368,1.0051768965826489,0.9637709383674368,0.9637709383674368,0.9637709383674368,0.9637709383674368,1.1056245912361014
2016-10-19,0.9637709383674368,0.9637709383674368,1.0049985155894665,0.9637709383674368,0.9637709383674368,0.9637709383674368,0.9637709383674368,1.1049705689993454
2016-10-20,0.9696801908362591,0.9696801908362591,1.0088658026236867,0.9696801908362591,0.9696801908362591,0.9696801908362591,0.9696801908362591,1.1033355134074554
2016-10-21,0.9668705416052956,0.9668705416052956,1.0083445300840808,0.9668705416052956,0.9668705416052956,0.9668705416052956,0.9668705416052956,1.1088947024198819
2016-10-24,0.9694010642877959,0.9694010642877959,1.0138493951257788,0.9694010642877959,0.9694010642877959,0.9694010642877959,0.9694010642877959,1.1223021582733808
2016-10-25,0.972210922445152,0.972210922445152,1.015108872065148,0.972210922445152,0.972210922445152,0.972210922445152,0.972210922445152,1.1193590582079787
2016-10-26,0.9758611006377258,0.9758611006377258,1.016887073455407,0.9758611006377258,0.9758611006377258,0.9758611006377258,0.9758611006377258,1.1160889470241984
2016-10-27,0.9740964776238362,0.9740964776238362,1.0151530960342872,0.9740964776238362,0.9740964776238362,0.9740964776238362,0.9740964776238362,1.1144538914323083
2016-10-28,0.9714374335538896,0.9714374335538896,1.0127665027066701,0.9714374335538896,0.9714374335538896,0.9714374335538896,0.9714374335538896,1.1128188358404183
2016-10-31,0.974200565685162,0.974200565685162,1.0141591142588202,0.974200565685162,0.974200565685162,0.974200565685162,0.974200565685162,1.1105297580117721
2016-11-01,0.9772755172554739,0.9772755172554739,1.0182812581215201,0.9772755172554739,0.9772755172554739,0.9772755172554739,0.9772755172554739,1.1173969914977107
2016-11-02,0.9842585506049234,0.9842585506049234,1.0213182526102067,0.9842585506049234,0.9842585506049234,0.9842585506049234,0.9842585506049234,1.1098757357750162
2016-11-03,0.9839797238200495,0.9839797238200495,1.0234628911961146,0.9839797238200495,0.9839797238200495,0.9839797238200495,0.9839797238200495,1.1183780248528448
2016-11-04,0.9786816395826904,0.9786816395826904,1.0186178666791195,0.9786816395826904,0.9786816395826904,0.9786816395826904,0.9786816395826904,1.1147809025506865
2016-11-07,0.9753309463801249,0.9753309463801249,1.0164455935092367,0.9753309463801249,0.9753309463801249,0.9753309463801249,0.9753309463801249,1.1157619359058206
2016-11-08,0.977007733107426,0.977007733107426,1.0192775002456584,0.977007733107426,0.977007733107426,0.977007733107426,0.977007733107426,1.121648136036625
2016-11-09,0.9957238212041231,0.9957238212041231,1.0317866364015793,0.9957238212041231,0.9957238212041231,0.9957238212041231,0.9957238212041231,1.1173969914977107
2016-11-10,0.981265841810723,0.981265841810723,1.0244700537809814,0.981265841810723,0.981265841810723,0.981265841810723,0.981265841810723,1.1288423806409416
2016-11-11,0.9689869375690815,0.9689869375690815,1.0181673629690695,0.9689869375690815,0.9689869375690815,0.9689869375690815,0.9689869375690815,1.1386527141922824
2016-11-14,0.9449109891022152,0.9449109891022152,1.00089743868464,0.9449109891022152,0.9449109891022152,0.9449109891022152,0.9449109891022152,1.1402877697841725
2016-11-15,0.952236426513071,0.952236426513071,1.005984625758014,0.952236426513071,0.952236426513071,0.952236426513071,0.952236426513071,1.1389797253106604
2016-11-16,0.9558921145292157,0.9558921145292157,1.0087746950904353,0.9558921145292157,0.9558921145292157,0.9558921145292157,0.9558921145292157,1.1393067364290386
2016-11-17,0.9542064855249027,0.9542064855249027,1.0082243851864248,0.9542064855249027,0.9542064855249027,0.9542064855249027,0.9542064855249027,1.1419228253760627
2016-11-18,0.9460556790211552,0.9460556790211552,1.0011564204242929,0.9460556790211552,0.9460556790211552,0.9460556790211552,0.9460556790211552,1.1379986919555265
2016-11-21,0.952252396531677,0.952252396531677,1.0071276671416471,0.952252396531677,0.952252396531677,0.952252396531677,0.952252396531677,1.143230869849575
2016-11-22,0.9539396654513345,0.9539396654513345,1.0114016576979323,0.9539396654513345,0.9539396654513345,0.9539396654513345,0.9539396654513345,1.154676258992806
2016-11-23,0.9545018398398142,0.9545018398398142,1.0123344669976106,0.9545018398398142,0.9545018398398142,0.9545018398398142,0.9545018398398142,1.156638325703074
2016-11-24,0.9452273280357025,0.9452273280357025,1.0063075914387478,0.9452273280357025,0.9452273280357025,0.9452273280357025,0.9452273280357025,1.1599084368868544
2016-11-25,0.9547602401064353,0.9547602401064353,1.0167312074753094,0.9547602401064353,0.9547602401064353,0.9547602401064353,0.9547602401064353,1.1726618705035972
2016-11-28,0.9590201854052928,0.9590201854052928,1.0212676545806092,0.9590201854052928,0.9590201854052928,0.9590201854052928,0.9590201854052928,1.1778940483976454
2016-11-29,0.9333263674947612,0.9333263674947612,1.0044890100995354,0.9399509576176188,0.9333263674947612,0.9333263674947612,0.9333263674947612,1.1870503597122302
2016-11-30,0.9239167407533823,0.9239167407533823,0.9946605417216251,0.9306608241528745,0.9239167407533823,0.9239167407533823,0.9239167407533823,1.1762589928057554
2016-12-01,0.9326498987143539,0.9326498987143539,1.0040623928249153,0.9394577293575445,0.9326498987143539,0.9326498987143539,0.9326498987143539,1.1873773708306081
