date,hs300_benchmark,base_pool,china_internet_risk,ci_cap_70,ci_cap_60,ci_abs_08,ci_abs_10,ci_margin_03,ci_margin_05,ci_margin_03_cap_70
2023-05-24,0.9356020942408381,0.9958614389897487,0.9958614389897487,0.9958614389897487,0.9958614389897487,0.9958614389897487,0.9958614389897487,0.9958614389897487,0.9958614389897487,0.9958614389897487
2023-05-25,0.9332460732984298,1.0107049021725225,1.0107049021725225,1.0107049021725225,1.0107049021725225,1.0107049021725225,1.0107049021725225,1.0107049021725225,1.0107049021725225,1.0107049021725225
2023-05-26,0.93455497382199,1.014753119404188,1.014753119404188,1.014753119404188,1.014753119404188,1.014753119404188,1.014753119404188,1.014753119404188,1.014753119404188,1.014753119404188
2023-05-29,0.9303664921465974,1.051187074489179,1.051187074489179,1.051187074489179,1.051187074489179,1.051187074489179,1.051187074489179,1.051187074489179,1.051187074489179,1.051187074489179
2023-05-30,0.9314136125654455,1.0525364802330675,1.0525364802330675,1.0525364802330675,1.0525364802330675,1.0525364802330675,1.0525364802330675,1.0525364802330675,1.0525364802330675,1.0525364802330675
2023-05-31,0.9219895287958121,1.0484882630014019,1.0484882630014019,1.0484882630014019,1.0484882630014019,1.0484882630014019,1.0484882630014019,1.0484882630014019,1.0484882630014019,1.0484882630014019
2023-06-01,0.9240837696335085,1.0471388572575133,1.0471388572575133,1.0471388572575133,1.0471388572575133,1.0471388572575133,1.0471388572575133,1.0471388572575133,1.0471388572575133,1.0471388572575133
2023-06-02,0.9379581151832467,1.0606329146963989,1.0606329146963989,1.0606329146963989,1.0606329146963989,1.0606329146963989,1.0606329146963989,1.0606329146963989,1.0606329146963989,1.0606329146963989
2023-06-05,0.93324607329843,1.066030537671953,1.066030537671953,1.066030537671953,1.066030537671953,1.066030537671953,1.066030537671953,1.066030537671953,1.066030537671953,1.066030537671953
2023-06-06,0.9235602094240842,1.0673799434158415,1.0673799434158415,1.0673799434158415,1.0673799434158415,1.0673799434158415,1.0673799434158415,1.0673799434158415,1.0673799434158415,1.0673799434158415
2023-06-07,0.9204188481675398,1.0714281606475071,1.0714281606475071,1.0714281606475071,1.0714281606475071,1.0714281606475071,1.0714281606475071,1.0714281606475071,1.0714281606475071,1.0714281606475071
2023-06-08,0.9287958115183251,1.047138857257513,1.047138857257513,1.047138857257513,1.047138857257513,1.047138857257513,1.047138857257513,1.047138857257513,1.047138857257513,1.047138857257513
2023-06-09,0.9329842931937178,1.0646811319280642,1.0646811319280642,1.0646811319280642,1.0646811319280642,1.0646811319280642,1.0646811319280642,1.0646811319280642,1.0646811319280642,1.0646811319280642
2023-06-12,0.9340314136125658,1.0768257836230613,1.0768257836230613,1.0768257836230613,1.0768257836230613,1.0768257836230613,1.0768257836230613,1.0768257836230613,1.0768257836230613,1.0768257836230613
2023-06-13,0.941623036649215,1.101115087013055,1.101115087013055,1.101115087013055,1.101115087013055,1.101115087013055,1.101115087013055,1.101115087013055,1.101115087013055,1.101115087013055
2023-06-14,0.941623036649215,1.1024644927569436,1.1024644927569436,1.1024644927569436,1.1024644927569436,1.1024644927569436,1.1024644927569436,1.1024644927569436,1.1024644927569436,1.1024644927569436
2023-06-15,0.9586387434554978,1.1092115214763865,1.1092115214763865,1.1092115214763865,1.1092115214763865,1.1092115214763865,1.1092115214763865,1.1092115214763865,1.1092115214763865,1.1092115214763865
2023-06-16,0.9683246073298433,1.120006767427495,1.120006767427495,1.120006767427495,1.120006767427495,1.120006767427495,1.120006767427495,1.120006767427495,1.120006767427495,1.120006767427495
2023-06-19,0.960471204188482,1.1146091444519408,1.1146091444519408,1.1146091444519408,1.1146091444519408,1.1146091444519408,1.1146091444519408,1.1146091444519408,1.1146091444519408,1.1146091444519408
2023-06-20,0.9586387434554977,1.1132597387080523,1.1132597387080523,1.1132597387080523,1.1132597387080523,1.1132597387080523,1.1132597387080523,1.1132597387080523,1.1132597387080523,1.1132597387080523
2023-06-21,0.9442408376963355,1.1173079559397179,1.1173079559397179,1.1173079559397179,1.1173079559397179,1.1173079559397179,1.1173079559397179,1.1173079559397179,1.1173079559397179,1.1173079559397179
2023-06-26,0.9327225130890054,1.1092115214763865,1.1092115214763865,1.1092115214763865,1.1092115214763865,1.1092115214763865,1.1092115214763865,1.1092115214763865,1.1092115214763865,1.1092115214763865
2023-06-27,0.9395287958115188,1.0943680582936126,1.0943680582936126,1.0943680582936126,1.0943680582936126,1.0943680582936126,1.0943680582936126,1.0943680582936126,1.0943680582936126,1.0943680582936126
2023-06-28,0.9416230366492149,1.1092115214763865,1.1092115214763865,1.1092115214763865,1.1092115214763865,1.1092115214763865,1.1092115214763865,1.1092115214763865,1.1092115214763865,1.1092115214763865
2023-06-29,0.9369109947643982,1.1173079559397179,1.1173079559397179,1.1173079559397179,1.1173079559397179,1.1173079559397179,1.1173079559397179,1.1173079559397179,1.1173079559397179,1.1173079559397179
2023-06-30,0.9429319371727753,1.1173079559397179,1.1173079559397179,1.1173079559397179,1.1173079559397179,1.1173079559397179,1.1173079559397179,1.1173079559397179,1.1173079559397179,1.1173079559397179
2023-07-03,0.9547120418848172,1.137549042098046,1.137549042098046,1.137549042098046,1.137549042098046,1.137549042098046,1.137549042098046,1.137549042098046,1.137549042098046,1.137549042098046
2023-07-04,0.9565445026178013,1.129452607634715,1.129452607634715,1.129452607634715,1.129452607634715,1.129452607634715,1.129452607634715,1.129452607634715,1.129452607634715,1.129452607634715
2023-07-05,0.9494764397905762,1.1308020133786034,1.1308020133786034,1.1308020133786034,1.1308020133786034,1.1308020133786034,1.1308020133786034,1.1308020133786034,1.1308020133786034,1.1308020133786034
2023-07-06,0.9421465968586391,1.132151419122492,1.132151419122492,1.132151419122492,1.132151419122492,1.132151419122492,1.132151419122492,1.132151419122492,1.132151419122492,1.132151419122492
2023-07-07,0.9392670157068067,1.1267537961469378,1.1267537961469378,1.1267537961469378,1.1267537961469378,1.1267537961469378,1.1267537961469378,1.1267537961469378,1.1267537961469378,1.1267537961469378
2023-07-10,0.9434554973821995,1.1173079559397179,1.1173079559397179,1.1173079559397179,1.1173079559397179,1.1173079559397179,1.1173079559397179,1.1173079559397179,1.1173079559397179,1.1173079559397179
2023-07-11,0.9502617801047124,1.122705578915272,1.122705578915272,1.122705578915272,1.122705578915272,1.122705578915272,1.122705578915272,1.122705578915272,1.122705578915272,1.122705578915272
2023-07-12,0.9452879581151835,1.1240549846591605,1.1240549846591605,1.1240549846591605,1.1240549846591605,1.1240549846591605,1.1240549846591605,1.1240549846591605,1.1240549846591605,1.1240549846591605
2023-07-13,0.9617801047120423,1.1429466650736002,1.1429466650736002,1.1429466650736002,1.1429466650736002,1.1429466650736002,1.1429466650736002,1.1429466650736002,1.1429466650736002,1.1429466650736002
2023-07-14,0.961256544502618,1.1469948823052658,1.1469948823052658,1.1469948823052658,1.1469948823052658,1.1469948823052658,1.1469948823052658,1.1469948823052658,1.1469948823052658,1.1469948823052658
2023-07-17,0.9539267015706809,1.15239250528082,1.15239250528082,1.15239250528082,1.15239250528082,1.15239250528082,1.15239250528082,1.15239250528082,1.15239250528082,1.15239250528082
2023-07-18,0.9523560209424087,1.1645371569758167,1.1645371569758167,1.1645371569758167,1.1645371569758167,1.1645371569758167,1.1645371569758167,1.1645371569758167,1.1645371569758167,1.1645371569758167
2023-07-19,0.9518324607329847,1.1820794316463679,1.1820794316463679,1.1820794316463679,1.1820794316463679,1.1820794316463679,1.1820794316463679,1.1820794316463679,1.1820794316463679,1.1820794316463679
2023-07-20,0.9445026178010474,1.1672359684635938,1.1672359684635938,1.1672359684635938,1.1672359684635938,1.1672359684635938,1.1672359684635938,1.1672359684635938,1.1672359684635938,1.1672359684635938
2023-07-21,0.9450261780104716,1.1483442880491541,1.1483442880491541,1.1483442880491541,1.1483442880491541,1.1483442880491541,1.1483442880491541,1.1483442880491541,1.1483442880491541,1.1483442880491541
2023-07-24,0.9405759162303668,1.1450434674223215,1.1450434674223215,1.1450434674223215,1.1450434674223215,1.1450434674223215,1.1450434674223215,1.1450434674223215,1.1450434674223215,1.1450434674223215
2023-07-25,0.9698952879581155,1.1405066000142547,1.1405066000142547,1.1405066000142547,1.1405066000142547,1.1405066000142547,1.1405066000142547,1.1405066000142547,1.1405066000142547,1.1405066000142547
2023-07-26,0.9675392670157071,1.137668797995516,1.137668797995516,1.137668797995516,1.137668797995516,1.137668797995516,1.137668797995516,1.137668797995516,1.137668797995516,1.137668797995516
2023-07-27,0.966492146596859,1.13959500971699,1.13959500971699,1.13959500971699,1.13959500971699,1.13959500971699,1.13959500971699,1.13959500971699,1.13959500971699,1.13959500971699
2023-07-28,0.9916230366492148,1.154998194642415,1.154998194642415,1.154998194642415,1.154998194642415,1.154998194642415,1.154998194642415,1.154998194642415,1.154998194642415,1.154998194642415
2023-07-31,0.9958115183246076,1.1588328618269719,1.1803529939860669,1.1726107282973826,1.1700294447063417,1.1588328618269719,1.1588328618269719,1.1588328618269719,1.1588328618269719,1.1588328618269719
2023-08-01,0.9910994764397908,1.15334942557227,1.169795274898535,1.165268800660458,1.16375021691722,1.1473191628742223,1.1473191628742223,1.1473191628742223,1.15334942557227,1.1505983592814841
2023-08-02,0.9835078534031416,1.1362854283748216,1.1497356086322241,1.1512813683059595,1.1517766136023677,1.1276449173014693,1.1303443844195917,1.1303443844195917,1.1362854283748216,1.133745271034998
2023-08-03,0.9929319371727752,1.1371568491059503,1.1560702400847434,1.15572157193028,1.1555841395977475,1.1285097115985272,1.1312112489461454,1.1312112489461454,1.1371568491059503,1.1346147437117813
2023-08-04,0.9984293193717281,1.1424236271789752,1.1613490996285094,1.1594156591464957,1.1587501235418511,1.1326424275286735,1.1364504897831442,1.135353858177446,1.1424236271789752,1.1373876851556313
2023-08-07,0.9903141361256547,1.1331380654478402,1.1613490996285094,1.1594156591464957,1.1587501235418511,1.1326424275286735,1.1353140392933612,1.135353858177446,1.1331380654478402,1.1373876851556313
2023-08-08,0.9863874345549741,1.1359196875392046,1.142345205270952,1.1461350797780903,1.1473733041470766,1.1354228329303622,1.138101002955275,1.1167753404981788,1.1359196875392046,1.124359426216576
2023-08-09,0.9842931937172777,1.1292727175807724,1.142345205270952,1.1461350797780903,1.1473733041470766,1.1287787703761196,1.1314412687687028,1.109241179620598,1.1292727175807724,1.1169417674335145
2023-08-10,0.9856020942408379,1.1292727175807724,1.1486798367234712,1.1505840329528296,1.1511908123678987,1.1287787703761196,1.1314412687687028,1.1143883867505788,1.1292727175807724,1.1204364428608538
2023-08-11,0.960732984293194,1.1197630525906186,1.1391778895446922,1.14392164379143,1.1454771814976903,1.118433948687427,1.121913342294861,1.1051701004631198,1.1197630525906186,1.113948621546494
2023-08-14,0.9536649214659688,1.1178570729266346,1.1243970828221477,1.1335319940146402,1.1365596575638808,1.1155253541197638,1.1200037025632954,1.0908305440159616,1.104239442190084,1.10383120125812
2023-08-15,0.9526178010471208,1.1235774502721014,1.125452854730901,1.1342770385177485,1.1371999728639168,1.1212337994286923,1.1257350647938966,1.0918547980479016,1.10889123331058,1.104556724113407
2023-08-16,0.9447643979057595,1.1188165288726435,1.1196753711143481,1.1286236767950515,1.131588661980866,1.116482808753147,1.1209650009600243,1.086249789201143,1.1041925416440097,1.0990514917119731
2023-08-17,0.9481675392670159,1.1178633305519852,1.1187214410857096,1.1276621230768022,1.1306245821836511,1.1155315986924415,1.1200099722052128,1.0853243367715786,1.1032518025243983,1.098115132613603
2023-08-18,0.9350785340314138,1.1153682786662245,1.1168131742352438,1.1257386055960743,1.128696011467773,1.1130417511924175,1.1175101290518987,1.0829019113648997,1.1007893633199581,1.0956641583687845
2023-08-21,0.9214659685863875,1.1185375291336765,1.1200986410485143,1.1290503294496506,1.132016435486309,1.1162043909749282,1.1206854654556875,1.0859789106434714,1.103917188694766,1.09877742078847
2023-08-22,0.9274869109947648,1.1167732743558634,1.1183319239490688,1.1272694929678688,1.1302309206038386,1.1144438162257566,1.1189178227656944,1.0842660101534976,1.1021759943908311,1.0970443333739772
2023-08-23,0.9130890052356022,1.1121034548997193,1.113655586954976,1.1225557832727515,1.12550482761418,1.1097837374655515,1.1142390358189067,1.0797321207543524,1.0975672138792543,1.092457011050028
2023-08-24,0.9191099476439794,1.1104004614589431,1.1119502166933226,1.1208367839050253,1.1237813122968376,1.1080842962694495,1.112532772106573,1.0780786983939248,1.0958864801689037,1.0907841027284584
2023-08-25,0.9172774869109949,1.108103654515134,1.1099989165045032,1.1188698891688802,1.121809250370003,1.1057922801956686,1.1102315545865151,1.0761868374669186,1.0936196946580516,1.088869945787202
2023-08-28,0.9311518324607332,1.1211541258209865,1.1204571504073293,1.1294117039704712,1.132378759367065,1.118815529748294,1.1233070868139794,1.086326499318855,1.106499583995566,1.099129105875989
2023-08-29,0.9369109947643979,1.1223405323033366,1.1214056855611132,1.1303678196987001,1.1333373868882222,1.1199994615258053,1.1244957715619306,1.08724614079976,1.1076704830262492,1.1000595855423392
2023-08-30,0.936649214659686,1.124987414737543,1.1235220309212597,1.132501078626562,1.1354762500588875,1.1226408228735498,1.1271477368250742,1.0899193481589873,1.11028276821067,1.1027642972624443
2023-08-31,0.9316753926701572,1.1282920030761554,1.1269350082767498,1.135941332070681,1.1389255413255395,1.1259385182282875,1.1304586709903905,1.0931209259906776,1.1135441624630202,1.1060036064220244
2023-09-01,0.937696335078534,1.126923967852399,1.1255686183865408,1.1345640221631779,1.137544613114118,1.124573336565632,1.1290880087179476,1.09179553511092,1.1121940087498818,1.104662595507242
2023-09-04,0.9528795811518325,1.1302250944233563,1.1288657746984014,1.1378875289363568,1.140876851006934,1.127867577373556,1.1323954744679494,1.09499375908505,1.1154519864831451,1.1078985112832824
2023-09-05,0.9458115183246073,1.130613675141572,1.1292538880712737,1.1382787440628166,1.1412690938870005,1.1282553475579473,1.1327848013807424,1.0953702269793186,1.1158354880848893,1.108279415937894
2023-09-06,0.9431937172774869,1.1298612703000848,1.1285023881457603,1.1375212382437863,1.1405095980392495,1.1275045121447542,1.1320309516903826,1.094641276074053,1.1150929178843003,1.107541874179284
2023-09-07,0.9293193717277487,1.1295476629461205,1.1281891579668069,1.1372055047683756,1.1401930351066012,1.1271915589389658,1.131716742113776,1.0943374444770653,1.1147834096742268,1.1072344618573502
2023-09-08,0.9238219895287959,1.1359678272825817,1.1346016007829594,1.1436691950263842,1.146673705998859,1.133598331565262,1.1381492351417761,1.1005574796854607,1.1211196564077215,1.1135278016050296
2023-09-11,0.9311518324607333,1.137770950817951,1.1364025557048372,1.1454845429549976,1.148493822992508,1.135397693996318,1.1399558212293028,1.102304396319882,1.1228992114178924,1.1152953060520217
2023-09-12,0.9298429319371729,1.1379712185320665,1.1366025825573265,1.145686168397102,1.1486959781208674,1.1355975439754593,1.1401564735190681,1.102498421296132,1.1230968614441046,1.1154916176570473
2023-09-13,0.923298429319372,1.1401740664693922,1.1388027811333283,1.1479039506852442,1.1509195867014799,1.1377957970302293,1.142363551602431,1.1046326021380604,1.125270916081304,1.1176509503089131
2023-09-14,0.9225130890052359,1.147179744297161,1.1458000332447464,1.1549571239613439,1.1579912892311355,1.1447868618353303,1.149382682487853,1.1114198992326105,1.132185023092556,1.1245182372539755
2023-09-15,0.9180628272251311,1.1383860319715382,1.1370168971014072,1.146103794091257,1.1491147009513152,1.1360114921627251,1.140572083528016,1.1029003041862284,1.123506252880697,1.1158982368290322
2023-09-18,0.9214659685863876,1.133580180649231,1.1322168257679976,1.1412653611874417,1.1442635570950563,1.1312156652828824,1.135757003492014,1.0982442606857061,1.118763218567744,1.1111873207896485
2023-09-19,0.9201570680628275,1.1405961499370687,1.139224356961964,1.148328895695233,1.1513456480761928,1.1382170000812735,1.1427864456002756,1.1050415284353081,1.1256874825199759,1.1180646958962157
2023-09-20,0.9154450261780107,1.1476013467342256,1.1462211286213049,1.1553815846795426,1.1584168650417848,1.145207584859136,1.1498050945313587,1.1118283594939151,1.1326011147881399,1.1249315113129945
2023-09-21,0.9062827225130892,1.1448035376172419,1.1434266844244048,1.1525648076337414,1.1555926880961016,1.142415611643981,1.1470019127597542,1.1091177635804776,1.1298398756750299,1.122188970406006
2023-09-22,0.9259162303664924,1.1410041896321366,1.139631905908411,1.1487397017219438,1.151757533323381,1.1386241886533721,1.1431952688571454,1.1054368487319135,1.126090188751392,1.1184646751330427
2023-09-25,0.9185863874345553,1.1450068353313503,1.1436297376327114,1.1527694836179208,1.1557979017805557,1.1426184853028907,1.1472056008680451,1.1093147241056716,1.1300405160962774,1.1223882521560922
2023-09-26,0.9130890052356022,1.1444069627260687,1.1430305864931527,1.1521655441373089,1.1551923757023472,1.14201986396154,1.146604576322731,1.1087335507073188,1.1294484843917083,1.1218002294961544
2023-09-27,0.9157068062827228,1.127545558513851,1.1261894614620018,1.1351898269389338,1.1381720619293596,1.1251936306618333,1.1297107930247838,1.0923977495709896,1.1128074746351433,1.105271907202627
2023-09-28,0.9120418848167542,1.125585096352732,1.1242313571452618,1.1332160736971275,1.136193123479018,1.123237257794956,1.12774656617292,1.0904983988647103,1.1108726375634528,1.1033501722133334
2023-10-09,0.9094240837696339,1.1219258806860282,1.1205765424107776,1.129532050139895,1.1324994216955566,1.1195856748231603,1.1240803236858943,1.0869532481350397,1.107261251296651,1.099763241070494
2023-10-10,0.9023560209424087,1.1095198394612698,1.1081854219098897,1.1170419013520332,1.1199764602821172,1.1072055111460268,1.111650459043624,1.0749339275739498,1.0950173687312856,1.087602270064235
2023-10-11,0.904450261780105,1.1075750532165907,1.1062429746561924,1.1150839303025615,1.1180133454851988,1.1052647814974654,1.1097019382107844,1.073049764135016,1.0930980026770227,1.0856959013277105
2023-10-12,0.9138743455497385,1.1074289053639925,1.1060970025753583,1.1149367916310942,1.1178658202686058,1.1051189384921547,1.1095555097093275,1.0729081719979379,1.0929537651146952,1.0855526404948732
2023-10-13,0.9047120418848171,1.1052650967549147,1.103935796375073,1.1127583133408638,1.1156816189406695,1.1029596433341704,1.1073875459217382,1.070811813551744,1.090818239524904,1.0834315759843367
2023-10-16,0.8934554973821993,1.1099335871319154,1.1085986719669425,1.117458454051913,1.1203941072994474,1.1076183957875354,1.1120650012371416,1.0753347779173268,1.0954257083296555,1.0880078445207015
2023-10-17,0.8965968586387437,1.1157692001031663,1.1144272664567791,1.1233336299407244,1.1262847177479198,1.1134418363542415,1.1179118203813958,1.0809884833743053,1.1011850443355948,1.0937281801911574
2023-10-18,0.8892670157068067,1.1152113155031147,1.1138700528235508,1.122771963125754,1.125721575389046,1.1128851154360644,1.1173528644712052,1.0804479891326182,1.100634451813427,1.093181316101062
2023-10-19,0.8691099476439794,1.091211991446933,1.0898995927120259,1.0986099340917372,1.101496070761155,1.0889358511564045,1.093307454326268,1.0571967711288397,1.0769488215572887,1.0696560771687107
2023-10-20,0.8643979057591624,1.1021080323635077,1.100782528979434,1.1095798454261485,1.1124948009350653,1.0998091642089787,1.1042244189950114,1.0677531610561684,1.0877024409426344,1.080336876568687
2023-10-23,0.854450261780105,1.0961144059094967,1.0947961110493738,1.103545584791897,1.1064446878127296,1.0938280397571134,1.0982192829334765,1.0619463677069396,1.0817871568391828,1.0744616488301144
2023-10-24,0.8557591623036651,1.096833641083978,1.0955144812009812,1.1042696960680072,1.10717070138741,1.0945457746913374,1.0989398992608608,1.0626431829088472,1.0824969909315971,1.0751666761587433
2023-10-25,0.8609947643979059,1.0925182300370904,1.091204260291338,1.0999250284113462,1.1028146199393283,1.0902393650859945,1.094616201296556,1.0584622916974027,1.0782379863771123,1.0709365121869712
2023-10-26,0.8643979057591624,1.1004298169563844,1.099106331959017,1.1078902524485579,1.110800769260811,1.0981344493624565,1.1025429808977816,1.0661272589183843,1.086046161393668,1.0786918128018865
2023-10-27,0.8785340314136127,1.1025875224798283,1.1012614424138387,1.1100625862768885,1.1129788099848519,1.100287654165128,1.104704829879934,1.0682177045241066,1.0881756636709106,1.0808068947877725
2023-10-30,0.8827225130890054,1.1049849730614325,1.1036560095858625,1.112476290530589,1.115398855233786,1.102680103945874,1.1071068843045477,1.070540421863798,1.090541777312291,1.0831569858832013
2023-10-31,0.880628272251309,1.1076221687011971,1.106290033475089,1.1151313652096595,1.1180609050076136,1.1053117987046945,1.109749144171623,1.0730954109374584,1.0931445023178095,1.085742086088173
2023-11-01,0.880104712041885,1.1035465027124698,1.102219269282648,1.1110280679783684,1.1139468280844254,1.1012446340774262,1.1056656516497794,1.0691467914599828,1.0891221091274625,1.0817469312259438
2023-11-02,0.8756544502617802,1.1059439532940742,1.104613836454672,1.113441772232069,1.1163668733333596,1.1036370838581724,1.1080677060743933,1.0714695087996744,1.0914882227688432,1.0840970223213728
2023-11-03,0.8829842931937174,1.1052247181195929,1.1038954663030647,1.1127176609559588,1.1156408597586793,1.1029193489239484,1.107347089747009,1.0707726935977668,1.0907783886764288,1.0833919949927442
2023-11-06,0.8955497382198954,1.1007033277085359,1.0993795137602698,1.1081656174846368,1.1110768577029901,1.0984073896032427,1.1028170168747589,1.066392243803365,1.086316097102331,1.0789599205944171
2023-11-07,0.8926701570680629,1.0972478823370506,1.0959282242468302,1.1046867456965883,1.1075888466389128,1.094959151885718,1.0993549359846355,1.0630445114487177,1.0829058176608064,1.0755727344473582
2023-11-08,0.8897905759162303,1.0961493583183404,1.094831021421017,1.103580774162869,1.1064799696290097,1.0938629192593299,1.098254302461703,1.0619802305805721,1.0818216523870783,1.0744959107854672
2023-11-09,0.8905759162303666,1.0961578481962244,1.09483950108814,1.103589321598432,1.1064885395193738,1.093871391428324,1.0982628086427657,1.061988455812293,1.0818300312942513,1.0745042329534276
2023-11-10,0.8835078534031414,1.0962257670877877,1.0949073382937724,1.1036577009505368,1.106557098509537,1.0939391686490418,1.0983308579595052,1.0620542575386507,1.0818970624218451,1.0745708101681988
2023-11-13,0.8821989528795813,1.0922700722741023,1.0909564009872532,1.0996751882466693,1.1025641234244419,1.0899917249510087,1.0943675669942847,1.0582218694991332,1.0779930722701332,1.0706932565580403
2023-11-14,0.8821989528795813,1.0961211787431162,1.0948028757373185,1.1035524035423825,1.1064515244766215,1.0938347984633965,1.0982260687730216,1.0619529294180372,1.0817938411454795,1.0744682878724803
2023-11-15,0.8887434554973822,1.099776519225103,1.0984538199477634,1.107232525642831,1.1101413145538583,1.0974825143336562,1.101888428633783,1.065494325760107,1.085401402879883,1.0780514203814013
2023-11-16,0.8793193717277489,1.0963164401609036,1.0949979023145435,1.1037489887476473,1.1066486261270339,1.0940296525887567,1.0984217051528289,1.062142104154045,1.0819865503123782,1.074659692076072
2023-11-17,0.8780104712041886,1.0988173594365502,1.0974958137389943,1.1062668631681287,1.1091731152061566,1.096525355239979,1.1009274269632234,1.0645650648654295,1.084454780214385,1.0771112079342846
2023-11-20,0.8808900523560211,1.0892039092227572,1.0878939256047948,1.0965882379435608,1.0994690634545716,1.0869319575563396,1.09129551596617,1.0552512847703688,1.074966986861678,1.0676876628080003
2023-11-21,0.8821989528795814,1.0880477440824943,1.0867391509823041,1.0954242345065575,1.0983020020869063,1.085778204041021,1.0901371306329903,1.054131159567605,1.0738259338902194,1.0665543366732195
2023-11-22,0.8719895287958118,1.0847710723996948,1.0834664201467505,1.0921253484150406,1.0949944495562636,1.0825083671112252,1.0868541667320584,1.0509566281747529,1.0705920913966616,1.0633423927009529
2023-11-23,0.8769633507853404,1.083324553168158,1.0820216406413388,1.0906690224123232,1.0935342976679896,1.0810648651492287,1.0854048697383838,1.0495551997878372,1.0691644795357453,1.061924448159578
2023-11-24,0.8704188481675396,1.0768273694321928,1.075532271056778,1.084127790596784,1.0869758815102921,1.074581233776867,1.0788952094099273,1.0432605460258444,1.0627522201189379,1.0555556104615598
2023-11-27,0.8641361256544505,1.0695893132995147,1.0683029201214274,1.076840663591948,1.0796696106366355,1.0673582753807587,1.0716432539817287,1.036248114314413,1.0556087722063858,1.0484605356366017
