total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,start_date,end_date,latest_signal,latest_holding,candidate,total_return_diff_vs_base,annualized_return_diff_vs_base,sharpe_rf0_diff_vs_base,max_drawdown_diff_vs_base,trade_count_diff_vs_base,latest_exposure_diff_vs_base,latest_momentum_diff_vs_base
25.92184356331864,0.26238138130853383,0.2067710912485516,1.2689461555006993,-0.18982759788871417,945,1627,0.8146852983988355,0.07132169576059866,0.8,2012-05-28,2026-07-16,159985,159985,base_current_baseline,0.0,0.0,0.0,0.0,0,0.0,0.0
