annualized_return,sharpe_rf0,max_drawdown,max_drawdown_integral,trade_action_count,name,breadth_blend_floor,above_ma20_floor,annualized_diff,sharpe_diff,max_drawdown_diff,max_drawdown_integral_diff
0.23839313330181633,1.091050758594135,-0.21864517795665706,212.45108160055725,1461,baseline,,,0.0,0.0,0.0,0.0
0.23839313330181633,1.091050758594135,-0.21864517795665706,212.45108160055725,1461,relief_breadth_blend_ge_m2,-0.02,,0.0,0.0,0.0,0.0
0.23839313330181633,1.091050758594135,-0.21864517795665706,212.45108160055725,1461,relief_breadth_blend_ge_m1,-0.01,,0.0,0.0,0.0,0.0
0.23839313330181633,1.091050758594135,-0.21864517795665706,212.45108160055725,1461,relief_breadth_blend_ge_0,0.0,,0.0,0.0,0.0,0.0
0.23839313330181633,1.091050758594135,-0.21864517795665706,212.45108160055725,1461,relief_above_ma20_ge_55,,0.55,0.0,0.0,0.0,0.0
0.23839313330181633,1.091050758594135,-0.21864517795665706,212.45108160055725,1461,relief_above_ma20_ge_60,,0.6,0.0,0.0,0.0,0.0
0.23839313330181633,1.091050758594135,-0.21864517795665706,212.45108160055725,1461,relief_above_ma20_ge_65,,0.65,0.0,0.0,0.0,0.0
0.23839313330181633,1.091050758594135,-0.21864517795665706,212.45108160055725,1461,relief_combo_m1_or_ma60,-0.01,0.6,0.0,0.0,0.0,0.0
