date,baseline_nav,relief_breadth_blend_ge_m2_nav,relief_breadth_blend_ge_m1_nav,relief_breadth_blend_ge_0_nav,relief_above_ma20_ge_55_nav,relief_above_ma20_ge_60_nav,relief_above_ma20_ge_65_nav,relief_combo_m1_or_ma60_nav,hs300_benchmark
2013-10-15,1.0482442105880756,1.0482442105880756,1.0482442105880756,1.0482442105880756,1.0482442105880756,1.0482442105880756,1.0482442105880756,1.0482442105880756,0.9681259600614454
2013-10-16,1.0299487939812229,1.0299487939812229,1.0299487939812229,1.0299487939812229,1.0299487939812229,1.0299487939812229,1.0299487939812229,1.0299487939812229,0.9512288786482347
2013-10-17,1.0232086135083975,1.0232086135083975,1.0232086135083975,1.0232086135083975,1.0232086135083975,1.0232086135083975,1.0232086135083975,1.0232086135083975,0.9462365591397862
2013-10-18,1.0471414265940147,1.0471414265940147,1.0471414265940147,1.0471414265940147,1.0471414265940147,1.0471414265940147,1.0471414265940147,1.0471414265940147,0.950844854070662
2013-10-21,1.0481061634169806,1.0481061634169806,1.0481061634169806,1.0481061634169806,1.0481061634169806,1.0481061634169806,1.0481061634169806,1.0481061634169806,0.9711981566820292
2013-10-22,1.0355691310963357,1.0355691310963357,1.0355691310963357,1.0355691310963357,1.0355691310963357,1.0355691310963357,1.0355691310963357,1.0355691310963357,0.9604454685099862
2013-10-23,1.0438870538139857,1.0438870538139857,1.0438870538139857,1.0438870538139857,1.0438870538139857,1.0438870538139857,1.0438870538139857,1.0438870538139857,0.9500768049155163
2013-10-24,1.0434694989924602,1.0434694989924602,1.0434694989924602,1.0434694989924602,1.0434694989924602,1.0434694989924602,1.0434694989924602,1.0434694989924602,0.9423963133640567
2013-10-25,1.0434694989924602,1.0434694989924602,1.0434694989924602,1.0434694989924602,1.0434694989924602,1.0434694989924602,1.0434694989924602,1.0434694989924602,0.9274193548387111
2013-10-28,1.0434694989924602,1.0434694989924602,1.0434694989924602,1.0434694989924602,1.0434694989924602,1.0434694989924602,1.0434694989924602,1.0434694989924602,0.92857142857143
2013-10-29,1.0434694989924602,1.0434694989924602,1.0434694989924602,1.0434694989924602,1.0434694989924602,1.0434694989924602,1.0434694989924602,1.0434694989924602,0.9297235023041488
2013-10-30,1.03978611887959,1.03978611887959,1.03978611887959,1.03978611887959,1.03978611887959,1.03978611887959,1.03978611887959,1.03978611887959,0.9427803379416297
2013-10-31,1.0392662258201504,1.0392662258201504,1.0392662258201504,1.0392662258201504,1.0392662258201504,1.0392662258201504,1.0392662258201504,1.0392662258201504,0.9335637480798785
2013-11-01,1.0343737597490392,1.0343737597490392,1.0343737597490392,1.0343737597490392,1.0343737597490392,1.0343737597490392,1.0343737597490392,1.0343737597490392,0.9374039938556081
2013-11-04,1.0272182149083464,1.0272182149083464,1.0272182149083464,1.0272182149083464,1.0272182149083464,1.0272182149083464,1.0272182149083464,1.0272182149083464,0.9347158218125975
2013-11-05,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,0.9347158218125975
2013-11-06,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,0.9239631336405544
2013-11-07,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,0.9201228878648247
2013-11-08,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,0.9062980030721979
2013-11-11,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,0.9074500768049168
2013-11-12,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,0.9166666666666681
2013-11-13,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,0.8993855606758846
2013-11-14,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,0.9020737327188955
2013-11-15,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,0.9208909370199708
2013-11-18,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,0.951228878648235
2013-11-19,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,0.9470046082949325
2013-11-20,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,1.0267046058008924,0.9512288786482351
2013-11-21,1.0115624322271093,1.0115624322271093,1.0115624322271093,1.0115624322271093,1.0115624322271093,1.0115624322271093,1.0115624322271093,1.0115624322271093,0.9466205837173596
2013-11-22,1.0099196186952748,1.0099196186952748,1.0099196186952748,1.0099196186952748,1.0099196186952748,1.0099196186952748,1.0099196186952748,1.0099196186952748,0.9412442396313382
2013-11-25,1.0095156508477967,1.0095156508477967,1.0095156508477967,1.0095156508477967,1.0095156508477967,1.0095156508477967,1.0095156508477967,1.0095156508477967,0.9362519201228896
2013-11-26,1.0095156508477967,1.0095156508477967,1.0095156508477967,1.0095156508477967,1.0095156508477967,1.0095156508477967,1.0095156508477967,1.0095156508477967,0.9358678955453166
2013-11-27,1.0095156508477967,1.0095156508477967,1.0095156508477967,1.0095156508477967,1.0095156508477967,1.0095156508477967,1.0095156508477967,1.0095156508477967,0.9466205837173596
2013-11-28,1.0095156508477967,1.0095156508477967,1.0095156508477967,1.0095156508477967,1.0095156508477967,1.0095156508477967,1.0095156508477967,1.0095156508477967,0.956605222734257
2013-11-29,1.0101044136149206,1.0101044136149206,1.0101044136149206,1.0101044136149206,1.0101044136149206,1.0101044136149206,1.0101044136149206,1.0101044136149206,0.9573732718894026
2013-12-02,1.0124198392048689,1.0124198392048689,1.0124198392048689,1.0124198392048689,1.0124198392048689,1.0124198392048689,1.0124198392048689,1.0124198392048689,0.9485407066052245
2013-12-03,0.9995269824770354,0.9995269824770354,0.9995269824770354,0.9995269824770354,0.9995269824770354,0.9995269824770354,0.9995269824770354,0.9995269824770354,0.9569892473118295
2013-12-04,0.9985320157586842,0.9985320157586842,0.9985320157586842,0.9985320157586842,0.9985320157586842,0.9985320157586842,0.9985320157586842,0.9985320157586842,0.9692780337941643
2013-12-05,1.0054985181942098,1.0054985181942098,1.0054985181942098,1.0054985181942098,1.0054985181942098,1.0054985181942098,1.0054985181942098,1.0054985181942098,0.9692780337941643
2013-12-06,1.0018557075889776,1.0018557075889776,1.0018557075889776,1.0018557075889776,1.0018557075889776,1.0018557075889776,1.0018557075889776,1.0018557075889776,0.962749615975424
2013-12-09,1.0041759689465037,1.0041759689465037,1.0041759689465037,1.0041759689465037,1.0041759689465037,1.0041759689465037,1.0041759689465037,1.0041759689465037,0.9623655913978508
2013-12-10,1.0108014598756354,1.0108014598756354,1.0108014598756354,1.0108014598756354,1.0108014598756354,1.0108014598756354,1.0108014598756354,1.0108014598756354,0.9619815668202779
2013-12-11,1.016423913803778,1.016423913803778,1.016423913803778,1.016423913803778,1.016423913803778,1.016423913803778,1.016423913803778,1.016423913803778,0.9470046082949324
2013-12-12,1.0124606036605952,1.0124606036605952,1.0124606036605952,1.0124606036605952,1.0124606036605952,1.0124606036605952,1.0124606036605952,1.0124606036605952,0.9450844854070675
2013-12-13,0.99923662842911,0.99923662842911,0.99923662842911,0.99923662842911,0.99923662842911,0.99923662842911,0.99923662842911,0.99923662842911,0.9447004608294944
2013-12-16,0.9995683252352274,0.9995683252352274,0.9995683252352274,0.9995683252352274,0.9995683252352274,0.9995683252352274,0.9995683252352274,0.9995683252352274,0.929339477726576
2013-12-17,1.0085233960876046,1.0085233960876046,1.0085233960876046,1.0085233960876046,1.0085233960876046,1.0085233960876046,1.0085233960876046,1.0085233960876046,0.9235791090629815
2013-12-18,1.002235637424548,1.002235637424548,1.002235637424548,1.002235637424548,1.002235637424548,1.002235637424548,1.002235637424548,1.002235637424548,0.9243471582181277
2013-12-19,0.995938001339863,0.995938001339863,0.995938001339863,0.995938001339863,0.995938001339863,0.995938001339863,0.995938001339863,0.995938001339863,0.9155145929339495
2013-12-20,0.9766831999806258,0.9766831999806258,0.9766831999806258,0.9766831999806258,0.9766831999806258,0.9766831999806258,0.9766831999806258,0.9766831999806258,0.8959293394777282
2013-12-23,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.8959293394777282
2013-12-24,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.8970814132104471
2013-12-25,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9016897081413228
2013-12-26,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.8894009216589879
2013-12-27,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.90130568356375
2013-12-30,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9020737327188959
2013-12-31,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9124423963133659
2014-01-02,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9093701996927822
2014-01-03,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.8993855606758854
2014-01-06,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.8778801843317992
2014-01-07,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.8782642089093721
2014-01-08,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.8774961597542262
2014-01-09,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.9762925267006336,0.8721198156682046
2014-01-10,0.9822773779857893,0.9822773779857893,0.9822773779857893,0.9822773779857893,0.9822773779857893,0.9822773779857893,0.9822773779857893,0.9822773779857893,0.8659754224270372
2014-01-13,0.9817862392967964,0.9817862392967964,0.9817862392967964,0.9817862392967964,0.9817862392967964,0.9817862392967964,0.9817862392967964,0.9817862392967964,0.8598310291858697
2014-01-14,0.984101337771609,0.984101337771609,0.984101337771609,0.984101337771609,0.984101337771609,0.984101337771609,0.984101337771609,0.984101337771609,0.8655913978494642
2014-01-15,0.9756833629882267,0.9756833629882267,0.9756833629882267,0.9756833629882267,0.9756833629882267,0.9756833629882267,0.9756833629882267,0.9756833629882267,0.8655913978494642
2014-01-16,0.9751955213067326,0.9751955213067326,0.9751955213067326,0.9751955213067326,0.9751955213067326,0.9751955213067326,0.9751955213067326,0.9751955213067326,0.8659754224270372
2014-01-17,0.9751955213067326,0.9751955213067326,0.9751955213067326,0.9751955213067326,0.9751955213067326,0.9751955213067326,0.9751955213067326,0.9751955213067326,0.8536866359447023
2014-01-20,0.9751955213067326,0.9751955213067326,0.9751955213067326,0.9751955213067326,0.9751955213067326,0.9751955213067326,0.9751955213067326,0.9751955213067326,0.8494623655914
2014-01-21,0.9715368526276699,0.9715368526276699,0.9715368526276699,0.9715368526276699,0.9715368526276699,0.9715368526276699,0.9715368526276699,0.9715368526276699,0.8563748079877133
2014-01-22,0.9640055591964476,0.9640055591964476,0.9640055591964476,0.9640055591964476,0.9640055591964476,0.9640055591964476,0.9640055591964476,0.9640055591964476,0.8799231528453039
2014-01-23,0.9635235564168494,0.9635235564168494,0.9635235564168494,0.9635235564168494,0.9635235564168494,0.9635235564168494,0.9635235564168494,0.9635235564168494,0.8752134838737857
2014-01-24,0.9765386705733952,0.9765386705733952,0.9765386705733952,0.9765386705733952,0.9765386705733952,0.9765386705733952,0.9765386705733952,0.9765386705733952,0.879923152845304
2014-01-27,0.9828901416015149,0.9828901416015149,0.9828901416015149,0.9828901416015149,0.9828901416015149,0.9828901416015149,0.9828901416015149,0.9828901416015149,0.8685414528308019
2014-01-28,0.9777295713911677,0.9777295713911677,0.9777295713911677,0.9777295713911677,0.9777295713911677,0.9777295713911677,0.9777295713911677,0.9777295713911677,0.869326397659388
2014-01-29,0.9745538358771078,0.9745538358771078,0.9745538358771078,0.9745538358771078,0.9745538358771078,0.9745538358771078,0.9745538358771078,0.9745538358771078,0.8720737045594403
2014-01-30,0.9769356375126524,0.9769356375126524,0.9769356375126524,0.9769356375126524,0.9769356375126524,0.9769356375126524,0.9769356375126524,0.9769356375126524,0.8599070597163517
2014-02-07,0.9844780093585447,0.9844780093585447,0.9844780093585447,0.9844780093585447,0.9844780093585447,0.9844780093585447,0.9844780093585447,0.9844780093585447,0.8654016735164561
2014-02-10,0.9928143150829518,0.9928143150829518,0.9928143150829518,0.9928143150829518,0.9928143150829518,0.9928143150829518,0.9928143150829518,0.9928143150829518,0.8905199080312194
2014-02-11,0.9983718522325566,0.9983718522325566,0.9983718522325566,0.9983718522325566,0.9983718522325566,0.9983718522325566,0.9983718522325566,0.9983718522325566,0.8948371045884442
2014-02-12,1.0007536538681014,1.0007536538681014,1.0007536538681014,1.0007536538681014,1.0007536538681014,1.0007536538681014,1.0007536538681014,1.0007536538681014,0.896406994245617
2014-02-13,0.9991657861110715,0.9991657861110715,0.9991657861110715,0.9991657861110715,0.9991657861110715,0.9991657861110715,0.9991657861110715,0.9991657861110715,0.8940521597598579
2014-02-14,1.0130596289850833,1.0130596289850833,1.0130596289850833,1.0130596289850833,1.0130596289850833,1.0130596289850833,1.0130596289850833,1.0130596289850833,0.8971919390742035
2014-02-17,1.0305261743124123,1.0305261743124123,1.0305261743124123,1.0305261743124123,1.0305261743124123,1.0305261743124123,1.0305261743124123,1.0305261743124123,0.9034714977028943
2014-02-18,1.0221670350496592,1.0221670350496592,1.0221670350496592,1.0221670350496592,1.0221670350496592,1.0221670350496592,1.0221670350496592,1.0221670350496592,0.8928747425169784
2014-02-19,1.0237579565049897,1.0237579565049897,1.0237579565049897,1.0237579565049897,1.0237579565049897,1.0237579565049897,1.0237579565049897,1.0237579565049897,0.9046489149457737
2014-02-20,1.02089540998583,1.02089540998583,1.02089540998583,1.02089540998583,1.02089540998583,1.02089540998583,1.02089540998583,1.02089540998583,0.8967994666599102
2014-02-21,1.0259879513918388,1.0259879513918388,1.0259879513918388,1.0259879513918388,1.0259879513918388,1.0259879513918388,1.0259879513918388,1.0259879513918388,0.8865951838882875
2014-02-24,1.0313920707330198,1.0313920707330198,1.0313920707330198,1.0313920707330198,1.0313920707330198,1.0313920707330198,1.0313920707330198,1.0313920707330198,0.8665790907593355
2014-02-25,1.0355192263835096,1.0355192263835096,1.0355192263835096,1.0355192263835096,1.0355192263835096,1.0355192263835096,1.0355192263835096,1.0355192263835096,0.8442081631446244
2014-02-26,1.050875556277094,1.050875556277094,1.050875556277094,1.050875556277094,1.050875556277094,1.050875556277094,1.050875556277094,1.050875556277094,0.845385580387504
2014-02-27,1.0314516022003013,1.0314516022003013,1.0314516022003013,1.0314516022003013,1.0314516022003013,1.0314516022003013,1.0314516022003013,1.0314516022003013,0.8434232183160382
2014-02-28,1.0389833394953842,1.0389833394953842,1.0389833394953842,1.0389833394953842,1.0389833394953842,1.0389833394953842,1.0389833394953842,1.0389833394953842,0.8520576114304882
2014-03-03,1.050875556277094,1.050875556277094,1.050875556277094,1.050875556277094,1.050875556277094,1.050875556277094,1.050875556277094,1.050875556277094,0.8551973907448335
2014-03-04,1.0482337161753261,1.0482337161753261,1.0482337161753261,1.0482337161753261,1.0482337161753261,1.0482337161753261,1.0482337161753261,1.0482337161753261,0.8532350286733676
2014-03-05,1.0405941031846129,1.0405941031846129,1.0405941031846129,1.0405941031846129,1.0405941031846129,1.0405941031846129,1.0405941031846129,1.0405941031846129,0.8457780528017972
2014-03-06,1.0401975353099235,1.0401975353099235,1.0401975353099235,1.0401975353099235,1.0401975353099235,1.0401975353099235,1.0401975353099235,1.0401975353099235,0.8500952493590223
2014-03-07,1.0505083000518443,1.0505083000518443,1.0505083000518443,1.0505083000518443,1.0505083000518443,1.0505083000518443,1.0505083000518443,1.0505083000518443,0.8473479424589699
2014-03-10,1.035042152938963,1.035042152938963,1.035042152938963,1.035042152938963,1.035042152938963,1.035042152938963,1.035042152938963,1.035042152938963,0.8210522907013271
2014-03-11,1.04733575705433,1.04733575705433,1.04733575705433,1.04733575705433,1.04733575705433,1.04733575705433,1.04733575705433,1.04733575705433,0.8245845424299657
2014-03-12,1.05804308967094,1.05804308967094,1.05804308967094,1.05804308967094,1.05804308967094,1.05804308967094,1.05804308967094,1.05804308967094,0.825369487258552
2014-03-13,1.0683538544128608,1.0683538544128608,1.0683538544128608,1.0683538544128608,1.0683538544128608,1.0683538544128608,1.0683538544128608,1.0683538544128608,0.8383210769302268
2014-03-14,1.0675607186634823,1.0675607186634823,1.0675607186634823,1.0675607186634823,1.0675607186634823,1.0675607186634823,1.0675607186634823,1.0675607186634823,0.8312565734729497
2014-03-17,1.07945775490416,1.07945775490416,1.07945775490416,1.07945775490416,1.07945775490416,1.07945775490416,1.07945775490416,1.07945775490416,0.8375361321016406
2014-03-18,1.0651813114153466,1.0651813114153466,1.0651813114153466,1.0651813114153466,1.0651813114153466,1.0651813114153466,1.0651813114153466,1.0651813114153466,0.8367511872730542
2014-03-19,1.062801904167211,1.062801904167211,1.062801904167211,1.062801904167211,1.062801904167211,1.062801904167211,1.062801904167211,1.062801904167211,0.8316490458872428
2014-03-20,1.0497151643024654,1.0497151643024654,1.0497151643024654,1.0497151643024654,1.0497151643024654,1.0497151643024654,1.0497151643024654,1.0497151643024654,0.8171275665583951
2014-03-21,1.0497151643024654,1.0497151643024654,1.0497151643024654,1.0497151643024654,1.0497151643024654,1.0497151643024654,1.0497151643024654,1.0497151643024654,0.8473479424589698
2014-03-24,1.0469391891796407,1.0469391891796407,1.0469391891796407,1.0469391891796407,1.0469391891796407,1.0469391891796407,1.0469391891796407,1.0469391891796407,0.8512726666019018
2014-03-25,1.0342490171895844,1.0342490171895844,1.0342490171895844,1.0342490171895844,1.0342490171895844,1.0342490171895844,1.0342490171895844,1.0342490171895844,0.8500952493590221
2014-03-26,1.0366284244377197,1.0366284244377197,1.0366284244377197,1.0366284244377197,1.0366284244377197,1.0366284244377197,1.0366284244377197,1.0366284244377197,0.8500952493590221
2014-03-27,1.023145116698285,1.023145116698285,1.023145116698285,1.023145116698285,1.023145116698285,1.023145116698285,1.023145116698285,1.023145116698285,0.8442081631446243
2014-03-28,1.026317659695799,1.026317659695799,1.026317659695799,1.026317659695799,1.026317659695799,1.026317659695799,1.026317659695799,1.026317659695799,0.8438156907303312
2014-03-31,1.02036914157546,1.02036914157546,1.02036914157546,1.02036914157546,1.02036914157546,1.02036914157546,1.02036914157546,1.02036914157546,0.8402834390016927
2014-04-01,1.0198589570046723,1.0198589570046723,1.0198589570046723,1.0198589570046723,1.0198589570046723,1.0198589570046723,1.0198589570046723,1.0198589570046723,0.844993107973211
2014-04-02,1.0213662247191015,1.0213662247191015,1.0213662247191015,1.0213662247191015,1.0213662247191015,1.0213662247191015,1.0213662247191015,1.0213662247191015,0.851665139016195
2014-04-03,1.0251948525040697,1.0251948525040697,1.0251948525040697,1.0251948525040697,1.0251948525040697,1.0251948525040697,1.0251948525040697,1.0251948525040697,0.8457780528017972
2014-04-04,1.0223260600679915,1.0223260600679915,1.0223260600679915,1.0223260600679915,1.0223260600679915,1.0223260600679915,1.0223260600679915,1.0223260600679915,0.8559823355734199
2014-04-08,1.0357231566429854,1.0357231566429854,1.0357231566429854,1.0357231566429854,1.0357231566429854,1.0357231566429854,1.0357231566429854,1.0357231566429854,0.8763909011166654
2014-04-09,1.0369949579097766,1.0369949579097766,1.0369949579097766,1.0369949579097766,1.0369949579097766,1.0369949579097766,1.0369949579097766,1.0369949579097766,0.8748210114594926
2014-04-10,1.0395377807950725,1.0395377807950725,1.0395377807950725,1.0395377807950725,1.0395377807950725,1.0395377807950725,1.0395377807950725,1.0395377807950725,0.8889500183740473
2014-04-11,1.0381436527761128,1.0381436527761128,1.0381436527761128,1.0381436527761128,1.0381436527761128,1.0381436527761128,1.0381436527761128,1.0381436527761128,0.8885575459597539
2014-04-14,1.0463937724599637,1.0463937724599637,1.0463937724599637,1.0463937724599637,1.0463937724599637,1.0463937724599637,1.0463937724599637,1.0463937724599637,0.8881650735454606
2014-04-15,1.0340693157967884,1.0340693157967884,1.0340693157967884,1.0340693157967884,1.0340693157967884,1.0340693157967884,1.0340693157967884,1.0340693157967884,0.8724661769737334
2014-04-16,1.0331386534125713,1.0331386534125713,1.0331386534125713,1.0331386534125713,1.0331386534125713,1.0331386534125713,1.0331386534125713,1.0331386534125713,0.8724661769737334
2014-04-17,1.031279654486053,1.031279654486053,1.031279654486053,1.031279654486053,1.031279654486053,1.031279654486053,1.031279654486053,1.031279654486053,0.8708962873165607
2014-04-18,1.0294206555595347,1.0294206555595347,1.0294206555595347,1.0294206555595347,1.0294206555595347,1.0294206555595347,1.0294206555595347,1.0294206555595347,0.869326397659388
2014-04-21,1.0240276648400006,1.0240276648400006,1.0240276648400006,1.0240276648400006,1.0240276648400006,1.0240276648400006,1.0240276648400006,1.0240276648400006,0.8536275010876608
2014-04-22,1.0278602830008055,1.0278602830008055,1.0278602830008055,1.0278602830008055,1.0278602830008055,1.0278602830008055,1.0278602830008055,1.0278602830008055,0.8595145873020585
2014-04-23,1.0272221082034436,1.0272221082034436,1.0272221082034436,1.0272221082034436,1.0272221082034436,1.0272221082034436,1.0272221082034436,1.0272221082034436,0.8571597528162997
2014-04-24,1.0265838342721327,1.0265838342721327,1.0265838342721327,1.0265838342721327,1.0265838342721327,1.0265838342721327,1.0265838342721327,1.0265838342721327,0.8587296424734723
2014-04-25,1.032010006112825,1.032010006112825,1.032010006112825,1.032010006112825,1.032010006112825,1.032010006112825,1.032010006112825,1.032010006112825,0.8481328872875564
2014-04-28,1.0450794764605087,1.0450794764605087,1.0450794764605087,1.0450794764605087,1.0450794764605087,1.0450794764605087,1.0450794764605087,1.0450794764605087,0.8363587148587609
2014-04-29,1.0446614446699245,1.0446614446699245,1.0446614446699245,1.0446614446699245,1.0446614446699245,1.0446614446699245,1.0446614446699245,1.0446614446699245,0.8438156907303314
2014-04-30,1.0446614446699245,1.0446614446699245,1.0446614446699245,1.0446614446699245,1.0446614446699245,1.0446614446699245,1.0446614446699245,1.0446614446699245,0.8434232183160383
2014-05-05,1.0489360777176397,1.0489360777176397,1.0489360777176397,1.0489360777176397,1.0489360777176397,1.0489360777176397,1.0489360777176397,1.0489360777176397,0.8438156907303314
2014-05-06,1.0497355716793149,1.0497355716793149,1.0497355716793149,1.0497355716793149,1.0497355716793149,1.0497355716793149,1.0497355716793149,1.0497355716793149,0.8426382734874519
2014-05-07,1.0493358246984774,1.0493358246984774,1.0493358246984774,1.0493358246984774,1.0493358246984774,1.0493358246984774,1.0493358246984774,1.0493358246984774,0.8371436596873475
2014-05-08,1.0341454394266518,1.0341454394266518,1.0341454394266518,1.0341454394266518,1.0341454394266518,1.0341454394266518,1.0341454394266518,1.0341454394266518,0.8355737700301747
2014-05-09,1.0345451864074895,1.0345451864074895,1.0345451864074895,1.0345451864074895,1.0345451864074895,1.0345451864074895,1.0345451864074895,1.0345451864074895,0.8351812976158817
2014-05-12,1.036543921311677,1.036543921311677,1.036543921311677,1.036543921311677,1.036543921311677,1.036543921311677,1.036543921311677,1.036543921311677,0.8520576114304884
2014-05-13,1.037079798129369,1.037079798129369,1.037079798129369,1.037079798129369,1.037079798129369,1.037079798129369,1.037079798129369,1.037079798129369,0.8497027769447292
2014-05-14,1.0380389470756155,1.0380389470756155,1.0380389470756155,1.0380389470756155,1.0380389470756155,1.0380389470756155,1.0380389470756155,1.0380389470756155,0.8497027769447292
2014-05-15,1.0427293008861316,1.0427293008861316,1.0427293008861316,1.0427293008861316,1.0427293008861316,1.0427293008861316,1.0427293008861316,1.0427293008861316,0.8402834390016929
2014-05-16,1.0363370906125002,1.0363370906125002,1.0363370906125002,1.0363370906125002,1.0363370906125002,1.0363370906125002,1.0363370906125002,1.0363370906125002,0.8398909665873998
2014-05-19,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,0.8285092665728977
2014-05-20,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,0.8277243217443113
2014-05-21,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,0.835573770030175
2014-05-22,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,0.8332189355444161
2014-05-23,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,1.035818922067194,0.8426382734874519
2014-05-26,1.0341050545631039,1.0341050545631039,1.0341050545631039,1.0341050545631039,1.0341050545631039,1.0341050545631039,1.0341050545631039,1.0341050545631039,0.8453855803875044
2014-05-27,1.0321117911580093,1.0321117911580093,1.0321117911580093,1.0321117911580093,1.0321117911580093,1.0321117911580093,1.0321117911580093,1.0321117911580093,0.842638273487452
2014-05-28,1.0177602946413278,1.0177602946413278,1.0177602946413278,1.0177602946413278,1.0177602946413278,1.0177602946413278,1.0177602946413278,1.0177602946413278,0.8512726666019022
2014-05-29,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,0.8461705252160908
2014-05-30,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,0.8453855803875044
2014-06-03,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,0.842638273487452
2014-06-04,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,0.8351812976158819
2014-06-05,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,1.0172514144940072,0.8449931079732114
2014-06-06,1.0233263913078319,1.0233263913078319,1.0233263913078319,1.0233263913078319,1.0233263913078319,1.0233263913078319,1.0233263913078319,1.0233263913078319,0.837928604515934
2014-06-09,1.0229170607513087,1.0229170607513087,1.0229170607513087,1.0229170607513087,1.0229170607513087,1.0229170607513087,1.0229170607513087,1.0229170607513087,0.8371436596873477
