year,start_date,end_date,strategy_return,benchmark_return,excess_return
2021,2021-06-04,2021-12-31,-0.04544409171838737,-0.05420207743153982,0.00875798571315245
2022,2021-12-31,2022-12-30,0.39587885250091115,-0.2013201471787388,0.59719899967965
2023,2022-12-30,2023-12-29,0.15011583677828266,-0.09775224647250691,0.24786808325078957
2024,2023-12-29,2024-12-31,0.2582961370520944,0.1737410199032221,0.08455511714887232
2025,2024-12-31,2025-12-31,1.3964730108279064,0.208388188732463,1.1880848220954434
2026,2025-12-31,2026-06-04,0.1721749438273148,0.06330329061905315,0.10887165320826164
