date,nav,strategy_return,current_momentum,signal,holding,exposure,trade_cost_rate,turnover,drawdown,weight_510300,weight_159949,weight_159954,weight_159941,weight_513880,weight_518880,weight_512890,weight_159985,weight_511260,effective_momentum,signal_risk_winner,signal_defensive_winner,top2_close_risk_cap_triggered,stress_bond_trigger,weak_market_trigger,target_weight_510300,target_weight_159949,target_weight_159954,target_weight_159941,target_weight_513880,target_weight_518880,target_weight_512890,target_weight_159985,target_weight_511260
2021-06-29,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-30,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-01,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-02,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-05,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-06,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-07,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-08,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-09,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-12,1.0,0.0,0.11962616822429917,159941,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11962616822429917,159941,159985,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-07-13,0.9998337228714523,-0.00016627712854766497,0.10594315245478025,159941,159941,1.0,0.0005,1.0,-0.00016627712854766497,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.10594315245478025,159941,159985,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-07-14,0.997163939899833,-0.002670226969292422,0.11455331412103753,159949,159941,1.0,0.0,0.0,-0.002836060100167015,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11455331412103753,159949,159985,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-15,1.0129090747155622,0.01578991596638657,0.13246940244780414,159949,159949,1.0,0.001,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13246940244780414,159949,159985,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-16,0.979424477204304,-0.03305785123966942,0.09248341930729542,159941,159949,1.0,0.0,0.0,-0.03305785123966942,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09248341930729542,159941,159985,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-07-19,0.9718450860982492,-0.00773861720067448,0.07207863123407354,159941,159941,1.0,0.001,2.0,-0.04054064638412325,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07207863123407354,159941,159985,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-07-20,0.9711850894353642,-0.0006791171477078528,0.08016877637130815,159949,159941,1.0,0.0,0.0,-0.04119223168369246,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08016877637130815,159949,159985,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-21,1.0011647385340476,0.030869140624999902,0.168017686072218,159949,159949,1.0,0.001,2.0,-0.011594659851194011,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168017686072218,159949,159985,False,False,False,0.0,0.963964627855564,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-22,0.9993200689359724,-0.001842523539908436,0.13812949640287786,159949,159949,0.963964627855564,1.8017686072217985e-05,0.03603537214443597,-0.013415819957389385,0.0,0.963964627855564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13812949640287786,159949,159985,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-23,0.9759302706122361,-0.023405712594805173,0.08956276445698164,159949,159949,1.0,1.8017686072217985e-05,0.03603537214443597,-0.03650752572604821,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08956276445698164,159949,159985,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-26,0.9418200863966629,-0.03495145631067953,0.08889682256337017,159941,159949,1.0,0.0,0.0,-0.07018299084630275,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08889682256337017,159941,159985,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-07-27,0.938410388890436,-0.0036203278688524687,0.07910606598084424,159941,159941,1.0,0.001,2.0,-0.07354923327747498,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07910606598084424,159941,159985,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-07-28,0.9294643332435516,-0.009533201840894123,0.052025139664804376,159941,159941,1.0,0.0,0.0,-0.0823812754322919,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.052025139664804376,159941,159985,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-07-29,0.9313152413084244,0.0019913707268504055,0.07531380753138084,159949,159941,1.0,0.0,0.0,-0.08055395636577789,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07531380753138084,159949,159985,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-30,0.9219368605905014,-0.01007003891050584,0.040163376446562316,159985,159949,1.0,0.001,2.0,-0.08981281380128514,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040163376446562316,159949,159985,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0
2021-08-02,0.9182967219394912,-0.003948360030510911,0.04972183588317125,159985,159985,0.8,0.0009000000000000001,1.8,-0.09340656050755536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.04972183588317125,159941,159985,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0
2021-08-03,0.9160466840296855,-0.00245022970903519,0.03690927906174535,159985,159985,0.8,0.0,0.0,-0.09562792268701603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.03690927906174535,159941,159985,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0
2021-08-04,0.9092924227649506,-0.007373271889400845,0.03664383561643847,518880,159985,0.8,0.0,0.0,-0.10229610390222688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.03664383561643847,159941,518880,False,False,False,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2021-08-05,0.9077768598041727,-0.0016667497966929012,0.03780068728522323,518880,518880,0.8,0.0008,1.6,-0.10379235168853829,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.03780068728522323,159941,518880,False,False,False,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2021-08-06,0.903441209130481,-0.004776119402985168,0.050135501355013545,159949,518880,0.8,0.0,0.0,-0.10807274642674247,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.050135501355013545,159949,518880,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-09,0.8892342755409912,-0.015725354838709737,0.029231815091774305,159985,159949,1.0,0.0009000000000000001,1.8,-0.1220986189794977,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029231815091774305,159941,159985,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0
2021-08-10,0.8917143362549477,0.002788984615384571,0.04663923182441709,159985,159985,0.8,0.0009000000000000001,1.8,-0.11965016553400665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.04663923182441709,159949,159985,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0
2021-08-11,0.8906218837756155,-0.001225114854517595,0.019191919191919204,159985,159985,0.8,0.0,0.0,-0.12072869519338303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.019191919191919204,159941,159985,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0
2021-08-12,0.8780548265198859,-0.01411042944785279,0.018530997304582186,159985,159985,0.8,0.0,0.0,-0.1331355909053783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.018530997304582186,159941,159985,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0
2021-08-13,0.8945055024265817,0.0187353629976581,0.022259696458684752,159985,159985,0.8,0.0,0.0,-0.11689457153124017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.022259696458684752,159941,159985,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0
2021-08-16,0.9016015033611633,0.007932875667429506,0.01368948247078472,159985,159985,0.8,0.0,0.0,-0.1098890059659654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.01368948247078472,159941,159985,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0
2021-08-17,0.9021462776834359,0.0006042296072508169,0.017690253671561962,159985,159985,0.8,0.0,0.0,-0.10935117454963061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.017690253671561962,159941,159985,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0
2021-08-18,0.895065280485015,-0.007849056603773552,0.017068273092369468,159985,159985,0.8,0.0,0.0,-0.1163419275946751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.017068273092369468,159941,159985,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0
2021-08-19,0.8841498502351978,-0.012195121951219523,-0.005372733378105621,,159985,0.8,0.0,0.0,-0.1271182455508375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,-0.004340567612687751,159941,512890,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
