total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,max_drawdown_integral,max_drawdown_episode_integral,full_history_drawdown_integral,worst_drawdown_episode_integral,latest_holding_code,latest_holding_theme,latest_holding_name,latest_portfolio,variant,split_gap,split_ratio,split_days
12.094046490844837,0.20140571678568064,0.20580622536966262,0.9786181949740446,-0.20966745851374313,904,1575,0.8134597768643571,0.15379310344827646,1.0,232.21652369963516,8.56345061962226,232.21652369963516,8.56345061962226,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,top2_split_60_40,0.005,60/40,29
