date,baseline_nav,step1_split_weak_and_stress_nav,step2_split_and_smooth_overheat_nav
2013-01-30,1.1172706637791638,1.1139230387606862,1.1139230387606862
2013-01-31,1.1201878195592663,1.1168314540054922,1.1168314540054922
2013-02-01,1.141858119640026,1.1384368243954794,1.1384368243954794
2013-02-04,1.143941802340099,1.140514263856055,1.140514263856055
2013-02-05,1.152276533140391,1.1488240216983576,1.1488240216983576
2013-02-06,1.155610425460508,1.1521479248352788,1.1521479248352788
2013-02-07,1.150192850440318,1.146746582237782,1.146746582237782
2013-02-08,1.1539434793004495,1.1504859732668182,1.1504859732668182
2013-02-18,1.1368572811598505,1.1334509696900976,1.1334509696900976
2013-02-19,1.1185208733992078,1.1151695024370316,1.1151695024370316
2013-02-20,1.1235217118793832,1.1201553571424132,1.1201553571424132
2013-02-21,1.0835150040379808,1.08026851949936,1.08026851949936
2013-02-22,1.0822196986901638,1.0789770952134283,1.0789770952134283
2013-02-25,1.082670623564618,1.0794266690031007,1.0794266690031007
2013-02-26,1.078391655691824,1.075160521998489,1.075160521998489
2013-02-27,1.0782460728183056,1.0750153753280192,1.0750153753280192
2013-02-28,1.0879086354584553,1.084648986490711,1.084648986490711
2013-03-01,1.0875784721033706,1.084319812388404,1.084319812388404
2013-03-04,1.0737002201825316,1.0704831432145654,1.0704831432145654
2013-03-05,1.0820319648044991,1.0787899238258878,1.0787899238258878
2013-03-06,1.0851625280092148,1.0819111070727778,1.0819111070727778
2013-03-07,1.081612431741892,1.0783716477902678,1.0783716477902678
2013-03-08,1.0811646964309372,1.0779252540073572,1.0779252540073572
2013-03-11,1.079147629089419,1.075914230308902,1.075914230308902
2013-03-12,1.0749803755855136,1.071759462948722,1.071759462948722
2013-03-13,1.0717933749426012,1.0685820113644504,1.0685820113644504
2013-03-14,1.071648682836984,1.0684377527929163,1.0684377527929163
2013-03-15,1.071648682836984,1.0684377527929163,1.0684377527929163
2013-03-18,1.071648682836984,1.0684377527929163,1.0684377527929163
2013-03-19,1.071648682836984,1.0684377527929163,1.0684377527929163
2013-03-20,1.071648682836984,1.0684377527929163,1.0684377527929163
2013-03-21,1.0722826117947513,1.0690697823394597,1.0690697823394597
2013-03-22,1.0730596877672558,1.0698445299961397,1.0698445299961397
2013-03-25,1.0726165120644686,1.0694026821596594,1.0694026821596594
2013-03-26,1.0678470453064952,1.0646475059283789,1.0646475059283789
2013-03-27,1.0685206871341417,1.065319129355016,1.065319129355016
2013-03-28,1.0595540799693797,1.0563793884093795,1.0563793884093795
2013-03-29,1.0587511300050083,1.0555788442858456,1.0555788442858456
2013-04-01,1.0586081986024576,1.055436341141867,1.055436341141867
2013-04-02,1.0586081986024576,1.054908622971296,1.054908622971296
2013-04-03,1.0586081986024576,1.054908622971296,1.054908622971296
2013-04-08,1.0586081986024576,1.054908622971296,1.054908622971296
2013-04-09,1.0586081986024576,1.054908622971296,1.054908622971296
2013-04-10,1.0586081986024576,1.054908622971296,1.054908622971296
2013-04-11,1.0586081986024576,1.054908622971296,1.054908622971296
2013-04-12,1.0586081986024576,1.054908622971296,1.054908622971296
2013-04-15,1.0586081986024576,1.054908622971296,1.054908622971296
2013-04-16,1.0586081986024576,1.054908622971296,1.054908622971296
2013-04-17,1.0586081986024576,1.054908622971296,1.054908622971296
2013-04-18,1.0586081986024576,1.054908622971296,1.054908622971296
2013-04-19,1.0586081986024576,1.054908622971296,1.054908622971296
2013-04-22,1.0586081986024576,1.054908622971296,1.054908622971296
2013-04-23,1.0586081986024576,1.054908622971296,1.054908622971296
2013-04-24,1.0586081986024576,1.054908622971296,1.054908622971296
2013-04-25,1.0586081986024576,1.054908622971296,1.054908622971296
2013-04-26,1.0586081986024576,1.054908622971296,1.054908622971296
2013-05-02,1.0586081986024576,1.054908622971296,1.054908622971296
2013-05-03,1.0586081986024576,1.054908622971296,1.054908622971296
2013-05-06,1.0586081986024576,1.054908622971296,1.054908622971296
2013-05-07,1.0586081986024576,1.054908622971296,1.054908622971296
2013-05-08,1.0586081986024576,1.054908622971296,1.054908622971296
2013-05-09,1.0586081986024576,1.054908622971296,1.054908622971296
2013-05-10,1.0586081986024576,1.054908622971296,1.054908622971296
2013-05-13,1.0586081986024576,1.054908622971296,1.054908622971296
2013-05-14,1.0586081986024576,1.054908622971296,1.054908622971296
2013-05-15,1.0586081986024576,1.054908622971296,1.054908622971296
2013-05-16,1.0586081986024576,1.0543811686598106,1.0543811686598106
2013-05-17,1.0586081986024576,1.0543811686598106,1.0543811686598106
2013-05-20,1.0586081986024576,1.0543811686598106,1.0543811686598106
2013-05-21,1.0580788945031565,1.0538539780754808,1.0538539780754808
2013-05-22,1.059293216111232,1.0550634508888803,1.0550634508888803
2013-05-23,1.0479595477691936,1.0437750379638178,1.0437750379638178
2013-05-24,1.053626381940213,1.0494192444263493,1.0494192444263493
2013-05-27,1.0511977387240616,1.04700029879955,1.04700029879955
2013-05-28,1.0730555276694216,1.068770809440742,1.068770809440742
2013-05-29,1.0694125628451951,1.0651423910005435,1.0651423910005435
2013-05-30,1.0688778565637727,1.0646098198050433,1.0646098198050433
2013-05-31,1.0688778565637727,1.0646098198050433,1.0646098198050433
2013-06-03,1.070393980817133,1.0661198901636537,1.0661198901636537
2013-06-04,1.0698587838267244,1.065586830218572,1.065586830218572
2013-06-05,1.0698587838267244,1.065586830218572,1.065586830218572
2013-06-06,1.0698587838267244,1.065586830218572,1.065586830218572
2013-06-07,1.0698587838267244,1.065586830218572,1.065586830218572
2013-06-13,1.0698587838267244,1.065586830218572,1.065586830218572
2013-06-14,1.0698587838267244,1.065586830218572,1.065586830218572
2013-06-17,1.0698587838267244,1.065586830218572,1.065586830218572
2013-06-18,1.0698587838267244,1.065586830218572,1.065586830218572
2013-06-19,1.0698587838267244,1.065586830218572,1.065586830218572
2013-06-20,1.0698587838267244,1.065586830218572,1.065586830218572
2013-06-21,1.0698587838267244,1.065586830218572,1.065586830218572
2013-06-24,1.0698587838267244,1.065586830218572,1.065586830218572
2013-06-25,1.0698587838267244,1.065586830218572,1.065586830218572
2013-06-26,1.0698587838267244,1.065586830218572,1.065586830218572
2013-06-27,1.0698587838267244,1.065586830218572,1.065586830218572
2013-06-28,1.0698587838267244,1.065586830218572,1.065586830218572
2013-07-01,1.0698587838267244,1.065586830218572,1.065586830218572
2013-07-02,1.0698587838267244,1.065586830218572,1.065586830218572
2013-07-03,1.0698587838267244,1.065586830218572,1.065586830218572
2013-07-04,1.0698587838267244,1.065586830218572,1.065586830218572
2013-07-05,1.0698587838267244,1.065586830218572,1.065586830218572
2013-07-08,1.0698587838267244,1.065586830218572,1.065586830218572
2013-07-09,1.0698587838267244,1.065586830218572,1.065586830218572
2013-07-10,1.0698587838267244,1.065586830218572,1.065586830218572
2013-07-11,1.0698587838267244,1.065586830218572,1.065586830218572
2013-07-12,1.0698587838267244,1.065586830218572,1.065586830218572
2013-07-15,1.0698587838267244,1.065586830218572,1.065586830218572
2013-07-16,1.0698587838267244,1.065586830218572,1.065586830218572
2013-07-17,1.0698587838267244,1.065586830218572,1.065586830218572
2013-07-18,1.0698587838267244,1.065586830218572,1.065586830218572
2013-07-19,1.0698587838267244,1.065586830218572,1.065586830218572
2013-07-22,1.0698587838267244,1.065586830218572,1.065586830218572
2013-07-23,1.0698587838267244,1.065586830218572,1.065586830218572
2013-07-24,1.0698587838267244,1.065586830218572,1.065586830218572
2013-07-25,1.0698587838267244,1.065586830218572,1.065586830218572
2013-07-26,1.0698587838267244,1.065586830218572,1.065586830218572
2013-07-29,1.0698587838267244,1.065586830218572,1.065586830218572
2013-07-30,1.0698587838267244,1.065586830218572,1.065586830218572
2013-07-31,1.0698587838267244,1.065586830218572,1.065586830218572
2013-08-01,1.0698587838267244,1.065586830218572,1.065586830218572
2013-08-02,1.0674625422425834,1.0632001568438396,1.0632001568438396
2013-08-05,1.066928810971462,1.0626685567654177,1.0626685567654177
2013-08-06,1.066928810971462,1.0626685567654177,1.0626685567654177
2013-08-07,1.066928810971462,1.0626685567654177,1.0626685567654177
2013-08-08,1.066928810971462,1.0626685567654177,1.0626685567654177
2013-08-09,1.066928810971462,1.0626685567654177,1.0626685567654177
2013-08-12,1.066928810971462,1.0626685567654177,1.0626685567654177
2013-08-13,1.0663953465659763,1.0621372224870351,1.0621372224870351
2013-08-14,1.0641801505822497,1.0599308717963682,1.0599308717963682
2013-08-15,1.051775053073381,1.0475753079286338,1.0475753079286338
2013-08-16,1.0512491655468443,1.0470515202746695,1.0470515202746695
2013-08-19,1.0512491655468443,1.0470515202746695,1.0470515202746695
2013-08-20,1.0512491655468443,1.0470515202746695,1.0470515202746695
2013-08-21,1.0512491655468443,1.0470515202746695,1.0470515202746695
2013-08-22,1.0512491655468443,1.0470515202746695,1.0470515202746695
2013-08-23,1.0512491655468443,1.0470515202746695,1.0470515202746695
2013-08-26,1.0741029265567672,1.0698140260570033,1.0698140260570033
2013-08-27,1.0741029265567672,1.0698140260570033,1.0698140260570033
2013-08-28,1.0735658750934889,1.0692791190439748,1.0692791190439748
2013-08-29,1.0735658750934889,1.0692791190439748,1.0692791190439748
2013-08-30,1.0735658750934889,1.0692791190439748,1.0692791190439748
2013-09-02,1.0735658750934889,1.0692791190439748,1.0692791190439748
2013-09-03,1.089335148431845,1.084985425563575,1.084985425563575
2013-09-04,1.088882202424181,1.0845342881724882,1.0845342881724882
2013-09-05,1.0843527423475416,1.0800229142616211,1.0800229142616211
2013-09-06,1.075185535182049,1.0708923118184708,1.0708923118184708
2013-09-09,1.0849707099609536,1.0806384143260297,1.0806384143260297
2013-09-10,1.0983201513394598,1.093934551291724,1.093934551291724
2013-09-11,1.1030954563452835,1.0986907884712531,1.0986907884712531
2013-09-12,1.1139484222676101,1.1095004184247286,1.1095004184247286
2013-09-13,1.105700168166642,1.1012850996600874,1.1012850996600874
2013-09-16,1.100056625887032,1.09566409208428,1.09566409208428
2013-09-17,1.0783506940423786,1.0740448321773288,1.0740448321773288
2013-09-18,1.0707730174922196,1.0664974133426453,1.0664974133426453
2013-09-23,1.084007755445001,1.079679304894196,1.079679304894196
2013-09-24,1.0727257362671774,1.0684423348978742,1.0684423348978742
2013-09-25,1.0662842286434753,1.062026548259176,1.062026548259176
2013-09-26,1.0662971019266312,1.0620393701392223,1.0620393701392223
2013-09-27,1.0630560773007143,1.0588112869473096,1.0588112869473096
2013-09-30,1.071813518669782,1.0675337597917267,1.0675337597917267
2013-10-08,1.0656634373244513,1.0614082357642316,1.0614082357642316
2013-10-09,1.0659809641400089,1.0617244946929933,1.0617244946929933
2013-10-10,1.0585051968362,1.054278578180326,1.054278578180326
2013-10-11,1.0500208391891122,1.0458280986326765,1.0458280986326765
2013-10-14,1.0494916253567248,1.045300997954824,1.045300997954824
2013-10-15,1.0482442105880756,1.0440585641220725,1.0440585641220725
2013-10-16,1.0299487939812229,1.0258362012417188,1.0258362012417188
2013-10-17,1.0232086135083975,1.0191229343566732,1.0191229343566732
2013-10-18,1.0471414265940147,1.0429601835522144,1.0429601835522144
2013-10-21,1.0481061634169806,1.0439210681742972,1.0439210681742972
2013-10-22,1.0355691310963357,1.031434096311413,1.031434096311413
2013-10-23,1.0438870538139857,1.0397188055054625,1.0397188055054625
2013-10-24,1.0434694989924602,1.0393029179832602,1.0393029179832602
2013-10-25,1.0434694989924602,1.0393029179832602,1.0393029179832602
2013-10-28,1.0434694989924602,1.0393029179832602,1.0393029179832602
2013-10-29,1.0434694989924602,1.0393029179832602,1.0393029179832602
2013-10-30,1.03978611887959,1.0356342456329484,1.0356342456329484
2013-10-31,1.0392662258201504,1.035116428510132,1.035116428510132
2013-11-01,1.0343737597490392,1.0302434980902686,1.0302434980902686
2013-11-04,1.0272182149083464,1.0231165253901822,1.0231165253901822
2013-11-05,1.0267046058008924,1.022604967127487,1.022604967127487
2013-11-06,1.0267046058008924,1.022604967127487,1.022604967127487
2013-11-07,1.0267046058008924,1.022604967127487,1.022604967127487
2013-11-08,1.0267046058008924,1.022604967127487,1.022604967127487
2013-11-11,1.0267046058008924,1.022604967127487,1.022604967127487
2013-11-12,1.0267046058008924,1.0220936646439234,1.0220936646439234
2013-11-13,1.0267046058008924,1.0220936646439234,1.0220936646439234
2013-11-14,1.0267046058008924,1.0220936646439234,1.0220936646439234
2013-11-15,1.0267046058008924,1.0220936646439234,1.0220936646439234
2013-11-18,1.0267046058008924,1.0220936646439234,1.0220936646439234
2013-11-19,1.0267046058008924,1.0220936646439234,1.0220936646439234
2013-11-20,1.0267046058008924,1.0220936646439234,1.0220936646439234
2013-11-21,1.0115624322271093,1.0066165257450472,1.0066165257450472
2013-11-22,1.0099196186952748,1.0049817445420508,1.0049817445420508
2013-11-25,1.0095156508477967,1.0041777591464172,1.0041777591464172
2013-11-26,1.0095156508477967,1.0041777591464172,1.0041777591464172
2013-11-27,1.0095156508477967,1.0041777591464172,1.0041777591464172
2013-11-28,1.0095156508477967,1.0041777591464172,1.0041777591464172
2013-11-29,1.0101044136149206,1.0043613425951055,1.0043613425951055
2013-12-02,1.0124198392048689,1.0066636035523435,1.0066636035523435
2013-12-03,0.9995269824770354,0.993844050723432,0.993844050723432
2013-12-04,0.9985320157586842,0.9928547410089001,0.9928547410089001
2013-12-05,1.0054985181942098,0.9997816345508226,0.9997816345508226
2013-12-06,1.0018557075889776,0.9960599196330618,0.9960599196330618
2013-12-09,1.0041759689465037,0.9983667581566124,0.9983667581566124
2013-12-10,1.0108014598756354,1.0049539202722848,1.0049539202722848
2013-12-11,1.016423913803778,1.0105438480087687,1.0105438480087687
2013-12-12,1.0124606036605952,1.0066034658231944,1.0066034658231944
2013-12-13,0.99923662842911,0.9934559919838711,0.9934559919838711
2013-12-16,0.9995683252352274,0.9937857699065213,0.9937857699065213
2013-12-17,1.0085233960876046,1.0026890352030708,1.0026890352030708
2013-12-18,1.002235637424548,0.9964376515545529,0.9964376515545529
2013-12-19,0.995938001339863,0.9901764476258099,0.9901764476258099
2013-12-20,0.9766831999806258,0.9710330363050443,0.9710330363050443
2013-12-23,0.9762925267006336,0.9706446230905224,0.9706446230905224
2013-12-24,0.9762925267006336,0.9706446230905224,0.9706446230905224
2013-12-25,0.9762925267006336,0.9706446230905224,0.9706446230905224
2013-12-26,0.9762925267006336,0.9706446230905224,0.9706446230905224
2013-12-27,0.9762925267006336,0.9701593007789772,0.9701593007789772
2013-12-30,0.9762925267006336,0.9701593007789772,0.9701593007789772
2013-12-31,0.9762925267006336,0.9701593007789772,0.9701593007789772
2014-01-02,0.9762925267006336,0.9701593007789772,0.9701593007789772
2014-01-03,0.9762925267006336,0.9701593007789772,0.9701593007789772
2014-01-06,0.9762925267006336,0.9701593007789772,0.9701593007789772
2014-01-07,0.9762925267006336,0.9701593007789772,0.9701593007789772
2014-01-08,0.9762925267006336,0.9701593007789772,0.9701593007789772
2014-01-09,0.9762925267006336,0.9701593007789772,0.9701593007789772
2014-01-10,0.9822773779857893,0.9756182568445544,0.9756182568445544
2014-01-13,0.9817862392967964,0.9746426385877098,0.9746426385877098
2014-01-14,0.984101337771609,0.9764521773100878,0.9764521773100878
2014-01-15,0.9756833629882267,0.9680996332271911,0.9680996332271911
2014-01-16,0.9751955213067326,0.9671315335939639,0.9671315335939639
2014-01-17,0.9751955213067326,0.9671315335939639,0.9671315335939639
2014-01-20,0.9751955213067326,0.9671315335939639,0.9671315335939639
2014-01-21,0.9715368526276699,0.9630211262504949,0.9630211262504949
2014-01-22,0.9640055591964476,0.9555558462020414,0.9555558462020414
2014-01-23,0.9635235564168494,0.9546002903558394,0.9546002903558394
2014-01-24,0.9765386705733952,0.9670108811051482,0.9670108811051482
2014-01-27,0.9828901416015149,0.9733003827708728,0.9733003827708728
2014-01-28,0.9777295713911677,0.9681901626674716,0.9681901626674716
2014-01-29,0.9745538358771078,0.9650454118346092,0.9650454118346092
2014-01-30,0.9769356375126524,0.9674039749592558,0.9674039749592558
2014-02-07,0.9844780093585447,0.9748727581873038,0.9748727581873038
2014-02-10,0.9928143150829518,0.9831277291235673,0.9831277291235673
2014-02-11,0.9983718522325566,0.9886310430810764,0.9886310430810764
2014-02-12,1.0007536538681014,0.9909896062057231,0.9909896062057231
2014-02-13,0.9991657861110715,0.989417230789292,0.989417230789292
2014-02-14,1.0130596289850833,1.0031755156830644,1.0031755156830644
2014-02-17,1.0305261743124123,1.0204716452638067,1.0204716452638067
2014-02-18,1.0221670350496592,1.012194063569055,1.012194063569055
2014-02-19,1.0237579565049897,1.0137694628897853,1.0137694628897853
2014-02-20,1.02089540998583,1.0109348453624818,1.0109348453624818
2014-02-21,1.0259879513918388,1.0159777003978052,1.0159777003978052
2014-02-24,1.0313920707330198,1.021329093397577,1.021329093397577
2014-02-25,1.0355192263835096,1.0254159816512647,1.0254159816512647
2014-02-26,1.050875556277094,1.0406224845255616,1.0406224845255616
2014-02-27,1.0314516022003013,1.0213880440345195,1.0213880440345195
2014-02-28,1.0389833394953842,1.0288462964698217,1.0288462964698217
2014-03-03,1.050875556277094,1.0406224845255616,1.0406224845255616
2014-03-04,1.0482337161753261,1.038006420050563,1.038006420050563
2014-03-05,1.0405941031846129,1.030441344429836,1.030441344429836
2014-03-06,1.0401975353099235,1.0300486457467453,1.0300486457467453
2014-03-07,1.0505083000518443,1.0402588115071019,1.0402588115071019
2014-03-10,1.035042152938963,1.0249435628665668,1.0249435628665668
2014-03-11,1.04733575705433,1.0371172220423766,1.0371172220423766
2014-03-12,1.05804308967094,1.047720086485824,1.047720086485824
2014-03-13,1.0683538544128608,1.0579302522461806,1.0579302522461806
2014-03-14,1.0675607186634823,1.0571448548799995,1.0571448548799995
2014-03-17,1.07945775490416,1.0689258153727186,1.0689258153727186
2014-03-18,1.0651813114153466,1.0547886627814556,1.0547886627814556
2014-03-19,1.062801904167211,1.0524324706829118,1.0524324706829118
2014-03-20,1.0497151643024654,1.0394734141409205,1.0394734141409205
2014-03-21,1.0497151643024654,1.0394734141409205,1.0394734141409205
2014-03-24,1.0469391891796407,1.036724523359286,1.036724523359286
2014-03-25,1.0342490171895844,1.0241581655003857,1.0241581655003857
2014-03-26,1.0366284244377197,1.0265143575989293,1.0265143575989293
2014-03-27,1.023145116698285,1.0131626023738476,1.0131626023738476
