total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,max_drawdown_integral,max_drawdown_episode_integral,full_history_drawdown_integral,worst_drawdown_episode_integral,latest_holding_code,latest_holding_theme,latest_holding_name,latest_portfolio,strategy,risk_cap,enter_days,exit_days,annualized_diff,sharpe_diff,max_drawdown_integral_diff,is_valid_change
17.782570493260362,0.23063048255953889,0.2107865823543034,1.094142141229277,-0.2482381100227663,884,1588,0.8235016011644832,0.026011560693641522,0.8,232.92691133329777,45.13200722322606,232.92691133329777,45.13200722322606,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,baseline_cf60top2__prs_rc188_en02_ex05,0.188,2.0,5.0,-0.03175089874899495,-0.14993447477550936,43.05682934241548,False
17.780166985858646,0.23061933919978617,0.2107839155203891,1.094103118022202,-0.2482939214891564,884,1588,0.8235016011644832,0.026011560693641522,0.8,232.97245230615263,45.147684050186015,232.97245230615263,45.147684050186015,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,baseline_cf60top2__prs_rc186_en02_ex05,0.186,2.0,5.0,-0.03176204210874767,-0.14997349798258441,43.10237031527035,False
17.77776186288653,0.23060818702313357,0.21078128411708286,1.094063868094842,-0.2483497343579577,884,1588,0.8235016011644832,0.026011560693641522,0.8,233.0179947186797,45.16336105360921,233.0179947186797,45.16336105360921,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,baseline_cf60top2__prs_rc184_en02_ex05,0.184,2.0,5.0,-0.031773194285400264,-0.15001274790994445,43.147912727797404,False
17.69762005758007,0.2302358210212876,0.21147044170730886,1.0887375992714454,-0.22754487930213685,882,1574,0.8235016011644832,0.026011560693641522,0.8,228.84732403250254,40.856823321437226,228.84732403250254,40.856823321437226,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,baseline_cf60top2__prs_rc188_en03_ex05,0.188,3.0,5.0,-0.032145560287246244,-0.15533901673334105,38.97724204162026,False
17.695375433663695,0.23022537040088653,0.21146829109386336,1.0886992523086951,-0.22753284531864792,882,1574,0.8235016011644832,0.026011560693641522,0.8,228.8754019602799,40.856466642186994,228.8754019602799,40.856466642186994,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,baseline_cf60top2__prs_rc186_en03_ex05,0.186,3.0,5.0,-0.0321560109076473,-0.15537736369609134,39.00531996939762,False
17.693129595925637,0.23021491296215757,0.21146616778538335,1.0886607317526191,-0.2275208134915646,882,1574,0.8235016011644832,0.026011560693641522,0.8,228.90348106559182,40.85611057636214,228.90348106559182,40.85611057636214,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,baseline_cf60top2__prs_rc184_en03_ex05,0.184,3.0,5.0,-0.032166468346376265,-0.15541588425216735,39.033399074709536,False
17.438389619497176,0.22902110739171921,0.20914786248992412,1.0950200717578575,-0.22125912208254406,897,1632,0.8235016011644832,0.026011560693641522,0.8,228.97715196055717,39.92978532220507,228.97715196055717,39.92978532220507,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,baseline_cf60top2__prs_rc188_en01_ex03,0.188,1.0,3.0,-0.03336027391681462,-0.14905654424692893,39.10706996967488,False
17.435576117534684,0.22900783691292226,0.209143765921241,1.0949780688139739,-0.22122674996012937,897,1632,0.8235016011644832,0.026011560693641522,0.8,229.01939431517553,39.925726282286014,229.01939431517553,39.925726282286014,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,baseline_cf60top2__prs_rc186_en01_ex03,0.186,1.0,3.0,-0.033373544395611576,-0.1490985471908126,39.14931232429325,False
17.432760330400328,0.22899455377125832,0.2091397207975333,1.0949357343407107,-0.22119438104747746,897,1632,0.8235016011644832,0.026011560693641522,0.8,229.06163703782008,39.92166814026516,229.06163703782008,39.92166814026516,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,baseline_cf60top2__prs_rc184_en01_ex03,0.184,1.0,3.0,-0.03338682753727551,-0.1491408816640758,39.19155504693779,False
15.255740688086458,0.2181135117720625,0.20792481704239674,1.049001821305382,-0.2366184065415342,890,1629,0.8235016011644832,0.026011560693641522,0.8,231.57375554739525,43.70762451891409,231.57375554739525,43.70762451891409,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,baseline_cf60top2__prs_rc188_en01_ex05,0.188,1.0,5.0,-0.04426786953647133,-0.19507479469940447,41.70367355651297,False
