date,baseline_cf60top2_nav,baseline_cf60top2__prs_rc184_en01_ex01_nav,baseline_cf60top2__prs_rc186_en01_ex01_nav,baseline_cf60top2__prs_rc188_en01_ex01_nav,baseline_cf60top2__prs_rc184_en01_ex02_nav,baseline_cf60top2__prs_rc186_en01_ex02_nav,baseline_cf60top2__prs_rc188_en01_ex02_nav,baseline_cf60top2__prs_rc184_en01_ex03_nav,baseline_cf60top2__prs_rc186_en01_ex03_nav,baseline_cf60top2__prs_rc188_en01_ex03_nav,baseline_cf60top2__prs_rc184_en01_ex05_nav,baseline_cf60top2__prs_rc186_en01_ex05_nav,baseline_cf60top2__prs_rc188_en01_ex05_nav,baseline_cf60top2__prs_rc184_en02_ex01_nav,baseline_cf60top2__prs_rc186_en02_ex01_nav,baseline_cf60top2__prs_rc188_en02_ex01_nav,baseline_cf60top2__prs_rc184_en02_ex02_nav,baseline_cf60top2__prs_rc186_en02_ex02_nav,baseline_cf60top2__prs_rc188_en02_ex02_nav,baseline_cf60top2__prs_rc184_en02_ex03_nav,baseline_cf60top2__prs_rc186_en02_ex03_nav,baseline_cf60top2__prs_rc188_en02_ex03_nav,baseline_cf60top2__prs_rc184_en02_ex05_nav,baseline_cf60top2__prs_rc186_en02_ex05_nav,baseline_cf60top2__prs_rc188_en02_ex05_nav,baseline_cf60top2__prs_rc184_en03_ex01_nav,baseline_cf60top2__prs_rc186_en03_ex01_nav,baseline_cf60top2__prs_rc188_en03_ex01_nav,baseline_cf60top2__prs_rc184_en03_ex02_nav,baseline_cf60top2__prs_rc186_en03_ex02_nav,baseline_cf60top2__prs_rc188_en03_ex02_nav,baseline_cf60top2__prs_rc184_en03_ex03_nav,baseline_cf60top2__prs_rc186_en03_ex03_nav,baseline_cf60top2__prs_rc188_en03_ex03_nav,baseline_cf60top2__prs_rc184_en03_ex05_nav,baseline_cf60top2__prs_rc186_en03_ex05_nav,baseline_cf60top2__prs_rc188_en03_ex05_nav,hs300_benchmark
2019-10-28,2.5106920140299263,2.273725484437184,2.2736381655942854,2.2735507342805756,2.304609089730798,2.3045298169877717,2.3044504146470706,2.1967613966177226,2.196981490557478,2.19720146171102,2.096796266655024,2.0972812904463467,2.097766272117453,2.26939063749902,2.2693674277625826,2.2693441234577794,2.2730953484126557,2.2731036516396115,2.273111848172652,2.1861758149829496,2.186429889627773,2.1866838738112286,2.0909140164310585,2.0914209889929385,2.0919279529636507,2.2938543503866615,2.2935996018422142,2.2933448095265496,2.2661838788037416,2.266158219007622,2.2661324696754335,2.1798448285638568,2.1800647437792136,2.1802845774849264,2.140743904012069,2.1410896369997188,2.141435315154722,1.680515832119547
2019-10-29,2.4984872611839473,2.2608625140993928,2.260775689238593,2.260688752543254,2.291571403974838,2.2914925796953347,2.29141362655132,2.184333829227857,2.184552678047285,2.184771404775129,2.0849342242198308,2.0854165041237827,2.085898742145802,2.2565521903536574,2.256529111919857,2.2565059394526847,2.260235942894386,2.2602441991481412,2.2602523493115734,2.1738081325807435,2.17406076986884,2.174313317207329,2.0790852511925486,2.0795893556979856,2.080093451660857,2.280877506581113,2.2806241992057923,2.280370848306878,2.2533635730049313,2.253338058371981,2.2533124547094863,2.167512961958709,2.1677316330648226,2.16795022312241,2.128633240026205,2.1289770171255142,2.129320739702377,1.67503497265704
2019-10-30,2.491504589362298,2.254543946374399,2.254457364168232,2.254370670440076,2.28516701227814,2.285088408293566,2.2850096758046265,2.1782291407968275,2.178447377986367,2.178665493425539,2.079107333811531,2.0795882658589826,2.0800691561415516,2.250245668948302,2.2502226550131814,2.2501995473074894,2.2539191262854232,2.2539273594649325,2.253935486850615,2.1677328609438367,2.16798479217139,2.1682366337007233,2.0732747072590847,2.0737774029135023,2.0742800900492284,2.2745030017592267,2.274250402317182,2.273997759473182,2.2470659630192404,2.2470405196935612,2.247014987587154,2.1614552838117502,2.1616733437846416,2.1618913229355177,2.122684221364123,2.123027037689006,2.1233697996438203,1.664073253732025
2019-10-31,2.475782562155104,2.2403172010510897,2.2402311652006497,2.240145018531953,2.2707470276257276,2.2706689196522745,2.270590683985351,2.164483961293114,2.1647008213505194,2.1649175604258337,2.065987638102992,2.066465535346989,2.0669433910896506,2.236046046848015,2.236023178136674,2.2360002162464783,2.2396963237356817,2.2397045049617357,2.239712581061549,2.1540539156337615,2.1543042571112374,2.1545545094565117,2.0601918169065296,2.060691340423601,2.0611908554757363,2.2601503097235858,2.2598993042482216,2.25964825564478,2.2328864056715294,2.2328611228997017,2.232835751907375,2.1478159516089064,2.1480326355679464,2.148249239214978,2.109289544419494,2.109630197486236,2.1099707965259977,1.6632300445839467
2019-11-01,2.4944226363330784,2.2577330944868224,2.2576463898064496,2.2575595734463354,2.288399478017164,2.2883207628439175,2.2882419189845304,2.1813103383773718,2.1815288842726788,2.1817473082453986,2.082048319388598,2.0825299317348454,2.083011502257132,2.2534287369648545,2.253405690475546,2.2533825500830234,2.257107390563309,2.2571156353890003,2.2571237742712147,2.1707992110909853,2.1710514986859537,2.17130369645582,2.076207442338312,2.0767108490770707,2.0772142472850885,2.277720382802709,2.277467426048031,2.2772144258300044,2.2502445332067853,2.2502190538904414,2.250193485667786,2.1645127540595763,2.164731122487556,2.1649494099791933,2.1256868482983733,2.1260301495515,2.1263733963576485,1.6973800150811078
2019-11-04,2.5042443004502815,2.2660720160535,2.26598499112999,2.2658978541142507,2.2968516656592772,2.296772659752083,2.2966935246834463,2.1893669930230115,2.189586346116071,2.1898055768362235,2.0897383504537457,2.090221741631862,2.090705090831541,2.2617517604168,2.261728628805443,2.2617054029440404,2.2654440010968733,2.2654522763747718,2.265460445317891,2.1788170429607034,2.1790702623781586,2.1793233916387433,2.083875900164478,2.084381166232544,2.0848864237383613,2.28613312728052,2.2858792362318185,2.2856253015592367,2.258555795824177,2.2585302224001547,2.2585045597414455,2.1725073669437354,2.172726541913993,2.1729456356489707,2.1335380579681806,2.133882627202111,2.1342271417879637,1.7028608745436147
2019-11-05,2.5202103132577016,2.281073843073134,2.2809862420281064,2.2808985281487772,2.312057259803627,2.311977730862326,2.311898071904509,2.2038610182257177,2.2040818234779036,2.2043025055470498,2.103572815125526,2.1040594064450255,2.1045459555081836,2.2767249865238046,2.2767017017767883,2.276678322155773,2.280441670538249,2.2804500006000583,2.2804582236231323,2.193241225490812,2.193496121268891,2.193750926293244,2.097671554302203,2.0981801653275776,2.0986887677340196,2.301267762665606,2.3010121908099546,2.300756575041624,2.2735078640387405,2.2734821213137955,2.2734562887634127,2.1868897782205536,2.1871104041707308,2.1873309483478343,2.1476624850202324,2.148009335367917,2.1483561307057433,1.7125577797465126
2019-11-06,2.5056846781880164,2.2679265092823067,2.2678394131399076,2.2677522048135454,2.298731348136869,2.2986522775733365,2.2985730777426587,2.1911587128956236,2.1913782455014363,2.1915976556341943,2.0914485368879983,2.091932323660632,2.092416068420475,2.263602718062991,2.263579567521337,2.2635563226525055,2.267297980374898,2.267306262425064,2.26731443805343,2.1806001290340293,2.180853555679539,2.181106892094396,2.085581288924919,2.0860869684893326,2.0865926394844903,2.2880040379906195,2.2877499391642186,2.2874957966782365,2.2604041379777207,2.2603785436250865,2.260352859964738,2.1742852893455775,2.1745046436828175,2.1747239167182957,2.135284088921245,2.1356289401414967,2.135973736668948,1.705390501987849
2019-11-07,2.514149017993945,2.275034721189167,2.274947352067095,2.2748598704094496,2.3059361096106747,2.30585679122151,2.305777343160046,2.1980263165807865,2.198246537253111,2.1984666350685216,2.098003625569949,2.0984889286434347,2.0989741895724516,2.270697378197295,2.2706741550964313,2.270650837372746,2.274404222325216,2.274412530333264,2.2744207315859604,2.18743463964884,2.1876888605927065,2.187942991023116,2.0921179882800285,2.0926252527624216,2.0931325086487007,2.29517517756645,2.2949202823349206,2.2946653433069706,2.26748877301423,2.267463098442911,2.267437334283966,2.1811000077764353,2.181320049621452,2.181540009909888,2.141976568471741,2.142322500536341,2.1426683777367206,1.7074985248580445
2019-11-08,2.5007072318676147,2.276427566496634,2.276340143884534,2.276252608667962,2.307347873686043,2.307268506735753,2.3071890100337744,2.199372015005617,2.199592370503721,2.1998126030696947,2.099288087067485,2.0997736872582418,2.100259245278728,2.2720875680517367,2.272064330732986,2.2720409987334826,2.275796681622142,2.2758049947166046,2.2758132009903567,2.188773853527578,2.189028230113222,2.1892825161299942,2.0933988464117763,2.093906421456882,2.0944139879006105,2.296580353472608,2.2963253021864816,2.296070207077121,2.2688769984631922,2.2688513081731214,2.2688255282405763,2.1824353434012735,2.1826555199625868,2.1828756149173874,2.143287951539574,2.1436340953942836,2.1439801843511836,1.7007528516734198
