candidate,start_date,end_date,total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,latest_signal,latest_holding,total_return_diff_vs_base,annualized_return_diff_vs_base,sharpe_rf0_diff_vs_base,max_drawdown_diff_vs_base,trade_count_diff_vs_base,latest_exposure_diff_vs_base,latest_momentum_diff_vs_base
base_current_baseline,2022-04-21,2026-06-01,3.7452192851283037,0.4603237227042507,0.2265886441675831,2.0315392432632198,-0.18693136127693977,349,591,0.8942879690362956,0.2537313432835824,0.2850746268656705,159941,159941,0.0,0.0,0.0,0.0,0,0.0,0.0
plus_600938_中国海油,2022-04-21,2026-06-01,4.563939287466406,0.5179551206431692,0.2871321032294675,1.8038913615634082,-0.23482654263239156,317,554,0.9052807881590395,0.2537313432835824,0.2850746268656705,159941,159941,0.818720002338102,0.05763139793891847,-0.22764788169981154,-0.04789518135545179,-32,0.0,0.0
