total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,max_drawdown_integral,max_drawdown_episode_integral,full_history_drawdown_integral,worst_drawdown_episode_integral,latest_holding_code,latest_holding_theme,latest_holding_name,latest_portfolio,variant,close_gap,risk_cap_when_close,close_days
21.044363968389725,0.24688963653322693,0.19392454911477536,1.2731221377604125,-0.18982759788871395,1160,1917,0.8024608420906061,0.15379310344827601,1.0,181.3958877719263,28.89419338112399,181.3958877719263,28.89419338112399,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,top2_close_riskcap_70,0.005,0.7,53
