candidate,start_date,end_date,total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,latest_signal,latest_holding,total_return_diff_vs_base,annualized_return_diff_vs_base,sharpe_rf0_diff_vs_base,max_drawdown_diff_vs_base,trade_count_diff_vs_base,latest_exposure_diff_vs_base,latest_momentum_diff_vs_base
base_current_baseline,2019-12-05,2026-06-01,8.095027759376148,0.40528707305805844,0.2361777625765767,1.7160255421026394,-0.1869313612769401,590,1020,0.9032826774969684,0.2537313432835824,0.2850746268656705,159941,159941,0.0,0.0,0.0,0.0,0,0.0,0.0
plus_zijin_601899,2019-12-05,2026-06-01,2.2211061128916842,0.19754171063931425,0.28622950853592427,0.6901514510147757,-0.29063931989138103,538,987,0.9111951327018353,0.2537313432835824,0.2850746268656705,159941,159941,-5.8739216464844635,-0.2077453624187442,-1.0258740910878636,-0.10370795861444093,-52,0.0,0.0
