total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,max_drawdown_integral,max_drawdown_episode_integral,full_history_drawdown_integral,worst_drawdown_episode_integral,latest_holding_code,latest_holding_theme,latest_holding_name,latest_portfolio,variant,split_gap,split_ratio,split_days
11.987473409265373,0.2007055034018197,0.20577427480519336,0.9753673222361139,-0.20966745851374302,902,1573,0.8134597768643571,0.15379310344827646,1.0,232.7839470832307,8.614575294796445,232.7839470832307,8.614575294796445,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,top2_split_50_50,0.005,50/50,29
