date,baseline,plus_161716_defensive
2013-11-26,1.0095156508477956,1.0095156508477956
2013-11-27,1.0095156508477956,1.0095156508477956
2013-11-28,1.0091118445874565,1.0091118445874565
2013-11-29,1.0101044136149195,1.0101044136149195
2013-12-02,1.0124198392048678,1.0124198392048678
2013-12-03,0.9995269824770343,0.9995269824770343
2013-12-04,0.9985320157586831,0.9985320157586831
2013-12-05,1.0054985181942087,1.0054985181942087
2013-12-06,1.0018557075889767,1.0018557075889767
2013-12-09,1.0041759689465029,1.0041759689465029
2013-12-10,1.0108014598756345,1.0108014598756345
2013-12-11,1.0164239138037772,1.0164239138037772
2013-12-12,1.0124606036605943,1.0124606036605943
2013-12-13,0.9992366284291091,0.9992366284291091
2013-12-16,0.9995683252352265,0.9995683252352265
2013-12-17,1.0085233960876037,1.0085233960876037
2013-12-18,1.0022356374245471,1.0022356374245471
2013-12-19,0.9959380013398621,0.9959380013398621
2013-12-20,0.9762925267006327,0.9762925267006327
2013-12-23,0.9762925267006327,0.9762925267006327
2013-12-24,0.9762925267006327,0.9762925267006327
2013-12-25,0.9762925267006327,0.9762925267006327
2013-12-26,0.9762925267006327,0.9762925267006327
2013-12-27,0.9762925267006327,0.9762925267006327
2013-12-30,0.9762925267006327,0.9762925267006327
2013-12-31,0.9762925267006327,0.9762925267006327
2014-01-02,0.9762925267006327,0.9762925267006327
2014-01-03,0.9762925267006327,0.9762925267006327
2014-01-06,0.9762925267006327,0.9762925267006327
2014-01-07,0.9762925267006327,0.9762925267006327
2014-01-08,0.9762925267006327,0.9762925267006327
2014-01-09,0.9758043804372825,0.9758043804372825
2014-01-10,0.9817862392967955,0.9817862392967955
2014-01-13,0.9812953461771472,0.9812953461771472
2014-01-14,0.984101337771608,0.984101337771608
2014-01-15,0.9751955213067316,0.9751955213067316
2014-01-16,0.9751955213067316,0.9751955213067316
2014-01-17,0.9751955213067316,0.9751955213067316
2014-01-20,0.9747079235460783,0.9747079235460783
2014-01-21,0.971536852627669,0.971536852627669
2014-01-22,0.9635235564168485,0.9635235564168485
2014-01-23,0.9630417946386401,0.9630417946386401
2014-01-24,0.9765386705733943,0.9765386705733943
2014-01-27,0.982890141601514,0.982890141601514
2014-01-28,0.9777295713911668,0.9777295713911668
2014-01-29,0.974553835877107,0.974553835877107
2014-01-30,0.9769356375126517,0.9769356375126517
2014-02-07,0.9844780093585439,0.9844780093585439
2014-02-10,0.992814315082951,0.992814315082951
2014-02-11,0.9983718522325559,0.9983718522325559
2014-02-12,1.0007536538681008,1.0007536538681008
2014-02-13,0.9991657861110709,0.9991657861110709
2014-02-14,1.0130596289850826,1.0130596289850826
2014-02-17,1.0304231216949802,1.0304231216949802
2014-02-18,1.0221670350496583,1.0221670350496583
2014-02-19,1.0237579565049888,1.0237579565049888
2014-02-20,1.0208954099858292,1.0208954099858292
2014-02-21,1.025987951391838,1.025987951391838
2014-02-24,1.0313920707330189,1.0313920707330189
2014-02-25,1.0354156744608705,1.0354156744608705
2014-02-26,1.050875556277093,1.050875556277093
2014-02-27,1.0314516022003004,1.0314516022003004
2014-02-28,1.0389833394953834,1.0389833394953834
2014-03-03,1.0507704687214652,1.0507704687214652
2014-03-04,1.0481288928037074,1.0481288928037074
2014-03-05,1.0405941031846115,1.0405941031846115
2014-03-06,1.0401975353099222,1.0401975353099222
2014-03-07,1.050508300051843,1.050508300051843
2014-03-10,1.0350421529389617,1.0350421529389617
2014-03-11,1.0473357570543287,1.0473357570543287
2014-03-12,1.0580430896709387,1.0580430896709387
2014-03-13,1.0683538544128595,1.0683538544128595
