date,base_pool,plus_soymeal_159985,plus_energy_159930,plus_coal_515220,plus_resource_510410,replace_cyb50_soymeal,replace_cyb50_energy,replace_cyb50_coal,replace_cyb50_resource,replace_nikkei_soymeal,replace_nikkei_energy,replace_nikkei_coal,replace_nikkei_resource
2014-08-08,1.0619311493233738,1.0619311493233738,1.0159718719724942,1.0619311493233738,0.999894900200621,1.0619311493233738,1.0159718719724942,1.0619311493233738,0.999894900200621,1.0619311493233738,1.0159718719724942,1.0619311493233738,0.999894900200621
2014-08-11,1.0766988391369732,1.0766988391369732,1.0325688453769457,1.0766988391369732,1.0143164612612068,1.0766988391369732,1.0325688453769457,1.0766988391369732,1.0143164612612068,1.0766988391369732,1.0325688453769457,1.0766988391369732,1.0143164612612068
2014-08-12,1.0722237816177005,1.0722237816177005,1.0337543434772638,1.0722237816177005,1.0095092742410114,1.0722237816177005,1.0337543434772638,1.0722237816177005,1.0095092742410114,1.0722237816177005,1.0337543434772638,1.0722237816177005,1.0095092742410114
2014-08-13,1.0753563218811915,1.0753563218811915,1.0432383282798074,1.0753563218811915,1.0239308353015972,1.0753563218811915,1.0432383282798074,1.0753563218811915,1.0239308353015972,1.0753563218811915,1.0432383282798074,1.0753563218811915,1.0239308353015972
2014-08-14,1.0623786550753012,1.0623786550753012,1.025455856775038,1.0623786550753012,1.0127140655878082,1.0623786550753012,1.025455856775038,1.0623786550753012,1.0127140655878082,1.0623786550753012,1.025455856775038,1.0623786550753012,1.0127140655878082
2014-08-15,1.0758038276331188,1.0758038276331188,1.032568845376946,1.0758038276331188,1.0159188569346052,1.0758038276331188,1.032568845376946,1.0758038276331188,1.0159188569346052,1.0758038276331188,1.032568845376946,1.0758038276331188,1.0159188569346052
2014-08-18,1.079383873648537,1.079383873648537,1.0417610553870396,1.079383873648537,1.0140324526520537,1.079383873648537,1.0417610553870396,1.079383873648537,1.0140324526520537,1.079383873648537,1.0417610553870396,1.079383873648537,1.0140324526520537
2014-08-19,1.0802788851523917,1.0802788851523917,1.0488294807119334,1.0802788851523917,1.021188294123513,1.0802788851523917,1.0488294807119334,1.0802788851523917,1.021188294123513,1.0802788851523917,1.0488294807119334,1.0802788851523917,1.021188294123513
2014-08-20,1.0762513333850463,1.0762513333850463,1.0426264304519965,1.0762513333850463,1.0189716302207759,1.0762513333850463,1.0426264304519965,1.0762513333850463,1.0189716302207759,1.0762513333850463,1.0426264304519965,1.0762513333850463,1.0189716302207759
2014-08-21,1.072223781617701,1.072223781617701,1.0347172310652948,1.072223781617701,1.0144541244674312,1.072223781617701,1.0347172310652948,1.072223781617701,1.0144541244674312,1.072223781617701,1.0347172310652948,1.072223781617701,1.0144541244674312
2014-08-22,1.077593850640828,1.077593850640828,1.0370216285955403,1.077593850640828,1.0147264840567483,1.077593850640828,1.0370216285955403,1.077593850640828,1.0147264840567483,1.077593850640828,1.0370216285955403,1.077593850640828,1.0147264840567483
2014-08-25,1.0681962298503556,1.0681962298503556,1.0341997094565882,1.0681962298503556,1.007357041519736,1.0681962298503556,1.0341997094565882,1.0681962298503556,1.007357041519736,1.0681962298503556,1.0341997094565882,1.0681962298503556,1.007357041519736
2014-08-26,1.0614836435714468,1.0614836435714468,1.0185316075242183,1.0614836435714468,0.9894911326639371,1.0614836435714468,1.0185316075242183,1.0614836435714468,0.9894911326639371,1.0614836435714468,1.0185316075242183,1.0614836435714468,0.9894911326639371
2014-08-27,1.0610361378195197,1.0610361378195197,1.0223836972668536,1.0610361378195197,0.9913985456580964,1.0610361378195197,1.0223836972668536,1.0610361378195197,0.9913985456580964,1.0610361378195197,1.0223836972668536,1.0610361378195197,0.9913985456580964
2014-08-28,1.0551630723312264,1.0551630723312264,1.0341895136325217,1.0551630723312264,0.983416270733313,1.0551630723312264,1.0341895136325217,1.0551630723312264,0.983416270733313,1.0551630723312264,1.0341895136325217,1.0551630723312264,0.983416270733313
2014-08-29,1.0558991318373394,1.0558991318373394,1.035080191642413,1.0558991318373394,0.9959089779979949,1.0558991318373394,1.035080191642413,1.0558991318373394,0.9959089779979949,1.0558991318373394,1.035080191642413,1.0558991318373394,0.9959089779979949
2014-09-01,1.0560079143012298,1.0560079143012298,1.0415167054836283,1.0560079143012298,1.0022919012871008,1.0560079143012298,1.0415167054836283,1.0560079143012298,1.0022919012871008,1.0560079143012298,1.0415167054836283,1.0560079143012298,1.0022919012871008
2014-09-02,1.0564244028732053,1.0564244028732053,1.0535453325834978,1.0564244028732053,1.0022383841692464,1.0564244028732053,1.0535453325834978,1.0564244028732053,1.0022383841692464,1.0564244028732053,1.0535453325834978,1.0564244028732053,1.0022383841692464
2014-09-03,1.0569225506738502,1.0569225506738502,1.0673925838580482,1.0569225506738502,1.0128118911628101,1.0569225506738502,1.0673925838580482,1.0569225506738502,1.0128118911628101,1.0569225506738502,1.0673925838580482,1.0569225506738502,1.0128118911628101
2014-09-04,1.058973751056939,1.058973751056939,1.0718932627557134,1.058973751056939,1.0199932065161326,1.058973751056939,1.0718932627557134,1.058973751056939,1.0199932065161326,1.058973751056939,1.0718932627557134,1.058973751056939,1.0199932065161326
2014-09-05,1.0599507948568427,1.0599507948568427,1.079907819103713,1.0599507948568427,1.0272878421853964,1.0599507948568427,1.079907819103713,1.0599507948568427,1.0272878421853964,1.0599507948568427,1.079907819103713,1.0599507948568427,1.0272878421853964
2014-09-09,1.0567217132695954,1.0567217132695954,1.0801849573392444,1.0567217132695954,1.0236683554683605,1.0567217132695954,1.0801849573392444,1.0567217132695954,1.0236683554683605,1.0567217132695954,1.0801849573392444,1.0567217132695954,1.0236683554683605
2014-09-10,1.052864727500178,1.052864727500178,1.0762520180736652,1.052864727500178,1.0199411924091106,1.052864727500178,1.0762520180736652,1.052864727500178,1.0199411924091106,1.052864727500178,1.0762520180736652,1.052864727500178,1.0199411924091106
2014-09-11,1.0485423562321157,1.0485423562321157,1.071801218665781,1.0485423562321157,1.0157232642853835,1.0485423562321157,1.071801218665781,1.0485423562321157,1.0157232642853835,1.0485423562321157,1.071801218665781,1.0485423562321157,1.0157232642853835
2014-09-12,1.0471256576359198,1.0471256576359198,1.0696594996840276,1.0471256576359198,1.0143509079717985,1.0471256576359198,1.0696594996840276,1.0471256576359198,1.0143509079717985,1.0471256576359198,1.0696594996840276,1.0471256576359198,1.0143509079717985
2014-09-15,1.0448307274924786,1.0448307274924786,1.073910224786066,1.0448307274924786,1.0121278085206906,1.0448307274924786,1.073910224786066,1.0448307274924786,1.0121278085206906,1.0448307274924786,1.073910224786066,1.0448307274924786,1.0121278085206906
2014-09-16,1.039742741560884,1.039742741560884,1.0485223265952988,1.039742741560884,1.007199075171617,1.039742741560884,1.0485223265952988,1.039742741560884,1.007199075171617,1.039742741560884,1.0485223265952988,1.039742741560884,1.007199075171617
2014-09-17,1.040912472565402,1.040912472565402,1.049701934805409,1.040912472565402,1.0083321939122984,1.040912472565402,1.049701934805409,1.040912472565402,1.0083321939122984,1.040912472565402,1.049701934805409,1.040912472565402,1.0083321939122984
2014-09-18,1.0361302844901255,1.0361302844901255,1.0448793659463298,1.0361302844901255,1.0036996870294088,1.0361302844901255,1.0448793659463298,1.0361302844901255,1.0036996870294088,1.0361302844901255,1.0448793659463298,1.0361302844901255,1.0036996870294088
2014-09-19,1.038154292947271,1.038154292947271,1.0469204651256796,1.038154292947271,1.0056603445696732,1.038154292947271,1.0469204651256796,1.038154292947271,1.0056603445696732,1.038154292947271,1.0469204651256796,1.038154292947271,1.0056603445696732
2014-09-22,1.0251514261871766,1.0251514261871766,1.0338078021921202,1.0251514261871766,0.9930644640197537,1.0251514261871766,1.0338078021921202,1.0251514261871766,0.9930644640197537,1.0251514261871766,1.0338078021921202,1.0251514261871766,0.9930644640197537
2014-09-23,1.0292549933325021,1.0292549933325021,1.037946019847862,1.0292549933325021,0.9970395906241211,1.0292549933325021,1.037946019847862,1.0292549933325021,0.9970395906241211,1.0292549933325021,1.037946019847862,1.0292549933325021,0.9970395906241211
2014-09-24,1.0363328547643846,1.0363328547643846,1.0450836467234637,1.0363328547643846,1.0038959169089126,1.0363328547643846,1.0450836467234637,1.0363328547643846,1.0038959169089126,1.0363328547643846,1.0450836467234637,1.0363328547643846,1.0038959169089126
2014-09-25,1.030859938364507,1.030859938364507,1.0395645170315877,1.030859938364507,0.9985943013110261,1.030859938364507,1.0395645170315877,1.030859938364507,0.9985943013110261,1.030859938364507,1.0395645170315877,1.030859938364507,0.9985943013110261
2014-09-26,1.0377299852385307,1.0377299852385307,1.0464925745637386,1.0377299852385307,1.0052493175773718,1.0377299852385307,1.0464925745637386,1.0377299852385307,1.0052493175773718,1.0377299852385307,1.0464925745637386,1.0377299852385307,1.0052493175773718
2014-09-29,1.0377883703841828,1.0377883703841828,1.0465514527134103,1.0377883703841828,1.0053058752837678,1.0377883703841828,1.0465514527134103,1.0377883703841828,1.0053058752837678,1.0377883703841828,1.0465514527134103,1.0377883703841828,1.0053058752837678
2014-09-30,1.0390213862697877,1.0390213862697877,1.047115909099623,1.0390213862697877,1.006500298105887,1.0390213862697877,1.047115909099623,1.0390213862697877,1.006500298105887,1.0390213862697877,1.047115909099623,1.0390213862697877,1.006500298105887
2014-10-08,1.03879089863874,1.03879089863874,1.0493160333726554,1.03879089863874,1.0062770246753063,1.03879089863874,1.0493160333726554,1.03879089863874,1.0062770246753063,1.03879089863874,1.0493160333726554,1.03879089863874,1.0062770246753063
2014-10-09,1.0392034446667937,1.0392034446667937,1.0534303772059805,1.0392034446667937,1.017300359657998,1.0392034446667937,1.0534303772059805,1.0392034446667937,1.017300359657998,1.0392034446667937,1.0534303772059805,1.0392034446667937,1.017300359657998
2014-10-10,1.0342528923301515,1.0342528923301515,1.0500376795516817,1.0342528923301515,1.0050761171653098,1.0342528923301515,1.0500376795516817,1.0342528923301515,1.0050761171653098,1.0342528923301515,1.0500376795516817,1.0342528923301515,1.0050761171653098
2014-10-13,1.0278107946807389,1.0278107946807389,1.0434220819661164,1.0278107946807389,1.0089537660429062,1.0278107946807389,1.0434220819661164,1.0278107946807389,1.0089537660429062,1.0278107946807389,1.0434220819661164,1.0278107946807389,1.0089537660429062
2014-10-14,1.0274994464018485,1.0274994464018485,1.0376336507486332,1.0274994464018485,1.004676276407781,1.0274994464018485,1.0376336507486332,1.0274994464018485,1.004676276407781,1.0274994464018485,1.0376336507486332,1.0274994464018485,1.004676276407781
2014-10-15,1.0254687920006036,1.0254687920006036,1.0355829680478772,1.0254687920006036,1.0047506158584596,1.0254687920006036,1.0355829680478772,1.0254687920006036,1.0047506158584596,1.0254687920006036,1.0355829680478772,1.0254687920006036,1.0047506158584596
2014-10-16,1.0289117924886138,1.0289117924886138,1.0390599267736593,1.0289117924886138,1.0080192221927526,1.0289117924886138,1.0390599267736593,1.0289117924886138,1.0080192221927526,1.0289117924886138,1.0390599267736593,1.0289117924886138,1.0080192221927526
2014-10-17,1.0284220090858631,1.0284220090858631,1.0385653126480245,1.0284220090858631,1.0075393840877878,1.0284220090858631,1.0385653126480245,1.0284220090858631,1.0075393840877878,1.0284220090858631,1.0385653126480245,1.0284220090858631,1.0075393840877878
2014-10-20,1.0291077978058192,1.0291077978058192,1.0392578652869795,1.0291077978058192,1.0085057311971382,1.0291077978058192,1.0392578652869795,1.0291077978058192,1.0085057311971382,1.0291077978058192,1.0392578652869795,1.0291077978058192,1.0085057311971382
2014-10-21,1.0273230745274085,1.0273230745274085,1.0374555393222906,1.0273230745274085,1.0095895367375547,1.0273230745274085,1.0374555393222906,1.0273230745274085,1.0095895367375547,1.0273230745274085,1.0374555393222906,1.0273230745274085,1.0095895367375547
2014-10-22,1.0257540720135847,1.0257540720135847,1.0358710617713256,1.0257540720135847,1.0080476181723554,1.0257540720135847,1.0358710617713256,1.0257540720135847,1.0080476181723554,1.0257540720135847,1.0358710617713256,1.0257540720135847,1.0080476181723554
2014-10-23,1.0228281095651754,1.0228281095651754,1.0329162406199097,1.0228281095651754,1.0051721633655413,1.0228281095651754,1.0329162406199097,1.0228281095651754,1.0051721633655413,1.0228281095651754,1.0329162406199097,1.0228281095651754,1.0051721633655413
2014-10-24,1.0226012811548406,1.0226012811548406,1.0326871750059734,1.0226012811548406,1.0049492504422486,1.0226012811548406,1.0326871750059734,1.0226012811548406,1.0049492504422486,1.0226012811548406,1.0326871750059734,1.0226012811548406,1.0049492504422486
2014-10-27,1.0199911891055304,1.0199911891055304,1.0300513396764268,1.0199911891055304,1.002384213514486,1.0199911891055304,1.0300513396764268,1.0199911891055304,1.002384213514486,1.0199911891055304,1.0300513396764268,1.0199911891055304,1.002384213514486
2014-10-28,1.0249276571388193,1.0249276571388193,1.0350364959849023,1.0249276571388193,1.0072354687801583,1.0249276571388193,1.0350364959849023,1.0249276571388193,1.0072354687801583,1.0249276571388193,1.0350364959849023,1.0249276571388193,1.0072354687801583
2014-10-29,1.0267093417819855,1.0267093417819855,1.0368357533443542,1.0267093417819855,1.0089863981792027,1.0267093417819855,1.0368357533443542,1.0267093417819855,1.0089863981792027,1.0267093417819855,1.0368357533443542,1.0267093417819855,1.0089863981792027
2014-10-30,1.0204775134638098,1.0204775134638098,1.0305424606411109,1.0204775134638098,1.002862142995244,1.0204775134638098,1.0305424606411109,1.0204775134638098,1.002862142995244,1.0204775134638098,1.0305424606411109,1.0204775134638098,1.002862142995244
2014-10-31,1.0142889441245782,1.0142889441245782,1.0242928535791656,1.0142889441245782,0.9967804000584982,1.0142889441245782,1.0242928535791656,1.0142889441245782,0.9967804000584982,1.0142889441245782,1.0242928535791656,1.0142889441245782,0.9967804000584982
2014-11-03,1.0055266763102282,1.0055266763102282,1.0154441637108838,1.0055266763102282,0.9881693855463114,1.0055266763102282,1.0154441637108838,1.0055266763102282,0.9881693855463114,1.0055266763102282,1.0154441637108838,1.0055266763102282,0.9881693855463114
2014-11-04,1.0040776058603664,1.0040776058603664,1.0139808011111788,1.0040776058603664,0.9867453287909922,1.0040776058603664,1.0139808011111788,1.0040776058603664,0.9867453287909922,1.0040776058603664,1.0139808011111788,1.0040776058603664,0.9867453287909922
2014-11-05,0.9926180555276087,0.9926180555276087,1.0024082254865816,0.9926180555276087,0.9754835919542217,0.9926180555276087,1.0024082254865816,0.9926180555276087,0.9754835919542217,0.9926180555276087,1.0024082254865816,0.9926180555276087,0.9754835919542217
2014-11-06,0.9901719563232069,0.9901719563232069,0.9999380004597506,0.9901719563232069,0.9730797170449366,0.9901719563232069,0.9999380004597506,0.9901719563232069,0.9730797170449366,0.9901719563232069,0.9999380004597506,0.9901719563232069,0.9730797170449366
2014-11-07,0.988624152911236,0.988624152911236,0.9983749310969117,0.988624152911236,0.9715586316450282,0.988624152911236,0.9983749310969117,0.988624152911236,0.9715586316450282,0.988624152911236,0.9983749310969117,0.988624152911236,0.9715586316450282
2014-11-10,1.0080940744031457,1.0080940744031457,1.0180368839944887,1.0080940744031457,0.9906924654960554,1.0080940744031457,1.0180368839944887,1.0080940744031457,0.9906924654960554,1.0080940744031457,1.0180368839944887,1.0080940744031457,0.9906924654960554
2014-11-11,0.9976822007800668,0.9976822007800668,1.0075223182918192,0.9976822007800668,0.9804603204889651,0.9976822007800668,1.0075223182918192,0.9976822007800668,0.9804603204889651,0.9976822007800668,1.0075223182918192,0.9976822007800668,0.9804603204889651
2014-11-12,1.0098291270172888,1.0098291270172888,1.0197890493942452,1.0098291270172888,0.9923975678230268,1.0098291270172888,1.0197890493942452,1.0098291270172888,0.9923975678230268,1.0098291270172888,1.0197890493942452,1.0098291270172888,0.9923975678230268
2014-11-13,1.0056829773029667,1.0056829773029667,1.0156020062968616,1.0056829773029667,0.9883229884885244,1.0056829773029667,1.0156020062968616,1.0056829773029667,0.9883229884885244,1.0056829773029667,1.0156020062968616,1.0056829773029667,0.9883229884885244
2014-11-14,1.0031677311343745,1.0031677311343745,1.0130619523108595,1.0031677311343745,0.9858511602223305,1.0031677311343745,1.0130619523108595,1.0031677311343745,0.9858511602223305,1.0031677311343745,1.0130619523108595,1.0031677311343745,0.9858511602223305
2014-11-17,1.0153994119460423,1.0153994119460423,1.0254142739202272,1.0153994119460423,0.9978716991067065,1.0153994119460423,1.0254142739202272,1.0153994119460423,0.9978716991067065,1.0153994119460423,1.0254142739202272,1.0153994119460423,0.9978716991067065
2014-11-18,1.013726920557351,1.013726920557351,1.0237252867859075,1.013726920557351,0.9962280780802021,1.013726920557351,1.0237252867859075,1.013726920557351,0.9962280780802021,1.013726920557351,1.0237252867859075,1.013726920557351,0.9962280780802021
2014-11-19,1.015408532911168,1.015408532911168,1.0254234848452306,1.015408532911168,0.9978806626267367,1.015408532911168,1.0254234848452306,1.015408532911168,0.9978806626267367,1.015408532911168,1.0254234848452306,1.015408532911168,0.9978806626267367
2014-11-20,1.0107879475797015,1.0107879475797015,1.0207573267826888,1.0107879475797015,0.9933398373304708,1.0107879475797015,1.0207573267826888,1.0107879475797015,0.9933398373304708,1.0107879475797015,1.0207573267826888,1.0107879475797015,0.9933398373304708
2014-11-21,1.0201201550730739,1.0201201550730739,1.0301815776324597,1.0201201550730739,1.002510953285699,1.0201201550730739,1.0301815776324597,1.0201201550730739,1.002510953285699,1.0201201550730739,1.0301815776324597,1.0201201550730739,1.002510953285699
2014-11-24,1.0492553460976288,1.0492553460976288,1.0596041284026179,1.0492553460976288,1.0311432158509801,1.0492553460976288,1.0596041284026179,1.0492553460976288,1.0311432158509801,1.0492553460976288,1.0596041284026179,1.0492553460976288,1.0311432158509801
2014-11-25,1.060132484080129,1.060132484080129,1.0705885473568097,1.060132484080129,1.0418325938753512,1.060132484080129,1.0705885473568097,1.060132484080129,1.0418325938753512,1.060132484080129,1.0705885473568097,1.060132484080129,1.0418325938753512
2014-11-26,1.071786560489951,1.071786560489951,1.0823575676648731,1.071786560489951,1.0532854989014637,1.071786560489951,1.0823575676648731,1.071786560489951,1.0532854989014637,1.071786560489951,1.0823575676648731,1.071786560489951,1.0532854989014637
2014-11-27,1.0814982908314692,1.0814982908314692,1.0921650845882591,1.0814982908314692,1.062829586423224,1.0814982908314692,1.0921650845882591,1.0814982908314692,1.062829586423224,1.0814982908314692,1.0921650845882591,1.0814982908314692,1.062829586423224
2014-11-28,1.1071372589330775,1.1071372589330775,1.118056929265998,1.1071372589330775,1.088025977480671,1.1071372589330775,1.118056929265998,1.1071372589330775,1.088025977480671,1.1071372589330775,1.118056929265998,1.1071372589330775,1.088025977480671
2014-12-01,1.1083026665740596,1.1083026665740596,1.1192338312968044,1.1083026665740596,1.0891712679832823,1.1083026665740596,1.1192338312968044,1.1083026665740596,1.0891712679832823,1.1083026665740596,1.1192338312968044,1.1083026665740596,1.0891712679832823
2014-12-02,1.152199687717722,1.152199687717722,1.163563807790509,1.152199687717722,1.1323105435816387,1.152199687717722,1.163563807790509,1.152199687717722,1.1323105435816387,1.152199687717722,1.163563807790509,1.152199687717722,1.1323105435816387
2014-12-03,1.1646307025548652,1.1646307025548652,1.176117429452443,1.1646307025548652,1.1445269756094918,1.1646307025548652,1.176117429452443,1.1646307025548652,1.1445269756094918,1.1646307025548652,1.176117429452443,1.1646307025548652,1.1445269756094918
2014-12-04,1.2348997332063134,1.2348997332063134,1.2470795220012634,1.2348997332063134,1.2135830299914376,1.2348997332063134,1.2470795220012634,1.2348997332063134,1.2135830299914376,1.2348997332063134,1.2470795220012634,1.2348997332063134,1.2135830299914376
2014-12-05,1.232254793502739,1.232254793502739,1.244408495315808,1.232254793502739,1.2109837469457814,1.232254793502739,1.244408495315808,1.232254793502739,1.2109837469457814,1.232254793502739,1.244408495315808,1.232254793502739,1.2109837469457814
2014-12-08,1.2909278784611455,1.2909278784611455,1.3036602716153214,1.2909278784611455,1.268644023572363,1.2909278784611455,1.3036602716153214,1.2909278784611455,1.268644023572363,1.2909278784611455,1.3036602716153214,1.2909278784611455,1.268644023572363
2014-12-09,1.2832194784574138,1.2832194784574138,1.2958758438325984,1.2832194784574138,1.261068685120693,1.2832194784574138,1.2958758438325984,1.2832194784574138,1.261068685120693,1.2832194784574138,1.2958758438325984,1.2832194784574138,1.261068685120693
2014-12-10,1.3295465714496462,1.3295465714496462,1.3426598599198454,1.3295465714496462,1.3065960849349543,1.3295465714496462,1.3426598599198454,1.3295465714496462,1.3065960849349543,1.3295465714496462,1.3426598599198454,1.3295465714496462,1.3065960849349543
2014-12-11,1.3151974718502821,1.3151974718502821,1.3281692354680432,1.3151974718502821,1.292494677912838,1.3151974718502821,1.3281692354680432,1.3151974718502821,1.292494677912838,1.3151974718502821,1.3281692354680432,1.3151974718502821,1.292494677912838
2014-12-12,1.3192972145929576,1.3192972145929576,1.3323094138828437,1.3192972145929576,1.2965236513477283,1.3192972145929576,1.3323094138828437,1.3192972145929576,1.2965236513477283,1.3192972145929576,1.3323094138828437,1.3192972145929576,1.2965236513477283
2014-12-15,1.3339991995488976,1.3339991995488976,1.3471564041917001,1.3339991995488976,1.310971852258253,1.3339991995488976,1.3471564041917001,1.3339991995488976,1.310971852258253,1.3339991995488976,1.3471564041917001,1.3339991995488976,1.310971852258253
2014-12-16,1.343209007073348,1.343209007073348,1.356457047844359,1.343209007073348,1.320022681099345,1.343209007073348,1.356457047844359,1.343209007073348,1.320022681099345,1.343209007073348,1.356457047844359,1.343209007073348,1.320022681099345
2014-12-17,1.345507503422888,1.345507503422888,1.3587782142126306,1.345507503422888,1.3222815010579958,1.345507503422888,1.3587782142126306,1.345507503422888,1.3222815010579958,1.345507503422888,1.3587782142126306,1.345507503422888,1.3222815010579958
2014-12-18,1.3453486477554237,1.3453486477554237,1.3586177917552265,1.3453486477554237,1.322125387539571,1.3453486477554237,1.3586177917552265,1.3453486477554237,1.322125387539571,1.3453486477554237,1.3586177917552265,1.3453486477554237,1.322125387539571
2014-12-19,1.3473364560411145,1.3473364560411145,1.360625205750137,1.3473364560411145,1.3240788824975198,1.3473364560411145,1.360625205750137,1.3473364560411145,1.3240788824975198,1.3473364560411145,1.360625205750137,1.3473364560411145,1.3240788824975198
2014-12-22,1.3463948114591406,1.3463948114591406,1.3596742737484477,1.3463948114591406,1.3231534924806316,1.3463948114591406,1.3596742737484477,1.3463948114591406,1.3231534924806316,1.3463948114591406,1.3596742737484477,1.3463948114591406,1.3231534924806316
2014-12-23,1.343065783165486,1.343065783165486,1.3563124113222567,1.343065783165486,1.3198819295068094,1.343065783165486,1.3563124113222567,1.343065783165486,1.3198819295068094,1.343065783165486,1.3563124113222567,1.343065783165486,1.3198819295068094
2014-12-24,1.3056802345769225,1.3056802345769225,1.3185581298936515,1.3056802345769225,1.28314172614131,1.3056802345769225,1.3185581298936515,1.3056802345769225,1.28314172614131,1.3056802345769225,1.3185581298936515,1.3056802345769225,1.28314172614131
2014-12-25,1.3525067597705074,1.3525067597705074,1.3658465040710228,1.3525067597705074,1.3291599370132587,1.3525067597705074,1.3658465040710228,1.3525067597705074,1.3291599370132587,1.3525067597705074,1.3658465040710228,1.3525067597705074,1.3291599370132587
2014-12-26,1.3577705264232092,1.3577705264232092,1.371162187137966,1.3577705264232092,1.334332841105616,1.3577705264232092,1.371162187137966,1.3577705264232092,1.334332841105616,1.3577705264232092,1.371162187137966,1.3577705264232092,1.334332841105616
2014-12-29,1.3571104721209732,1.3571104721209732,1.370495622734725,1.3571104721209732,1.333684180588064,1.3571104721209732,1.370495622734725,1.3571104721209732,1.333684180588064,1.3571104721209732,1.370495622734725,1.3571104721209732,1.333684180588064
2014-12-30,1.3571104721209732,1.3571104721209732,1.370495622734725,1.3571104721209732,1.333684180588064,1.3571104721209732,1.370495622734725,1.3571104721209732,1.333684180588064,1.3571104721209732,1.370495622734725,1.3571104721209732,1.333684180588064
2014-12-31,1.3607762302927942,1.3607762302927942,1.3741975361984335,1.3607762302927942,1.3372866608459741,1.3607762302927942,1.3741975361984335,1.3607762302927942,1.3372866608459741,1.3607762302927942,1.3741975361984335,1.3607762302927942,1.3372866608459741
2015-01-05,1.365116702879626,1.365116702879626,1.3785808187705269,1.365116702879626,1.341552208672959,1.365116702879626,1.3785808187705269,1.365116702879626,1.341552208672959,1.365116702879626,1.3785808187705269,1.365116702879626,1.341552208672959
2015-01-06,1.3641913255051143,1.3641913255051143,1.377646314419408,1.3641913255051143,1.3406428050607893,1.3641913255051143,1.377646314419408,1.3641913255051143,1.3406428050607893,1.3641913255051143,1.377646314419408,1.3641913255051143,1.3406428050607893
2015-01-07,1.3641540830446857,1.3641540830446857,1.3776087046374146,1.3641540830446857,1.3406062054756116,1.3641540830446857,1.3776087046374146,1.3641540830446857,1.3406062054756116,1.3641540830446857,1.3776087046374146,1.3641540830446857,1.3406062054756116
2015-01-08,1.3605614256926628,1.3605614256926628,1.3739806129852752,1.3605614256926628,1.3370755641791976,1.3605614256926628,1.3739806129852752,1.3605614256926628,1.3370755641791976,1.3605614256926628,1.3739806129852752,1.3605614256926628,1.3370755641791976
2015-01-09,1.3506857704531292,1.3506857704531292,1.3640075543762251,1.3506857704531292,1.3273703814129612,1.3506857704531292,1.3640075543762251,1.3506857704531292,1.3273703814129612,1.3506857704531292,1.3640075543762251,1.3506857704531292,1.3273703814129612
2015-01-12,1.3465076086210188,1.3465076086210188,1.3597881834262424,1.3465076086210188,1.3232643425503225,1.3465076086210188,1.3597881834262424,1.3465076086210188,1.3232643425503225,1.3465076086210188,1.3597881834262424,1.3465076086210188,1.3232643425503225
2015-01-13,1.3438487783642212,1.3438487783642212,1.3571031291853441,1.3438487783642212,1.3206514087286434,1.3438487783642212,1.3571031291853441,1.3438487783642212,1.3206514087286434,1.3438487783642212,1.3571031291853441,1.3438487783642212,1.3206514087286434
2015-01-14,1.3408101152135956,1.3408101152135956,1.3540344957671748,1.3408101152135956,1.3176651986467245,1.3408101152135956,1.3540344957671748,1.3408101152135956,1.3176651986467245,1.3408101152135956,1.3540344957671748,1.3408101152135956,1.3176651986467245
2015-01-15,1.3787934045964172,1.3787934045964172,1.3923924134942904,1.3787934045964172,1.354992824670711,1.3787934045964172,1.3923924134942904,1.3787934045964172,1.354992824670711,1.3787934045964172,1.3923924134942904,1.3787934045964172,1.354992824670711
2015-01-16,1.39094805719892,1.39094805719892,1.403655586965007,1.39094805719892,1.3669376649983866,1.39094805719892,1.403655586965007,1.39094805719892,1.3669376649983866,1.39094805719892,1.403655586965007,1.39094805719892,1.3669376649983866
2015-01-19,1.2511179679244921,1.2511179679244921,1.283943709153098,1.2511179679244921,1.2295213073277655,1.2511179679244921,1.283943709153098,1.2511179679244921,1.2295213073277655,1.2511179679244921,1.283943709153098,1.2511179679244921,1.2295213073277655
2015-01-20,1.264000965429052,1.264000965429052,1.2971647195015108,1.264000965429052,1.242181919948,1.264000965429052,1.2971647195015108,1.264000965429052,1.242181919948,1.264000965429052,1.2971647195015108,1.264000965429052,1.242181919948
2015-01-21,1.3219312284809455,1.3219312284809455,1.356614906232065,1.3219312284809455,1.2991121971780237,1.3219312284809455,1.356614906232065,1.3219312284809455,1.2991121971780237,1.3219312284809455,1.356614906232065,1.3219312284809455,1.2991121971780237
2015-01-22,1.324173690276503,1.324173690276503,1.3580274725856514,1.324173690276503,1.3013159498449927,1.324173690276503,1.3580274725856514,1.324173690276503,1.3013159498449927,1.324173690276503,1.3580274725856514,1.324173690276503,1.3013159498449927
2015-01-23,1.3305273320305815,1.3305273320305815,1.3535619795749263,1.3305273320305815,1.3066184725954082,1.3305273320305815,1.3535619795749263,1.3305273320305815,1.3066184725954082,1.3305273320305815,1.3535619795749263,1.3305273320305815,1.3066184725954082
2015-01-26,1.3432346155387387,1.3432346155387387,1.368667873011328,1.3432346155387387,1.321872142179977,1.3432346155387387,1.368667873011328,1.3432346155387387,1.321872142179977,1.3432346155387387,1.368667873011328,1.3432346155387387,1.321872142179977
