date,hs300_benchmark,resource_abs08_baseline,resource_abs08_plus_ci,resource_abs08_plus_ci_cap70,resource_abs08_ci_exclude_to_second,resource_abs08_ci_reverse_to_defensive
2025-05-14,1.0074159626235193,1.9485252044558918,2.390854714945112,2.2039032311869198,1.970935802682589,1.7802788077510328
2025-05-15,0.9989481893900954,1.9369759441415886,2.376683687845521,2.1908402992493166,1.9592537107107184,1.7697267741741842
2025-05-16,0.9934690420037623,1.9402757328028184,2.3807325527311187,2.1945725655172037,1.9625914512741105,1.772741640910427
2025-05-19,0.9919747290802169,1.9221268951660575,2.358463795860335,2.174045101043829,1.9442338781754585,1.756159873861095
2025-05-20,0.9969557721587016,1.9419256271334333,2.382756985173918,2.1964386986511473,1.9642603215558068,1.7742490742785486
2025-05-21,1.0009406066214894,1.9634857067007594,2.3770427037266186,2.192421690476636,1.9860683703461197,1.7848373348831144
2025-05-22,1.000442502313641,1.9463933392866068,2.3353986479500484,2.165534949353061,1.9687794182647607,1.7910185897225364
2025-05-23,0.9932199898498381,1.9207547881653784,2.3023313513969117,2.1351933325322214,1.9428459901427222,1.7656592606458834
2025-05-26,0.9879898946174294,1.9254966515486618,2.308015231920673,2.1404645910719102,1.9476423911808871,1.770018231945603
2025-05-27,0.9827597993850204,1.9404875424344215,2.325984208639779,2.157129107784408,1.9628056969945793,1.7837986507064254
2025-05-28,0.9817635907693234,1.9621410514916293,2.3519393972340423,2.1812000763691266,1.9847082498365787,1.8037037000276128
2025-05-29,0.987740842463505,1.992122833263148,2.387877350672253,2.2145291097941215,2.0150348614639624,1.8312645375492569
2025-05-30,0.9859974773860355,1.952147124234456,2.3399600794213047,2.1700903985607947,1.9745993792941168,1.7945167541870644
2025-06-03,0.9854993730781868,1.958809742405905,2.3479462912964633,2.1774968504330166,1.9813386263224249,1.8006413847474303
2025-06-04,0.9897332596948989,1.9738006332916644,2.365915268015569,2.1941613671455142,1.996501932136117,1.8144218035082524
2025-06-05,0.9922237812341412,1.9671380151202158,2.357929056140411,2.1867549152732932,1.9897626851078094,1.8082971729478872
2025-06-06,0.9927218855419897,1.9604753969487676,2.3499428442652532,2.1793484634010727,1.9830234380795022,1.8021725423875221
2025-06-09,0.9949633549273079,1.967138015120216,2.357929056140411,2.1867549152732937,1.9897626851078096,1.8082971729478874
2025-06-10,0.9892351553870504,1.9688036696630784,2.359925609109201,2.1886065282413494,1.9914474968648868,1.809828330587979
2025-06-11,0.9972048243126257,1.975466287834527,2.3679118209843586,2.1960129801135704,1.9981867438931942,1.8159529611483443
2025-06-12,0.9977029286204742,1.968803669663078,2.3599256091092,2.188606528241349,1.9914474968648863,1.8098283305879785
2025-06-13,0.9912275726184442,1.9471501606058703,2.333970420514937,2.1645355596566307,1.9695449440228872,1.7899232812667913
2025-06-16,0.9937180941576864,1.9533856716394382,2.341444676277838,2.171467220931583,1.975852171620445,1.7956552923850844
2025-06-17,0.9934690420037622,1.9599042472005053,2.3492582300813556,2.178713548865453,1.9824457193592264,1.801647511369274
2025-06-18,0.9942161984655349,1.9674966353122543,2.3583589197109514,2.187153572846696,1.9901254299029174,1.8086268355716786
2025-06-19,0.9863215513978014,1.964826580506063,2.3551584326273742,2.1841854255044106,1.987424665960725,1.806172380154448
2025-06-20,0.9875948815700165,1.957153244427672,2.345960713932653,2.175655416294589,1.9796630764424925,1.7991186443052196
2025-06-23,0.9909055400177756,1.9630489185367606,2.3530276208708045,2.1822093002812757,1.9856265585447403,1.8045382593714434
2025-06-24,1.0023655115677113,1.9627971203964871,2.3527258005884097,2.181929390678255,1.9853718643952478,1.804306793220258
2025-06-25,1.0189188038065073,1.9759813159994863,2.368529164488248,2.1965855074922147,1.9987076955582723,1.8164264022427286
2025-06-26,1.0150988132898622,1.9825624361193845,2.3764176879336705,2.2039013626379003,2.005364507200431,1.8224761154891653
2025-06-27,1.0092414944976726,2.0103000183076185,2.409665609780538,2.234735647635545,2.0334211080027322,1.8479739662092776
2025-06-30,1.0140801491520903,2.034198689853933,2.438311984162545,2.2613024350549886,2.0575946456503176,1.8699428874858917
2025-07-01,1.0156081453587482,2.007488409890405,2.4062954480885375,2.2316101432332576,2.030577162397134,1.8453893872355585
2025-07-02,1.0166268094965203,1.9804384958220693,2.3738718063015463,2.201540299586299,2.0032161388010046,1.8205236773757112
2025-07-03,1.0224841282887096,2.0242627407243488,2.4264021623946257,2.2502572082178185,2.0475444200600363,1.8608092382027817
2025-07-04,1.026813450874241,2.0200890031146077,2.421399271338142,2.245617502633864,2.0433226789877477,1.856972518124013
2025-07-07,1.0222294622542667,1.9950465774561623,2.3913819249992394,2.217779269130139,2.017992232554015,1.8339521976514015
2025-07-08,1.030888107425329,2.043044559968183,2.4489151721488027,2.271135883345613,2.0665422548853356,1.8780744785572405
2025-07-09,1.030124109322,2.0513920351876647,2.45892095426177,2.280415294513521,2.074985737029913,1.8857479187147776
2025-07-10,1.0352174300108605,2.0597395104071463,2.4689267363747374,2.2896947056814296,2.0834292191744903,1.8934213588723148
2025-07-11,1.0387827544930626,2.072260723236369,2.4839354095441886,2.3036138224332925,2.0960944423913563,1.9049315191086205
2025-07-14,1.0385280884586199,2.0639132480168874,2.4739296274312212,2.294334411265384,2.087650960246779,1.8972580789510831
2025-07-15,1.0385280884586199,2.1077374929191675,2.526459983524301,2.343051319896904,2.1319792415058108,1.9375436397781538
2025-07-16,1.0362360941486326,2.099390017699686,2.516454201411334,2.3337719087289956,2.1235357593612334,1.9298701996206165
2025-07-17,1.0446400732852523,2.141127393797095,2.5664831119761717,2.380168964568538,2.1657531700841206,1.9682374004083028
2025-07-18,1.0522800543185427,2.149474869016577,2.5764888940891395,2.389448375736447,2.1741966522286984,1.9759108405658403
