total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,avg_exposure,latest_holding_code,latest_holding_theme,latest_holding_name,latest_momentum,latest_exposure,start_date,end_date,china_internet_holding_share,resource_holding_share,variant,return_diff,annualized_diff,sharpe_diff,mdd_diff,trade_diff
3.6604672729279306,0.6325041041995201,0.2726067834001162,2.320206769290725,-0.14410402318919202,325,0.8962765957446809,159941,纳指ETF,纳指ETF广发,0.18944323933478002,1.0,2023-04-04,2026-05-25,0.0,0.0797872340425532,resource_abs08_baseline,0.0,0.0,0.0,0.0,0
4.25712142123964,0.696346504890635,0.27990467774472405,2.4877987409903533,-0.14410402318919202,325,0.8952127659574469,159941,纳指ETF,纳指ETF广发,0.18944323933478002,1.0,2023-04-04,2026-05-25,0.10372340425531915,0.07579787234042554,resource_abs08_plus_ci,0.5966541483117096,0.06384240069111491,0.16759197169962814,0.0,0
3.922553847631188,0.6611954184939024,0.270849284517322,2.441193151653373,-0.1441040231891919,328,0.8680851063829786,159941,纳指ETF,纳指ETF广发,0.18944323933478002,1.0,2023-04-04,2026-05-25,0.10372340425531915,0.07579787234042554,resource_abs08_plus_ci_cap70,0.26208657470325747,0.02869131429438232,0.12098638236264803,1.1102230246251565e-16,3
3.7140687656689106,0.6384598193107378,0.2725063278054502,2.3429174083860245,-0.1441040231891919,326,0.8960106382978724,159941,纳指ETF,纳指ETF广发,0.18944323933478002,1.0,2023-04-04,2026-05-25,0.0,0.09042553191489362,resource_abs08_ci_exclude_to_second,0.05360149274098003,0.00595571511121773,0.022710639095299356,1.1102230246251565e-16,1
3.2815805975172303,0.5890137041107915,0.26286183457867324,2.240773009344963,-0.1441040231891918,314,0.8946808510638298,159941,纳指ETF,纳指ETF广发,0.18944323933478002,1.0,2023-04-04,2026-05-25,0.0,0.07579787234042554,resource_abs08_ci_reverse_to_defensive,-0.3788866754107003,-0.04349040008872862,-0.07943375994576218,2.220446049250313e-16,-11
