date,current_a_share_amount_nav,blend_etf_ma20_25_nav,blend_etf_ma20_50_nav,blend_etf_ma20_75_nav,blend_etf_pos20_25_nav,blend_etf_pos20_50_nav,blend_etf_pos20_75_nav,pure_etf_ma20_amount_nav,pure_etf_pos20_amount_nav,hs300_benchmark
2014-02-17,1.0304231216949802,1.0516688773079588,1.0525124852797674,1.0702869284012826,1.0515371905765682,1.0498179105962178,1.0532636500648132,1.0664256298511954,1.05185298463106,0.9034714977028943
2014-02-18,1.0221670350496583,1.0432425627286037,1.0440794114377723,1.0617114399148624,1.0431119311143213,1.0414064265667873,1.0448245576451876,1.0578810793500764,1.0434251949236926,0.8928747425169784
2014-02-19,1.0237579565049888,1.0448662865616445,1.0457044377590765,1.0633639090820453,1.0447354516296745,1.0430272926003545,1.0464507437271258,1.0595275868665748,1.0450492030091771,0.9046489149457737
2014-02-20,1.0208954099858292,1.0419447186924236,1.042780526321459,1.0603906197051944,1.041814249590166,1.040110866772501,1.0435247455310732,1.0565650242935885,1.0421271236842582,0.8967994666599102
2014-02-21,1.025987951391838,1.0471422605471636,1.047982237442626,1.0656801754075431,1.0470111406247546,1.045299260807843,1.0487301690473623,1.061835496745248,1.047325575431397,0.8865951838882875
2014-02-24,1.0313920707330189,1.0526578045996198,1.0535022058505346,1.0712933630084505,1.0525259940378053,1.050805097348117,1.054254076986574,1.067428433521288,1.0528420850463727,0.8665790907593355
2014-02-25,1.0354156744608705,1.0567643689090864,1.0576120642865678,1.075472627219741,1.0566320441359618,1.054904433989255,1.0583668685763437,1.0715926201058121,1.0569493682594584,0.8442081631446244
2014-02-26,1.050875556277093,1.0725430099456308,1.0734033623367882,1.0915306028941552,1.072408709419768,1.0706553041751588,1.0741694366753012,1.0875926630553245,1.0727307715374517,0.845385580387504
2014-02-27,1.0314516022003004,1.0527185635151006,1.0535630135044598,1.0713551975596347,1.052586745345242,1.0508657493262026,1.0543149280381494,1.0674900449905524,1.0529028545984342,0.8434232183160382
2014-02-28,1.0389833394953834,1.0604055937636738,1.0612562099904648,1.0791783139138367,1.0602728130476093,1.058539250186002,1.0620136150607187,1.075284937709546,1.0605912305543799,0.8520576114304882
2014-03-03,1.0507704687214652,1.0724357556446364,1.0732960220005543,1.0914214498338657,1.072301468548826,1.0705482386447411,1.0740620197316337,1.087483903789019,1.0726234984602978,0.8551973907448335
2014-03-04,1.0481288928037074,1.0697397144541183,1.0705978181503912,1.088677679711059,1.0696057649482658,1.0678569425623123,1.0713618902076727,1.084750032428232,1.0699269852952473,0.8532350286733676
2014-03-05,1.0405941031846115,1.0620495689472595,1.0629015039071612,1.0808513929480967,1.0619165823776957,1.0601803319271692,1.0636600832027747,1.076951980738434,1.0622354935356524,0.8457780528017972
2014-03-06,1.0401975353099222,1.0616448244468986,1.062496434736465,1.0804394831184672,1.061511888558192,1.0597762997884774,1.0632547249393591,1.0765415569652868,1.0618306781798843,0.8500952493590223
2014-03-07,1.050508300051843,1.0721681814562845,1.0730282331745693,1.091149138688837,1.072033927865288,1.070281135394463,1.0737940397881671,1.0872125750671158,1.0723558774298565,0.8473479424589699
2014-03-10,1.0350421529389615,1.0563831459422055,1.0572305355174125,1.0750846553332822,1.0562508689046437,1.0545238819854845,1.0579850675149551,1.0712060479143721,1.056568078554898,0.8210522907013271
2014-03-11,1.047335757054329,1.0689302254533966,1.0697876798089987,1.0878538600518002,1.0687963773092584,1.067048878284929,1.0705511736808415,1.0839291848819375,1.0691173545837112,0.8245845424299657
2014-03-12,1.0580430896709387,1.0798583269631437,1.0807245474177998,1.0989754254517998,1.0797231104358582,1.0779577460296066,1.0814958467930653,1.095010626756914,1.0800473691894517,0.825369487258552
2014-03-13,1.0683538544128597,1.0903816839725295,1.0912563458559044,1.1096850810221697,1.0902451497429544,1.0884625816355922,1.0920351616418733,1.105681644858743,1.0905725684394239,0.8383210769302268
2014-03-14,1.067560718663481,1.0895721949718076,1.0904462075145118,1.1088612613629105,1.089435762103947,1.0876545173582088,1.0912244451150421,1.1048607973124485,1.0897629377278877,0.8312565734729497
2014-03-17,1.0794577549041586,1.1017145299826374,1.1025982826354015,1.121218556251799,1.1015765766890577,1.0997754815189615,1.103385193017513,1.1171735105068665,1.1019073984009324,0.8375361321016406
2014-03-18,1.0651813114153452,1.0871437279696414,1.0880157924903338,1.1063898023851328,1.0870075991869246,1.0852303245260582,1.088792295534548,1.102398254673565,1.0873340455932785,0.8367511872730542
2014-03-19,1.0628019041672097,1.0847152609674755,1.085585377466156,1.1039183434073552,1.0845794362699024,1.0828061316939077,1.086360145954054,1.0999357120346813,1.0849051534586696,0.8316490458872428
2014-03-20,1.049715164302464,1.0713586924555625,1.072218094833177,1.0903253190295779,1.0712245402262803,1.0694730711170797,1.072983323261336,1.0863917275208212,1.07154624671832,0.8171275665583951
2014-03-21,1.049715164302464,1.0713586924555625,1.072218094833177,1.0903253190295779,1.0712245402262803,1.0694730711170797,1.072983323261336,1.0863917275208212,1.07154624671832,0.8473479424589698
2014-03-24,1.0469391891796394,1.0685254809530356,1.0693826106383029,1.0874419502221706,1.0683916834897547,1.0666448461462374,1.0701458154174261,1.0835187611087904,1.068712539227943,0.8512726666019018
2014-03-25,1.034249017189583,1.0555736569414838,1.0564203971760204,1.074260835674023,1.0554414812656365,1.0537158177081012,1.057174350988124,1.0703852003680778,1.055758447843362,0.8500952493590221
2014-03-26,1.0366284244377184,1.0580021239436495,1.0588508122001983,1.0767322946518005,1.0578696441826585,1.0561400105402516,1.059606500568618,1.0728477430069612,1.0581873399779707,0.8500952493590221
2014-03-27,1.0231451166982837,1.0442408109313757,1.0450784603965233,1.0627273604443939,1.044110054319533,1.042402917824732,1.0458243196124846,1.058893334719954,1.0444236178818533,0.8442081631446243
2014-03-28,1.0263176596957977,1.0474787669342636,1.048319013762094,1.0660226390814307,1.0473476048755623,1.045635174934266,1.04906718571981,1.0621767249051322,1.0476621407279985,0.8438156907303312
2014-03-31,1.019858957004671,1.0408868956291342,1.041721854713548,1.059314069641168,1.0407565589842154,1.0390549055074627,1.0424653183626902,1.0554923581237692,1.0410691154362803,0.8402834390016927
2014-04-01,1.0194510134218693,1.0404705408708825,1.0413051659716628,1.0588903440133115,1.0403402563606217,1.0386392835452598,1.042048332235345,1.0550701611805198,1.040652687790106,0.844993107973211
2014-04-02,1.0213662247191002,1.0424252409085266,1.0432614339938406,1.0608796487691878,1.0422947116367591,1.0405905432560298,1.0440059964211494,1.0570522890762797,1.0426077300215708,0.851665139016195
2014-04-03,1.0251948525040684,1.0463328091680821,1.0471721367530522,1.0648563940359526,1.046201790602676,1.0444912340858845,1.0479194901992217,1.0610146873484907,1.0465159823480867,0.8457780528017972
2014-04-04,1.0223260600679902,1.0434048666006472,1.044241845503685,1.0618766171074416,1.0432742146631737,1.0415684447794646,1.0449871076382289,1.0580456606291322,1.043587527208986,0.8559823355734199
2014-04-08,1.035723156642984,1.0570781909055542,1.0579261380188658,1.0757920049135297,1.0569458268366068,1.0552177036502095,1.058681166459073,1.0719108455734139,1.0572632451942519,0.8763909011166654
2014-04-09,1.0369949579097753,1.0583762147777331,1.0592252031154354,1.0771130081428941,1.058243688174242,1.0565134429639782,1.0599811586818932,1.0732270829893138,1.0585614963011674,0.8748210114594926
2014-04-10,1.0386021967923558,1.0600165924785254,1.0608668966635775,1.0787824260069019,1.0598838604720007,1.0581509335540227,1.0616240238858574,1.0748904780564372,1.0602021611698638,0.8889500183740473
2014-04-11,1.037209323488613,1.058595000248365,1.0594441640872834,1.077335666846973,1.0584624462492322,1.0567318433660473,1.0602002759234044,1.07344893840251,1.058780320072835,0.8885575459597539
2014-04-14,1.0463937724599626,1.0679688185711749,1.068825501723476,1.0868754330572208,1.0678350908114391,1.0660891635057772,1.0695883089010467,1.0829542877807308,1.0681557793956173,0.8881650735454606
2014-04-15,1.0331386534125704,1.0544403991542814,1.055286230333388,1.0731075154395624,1.0543083653814767,1.0525845544863799,1.0560393747050294,1.0692360409933181,1.0546249916657136,0.8724661769737334
2014-04-16,1.0331386534125704,1.0544403991542814,1.055286230333388,1.0731075154395624,1.0543083653814767,1.0525845544863799,1.0560393747050294,1.0692360409933181,1.0546249916657136,0.8724661769737334
2014-04-17,1.031279654486052,1.0525430705008325,1.0533873797165039,1.0711765977329686,1.0524112743056666,1.05069056518456,1.0541391689025912,1.0673120895025519,1.0527273308619967,0.8708962873165607
2014-04-18,1.0284941769695302,1.049700160679721,1.0505421894234301,1.068283358914351,1.0495687204649498,1.0478526589644457,1.051291948033363,1.0644292886875752,1.0498839233552273,0.869326397659388
2014-04-21,1.0240276648399995,1.0451415558718058,1.0459799278795983,1.063644051578236,1.045010686471461,1.0433020774288109,1.0467264304614459,1.0598067186862954,1.0453245205085508,0.8536275010876608
2014-04-22,1.0278602830008046,1.049053196782671,1.0498947065570425,1.0676249415958388,1.0489218375787226,1.0472068337419949,1.0506440030666817,1.0637732467562324,1.049236846199343,0.8595145873020585
2014-04-23,1.0272221082034427,1.0484018637928176,1.0492428510931344,1.06696207783699,1.0482705861467763,1.0465566471164662,1.049991682381813,1.0631127744260773,1.048585399185793,0.8571597528162997
2014-04-24,1.0265838342721318,1.047750429625024,1.048590894370125,1.0662991111090137,1.0476192335495589,1.0459063594910736,1.0493392603655758,1.0624521994982785,1.04793385097659,0.8587296424734723
2014-04-25,1.032010006112824,1.053288480865949,1.0541333880208958,1.0719352043507868,1.0531565913327978,1.0514346636065335,1.0548857096236293,1.0680679592779818,1.0534728717201896,0.8481328872875564
2014-04-28,1.0446614446699236,1.066200772820141,1.0670560377147356,1.085076086992145,1.0660672664496382,1.0643242295648392,1.06781758204833,1.0811614332574722,1.0663874241268472,0.8363587148587609
2014-04-29,1.0446614446699236,1.066200772820141,1.0670560377147356,1.085076086992145,1.0660672664496382,1.0643242295648392,1.06781758204833,1.0811614332574722,1.0663874241268472,0.8438156907303314
2014-04-30,1.0441391139475886,1.065667672433731,1.0665225096958784,1.084533548948649,1.0655342328164135,1.0637920674500567,1.0672836732573059,1.0806208525408434,1.0658542304147838,0.8434232183160383
2014-05-05,1.0489360777176386,1.0705635422917725,1.071422306830775,1.0895160920525477,1.0704294896287398,1.068679320439873,1.0721869673151494,1.0855854200104031,1.0707509573539022,0.8438156907303314
2014-05-06,1.0497355716793135,1.071379520601446,1.0722389396865912,1.0903465159031975,1.0712453657641277,1.0694938626048425,1.0730041829914567,1.0864128479219963,1.0715670785104219,0.8426382734874519
2014-05-07,1.049335824698476,1.0709715314466093,1.0718306232586832,1.0899313039778726,1.0708374276964339,1.0690865915223577,1.0725955751533032,1.0859991339661996,1.071159017932162,0.8371436596873475
2014-05-08,1.0341454394266505,1.0554679435628107,1.0563145989981766,1.0741532508155263,1.0553357811240665,1.053610290387939,1.0570684773034649,1.0702780036459272,1.055652715958287,0.8355737700301747
2014-05-09,1.0345451864074882,1.0558759327176475,1.0567229154260847,1.0745684627408512,1.0557437191917605,1.0540175614704237,1.0574770851416186,1.0706917176017239,1.0560607765365468,0.8351812976158817
2014-05-12,1.0364402669195445,1.0578100869039821,1.0586586211158682,1.0765368579152388,1.0576776311892766,1.0559483114911588,1.0594141723199535,1.0726530113519688,1.0579952693199033,0.8520576114304884
2014-05-13,1.0370797981293671,1.0584628042734563,1.0593118620698927,1.0772011305618507,1.058330266827496,1.0565998800597611,1.0600678794837453,1.0733148874870106,1.0586481009554267,0.8497027769447292
2014-05-14,1.0379351431809063,1.0593357852374152,1.060185543305312,1.0780895662041226,1.0592031384794727,1.057471324552746,1.0609421842543592,1.0742001178997629,1.059521234745234,0.8497027769447292
2014-05-15,1.0427293008861298,1.0642287911738466,1.065082474221272,1.0830691946854347,1.0640955317288003,1.0623557186615347,1.0658426100476817,1.0791617812618863,1.0644150972613782,0.8402834390016929
2014-05-16,1.0358189220671925,1.0571759308669755,1.0580239563834921,1.0758914751986632,1.057043554559332,1.0553152715865584,1.0587790546354232,1.072009956997332,1.0573610022662328,0.8398909665873998
2014-05-19,1.0358189220671925,1.0571759308669755,1.0580239563834921,1.0758914751986632,1.057043554559332,1.0553152715865584,1.0587790546354232,1.072009956997332,1.0573610022662328,0.8285092665728977
2014-05-20,1.0358189220671925,1.0571759308669755,1.0580239563834921,1.0758914751986632,1.057043554559332,1.0553152715865584,1.0587790546354232,1.072009956997332,1.0573610022662328,0.8277243217443113
2014-05-21,1.0358189220671925,1.0571759308669755,1.0580239563834921,1.0758914751986632,1.057043554559332,1.0553152715865584,1.0587790546354232,1.072009956997332,1.0573610022662328,0.835573770030175
2014-05-22,1.0358189220671925,1.0571759308669755,1.0580239563834921,1.0758914751986632,1.057043554559332,1.0553152715865584,1.0587790546354232,1.072009956997332,1.0573610022662328,0.8332189355444161
2014-05-23,1.0353010126061588,1.056647342901542,1.0574949444053003,1.0753535294610639,1.0565150327820523,1.054787613950765,1.0582496651081055,1.0714739520188334,1.0568323217650997,0.8426382734874519
2014-05-26,1.034105054563102,1.0554267260248749,1.056273348397131,1.0741113035895262,1.0552945687472637,1.0535691453940257,1.0570271972623895,1.0702362077538905,1.055611491204724,0.8453855803875044
2014-05-27,1.0321117911580076,1.053392364563763,1.054237355050182,1.0720409271369635,1.053260462022616,1.0515383644661267,1.054989750852863,1.0681733006456526,1.0535767736040982,0.842638273487452
2014-05-28,1.0172514144940057,1.0382255895627353,1.0390584138506733,1.0566056495701728,1.0380955861583496,1.036398283414361,1.0397999766359194,1.0527937092816058,1.0384073434761518,0.8512726666019022
2014-05-29,1.0172514144940057,1.0382255895627353,1.0390584138506733,1.0566056495701728,1.0380955861583496,1.036398283414361,1.0397999766359194,1.0527937092816058,1.0384073434761518,0.8461705252160908
2014-05-30,1.0172514144940057,1.0382255895627353,1.0390584138506733,1.0566056495701728,1.0380955861583496,1.036398283414361,1.0397999766359194,1.0527937092816058,1.0384073434761518,0.8453855803875044
2014-06-03,1.0172514144940057,1.0382255895627353,1.0390584138506733,1.0566056495701728,1.0380955861583496,1.036398283414361,1.0397999766359194,1.0527937092816058,1.0384073434761518,0.842638273487452
2014-06-04,1.0172514144940057,1.0382255895627353,1.0390584138506733,1.0566056495701728,1.0380955861583496,1.036398283414361,1.0397999766359194,1.0527937092816058,1.0384073434761518,0.8351812976158819
2014-06-05,1.0168445139282078,1.0378102993269103,1.0386427904851332,1.0561830073103446,1.0376803479238863,1.0359837241009953,1.039384056645265,1.0523725917978932,1.0379919805387614,0.8449931079732114
2014-06-06,1.022917060751307,1.044008052818062,1.0448455155736815,1.062490481735197,1.043877325351472,1.042170569372224,1.0455912085398826,1.0586573106034765,1.0441908190214244,0.837928604515934
2014-06-09,1.022917060751307,1.044008052818062,1.0448455155736815,1.062490481735197,1.043877325351472,1.042170569372224,1.0455912085398826,1.0586573106034765,1.0441908190214244,0.8371436596873477
2014-06-10,1.0225078939270065,1.0435904495969348,1.044427577367452,1.062065485542503,1.0434597744213314,1.0417537011444753,1.0451729720564666,1.058233847679235,1.043773142693816,0.8485253597018497
2014-06-11,1.0254281862063697,1.046570953855998,1.0474104724713973,1.0650987546801096,1.046439905470849,1.0447289596324723,1.0481579960147398,1.061256173622627,1.046754168726103,0.846955470044677
2014-06-12,1.0254281862063697,1.046570953855998,1.0474104724713973,1.0650987546801096,1.046439905470849,1.0447289596324723,1.0481579960147398,1.061256173622627,1.046754168726103,0.8461705252160907
2014-06-13,1.0299676311413546,1.051203995232752,1.052047230294196,1.0698138163609072,1.0510723667124595,1.0493538467264978,1.052798063032671,1.065954224667913,1.0513880211726379,0.855589863159127
2014-06-16,1.0335304122553657,1.054840235467834,1.0556863873801192,1.0735144301910866,1.0547081516287606,1.0529836870768097,1.0564398173387588,1.069641487709217,1.0550248979754364,0.8610844769592313
2014-06-17,1.0273818164564297,1.0485648649867727,1.0494059830403235,1.0671279646964076,1.0484335669302256,1.04671936142375,1.0501549307541993,1.0632780628116905,1.0487484289150737,0.8540199735019544
2014-06-18,1.0267336260359523,1.0479033098669073,1.0487438972466072,1.0664546978417095,1.0477720946482507,1.0460589706594448,1.049492372438266,1.062607224917172,1.0480867579820041,0.8500952493590224
2014-06-19,1.0334513002309624,1.0547594922739614,1.0556055794171892,1.073432257573047,1.054627418545302,1.0529030859932225,1.0563589517042125,1.0695596115472048,1.0549441406464937,0.8379286045159338
2014-06-20,1.03303791971087,1.0543375884770518,1.0551833371854225,1.073002884670018,1.0542055675778839,1.0524819247588253,1.0559364081235307,1.0691317877025859,1.054522162990235,0.8410683838302793
2014-06-23,1.036080210485839,1.0574426066549174,1.058290846088405,1.076162872038594,1.0573101969549552,1.0555814780176365,1.059046134816126,1.0722803747126968,1.057627724738988,0.8398909665873997
2014-06-24,1.0359766024647905,1.0573368623942518,1.0581850170037963,1.0760552557513903,1.0572044659352597,1.0554759198698347,1.0589402302026443,1.0721731466752256,1.0575219619665142,0.8469554700446768
2014-06-25,1.0334622868577463,1.054770705428259,1.0556168015662444,1.0734436692376212,1.054638630295523,1.0529142794120543,1.0563701818623723,1.0695709820416566,1.0549553557637892,0.8442081631446245
2014-06-26,1.0340912483103797,1.0554126351082456,1.0562592461773155,1.074096963216617,1.0552804795950563,1.0535550792778052,1.057013084977998,1.0702219191170717,1.0555973978213098,0.8481328872875565
2014-06-27,1.0350345470545623,1.0563753832360523,1.0572227665843186,1.0750767552013072,1.0562431071705136,1.0545161329419126,1.0579772930372708,1.0711981762838831,1.0565603144897897,0.8497027769447293
2014-06-30,1.033462740604973,1.0547711685310621,1.0556172650405307,1.0734441405388906,1.0546390933403382,1.0529147416997837,1.0563706456674344,1.0695714516426016,1.054955818947664,0.8551973907448337
2014-07-01,1.036293068384492,1.0576598533592947,1.0585082670596602,1.0763839647351172,1.057527416456371,1.055798342361723,1.0592637109579652,1.0725006697680586,1.0578450094750216,0.855589863159127
2014-07-02,1.0381786660828414,1.0595843292107445,1.0604342866509742,1.0783425102357724,1.0594516513308936,1.057719431081714,1.0611911051249852,1.0744521493794637,1.0597698222291838,0.8595145873020587
2014-07-03,1.0362939241776985,1.0576607267976539,1.0585091411986576,1.076384853636252,1.0575282897853608,1.055799214262806,1.0592645857208247,1.0725015554622845,1.0578458830662865,0.862654366616404
2014-07-04,1.03535112454994,1.056698488077292,1.0575461306077263,1.0754055800772198,1.0565661715535621,1.0548386691095724,1.058300887841473,1.071525814850795,1.0568834758944294,0.862654366616404
2014-07-07,1.0296930387079974,1.0509237411215757,1.0517667513740447,1.0695286008160767,1.0507921476938389,1.0490740858704157,1.0525173839382787,1.0656700381017052,1.0511077179995985,0.8618694217878179
2014-07-08,1.0334702848568689,1.0547788683339436,1.055624971019895,1.0734519766539956,1.054646792179074,1.0529224279507963,1.0563783571464587,1.0695792594871756,1.0549635200984888,0.8630468390306971
2014-07-09,1.0347282174972423,1.0560627376297476,1.0569098701858377,1.0747585747237152,1.0559305007127266,1.0542040376006412,1.0576641733286072,1.0708811437132535,1.0562476141511001,0.8520576114304883
2014-07-10,1.0385008688029669,1.0599131752603002,1.0607633964880723,1.0786771779585602,1.0597804562033615,1.0580476983530018,1.0615204498435917,1.0747856097138788,1.0600987258472072,0.851272666601902
2014-07-11,1.0460393250150717,1.067607062959732,1.0684634559257171,1.0865072731634011,1.0674733804979188,1.0657280445943544,1.0692260047158022,1.0825874561057527,1.0677939604544913,0.8536275010876611
2014-07-14,1.0338113643779523,1.055126980395347,1.0559733623232883,1.0738062514613786,1.0549948606509592,1.053269927325211,1.056726997092298,1.0699322561692597,1.055311693101108,0.8654016735164564
2014-07-15,1.0275220176745126,1.0487079569404703,1.049549189776835,1.06727358985553,1.0485766409663906,1.0468622015315976,1.0502982396955387,1.0634231625956065,1.0488915459187438,0.8642242562735768
2014-07-16,1.021537981402998,1.0426005389536905,1.0434368726562957,1.0610580501751452,1.042469987731644,1.04076553277172,1.044181560291948,1.0572300468594176,1.0427830587547726,0.8638317838592836
2014-07-17,1.0256383268320182,1.0467854272613393,1.047625117918984,1.0653170249809425,1.0466543520204932,1.0449430555586074,1.0483727946520545,1.0614736564647196,1.0469686796776012,0.8602995321306453
2014-07-18,1.030679866994633,1.0519309163047128,1.0527747344740388,1.0705536063633372,1.0517991967616076,1.0500794883969906,1.0535260864230014,1.0666913457130867,1.0521150695009012,0.8646167286878699
2014-07-21,1.030679866994633,1.0519309163047128,1.0527747344740388,1.0705536063633372,1.0517991967616076,1.0500794883969906,1.0535260864230014,1.0666913457130867,1.0521150695009012,0.8642242562735768
2014-07-22,1.0269033300774009,1.0480765129472605,1.0489172392637522,1.066630967194983,1.0479452760406491,1.0462318688975207,1.0496658381674058,1.0627828583394816,1.0482599913836461,0.8744285390451992
2014-07-23,1.0259583270129125,1.0471120253586588,1.0479519780006261,1.065649404955233,1.0469809092222069,1.0452690788341181,1.048699888009583,1.0618048373042,1.0472953349498575,0.8759984287023718
2014-07-24,1.0203131143941389,1.0413504170523695,1.0421857479556864,1.0597857969414874,1.0412200223667296,1.0395176111199973,1.0429295426795395,1.0559623835627538,1.0415327180045328,0.8948371045884441
2014-07-25,1.0319482639442477,1.0532254656678792,1.0540703222744794,1.0718710735732766,1.0530935840252977,1.0513717593169798,1.0548225988679905,1.06800405986654,1.0534098454905496,0.9050413873600669
2014-07-28,1.0596936205637373,1.0815428892894787,1.0824104610346779,1.1006898101567733,1.0814074618264982,1.0796393434790148,1.0831829636250656,1.096718826437106,1.081732226418743,0.9293746770462439
2014-07-29,1.0623786550753007,1.084283285123827,1.0851530551082453,1.1034787201487246,1.0841475145169368,1.0823749161398568,1.0859275150531698,1.0994976748149026,1.0844731019924392,0.9317295115320029
2014-07-30,1.0587986090598829,1.0806294240113627,1.0814962630101552,1.0997601734927898,1.0804941109296853,1.0787274859254008,1.082268113149031,1.095792543644507,1.0808186012275112,0.9285897322176576
2014-07-31,1.0731187931215551,1.0952448684612206,1.0961234314025157,1.11463436011653,1.095107725278692,1.0933172067832253,1.0969057207655861,1.1106130683260895,1.095436604287224,0.9411488494750393
2014-08-01,1.0601411263156648,1.081999621928537,1.082867560046939,1.1011546284887654,1.0818641372749047,1.080095272255822,1.0836403888630832,1.0971819678334054,1.0821890390143591,0.9297671494605372
2014-08-04,1.0829639196639549,1.105292986520498,1.1061796096722636,1.1248603634203511,1.105154585143634,1.1033476398729796,1.1069690760019675,1.1208021790446774,1.105486481390776,0.9497832425894891
2014-08-05,1.079831379400464,1.1020958580470914,1.1029799165864347,1.121606635096408,1.1019578570047888,1.1001561384353304,1.1037670993358462,1.117560189270581,1.102288793221464,0.9470359356894368
2014-08-06,1.0731187931215551,1.0952448684612208,1.096123431402516,1.11463436011653,1.095107725278692,1.0933172067832255,1.0969057207655863,1.1106130683260895,1.095436604287224,0.9411488494750393
2014-08-07,1.0614836435714463,1.0833698198457111,1.084238857083723,1.1025490834847411,1.083234163620124,1.081463058586243,1.0850126645771354,1.0985713920223037,1.0835594768012071,0.9309445667034165
2014-08-08,1.0619311493233738,1.0838265524847694,1.0846959560959843,1.103013901816733,1.0836908390685305,1.0819189873630501,1.085470089815153,1.0990345334186034,1.0840162893968233,0.9313370391177098
2014-08-11,1.0766988391369732,1.0988987295736854,1.0997802235006062,1.1183529067724651,1.0987611288659436,1.0969646369976818,1.1005651226697253,1.1143181994964853,1.0990911050521521,0.9442886287893847
2014-08-12,1.0722237816177005,1.0943314031831046,1.0952092333779935,1.1137047234525461,1.094194374381879,1.0924053492296115,1.0959908702895518,1.1096867855334906,1.0945229790959918,0.9403639046464528
2014-08-13,1.0753563218811917,1.097528531656511,1.0984089264638224,1.1169584517764894,1.0973911025207244,1.0955968506672606,1.0991928469556733,1.112928775307587,1.0977206672653042,0.9431112115465051
2014-08-14,1.0623786550753012,1.0842832851238275,1.0851530551082458,1.1034787201487248,1.084147514516937,1.0823749161398573,1.0859275150531704,1.0994976748149028,1.0844731019924394,0.931729511532003
2014-08-15,1.0758038276331188,1.0979852642955692,1.0988660254760836,1.1174232701084812,1.0978477779691307,1.0960527794440675,1.0996502721936905,1.1133919167038864,1.09817747986092,0.9435036839607982
2014-08-18,1.079383873648537,1.101639125408034,1.102522817574174,1.1211418167644165,1.1015011815563827,1.099700209658524,1.1033096740978294,1.1170970478742823,1.1018319806258485,0.9466434632751438
2014-08-19,1.0802788851523917,1.1025525906861502,1.1034370155986966,1.1220714534284004,1.1024145324531958,1.1006120672121382,1.1042245245738642,1.1180233306668814,1.1027456058170808,0.9474284081037303
2014-08-20,1.0762513333850463,1.0984419969346275,1.099323124488345,1.1178880884404734,1.0983044534175375,1.0965087082208749,1.1001076974317079,1.1138550581001863,1.0986342924565364,0.9438961563750916
2014-08-21,1.072223781617701,1.0943314031831048,1.0952092333779935,1.1137047234525463,1.0941943743818792,1.0924053492296117,1.0959908702895518,1.109686785533491,1.094522979095992,0.9403639046464529
2014-08-22,1.077593850640828,1.0998121948518016,1.1006944215251286,1.1192825434364488,1.0996744797627567,1.097876494551296,1.1014799731457598,1.1152444822890846,1.1000047302433844,0.9450735736179711
2014-08-25,1.0681962298503556,1.0902208094315824,1.091095342267642,1.1095213584646193,1.090084295346221,1.0883019902383486,1.0918740431473957,1.105518512966796,1.090411665735448,0.9368316529178143
2014-08-26,1.0614836435714468,1.0833698198457116,1.084238857083723,1.1025490834847411,1.0832341636201241,1.0814630585862435,1.0850126645771356,1.0985713920223041,1.0835594768012076,0.9309445667034167
2014-08-27,1.0610361378195197,1.0829130872066537,1.083781758071462,1.1020842651527494,1.0827774881717178,1.0810071298094366,1.0845552393391185,1.098108250626005,1.0831026642055916,0.9305520942891238
2014-08-28,1.0551630723312264,1.0769189280516558,1.077782790634545,1.095983989363688,1.0767840795868313,1.0750235205426213,1.0785519905153789,1.092029982940971,1.077107455700727,0.9262348977318988
2014-08-29,1.0558991318373394,1.0776701639838935,1.0785346291791018,1.0967485246806192,1.0775352214516238,1.0757734342785543,1.0793043656375503,1.0927917600264108,1.0778588231458766,0.9352617632606419
2014-09-01,1.0560079143012298,1.0777811893765323,1.0786457436320032,1.0968615155934682,1.0776462329420056,1.075884264263389,1.0794155593914245,1.0929043432993677,1.0779698679748497,0.9395789598178669
2014-09-02,1.0564244028732053,1.0782062653086217,1.0790711605435137,1.097294116789063,1.0780712556473986,1.0763085920499194,1.0798412799175785,1.0933353837897675,1.0783950183216087,0.9537079667324214
2014-09-03,1.0569225506738502,1.0787146841583228,1.079579987227091,1.0978115363502283,1.0785796108344603,1.0768161160681895,1.0803504697442934,1.0938509366445868,1.0789035261761624,0.9627348322611643
2014-09-04,1.058973751056939,1.0808081771696874,1.081675159557328,1.0999420911789481,1.0806728417050904,1.0789059244731547,1.0824471373723963,1.0959738050220824,1.080997385678732,0.9717616977899074
2014-09-05,1.0599507948568427,1.081805366124876,1.0826731484188086,1.1009569337086773,1.0816699057953554,1.0799013583478223,1.0834458384858447,1.0969849862812826,1.0819947492038764,0.9811810357329436
2014-09-09,1.0567217132695954,1.078509705792633,1.0793748444357085,1.0976029291829565,1.0783746581355287,1.0766114984701707,1.0801451805451079,1.093643082074148,1.078698511926537,0.9788262012471846
2014-09-10,1.052864727500178,1.074573194850173,1.0754351757768952,1.0935967288511483,1.074438640110821,1.072681915897345,1.0762027001948395,1.0896513350026031,1.0747613118503512,0.9725466426184938
2014-09-11,1.0485423562321157,1.070161702868788,1.0710201450677952,1.0891071387298645,1.070027700522848,1.0682781882655408,1.0717845185344301,1.0851779420779455,1.0703490475840796,0.9670520288183891
2014-09-12,1.0471256576359198,1.068715794104926,1.0695730764520195,1.0876356325523842,1.0685819728112191,1.0668348243416448,1.0703364171641734,1.0837117446868465,1.0689028856964464,0.9749014771042528
2014-09-15,1.0448307274924786,1.0663735459967092,1.0672289494832423,1.0852519188308998,1.0662400179920823,1.0644966986557727,1.0679906172217686,1.0810338564870865,1.0665602275494441,0.9721541702042007
