total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,max_drawdown_integral,max_drawdown_episode_integral,full_history_drawdown_integral,worst_drawdown_episode_integral,latest_holding_code,latest_holding_theme,latest_holding_name,latest_portfolio,variant,trigger_days
22.69957937829552,0.25329107371256887,0.19345685399493426,1.3092897381614683,-0.18901661450321772,1159,1913,0.8036132920792765,0.14096449390567045,1.0,179.8181455272113,29.551462256389755,179.8181455272113,29.551462256389755,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,weak_guard_to_defensive_winner_cap70,5
