total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,max_drawdown_integral,max_drawdown_episode_integral,full_history_drawdown_integral,worst_drawdown_episode_integral,latest_holding_code,latest_holding_theme,latest_holding_name,latest_portfolio,leader_margin,latest_signal,latest_holding
23.857101918415772,0.25772993026709723,0.19514766893860333,1.3206918210649152,-0.19043421654852222,1116,1858,0.8079079170664628,0.22441778405081214,0.6069865913902543,181.28670347992716,31.509350025596362,181.28670347992716,31.509350025596362,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 61%,0.0,159941,159941
