total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,max_drawdown_integral,max_drawdown_episode_integral,full_history_drawdown_integral,worst_drawdown_episode_integral,latest_holding_code,latest_holding_theme,latest_holding_name,latest_portfolio,variant,leader_gap,mom_threshold,release_ratio,trigger_days
24.039641389365148,0.2582738724899116,0.20429064015632892,1.264247213148254,-0.19295874632265475,969,1705,0.8157228420434527,0.15379310344827646,1.0,194.6308825591019,33.30812681762378,194.6308825591019,33.30812681762378,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,reduce_core_r95_g003_m10,0.003,0.1,0.95,207
