total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,max_drawdown_integral,max_drawdown_episode_integral,full_history_drawdown_integral,worst_drawdown_episode_integral,latest_holding_code,latest_holding_theme,latest_holding_name,latest_portfolio,leader_margin,latest_signal,latest_holding
19.413928929964328,0.24017769902614106,0.1955301914542355,1.228340734695979,-0.20249417507896061,1091,1806,0.8084444355708083,0.22441778405081214,0.6069865913902543,193.24541754540465,37.57966935786312,193.24541754540465,37.57966935786312,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 61%,0.003,159941,159941
