total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,max_drawdown_integral,max_drawdown_episode_integral,full_history_drawdown_integral,worst_drawdown_episode_integral,latest_holding_code,latest_holding_theme,latest_holding_name,latest_portfolio,variant,slope_hot_threshold,risk_cap,mom_gate,trigger_days
11.124646001044404,0.194831504910979,0.1966872861168604,0.9905648136058027,-0.21299432626718495,1045,1752,0.8025965942454493,0.15379310344827646,1.0,222.07953648391242,9.424564218109744,222.07953648391242,9.424564218109744,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,slope_hot_cap80,0.03,0.8,,284
