total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,avg_exposure,latest_holding_code,latest_holding_theme,latest_holding_name,latest_momentum,latest_exposure,start_date,end_date,nonferrous_holding_share,variant,return_diff,annualized_diff,sharpe_diff,mdd_diff,trade_diff
25.87667179699164,0.3900660969417937,0.23317134805882545,1.6728731904204037,-0.18982759788871417,927,0.899958796868562,512890,红利低波ETF,红利低波ETF华泰柏瑞,0.026011560693641522,0.8,2016-07-18,2026-07-16,0.0,base_pool,0.0,0.0,0.0,0.0,0
