date,baseline,leader_margin_005,leader_margin_010,leader_margin_015,cash_tail_soft,cash_tail_mid,cash_tail_strict,hs300_benchmark
2014-02-21,1.025987951391838,1.0259879513918382,1.0259879513918382,1.0259879513918382,1.0259879513918388,1.0259879513918388,1.0259879513918388,0.8865951838882875
2014-02-24,1.0313920707330189,1.031392070733019,1.031392070733019,1.031392070733019,1.0313920707330198,1.0313920707330198,1.0313920707330198,0.8665790907593355
2014-02-25,1.0354156744608705,1.0354156744608707,1.0354156744608707,1.0354156744608707,1.0355192263835096,1.0355192263835096,1.0355192263835096,0.8442081631446244
2014-02-26,1.050875556277093,1.0508755562770933,1.0508755562770933,1.0508755562770933,1.050875556277094,1.050875556277094,1.050875556277094,0.845385580387504
2014-02-27,1.0314516022003004,1.0314516022003006,1.0314516022003006,1.0314516022003006,1.0314516022003013,1.0314516022003013,1.0314516022003013,0.8434232183160382
2014-02-28,1.0389833394953834,1.0389833394953836,1.0389833394953836,1.0389833394953836,1.0389833394953842,1.0389833394953842,1.0389833394953842,0.8520576114304882
2014-03-03,1.0507704687214652,1.0507704687214654,1.0507704687214654,1.0507704687214654,1.050875556277094,1.050875556277094,1.050875556277094,0.8551973907448335
2014-03-04,1.0481288928037074,1.0481288928037076,1.0481288928037076,1.0481288928037076,1.0482337161753261,1.0482337161753261,1.0482337161753261,0.8532350286733676
2014-03-05,1.0405941031846115,1.0405941031846118,1.0405941031846118,1.0405941031846118,1.0405941031846129,1.0405941031846129,1.0405941031846129,0.8457780528017972
2014-03-06,1.0401975353099222,1.0401975353099224,1.0401975353099224,1.0401975353099224,1.0401975353099235,1.0401975353099235,1.0401975353099235,0.8500952493590223
2014-03-07,1.050508300051843,1.0505083000518431,1.0505083000518431,1.0505083000518431,1.0505083000518443,1.0505083000518443,1.0505083000518443,0.8473479424589699
2014-03-10,1.0350421529389615,1.035042152938962,1.035042152938962,1.035042152938962,1.035042152938963,1.035042152938963,1.035042152938963,0.8210522907013271
2014-03-11,1.047335757054329,1.047335757054329,1.047335757054329,1.047335757054329,1.04733575705433,1.04733575705433,1.04733575705433,0.8245845424299657
2014-03-12,1.0580430896709387,1.058043089670939,1.058043089670939,1.058043089670939,1.05804308967094,1.05804308967094,1.05804308967094,0.825369487258552
2014-03-13,1.0683538544128597,1.0683538544128597,1.0683538544128597,1.0683538544128597,1.0683538544128608,1.0683538544128608,1.0683538544128608,0.8383210769302268
2014-03-14,1.067560718663481,1.0675607186634812,1.0675607186634812,1.0675607186634812,1.0675607186634823,1.0675607186634823,1.0675607186634823,0.8312565734729497
2014-03-17,1.0794577549041586,1.0794577549041589,1.0794577549041589,1.0794577549041589,1.07945775490416,1.07945775490416,1.07945775490416,0.8375361321016406
2014-03-18,1.0651813114153452,1.0651813114153454,1.0651813114153454,1.0651813114153454,1.0651813114153466,1.0651813114153466,1.0651813114153466,0.8367511872730542
2014-03-19,1.0628019041672097,1.0628019041672099,1.0628019041672099,1.0628019041672099,1.062801904167211,1.062801904167211,1.062801904167211,0.8316490458872428
2014-03-20,1.049715164302464,1.0497151643024643,1.0497151643024643,1.0497151643024643,1.0497151643024654,1.0497151643024654,1.0497151643024654,0.8171275665583951
2014-03-21,1.049715164302464,1.0497151643024643,1.0497151643024643,1.0497151643024643,1.0497151643024654,1.0497151643024654,1.0497151643024654,0.8473479424589698
2014-03-24,1.0469391891796394,1.0469391891796396,1.0469391891796396,1.0469391891796396,1.0469391891796407,1.0469391891796407,1.0469391891796407,0.8512726666019018
2014-03-25,1.034249017189583,1.0342490171895833,1.0342490171895833,1.0342490171895833,1.0342490171895844,1.0342490171895844,1.0342490171895844,0.8500952493590221
2014-03-26,1.0366284244377184,1.0366284244377186,1.0366284244377186,1.0366284244377186,1.0366284244377197,1.0366284244377197,1.0366284244377197,0.8500952493590221
2014-03-27,1.0231451166982837,1.023145116698284,1.023145116698284,1.023145116698284,1.023145116698285,1.023145116698285,1.023145116698285,0.8442081631446243
2014-03-28,1.0263176596957977,1.026317659695798,1.026317659695798,1.026317659695798,1.026317659695799,1.026317659695799,1.026317659695799,0.8438156907303312
2014-03-31,1.019858957004671,1.0198589570046712,1.0198589570046712,1.0198589570046712,1.02036914157546,1.02036914157546,1.02036914157546,0.8402834390016927
2014-04-01,1.0194510134218693,1.0194510134218695,1.0194510134218695,1.0194510134218695,1.0198589570046723,1.0198589570046723,1.0198589570046723,0.844993107973211
2014-04-02,1.0213662247191002,1.0213662247191004,1.0213662247191004,1.0213662247191004,1.0213662247191015,1.0213662247191015,1.0213662247191015,0.851665139016195
2014-04-03,1.0251948525040684,1.0251948525040686,1.0251948525040686,1.0251948525040686,1.0251948525040697,1.0251948525040697,1.0251948525040697,0.8457780528017972
2014-04-04,1.0223260600679902,1.0223260600679904,1.0223260600679904,1.0223260600679904,1.0223260600679915,1.0223260600679915,1.0223260600679915,0.8559823355734199
2014-04-08,1.035723156642984,1.0357231566429843,1.0357231566429843,1.0357231566429843,1.0357231566429854,1.0357231566429854,1.0357231566429854,0.8763909011166654
2014-04-09,1.0369949579097753,1.0369949579097755,1.0369949579097755,1.0369949579097755,1.0369949579097766,1.0369949579097766,1.0369949579097766,0.8748210114594926
2014-04-10,1.0386021967923558,1.038602196792356,1.038602196792356,1.038602196792356,1.0395377807950725,1.0395377807950725,1.0395377807950725,0.8889500183740473
2014-04-11,1.037209323488613,1.0372093234886133,1.0372093234886133,1.0372093234886133,1.0381436527761128,1.0381436527761128,1.0381436527761128,0.8885575459597539
2014-04-14,1.0463937724599626,1.0463937724599628,1.0463937724599628,1.0463937724599628,1.0463937724599637,1.0463937724599637,1.0463937724599637,0.8881650735454606
2014-04-15,1.0331386534125704,1.0331386534125706,1.0331386534125706,1.0331386534125706,1.0340693157967884,1.0340693157967884,1.0340693157967884,0.8724661769737334
2014-04-16,1.0331386534125704,1.0331386534125706,1.0331386534125706,1.0331386534125706,1.0331386534125713,1.0331386534125713,1.0331386534125713,0.8724661769737334
2014-04-17,1.031279654486052,1.0312796544860523,1.0312796544860523,1.0312796544860523,1.031279654486053,1.031279654486053,1.031279654486053,0.8708962873165607
2014-04-18,1.0284941769695302,1.0284941769695304,1.0284941769695304,1.0284941769695304,1.0294206555595347,1.0294206555595347,1.0294206555595347,0.869326397659388
2014-04-21,1.0240276648399995,1.02402766484,1.02402766484,1.02402766484,1.0240276648400006,1.0240276648400006,1.0240276648400006,0.8536275010876608
2014-04-22,1.0278602830008046,1.0278602830008048,1.0278602830008048,1.0278602830008048,1.0278602830008055,1.0278602830008055,1.0278602830008055,0.8595145873020585
2014-04-23,1.0272221082034427,1.027222108203443,1.027222108203443,1.027222108203443,1.0272221082034436,1.0272221082034436,1.0272221082034436,0.8571597528162997
2014-04-24,1.0265838342721318,1.026583834272132,1.026583834272132,1.026583834272132,1.0265838342721327,1.0265838342721327,1.0265838342721327,0.8587296424734723
2014-04-25,1.032010006112824,1.0320100061128243,1.0320100061128243,1.0320100061128243,1.032010006112825,1.032010006112825,1.032010006112825,0.8481328872875564
2014-04-28,1.0446614446699236,1.0446614446699238,1.0446614446699238,1.0446614446699238,1.0450794764605087,1.0450794764605087,1.0450794764605087,0.8363587148587609
2014-04-29,1.0446614446699236,1.0446614446699238,1.0446614446699238,1.0446614446699238,1.0446614446699245,1.0446614446699245,1.0446614446699245,0.8438156907303314
2014-04-30,1.0441391139475886,1.0441391139475888,1.0441391139475888,1.0441391139475888,1.0446614446699245,1.0446614446699245,1.0446614446699245,0.8434232183160383
2014-05-05,1.0489360777176386,1.0489360777176389,1.0489360777176389,1.0489360777176389,1.0489360777176397,1.0489360777176397,1.0489360777176397,0.8438156907303314
2014-05-06,1.0497355716793135,1.0497355716793138,1.0497355716793138,1.0497355716793138,1.0497355716793149,1.0497355716793149,1.0497355716793149,0.8426382734874519
2014-05-07,1.049335824698476,1.0493358246984763,1.0493358246984763,1.0493358246984763,1.0493358246984774,1.0493358246984774,1.0493358246984774,0.8371436596873475
2014-05-08,1.0341454394266505,1.0341454394266507,1.0341454394266507,1.0341454394266507,1.0341454394266518,1.0341454394266518,1.0341454394266518,0.8355737700301747
2014-05-09,1.0345451864074882,1.0345451864074884,1.0345451864074884,1.0345451864074884,1.0345451864074895,1.0345451864074895,1.0345451864074895,0.8351812976158817
2014-05-12,1.0364402669195445,1.0364402669195445,1.0364402669195445,1.0364402669195445,1.036543921311677,1.036543921311677,1.036543921311677,0.8520576114304884
2014-05-13,1.0370797981293671,1.0370797981293676,1.0370797981293676,1.0370797981293676,1.037079798129369,1.037079798129369,1.037079798129369,0.8497027769447292
2014-05-14,1.0379351431809063,1.0379351431809065,1.0379351431809065,1.0379351431809065,1.0380389470756155,1.0380389470756155,1.0380389470756155,0.8497027769447292
2014-05-15,1.0427293008861298,1.04272930088613,1.04272930088613,1.04272930088613,1.0427293008861316,1.0427293008861316,1.0427293008861316,0.8402834390016929
2014-05-16,1.0358189220671925,1.0358189220671925,1.0358189220671925,1.0358189220671925,1.0363370906125002,1.0363370906125002,1.0363370906125002,0.8398909665873998
2014-05-19,1.0358189220671925,1.0358189220671925,1.0358189220671925,1.0358189220671925,1.035818922067194,1.035818922067194,1.035818922067194,0.8285092665728977
2014-05-20,1.0358189220671925,1.0358189220671925,1.0358189220671925,1.0358189220671925,1.035818922067194,1.035818922067194,1.035818922067194,0.8277243217443113
2014-05-21,1.0358189220671925,1.0358189220671925,1.0358189220671925,1.0358189220671925,1.035818922067194,1.035818922067194,1.035818922067194,0.835573770030175
2014-05-22,1.0358189220671925,1.0358189220671925,1.0358189220671925,1.0358189220671925,1.035818922067194,1.035818922067194,1.035818922067194,0.8332189355444161
2014-05-23,1.0353010126061588,1.035301012606159,1.035301012606159,1.035301012606159,1.035818922067194,1.035818922067194,1.035818922067194,0.8426382734874519
2014-05-26,1.034105054563102,1.0341050545631023,1.0341050545631023,1.0341050545631023,1.0341050545631039,1.0341050545631039,1.0341050545631039,0.8453855803875044
2014-05-27,1.0321117911580076,1.0321117911580078,1.0321117911580078,1.0321117911580078,1.0321117911580093,1.0321117911580093,1.0321117911580093,0.842638273487452
2014-05-28,1.0172514144940057,1.0172514144940057,1.0172514144940057,1.0172514144940057,1.0177602946413278,1.0177602946413278,1.0177602946413278,0.8512726666019022
2014-05-29,1.0172514144940057,1.0172514144940057,1.0172514144940057,1.0172514144940057,1.0172514144940072,1.0172514144940072,1.0172514144940072,0.8461705252160908
2014-05-30,1.0172514144940057,1.0172514144940057,1.0172514144940057,1.0172514144940057,1.0172514144940072,1.0172514144940072,1.0172514144940072,0.8453855803875044
2014-06-03,1.0172514144940057,1.0172514144940057,1.0172514144940057,1.0172514144940057,1.0172514144940072,1.0172514144940072,1.0172514144940072,0.842638273487452
2014-06-04,1.0172514144940057,1.0172514144940057,1.0172514144940057,1.0172514144940057,1.0172514144940072,1.0172514144940072,1.0172514144940072,0.8351812976158819
2014-06-05,1.0168445139282078,1.016844513928208,1.016844513928208,1.016844513928208,1.0172514144940072,1.0172514144940072,1.0172514144940072,0.8449931079732114
2014-06-06,1.022917060751307,1.0229170607513072,1.0229170607513072,1.0229170607513072,1.0233263913078319,1.0233263913078319,1.0233263913078319,0.837928604515934
2014-06-09,1.022917060751307,1.0229170607513072,1.0229170607513072,1.0229170607513072,1.0229170607513087,1.0229170607513087,1.0229170607513087,0.8371436596873477
2014-06-10,1.0225078939270065,1.0225078939270067,1.0225078939270067,1.0225078939270067,1.0229170607513087,1.0229170607513087,1.0229170607513087,0.8485253597018497
2014-06-11,1.0254281862063697,1.0254281862063699,1.0254281862063699,1.0254281862063699,1.0254281862063714,1.0254281862063714,1.0254281862063714,0.846955470044677
2014-06-12,1.0254281862063697,1.0254281862063699,1.0254281862063699,1.0254281862063699,1.0254281862063714,1.0254281862063714,1.0254281862063714,0.8461705252160907
2014-06-13,1.0299676311413546,1.0299676311413548,1.0299676311413548,1.0299676311413548,1.0299676311413564,1.0299676311413564,1.0299676311413564,0.855589863159127
2014-06-16,1.0335304122553657,1.033530412255366,1.033530412255366,1.033530412255366,1.0335304122553675,1.0335304122553675,1.0335304122553675,0.8610844769592313
2014-06-17,1.0273818164564297,1.02738181645643,1.02738181645643,1.02738181645643,1.0273818164564315,1.0273818164564315,1.0273818164564315,0.8540199735019544
2014-06-18,1.0267336260359523,1.0267336260359525,1.0267336260359525,1.0267336260359525,1.026733626035954,1.026733626035954,1.026733626035954,0.8500952493590224
2014-06-19,1.0334513002309624,1.0334513002309627,1.0334513002309627,1.0334513002309627,1.033864846169432,1.033864846169432,1.033864846169432,0.8379286045159338
2014-06-20,1.03303791971087,1.0330379197108703,1.0330379197108703,1.0330379197108703,1.0334513002309642,1.0334513002309642,1.0334513002309642,0.8410683838302793
2014-06-23,1.036080210485839,1.0360802104858393,1.0360802104858393,1.0360802104858393,1.0361838288687277,1.0361838288687277,1.0361838288687277,0.8398909665873997
2014-06-24,1.0359766024647905,1.0359766024647907,1.0359766024647907,1.0359766024647907,1.0360802104858409,1.0360802104858409,1.0360802104858409,0.8469554700446768
2014-06-25,1.0334622868577463,1.0334622868577468,1.0334622868577468,1.0334622868577468,1.0334622868577485,1.0334622868577485,1.0334622868577485,0.8442081631446245
2014-06-26,1.0340912483103797,1.03409124831038,1.03409124831038,1.03409124831038,1.0340912483103817,1.0340912483103817,1.0340912483103817,0.8481328872875565
2014-06-27,1.0350345470545623,1.0350345470545625,1.0350345470545625,1.0350345470545625,1.0350345470545643,1.0350345470545643,1.0350345470545643,0.8497027769447293
2014-06-30,1.033462740604973,1.0334627406049732,1.0334627406049732,1.0334627406049732,1.033462740604975,1.033462740604975,1.033462740604975,0.8551973907448337
2014-07-01,1.036293068384492,1.0362930683844922,1.0362930683844922,1.0362930683844922,1.036293068384494,1.036293068384494,1.036293068384494,0.855589863159127
2014-07-02,1.0381786660828414,1.0381786660828416,1.0381786660828416,1.0381786660828416,1.0381786660828434,1.0381786660828434,1.0381786660828434,0.8595145873020587
2014-07-03,1.0362939241776985,1.0362939241776987,1.0362939241776987,1.0362939241776987,1.0362939241777005,1.0362939241777005,1.0362939241777005,0.862654366616404
2014-07-04,1.03535112454994,1.0353511245499403,1.0353511245499403,1.0353511245499403,1.035351124549942,1.035351124549942,1.035351124549942,0.862654366616404
2014-07-07,1.0296930387079974,1.0296930387079977,1.0296930387079977,1.0296930387079977,1.0296930387079994,1.0296930387079994,1.0296930387079994,0.8618694217878179
2014-07-08,1.0334702848568689,1.033470284856869,1.033470284856869,1.033470284856869,1.0334702848568709,1.0334702848568709,1.0334702848568709,0.8630468390306971
2014-07-09,1.0347282174972423,1.0347282174972425,1.0347282174972425,1.0347282174972425,1.0347282174972443,1.0347282174972443,1.0347282174972443,0.8520576114304883
2014-07-10,1.0385008688029669,1.038500868802967,1.038500868802967,1.038500868802967,1.038500868802969,1.038500868802969,1.038500868802969,0.851272666601902
2014-07-11,1.0460393250150717,1.0460393250150717,1.0460393250150717,1.0460393250150717,1.046039325015074,1.046039325015074,1.046039325015074,0.8536275010876611
2014-07-14,1.0338113643779523,1.0338113643779527,1.0338113643779527,1.0338113643779527,1.033811364377955,1.033811364377955,1.033811364377955,0.8654016735164564
2014-07-15,1.0275220176745126,1.0275220176745128,1.0275220176745128,1.0275220176745128,1.027522017674515,1.027522017674515,1.027522017674515,0.8642242562735768
2014-07-16,1.021537981402998,1.0215379814029983,1.0215379814029983,1.0215379814029983,1.0215379814030006,1.0215379814030006,1.0215379814030006,0.8638317838592836
2014-07-17,1.0256383268320182,1.0256383268320184,1.0256383268320184,1.0256383268320184,1.0256383268320206,1.0256383268320206,1.0256383268320206,0.8602995321306453
2014-07-18,1.030679866994633,1.0306798669946333,1.0306798669946333,1.0306798669946333,1.0306798669946355,1.0306798669946355,1.0306798669946355,0.8646167286878699
2014-07-21,1.030679866994633,1.0306798669946333,1.0306798669946333,1.0306798669946333,1.0306798669946355,1.0306798669946355,1.0306798669946355,0.8642242562735768
2014-07-22,1.0269033300774009,1.026903330077401,1.026903330077401,1.026903330077401,1.0269033300774033,1.0269033300774033,1.0269033300774033,0.8744285390451992
2014-07-23,1.0259583270129125,1.0259583270129127,1.0259583270129127,1.0259583270129127,1.025958327012915,1.025958327012915,1.025958327012915,0.8759984287023718
2014-07-24,1.0203131143941389,1.020313114394139,1.020313114394139,1.020313114394139,1.021232223395197,1.021232223395197,1.021232223395197,0.8948371045884441
2014-07-25,1.0319482639442477,1.0319482639442479,1.0319482639442479,1.0319482639442479,1.0319482639442499,1.0319482639442499,1.0319482639442499,0.9050413873600669
2014-07-28,1.0596936205637373,1.0596936205637377,1.0596936205637377,1.0596936205637377,1.0596936205637397,1.0596936205637397,1.0596936205637397,0.9293746770462439
2014-07-29,1.0623786550753007,1.0623786550753012,1.0623786550753012,1.0623786550753012,1.0623786550753032,1.0623786550753032,1.0623786550753032,0.9317295115320029
2014-07-30,1.0587986090598829,1.0587986090598833,1.0587986090598833,1.0587986090598833,1.0587986090598853,1.0587986090598853,1.0587986090598853,0.9285897322176576
2014-07-31,1.0731187931215551,1.0731187931215556,1.0731187931215556,1.0731187931215556,1.0731187931215576,1.0731187931215576,1.0731187931215576,0.9411488494750393
2014-08-01,1.0601411263156648,1.0601411263156653,1.0601411263156653,1.0601411263156653,1.0601411263156673,1.0601411263156673,1.0601411263156673,0.9297671494605372
2014-08-04,1.0829639196639549,1.082963919663955,1.082963919663955,1.082963919663955,1.082963919663957,1.082963919663957,1.082963919663957,0.9497832425894891
2014-08-05,1.079831379400464,1.0798313794004644,1.0798313794004644,1.0798313794004644,1.0798313794004664,1.0798313794004664,1.0798313794004664,0.9470359356894368
2014-08-06,1.0731187931215551,1.0731187931215558,1.0731187931215558,1.0731187931215558,1.0731187931215578,1.0731187931215578,1.0731187931215578,0.9411488494750393
2014-08-07,1.0614836435714463,1.061483643571447,1.061483643571447,1.061483643571447,1.061483643571449,1.061483643571449,1.061483643571449,0.9309445667034165
2014-08-08,1.0619311493233738,1.0619311493233743,1.0619311493233743,1.0619311493233743,1.0619311493233765,1.0619311493233765,1.0619311493233765,0.9313370391177098
2014-08-11,1.0766988391369732,1.0766988391369736,1.0766988391369736,1.0766988391369736,1.0766988391369758,1.0766988391369758,1.0766988391369758,0.9442886287893847
2014-08-12,1.0722237816177005,1.072223781617701,1.072223781617701,1.072223781617701,1.0722237816177032,1.0722237816177032,1.0722237816177032,0.9403639046464528
2014-08-13,1.0753563218811917,1.075356321881192,1.075356321881192,1.075356321881192,1.0753563218811941,1.0753563218811941,1.0753563218811941,0.9431112115465051
2014-08-14,1.0623786550753012,1.0623786550753016,1.0623786550753016,1.0623786550753016,1.0623786550753038,1.0623786550753038,1.0623786550753038,0.931729511532003
2014-08-15,1.0758038276331188,1.0758038276331192,1.0758038276331192,1.0758038276331192,1.0758038276331214,1.0758038276331214,1.0758038276331214,0.9435036839607982
2014-08-18,1.079383873648537,1.0793838736485375,1.0793838736485375,1.0793838736485375,1.0793838736485397,1.0793838736485397,1.0793838736485397,0.9466434632751438
2014-08-19,1.0802788851523917,1.0802788851523921,1.0802788851523921,1.0802788851523921,1.0802788851523943,1.0802788851523943,1.0802788851523943,0.9474284081037303
2014-08-20,1.0762513333850463,1.0762513333850467,1.0762513333850467,1.0762513333850467,1.076251333385049,1.076251333385049,1.076251333385049,0.9438961563750916
2014-08-21,1.072223781617701,1.0722237816177014,1.0722237816177014,1.0722237816177014,1.0722237816177036,1.0722237816177036,1.0722237816177036,0.9403639046464529
2014-08-22,1.077593850640828,1.0775938506408285,1.0775938506408285,1.0775938506408285,1.0775938506408307,1.0775938506408307,1.0775938506408307,0.9450735736179711
2014-08-25,1.0681962298503556,1.068196229850356,1.068196229850356,1.068196229850356,1.0681962298503582,1.0681962298503582,1.0681962298503582,0.9368316529178143
2014-08-26,1.0614836435714468,1.0614836435714472,1.0614836435714472,1.0614836435714472,1.0614836435714494,1.0614836435714494,1.0614836435714494,0.9309445667034167
2014-08-27,1.0610361378195197,1.06103613781952,1.06103613781952,1.06103613781952,1.0610361378195223,1.0610361378195223,1.0610361378195223,0.9305520942891238
2014-08-28,1.0551630723312264,1.0551630723312269,1.0551630723312269,1.0551630723312269,1.0561135745483226,1.0561135745483226,1.0561135745483226,0.9262348977318988
2014-08-29,1.0558991318373394,1.0558991318373399,1.0558991318373399,1.0558991318373399,1.0561557776913209,1.0561557776913209,1.0561557776913209,0.9352617632606419
2014-09-01,1.0560079143012298,1.0560079143012302,1.0560079143012302,1.0560079143012302,1.0560079143012322,1.0560079143012322,1.0560079143012322,0.9395789598178669
2014-09-02,1.0564244028732053,1.0564244028732057,1.0564244028732057,1.0564244028732057,1.0564244028732077,1.0564244028732077,1.0564244028732077,0.9537079667324214
2014-09-03,1.0569225506738502,1.0569225506738507,1.0569225506738507,1.0569225506738507,1.0569320630624202,1.0569320630624202,1.0569320630624202,0.9627348322611643
2014-09-04,1.058973751056939,1.0589737510569395,1.0589737510569395,1.0589737510569395,1.0589737510569415,1.0589737510569415,1.0589737510569415,0.9717616977899074
2014-09-05,1.0599507948568427,1.0599507948568432,1.0599507948568432,1.0599507948568432,1.0606380883380881,1.0606380883380881,1.0606380883380881,0.9811810357329436
2014-09-09,1.0567217132695954,1.0567217132695959,1.0567217132695959,1.0567217132695959,1.0574069129491888,1.0574069129491888,1.0574069129491888,0.9788262012471846
2014-09-10,1.052864727500178,1.0528647275001783,1.0528647275001783,1.0528647275001783,1.0528742033680107,1.0528742033680107,1.0528742033680107,0.9725466426184938
2014-09-11,1.0485423562321157,1.0485423562321161,1.0485423562321161,1.0485423562321161,1.0485423562321181,1.0485423562321181,1.0485423562321181,0.9670520288183891
2014-09-12,1.0471256576359198,1.0471256576359202,1.0471256576359202,1.0471256576359202,1.047135081851659,1.047135081851659,1.047135081851659,0.9749014771042528
2014-09-15,1.0448307274924786,1.044830727492479,1.044830727492479,1.044830727492479,1.044830727492481,1.044830727492481,1.044830727492481,0.9721541702042007
2014-09-16,1.039742741560884,1.0397427415608844,1.0397427415608844,1.0397427415608844,1.0397520993297806,1.0397520993297806,1.0397520993297806,0.9552778563895942
2014-09-17,1.040912472565402,1.0409124725654024,1.0409124725654024,1.0409124725654024,1.0409124725654046,1.0409124725654046,1.0409124725654046,0.9584176357039395
2014-09-18,1.0361302844901257,1.036130284490126,1.036130284490126,1.036130284490126,1.0361302844901281,1.0361302844901281,1.0361302844901281,0.9623423598468712
2014-09-19,1.038154292947271,1.0381542929472714,1.0381542929472714,1.0381542929472714,1.0381636364200013,1.0381636364200013,1.0381636364200013,0.9701918081327348
2014-09-22,1.0251514261871766,1.025151426187177,1.025151426187177,1.025151426187177,1.025160652633053,1.025160652633053,1.025160652633053,0.9497832425894897
2014-09-23,1.029254993332502,1.0292549933325026,1.0292549933325026,1.0292549933325026,1.0292549933325048,1.0292549933325048,1.0292549933325048,0.959595052946819
2014-09-24,1.0363328547643846,1.036332854764385,1.036332854764385,1.036332854764385,1.0363421818440242,1.0363421818440242,1.0363421818440242,0.9780412564185983
2014-09-25,1.030859938364507,1.0308599383645074,1.0308599383645074,1.0308599383645074,1.0308692161874555,1.0308692161874555,1.0308692161874555,0.9729391150327868
2014-09-26,1.0377299852385309,1.037729985238531,1.037729985238531,1.037729985238531,1.0377393248924578,1.0377393248924578,1.0377393248924578,0.9733315874470799
2014-09-29,1.0377883703841828,1.0377883703841833,1.0377883703841833,1.0377883703841833,1.037788370384186,1.037788370384186,1.037788370384186,0.9776487840043051
2014-09-30,1.0390213862697877,1.0390213862697881,1.0390213862697881,1.0390213862697881,1.0390213862697908,1.0390213862697908,1.0390213862697908,0.9776487840043051
2014-10-08,1.03879089863874,1.0387908986387404,1.0387908986387404,1.0387908986387404,1.0394644716163504,1.0394644716163504,1.0394644716163504,0.9882455391902207
2014-10-09,1.0392034446667937,1.0392034446667942,1.0392034446667942,1.0392034446667942,1.0392034446667968,1.0392034446667968,1.0392034446667968,0.9886380116045141
2014-10-10,1.0342528923301515,1.034252892330152,1.034252892330152,1.034252892330152,1.0342528923301546,1.0342528923301546,1.0342528923301546,0.983928342632996
2014-10-13,1.0278107946807389,1.0278107946807393,1.0278107946807393,1.0278107946807393,1.0284772479374054,1.0284772479374054,1.0284772479374054,0.9784337288328914
2014-10-14,1.0274994464018483,1.027499446401849,1.027499446401849,1.027499446401849,1.0274994464018516,1.0274994464018516,1.0274994464018516,0.9749014771042527
2014-10-15,1.0254687920006036,1.025468792000604,1.025468792000604,1.025468792000604,1.0254780213027983,1.0254780213027983,1.0254780213027983,0.9811810357329436
2014-10-16,1.0289117924886138,1.0289117924886142,1.0289117924886142,1.0289117924886142,1.0289117924886166,1.0289117924886166,1.0289117924886166,0.9776487840043049
2014-10-17,1.0284220090858631,1.0284220090858636,1.0284220090858636,1.0284220090858636,1.028422009085866,1.028422009085866,1.028422009085866,0.97333158744708
2014-10-20,1.0291077978058192,1.0291077978058196,1.0291077978058196,1.0291077978058196,1.029408385054258,1.029408385054258,1.029408385054258,0.977648784004305
2014-10-21,1.0273230745274085,1.027323074527409,1.027323074527409,1.027323074527409,1.0273230745274113,1.0273230745274113,1.0273230745274113,0.9713692253756143
2014-10-22,1.0257540720135847,1.0257540720135851,1.0257540720135851,1.0257540720135851,1.0257540720135876,1.0257540720135876,1.0257540720135876,0.9658746115755097
2014-10-23,1.0228281095651754,1.022828109565176,1.022828109565176,1.022828109565176,1.0228281095651783,1.0228281095651783,1.0228281095651783,0.9556703288038871
2014-10-24,1.0226012811548406,1.022601281154841,1.022601281154841,1.022601281154841,1.0226012811548435,1.0226012811548435,1.0226012811548435,0.9548853839753007
2014-10-27,1.0199911891055304,1.0199911891055309,1.0199911891055309,1.0199911891055309,1.0199911891055333,1.0199911891055333,1.0199911891055333,0.9458585184465576
2014-10-28,1.0249276571388193,1.0249276571388197,1.0249276571388197,1.0249276571388197,1.0254762869523415,1.0254762869523415,1.0254762869523415,0.96469719433263
2014-10-29,1.0267093417819857,1.026709341781986,1.026709341781986,1.026709341781986,1.026958892792937,1.026958892792937,1.026958892792937,0.9768638391757184
2014-10-30,1.0204775134638098,1.0204775134638102,1.0204775134638102,1.0204775134638102,1.0204775134638127,1.0204775134638127,1.0204775134638127,0.9827509253901161
2014-10-31,1.0142889441245782,1.0142889441245786,1.0142889441245786,1.0142889441245786,1.014288944124581,1.014288944124581,1.014288944124581,1.0023745461047748
2014-11-03,1.0055266763102282,1.0055266763102286,1.0055266763102286,1.0055266763102286,1.0061877416564995,1.0061877416564995,1.0061877416564995,1.000412184033309
2014-11-04,1.0040776058603664,1.0040776058603669,1.0040776058603669,1.0040776058603669,1.0047377185414512,1.0047377185414512,1.0047377185414512,0.9996272392047226
2014-11-05,0.9926180555276088,0.9926180555276092,0.9926180555276092,0.9926180555276092,0.9926180555276117,0.9926180555276117,0.9926180555276117,0.9984498219618431
2014-11-06,0.9901719563232068,0.9901719563232073,0.9901719563232073,0.9901719563232073,0.9901719563232099,0.9901719563232099,0.9901719563232099,0.9988422943761363
2014-11-07,0.988624152911236,0.9886241529112364,0.9886241529112364,0.9886241529112364,0.988624152911239,0.988624152911239,0.988624152911239,0.9968799323046706
2014-11-10,1.0080940744031457,1.0080940744031461,1.0080940744031461,1.0080940744031461,1.008103147331475,1.008103147331475,1.008103147331475,1.0247454737194859
2014-11-11,0.9976822007800668,0.9976822007800673,0.9976822007800673,0.9976822007800673,0.9976911800006901,0.9976911800006901,0.9976911800006901,1.018073442676502
2014-11-12,1.0098291270172888,1.0098291270172894,1.0098291270172894,1.0098291270172894,1.0098382155612322,1.0098382155612322,1.0098382155612322,1.0329873944196428
2014-11-13,1.0056829773029667,1.0056829773029674,1.0056829773029674,1.0056829773029674,1.005692028531227,1.005692028531227,1.005692028531227,1.0271003082052454
