total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,max_drawdown_integral,max_drawdown_episode_integral,full_history_drawdown_integral,worst_drawdown_episode_integral,latest_holding_code,latest_holding_theme,latest_holding_name,latest_portfolio,variant,split_gap,split_ratio,split_days
12.199126832561403,0.20209095971368085,0.20585162748455402,0.9817311729966509,-0.20966745851374313,904,1577,0.8134597768643571,0.15379310344827646,1.0,231.65815123193124,8.512224024954547,231.65815123193124,8.512224024954547,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,top2_split_70_30,0.005,70/30,29
