total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,max_drawdown_integral,max_drawdown_episode_integral,full_history_drawdown_integral,worst_drawdown_episode_integral,latest_holding_code,latest_holding_theme,latest_holding_name,latest_portfolio,strategy,treasury_code,risk_cap,ratio_cut,breadth_cut,vg_cap,overheat_cap,overheat_hi_cap,annualized_diff,sharpe_diff,max_drawdown_integral_diff,is_valid_change
20.26351601184624,0.24148101831194513,0.21062968508618712,1.146471914503096,-0.21693145879909537,900,1630,0.8193967976710336,0.026011560693641522,0.8,214.2256081992826,39.039857834510556,214.2256081992826,39.039857834510556,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__repair_rc16_vg29_oc08_oh04__stressbond_511260_vr90_vb-1,511260,0.16,0.9,-0.03,0.29,0.08,0.04,0.0002816377525327596,0.0016357190485989381,-0.18937065060271152,True
20.26212314904605,0.2414752639286395,0.21063109122943927,1.1464369410952813,-0.21697504042640448,900,1630,0.8194491994177584,0.026011560693641522,0.8,214.23417069698175,39.04781728887606,214.23417069698175,39.04781728887606,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__repair_rc16_vg30_oc08_oh04__stressbond_511260_vr90_vb-1,511260,0.16,0.9,-0.03,0.3,0.08,0.04,0.00027588336922712564,0.0016007456407842735,-0.1808081529035519,True
20.26196246193751,0.2414746000537733,0.21062418534786675,1.1464713781798326,-0.21693145879909514,900,1630,0.8193531295487627,0.026011560693641522,0.8,214.19997710525084,39.039857834510514,214.19997710525084,39.039857834510514,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__repair_rc16_vg29_oc08_oh03__stressbond_511260_vr90_vb-1,511260,0.16,0.9,-0.03,0.29,0.08,0.03,0.0002752194943609343,0.0016351827253355822,-0.21500174463446342,True
20.26056970090231,0.24146884570021676,0.2106255915272807,1.1464364038068051,-0.2169750404264048,900,1630,0.8194055312954878,0.026011560693641522,0.8,214.20853960295025,39.04781728887623,214.20853960295025,39.04781728887623,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__repair_rc16_vg30_oc08_oh03__stressbond_511260_vr90_vb-1,511260,0.16,0.9,-0.03,0.3,0.08,0.03,0.00026946514080439243,0.001600208352308119,-0.206439246935048,True
20.246905934404413,0.2414123736831828,0.21064176084836156,1.1460803057802609,-0.21718958139964117,900,1630,0.8193967976710336,0.026011560693641522,0.8,214.27060340275472,39.086835436816706,214.27060340275472,39.086835436816706,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__repair_rc17_vg29_oc08_oh04__stressbond_511260_vr90_vb-1,511260,0.17,0.9,-0.03,0.29,0.08,0.04,0.000212993123770433,0.0012441103257638808,-0.14437544713058514,True
20.245514379654878,0.24140662052767659,0.210643162374289,1.1460453679418485,-0.21723314866115429,900,1630,0.8194491994177584,0.026011560693641522,0.8,214.27916406269907,39.0947928087434,214.27916406269907,39.0947928087434,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__repair_rc17_vg30_oc08_oh04__stressbond_511260_vr90_vb-1,511260,0.17,0.9,-0.03,0.3,0.08,0.04,0.00020723996826421676,0.0012091724873515286,-0.1358147871862343,True
20.245353598057054,0.2414059557798922,0.21063626141860253,1.146079759268706,-0.2171895813996415,900,1630,0.8193531295487627,0.026011560693641522,0.8,214.2449735370449,39.086835436816756,214.2449735370449,39.086835436816756,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__repair_rc17_vg29_oc08_oh03__stressbond_511260_vr90_vb-1,511260,0.17,0.9,-0.03,0.29,0.08,0.03,0.00020657522047984322,0.001243563814208981,-0.1700053128404022,True
20.24396214497701,0.2414002026541291,0.21063766298056708,1.1460448204668892,-0.21723314866115462,900,1630,0.8194055312954878,0.026011560693641522,0.8,214.25353419698928,39.09479280874349,214.25353419698928,39.09479280874349,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__repair_rc17_vg30_oc08_oh03__stressbond_511260_vr90_vb-1,511260,0.17,0.9,-0.03,0.3,0.08,0.03,0.00020082209471672385,0.0012086250123921616,-0.16144465289602294,True
20.23025515064038,0.24134351075847826,0.21065471100351807,1.1456829501166375,-0.21744771879697766,900,1630,0.8193967976710336,0.026011560693641522,0.8,214.3156231543402,39.13382447653664,214.3156231543402,39.13382447653664,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__repair_rc18_vg29_oc08_oh04__stressbond_511260_vr90_vb-1,511260,0.18,0.9,-0.03,0.29,0.08,0.04,0.00014413019906589497,0.0008467546621404587,-0.09935569554511403,True
20.228864906366372,0.24133775883210973,0.21065610790672115,1.1456480480450844,-0.21749127169187166,900,1630,0.8194491994177584,0.026011560693641522,0.8,214.32418197626623,39.14177976575618,214.32418197626623,39.14177976575618,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__repair_rc18_vg30_oc08_oh04__stressbond_511260_vr90_vb-1,511260,0.18,0.9,-0.03,0.3,0.08,0.04,0.00013837827269735925,0.0008118525905873586,-0.09079687361906963,True
20.228704030828677,0.24133709321119823,0.21064921190511143,1.1456823931527946,-0.21744771879697844,900,1630,0.8193531295487627,0.026011560693641522,0.8,214.28999451724457,39.1338244765368,214.28999451724457,39.1338244765368,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__repair_rc18_vg29_oc08_oh03__stressbond_511260_vr90_vb-1,511260,0.18,0.9,-0.03,0.29,0.08,0.03,0.00013771265178585956,0.0008461976982976349,-0.12498433264073583,True
20.227313888128286,0.2413313413145659,0.21065060884422657,1.1456474901196576,-0.21749127169187077,900,1630,0.8194055312954878,0.026011560693641522,0.8,214.2985533391703,39.14177976575599,214.2985533391703,39.14177976575599,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__repair_rc18_vg30_oc08_oh03__stressbond_511260_vr90_vb-1,511260,0.18,0.9,-0.03,0.3,0.08,0.03,0.00013196075515353733,0.0008112946651606112,-0.11642551071500407,True
20.195444277603094,0.24119938055941237,0.21068462153544756,1.144836195454497,-0.21800756192770088,900,1630,0.8194491994177584,0.026011560693641522,0.8,214.4149788498853,39.235787952184474,214.4149788498853,39.235787952184474,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,regime_mix_rm511580_rm513650_volume_guard_ag28_co27_vr91_vs90_vb01_vg30_cap08_hi04_dd02_rm06_vm16_oh25_ohh32__proxy_hybrid_breadth_blend_vr91_vs90_vb-1__stressbond_511260_vr90_vb-1_cap20,511260,0.2,0.9,-0.03,,,,0.0,0.0,0.0,False
