total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,max_drawdown_integral,max_drawdown_episode_integral,full_history_drawdown_integral,worst_drawdown_episode_integral,latest_holding_code,latest_holding_theme,latest_holding_name,latest_portfolio,variant,leader_gap,mom_threshold,release_ratio,trigger_days
21.74357867626195,0.24967028960340953,0.19456425344622208,1.2832279577626466,-0.18901661450321716,1182,1963,0.8021672425603653,0.15379310344827601,1.0,181.6829885900487,28.851345912013393,181.6829885900487,28.851345912013393,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,reduce_core_r30_g010_m10,0.01,0.1,0.3,206
