date,hs300_benchmark_nav,baseline_nav,own_vol_pct_penalty_nav,own_vol_pct_divisor_nav,own_vol_pct_cap_nav
2015-02-25,1.37319749966664,1.2301034840000822,1.249803458598587,1.249803458598587,1.1935660427495578
2015-02-26,1.414040509330418,1.2296606467458422,1.2493535293534916,1.2493535293534916,1.193136358974168
2015-02-27,1.411264770809579,1.229577155981852,1.2492687014939228,1.2492687014939228,1.193055348114449
2015-03-02,1.4223677248929363,1.2291345082056986,1.248818964761385,1.248818964761385,1.1926258481891279
2015-03-03,1.3835073856011861,1.2283380290443813,1.2480097300722197,1.2480097300722197,1.1918530266395013
2015-03-04,1.3950068737589485,1.2256844400656668,1.2453136441522676,1.2453136441522676,1.1892782565184472
2015-03-05,1.3831108515267803,1.2256844400656668,1.2453136441522676,1.2453136441522676,1.1892782565184472
2015-03-06,1.3743871018898568,1.2256844400656668,1.2453136441522676,1.2453136441522676,1.1892782565184472
2015-03-09,1.4013514189494385,1.2253535052668492,1.2449774094683466,1.2449774094683466,1.1889571513891872
2015-03-10,1.391438067089298,1.2226828457418226,1.242263979619125,1.242263979619125,1.1863658177637824
2015-03-11,1.393420737461326,1.2219956979825157,1.2415658272625791,1.2415658272625791,1.1856990801741991
2015-03-12,1.4187989182232854,1.2288974986532057,1.2485781595264767,1.2485781595264767,1.1923958784692288
2015-03-13,1.4267295997113976,1.2261463927690457,1.245782994978358,1.245782994978358,1.1897264879618024
2015-03-16,1.4620211323334973,1.256476306320031,1.2765986388230146,1.2765986388230146,1.2191555200431257
2015-03-17,1.4806582338305612,1.2724932269593154,1.2928720687185074,1.2928720687185074,1.2346966942883186
2015-03-18,1.5199151071967172,1.3062309959654679,1.327150144455822,1.327150144455822,1.267432359187768
2015-03-19,1.5119844257086048,1.299415285055134,1.320225280670506,1.320225280670506,1.2608190935515156
2015-03-20,1.533397265726508,1.317817704513035,1.3389224128908592,1.3389224128908592,1.2786749107693969
2015-03-23,1.5643269235301458,1.3443989770633367,1.3659293816535918,1.3659293816535918,1.304466646750781
2015-03-24,1.5627407872325232,1.3430358348812699,1.3645444088965284,1.3645444088965284,1.3031439936235305
2015-03-25,1.5532239694467886,1.3348569817888696,1.3562345723541493,1.3562345723541493,1.2952080748600279
2015-03-26,1.5544135716700052,1.3358793384254195,1.3572733019219465,1.3572733019219465,1.2962000647054654
2015-03-27,1.5663095939021736,1.3461029047909203,1.3676605975999205,1.3676605975999205,1.3061199631598441
2015-03-30,1.616272887277281,1.3890418835260232,1.4112872394474116,1.4112872394474116,1.3477835366682342
2015-03-31,1.5984288539290283,1.3737065339777723,1.3957062959304505,1.3957062959304505,1.3329036889866663
2015-04-01,1.6246001028397987,1.3961983799818736,1.4185583464219933,1.4185583464219933,1.354727465586299
2015-04-02,1.6222208983933648,1.3941536667087733,1.4164808872863983,1.4164808872863983,1.3527434858954233
2015-04-03,1.6483921473041356,1.416645512712875,1.4393329377779416,1.4393329377779416,1.3745672624950562
2015-04-07,1.6773391347357456,1.4415228575355934,1.4646086905943454,1.4646086905943454,1.3987056820673776
2015-04-08,1.6908212932655362,1.4531095660831608,1.4763809590293826,1.4763809590293826,1.4099482336490063
2015-04-09,1.6785287369589619,1.442545214172143,1.4656474201621426,1.4656474201621426,1.399697671912815
2015-04-10,1.7177856103251177,1.4762829831782953,1.499925495899457,1.499925495899457,1.4324333368122641
2015-04-13,1.746336063682322,1.5002942556156376,1.5243213062746606,1.5243213062746606,1.4557314087201867
2015-04-14,1.747129131831133,1.499973480848601,1.5239953943343334,1.5239953943343334,1.4554201618419478
2015-04-15,1.7324573710781255,1.487377244173295,1.511197430287495,1.511197430287495,1.4431980678818588
2015-04-16,1.789161743718128,1.5355223757303522,1.560113600932769,1.560113600932769,1.4899131572199926
2015-04-17,1.8200914015217657,1.5434858561364007,1.5682046156184577,1.5682046156184577,1.497640100455575
2015-04-20,1.7804379940812047,1.5328610240861862,1.5574096280291156,1.5574096280291156,1.4873308550059032
2015-04-21,1.8181087311497373,1.5647456429191,1.5898048755930765,1.5898048755930765,1.5182684133658113
2015-04-22,1.8676754904504391,1.5775434535209467,1.6028076417511443,1.6028076417511443,1.5306860939549538
2015-04-23,1.8656928200784113,1.577041051147214,1.6022971934575931,1.6022971934575931,1.5301986143071975
2015-04-24,1.8589517408135157,1.5753316123882657,1.6005603782213267,1.6005603782213267,1.5285399505594892
2015-04-27,1.8974155460308602,1.5851102279856417,1.6104955972926238,1.6104955972926238,1.538028114501742
2015-04-28,1.8728304334177117,1.57839603895173,1.6036738812456288,1.6036738812456288,1.5315133552642355
2015-04-29,1.8831403193522576,1.5870850707139033,1.6125020669141417,1.6125020669141417,1.5399442989942524
2015-04-30,1.8791749786082013,1.5831888253233624,1.6085434235739797,1.6085434235739797,1.536163782758946
2015-05-04,1.889484864542747,1.5857946225036794,1.6111909523150385,1.6111909523150385,1.5386921806288596
2015-05-05,1.8177121970753312,1.5671748493752786,1.5922729855285997,1.5922729855285997,1.520625465739563
2015-05-06,1.7986785615038614,1.5507646415284169,1.5755999699733263,1.5755999699733263,1.5047026859935988
2015-05-07,1.767352369625818,1.523756174447124,1.5481589652052725,1.5481589652052725,1.4784964443283664
2015-05-08,1.7947132207598053,1.5473458482269875,1.5721264250659779,1.5721264250659779,1.5013854402131896
2015-05-11,1.8537967978462413,1.5982858684182866,1.6238822441854717,1.6238822441854717,1.550812402341286
2015-05-12,1.8752096378641447,1.616747352246006,1.6426393866851543,1.6426393866851543,1.5687255295554956
2015-05-13,1.8577621385902976,1.6017046617197161,1.6273557890928203,1.6273557890928203,1.554129648121695
2015-05-14,1.853400263771836,1.597943989088144,1.623534889694737,1.623534889694737,1.5504806777632452
2015-05-15,1.8192983333729533,1.5685423666958502,1.593662403491539,1.593662403491539,1.5219523640517263
2015-05-18,1.8058161748431627,1.55691846947099,1.5818523508065538,1.5818523508065538,1.5106737283983354
2015-05-19,1.868072024524844,1.6105935243034333,1.636387005851927,1.636387005851927,1.5627544871507595
2015-05-20,1.8767957741617671,1.6181148695665777,1.6440288046480935,1.6440288046480935,1.5700524278676593
2015-05-21,1.915259579379112,1.651277164590444,1.6777221902493753,1.6777221902493753,1.6022297119376285
2015-05-22,1.9564991231172961,1.686832614925311,1.7138470572858011,1.7138470572858011,1.6367290680538842
2015-05-25,2.018358438724572,1.740165790427611,1.7680343578404394,1.7680343578404394,1.688478102228267
2015-05-26,2.048098494304993,1.7658067401883322,1.7940859446455537,1.7940859446455537,1.7133574455813358
2015-05-27,2.048098494304993,1.7658067401883322,1.7940859446455537,1.7940859446455537,1.7133574455813358
2015-05-28,1.9093115682630282,1.6450822701027343,1.671428085194721,1.671428085194721,1.596218822776578
2015-05-29,1.910501170486245,1.6414062037291037,1.6676931470146734,1.6676931470146734,1.592651945638574
2015-06-01,2.0104277572364597,1.6659528172180587,1.6926328718706811,1.6926328718706811,1.6165301884757162
2015-06-02,2.0445296876353423,1.694211582953907,1.721344198691367,1.721344198691367,1.641871530619823
2015-06-03,2.027478722435901,1.680082200085983,1.7069885352810241,1.7069885352810241,1.6288675204232137
2015-06-04,2.050477698751427,1.6991404374427181,1.7263519882531146,1.7263519882531146,1.6464911727574068
2015-06-05,2.053649971346672,1.7017691598367508,1.7290228093527136,1.7290228093527136,1.6490131919689464
2015-06-08,2.1040097987961848,1.7435001278420155,1.7714220943088428,1.7714220943088428,1.6893748644041586
2015-06-09,2.086958833596743,1.7293707449740907,1.7570664308984993,1.7570664308984993,1.6756841144664691
2015-06-10,2.084976163224715,1.7277277934778204,1.75539716771125,1.75539716771125,1.674092166799296
2015-06-11,2.0853726972991202,1.7280563837770744,1.7557310203487,1.7557310203487,1.6744105563327307
2015-06-12,2.1008375262009387,1.7408714054479821,1.7687512732092434,1.7687512732092434,1.6868277481366811
2015-06-15,2.050477698751426,1.6991404374427175,1.7263519882531142,1.7263519882531142,1.646392277390483
2015-06-16,1.9965490646322621,1.6544521567441657,1.680948029559936,1.680948029559936,1.603091300843373
2015-06-17,2.026289120212683,1.6790964291882198,1.7059869773686738,1.7059869773686738,1.6269705158509702
2015-06-18,1.9465857712571546,1.6130497790381546,1.638882597241256,1.638882597241256,1.562925078499772
2015-06-19,1.825246344489037,1.5115074342125283,1.5357140627171562,1.5357140627171562,1.4707065363519267
2015-06-23,1.889881398617152,1.5222114806116558,1.5465895332646638,1.5465895332646638,1.4811216429192409
2015-06-24,1.9315174764297418,1.5349537666744328,1.5595358856641586,1.5595358856641586,1.4935199698982646
2015-06-25,1.862124013408759,1.5175714365628834,1.5418751794109964,1.5418751794109964,1.4766068499668359
2015-06-26,1.7233370873667946,1.4870325735400571,1.5108472397912478,1.5108472397912478,1.4468923381862
2015-06-29,1.6583054991642745,1.471682971594761,1.4952518156266403,1.4952518156266403,1.4319570759437694
2015-06-30,1.7780587896347695,1.4714842943935957,1.4950499566315307,1.4950499566315307,1.431763761738517
2015-07-01,1.6642535102803584,1.4458597018741037,1.4690149890270991,1.4690149890270991,1.4068308670290672
2015-07-02,1.6289619776582585,1.4458597018741037,1.4690149890270991,1.4690149890270991,1.4068308670290672
2015-07-03,1.554017037595598,1.4458597018741037,1.4690149890270991,1.4690149890270991,1.4068308670290672
2015-07-06,1.5960496494825929,1.4458597018741037,1.4690149890270991,1.4690149890270991,1.4068308670290672
2015-07-07,1.525863118312799,1.4458597018741037,1.4690149890270991,1.4690149890270991,1.4068308670290672
2015-07-08,1.3731974996666383,1.4458597018741037,1.4690149890270991,1.4690149890270991,1.4068308670290672
2015-07-09,1.5103982894109806,1.4458597018741037,1.4690149890270991,1.4690149890270991,1.4068308670290672
2015-07-10,1.6610812376851134,1.4458597018741037,1.4690149890270991,1.4690149890270991,1.4068308670290672
2015-07-13,1.678925271033366,1.4458597018741037,1.4690149890270991,1.4690149890270991,1.4068308670290672
2015-07-14,1.6472025450809167,1.4458597018741037,1.4690149890270991,1.4690149890270991,1.4068308670290672
2015-07-15,1.5643269235301436,1.4458597018741037,1.4690149890270991,1.4690149890270991,1.4068308670290672
2015-07-16,1.6004115243010544,1.4458597018741037,1.4690149890270991,1.4690149890270991,1.4068308670290672
2015-07-17,1.6654431125035751,1.4458597018741037,1.4690149890270991,1.4690149890270991,1.4068308670290672
2015-07-20,1.6606847036107073,1.4458597018741037,1.4690149890270991,1.4690149890270991,1.4068308670290672
2015-07-21,1.6709945895452536,1.4458597018741037,1.4690149890270991,1.4690149890270991,1.4068308670290672
2015-07-22,1.663063908057141,1.4458597018741037,1.4690149890270991,1.4690149890270991,1.4068308670290672
2015-07-23,1.708268792539381,1.4458597018741037,1.4690149890270991,1.4690149890270991,1.4068308670290672
2015-07-24,1.6725807258428758,1.4458597018741037,1.4690149890270991,1.4690149890270991,1.4068308670290672
2015-07-27,1.508019084964546,1.4458597018741037,1.4690149890270991,1.4690149890270991,1.4068308670290672
2015-07-28,1.5254665842383934,1.4458597018741037,1.4690149890270991,1.4690149890270991,1.4068308670290672
2015-07-29,1.5813778887295848,1.4458597018741037,1.4690149890270991,1.4690149890270991,1.4068308670290672
2015-07-30,1.5270527205360156,1.4458597018741037,1.4690149890270991,1.4690149890270991,1.4068308670290672
2015-07-31,1.5270527205360156,1.4458597018741037,1.4690149890270991,1.4690149890270991,1.4068308670290672
2015-08-03,1.5274492546104212,1.4458597018741037,1.4690149890270991,1.4690149890270991,1.4068308670290672
2015-08-04,1.5881189679944796,1.4458597018741037,1.4690149890270991,1.4690149890270991,1.4068308670290672
2015-08-05,1.55282743537238,1.4458597018741037,1.4690149890270991,1.4690149890270991,1.4068308670290672
2015-08-06,1.5357764701729388,1.4458597018741037,1.4690149890270991,1.4690149890270991,1.4068308670290672
2015-08-07,1.567499196125388,1.445281357993354,1.4684273830314885,1.4684273830314885,1.4062681346822556
2015-08-10,1.6448233406344819,1.4495108050400651,1.4727245642163997,1.4727245642163997,1.410383414088733
2015-08-11,1.6253931709886074,1.4777641677711715,1.5014304015038054,1.5014304015038054,1.4379149748037128
2015-08-12,1.6087387398635715,1.4626224026952044,1.4860461426935687,1.4860461426935687,1.424004994903925
2015-08-13,1.6305481139558804,1.4824509045803997,1.5061921958974502,1.5061921958974502,1.4425630653250954
2015-08-14,1.6265827732118245,1.4781062995582457,1.501778012494542,1.501778012494542,1.438472098210493
2015-08-17,1.6293585117326634,1.4775150570384223,1.501778012494542,1.501778012494542,1.437896709371209
2015-08-18,1.5175359027502808,1.4780287519735076,1.501778012494542,1.501778012494542,1.438396630000282
2015-08-19,1.552430901297975,1.4821379544116617,1.5010271234882948,1.5010271234882948,1.4423956475641404
2015-08-20,1.5127774938574134,1.5006165574796513,1.5244197539842164,1.5244197539842164,1.460378762131174
2015-08-21,1.4374360197203468,1.5229798891116275,1.5530107468125647,1.5530107468125647,1.4821424394696983
2015-08-24,1.293890684785515,1.5172448183994915,1.547162589188584,1.547162589188584,1.4765611499486826
2015-08-25,1.1828611439519434,1.508960827370851,1.5387152503983903,1.5387152503983903,1.4684992873072158
2015-08-26,1.2161700062020147,1.4968534558674533,1.5263691398588766,1.5263691398588766,1.456716564985072
2015-08-27,1.2915114803390808,1.4796482437310456,1.5088246669869354,1.5088246669869354,1.439972696422025
2015-08-28,1.3490089211278946,1.4866577746014338,1.5159724151940224,1.5159724151940224,1.446794272503266
2015-08-31,1.346233182607055,1.490481155076191,1.5198711869433426,1.5198711869433426,1.4505151321839431
2015-09-01,1.341078239639782,1.500039606263084,1.5296181163166434,1.5296181163166434,1.4598172813856358
2015-09-02,1.3371128988957257,1.4981279160257055,1.5276687304419831,1.5276687304419831,1.4579568515452972
2015-09-07,1.30420057072006,1.47391317301891,1.502976509362955,1.502976509362955,1.4343914069010093
2015-09-08,1.3394921033421596,1.4675408722276477,1.4964785564474212,1.4964785564474212,1.4281899740998807
2015-09-09,1.364870284104119,1.47391317301891,1.5029765093629552,1.5029765093629552,1.4343914069010093
2015-09-10,1.3406817055653766,1.4567079608825022,1.485432036491014,1.485432036491014,1.4176475383379623
2015-09-11,1.343457444086216,1.4573451909616282,1.4860818317825673,1.4860818317825673,1.418267681618075
2015-09-14,1.2962698892319482,1.4541590405659972,1.4828328553248005,1.4828328553248005,1.4151669652175107
2015-09-15,1.2582026180890094,1.4528845804077446,1.4815332647416934,1.4815332647416934,1.4139266786572848
2015-09-16,1.3264064788867749,1.4509728901703662,1.4795838788670335,1.4795838788670335,1.4120662488169464
2015-09-17,1.30063176405041,1.4688153323859,1.4977781470305278,1.4977781470305278,1.429430260660106
2015-09-18,1.3002352299760045,1.4763607737528335,1.5054723730778115,1.5054723730778115,1.4367733772399223
2015-09-21,1.3240272744403414,1.4756225933659572,1.5047196368912725,1.5047196368912725,1.4360549905513025
2015-09-22,1.3343371603748875,1.4668204134310943,1.4957438912941368,1.4957438912941368,1.4274888338117548
2015-09-23,1.3034075025712497,1.4624193234636629,1.4912560184955688,1.4912560184955688,1.423205755441981
2015-09-24,1.314510456654607,1.4737364119513439,1.5027962628347433,1.5027962628347433,1.434219385535685
2015-09-25,1.285960003297403,1.4831673190244115,1.512413133117389,1.512413133117389,1.443397410613772
2015-09-28,1.2934941507111095,1.4736279565200041,1.5026856688264933,1.5026856688264933,1.4341138382472876
2015-09-29,1.2685125040235559,1.4736279565200041,1.5026856688264933,1.5026856688264933,1.4341138382472876
2015-09-30,1.2772362536604793,1.4730385053373962,1.5026856688264933,1.5026856688264933,1.4335401927119886
2015-10-08,1.3232342062915308,1.4879944677134802,1.50193432599208,1.50193432599208,1.448095123291956
2015-10-09,1.3398886374165664,1.5067225970643838,1.520837904563152,1.520837904563152,1.4663210733004253
2015-10-12,1.3957999419077578,1.5695956027424183,1.5842999183374653,1.5842999183374653,1.527508191186001
2015-10-13,1.3858865900476174,1.5570453035841831,1.5716320452262245,1.5716320452262245,1.5152944179487775
2015-10-14,1.3708182952202042,1.5760384864487422,1.590803160390356,1.590803160390356,1.5337783142795374
2015-10-15,1.4061098278423037,1.581298523116072,1.5961124742339616,1.5961124742339616,1.5388973074018721
2015-10-16,1.4255399974881786,1.5786706900905365,1.5920259090719502,1.5920259090719502,1.5363399375515991
2015-10-19,1.4231607930417447,1.5751486376615023,1.5893688421861552,1.5893688421861552,1.5329123260536206
2015-10-20,1.4417978945388088,1.5957761065860192,1.6101825327915467,1.6101825327915467,1.5529866864115256
2015-10-21,1.3985756804285971,1.5465447898332658,1.5605067631303482,1.5605067631303482,1.5050754668137447
2015-10-22,1.41641971377685,1.5400002429170887,1.5539031330308801,1.5539031330308801,1.4987064065254798
2015-10-23,1.4414013604644034,1.5671615014007887,1.5813095992629476,1.5813095992629476,1.525139358264311
2015-10-26,1.443780564910837,1.569748287923046,1.583919738904097,1.583919738904097,1.5276567822394378
2015-10-27,1.444573633059648,1.5706105500971315,1.5847897854511466,1.5847897854511466,1.5284959235644797
2015-10-28,1.419195452297689,1.543018160526389,1.5569482959455545,1.5569482959455545,1.5016434011631277
2015-10-29,1.421178122669717,1.5451738159616033,1.559123412313179,1.559123412313179,1.5037412544757334
2015-10-30,1.4215746567441225,1.5456049470486461,1.5595584355867038,1.5595584355867038,1.5041608251382543
2015-11-02,1.3977826122797854,1.518445305306522,1.5334570391752105,1.5334570391752105,1.477729446789407
2015-11-03,1.387076192270834,1.5322294853671639,1.5203418705203278,1.5203418705203278,1.491144015430288
2015-11-04,1.4703483478960127,1.5322294853671639,1.5053961455154128,1.5053961455154128,1.491144015430288
2015-11-05,1.4937438582859437,1.5566096201127577,1.5293493204305715,1.5293493204305715,1.5148704169703058
2015-11-06,1.5294319249824493,1.5937996561653593,1.5658880618265771,1.5658880618265771,1.5510632328788083
2015-11-09,1.5452932879586738,1.6103285610776266,1.5821275024470238,1.5821275024470238,1.5671489288381426
2015-11-10,1.5409314131402119,1.605783112226753,1.5776616562764008,1.5776616562764008,1.5627253624493256
2015-11-11,1.5389487427681836,1.6037169991127194,1.5756317261988448,1.5756317261988448,1.5607146504544087
2015-11-12,1.523087379791959,1.5871880942004524,1.5593922855783982,1.5593922855783982,1.5446289544950744
2015-11-13,1.5084156190389513,1.5718988571566053,1.544370803004485,1.544370803004485,1.5297496857326902
2015-11-16,1.5171393686758747,1.5809897548583522,1.5533024953457306,1.5533024953457306,1.538596818510324
2015-11-17,1.511587891634196,1.5752046381390588,1.5476186911285743,1.5476186911285743,1.532966824924557
2015-11-18,1.4985022671788106,1.5615682915864382,1.5342211526167056,1.5342211526167056,1.519696125758106
2015-11-19,1.5211047094199306,1.584884212789256,1.5571287511475171,1.5571287511475171,1.5423868497637825
2015-11-20,1.5167428346014689,1.581702875865774,1.5526822250833485,1.5526822250833485,1.5392908177660816
2015-11-23,1.5092086871877621,1.575966668080988,1.5542380188960567,1.554471387967963,1.533708421662081
2015-11-24,1.510398289410979,1.575789402886399,1.5539076514348673,1.5540070539679869,1.5335359096874848
2015-11-25,1.519518573122308,1.5823426921322759,1.539996699056799,1.5400952117147042,1.5399134778870884
2015-11-26,1.512380959783007,1.5746737394411094,1.53123013120888,1.5313280830747393,1.5324501618373318
2015-11-27,1.430694940455451,1.5140020020278535,1.528326747895288,1.5284245140334718,1.4734052870235208
2015-11-30,1.4310914745298566,1.501373880161438,1.5155791449210025,1.5156760956027302,1.4611157778298522
2015-12-01,1.4421944286132136,1.5195306691840043,1.5339077245938906,1.5340058477437801,1.4787857075296726
2015-12-02,1.504053744220489,1.513778505035654,1.5281011362839458,1.5281988879898913,1.473187782918837
2015-12-03,1.507226016815734,1.5169712885949174,1.531324128398439,1.5314220862772416,1.4762949546202213
2015-12-04,1.4786755634585298,1.486896823948643,1.5009651138885713,1.501061129719568,1.4470269119393853
2015-12-07,1.4818478360537746,1.5071667421424653,1.5214268161265965,1.5215241408803162,1.4667533089945475
2015-12-08,1.4596419278870603,1.4845814230201806,1.4986278057698692,1.4987236720846786,1.444773596577182
2015-12-09,1.4616245982590883,1.4852600311979511,1.4993128346060516,1.4994087447417417,1.4454340084363506
2015-12-10,1.458848859738249,1.4847274413167506,1.4987752056200878,1.4988710813639767,1.4449156995135586
2015-12-11,1.4517112463989479,1.4847274413167506,1.4987752056200878,1.4988710813639767,1.4449156995135586
2015-12-14,1.4961230627323765,1.490522645444828,1.5046252411329806,1.5047214911001048,1.4505555100225624
2015-12-15,1.4818478360537741,1.490522645444828,1.5046252411329806,1.5047214911001048,1.4505555100225624
2015-12-16,1.4822443701281798,1.48992643638665,1.5040233910365275,1.5041196025036647,1.4499752878185534
2015-12-17,1.5100017553365728,1.490461659174755,1.504563677840672,1.5046599238696294,1.4504961590490228
2015-12-18,1.5155532323782512,1.4845747370020719,1.4986210564919296,1.4987169223749917,1.4447670898391345
2015-12-21,1.5552066398188127,1.4958245590957278,1.5099773188956573,1.5100739112319606,1.455715257231691
2015-12-22,1.5571893101908407,1.5017062642431998,1.5159146738582496,1.5160116460035606,1.4614392493065966
2015-12-23,1.555206639818813,1.4990353771569513,1.5132185161457405,1.5133153158194725,1.4588399798547398
2015-12-24,1.5365695383217493,1.4995697926211786,1.5136066121887053,1.5138548221709236,1.4593600654090553
2015-12-25,1.5445002198098614,1.5022416318953364,1.5168259759184162,1.5165521136135443,1.4619602615166882
2015-12-28,1.4981057331044045,1.4988869460623184,1.5134387214950733,1.5131654707575917,1.45869552881749
2015-12-29,1.511984425708601,1.5014086029245173,1.515984859579471,1.5157111491378075,1.461149569530677
2015-12-30,1.5115878916341954,1.499655695022875,1.5143663704055426,1.5139415428862142,1.4594436644086985
2015-12-31,1.4981057331044045,1.490822622779478,1.507351042898987,1.5050243260443912,1.4508474437123917
2016-01-04,1.4017479530238408,1.5008250807572814,1.517464395912295,1.5151220682887128,1.460581694029093
2016-01-05,1.3985756804285958,1.513493084548658,1.5302728470550468,1.5279107485630292,1.4729100157467978
2016-01-06,1.4203850545209045,1.5261610883400347,1.5430812981977986,1.5406994288373455,1.4852383374645024
2016-01-07,1.3815247152291545,1.5594979404226041,1.5767877485734603,1.5743538506118613,1.5176812893531981
2016-01-08,1.3513881255743279,1.5588312033809528,1.576113619565947,1.573680762176371,1.5170324303154243
2016-01-11,1.2819946625533458,1.5648318367558154,1.5821807806335664,1.5797385580957841,1.5228721616553897
2016-01-12,1.291114946264675,1.545496462547925,1.5626310394156826,1.560218993466565,1.5040552495599462
2016-01-13,1.2732709129164224,1.5334951957982,1.5504967172804442,1.548103401627739,1.4923757868800156
2016-01-14,1.2946837529343256,1.5448297255062737,1.5619569104081694,1.5595459050310747,1.5034063905221724
2016-01-15,1.2566164817913867,1.5361621439648054,1.5531932333104972,1.5507957553697003,1.4949712230311112
2016-01-18,1.2574095499401978,1.5421627773396682,1.5592603943781167,1.5568535512891135,1.5008109543710768
2016-01-19,1.2934941507111088,1.5408293032563654,1.5579121363630901,1.5555073744181327,1.4995132362955288
2016-01-20,1.2768397195860732,1.5528305700060905,1.5700464584983285,1.5676229662569585,1.5111926989754594
2016-01-21,1.24017439472576,1.5668320478807698,1.5842031676561064,1.5817578234022553,1.5248187387687118
2016-01-22,1.2522618644599293,1.5568309922559989,1.5740912325434078,1.5716614968699005,1.5150858532021028
2016-01-25,1.257096852353597,1.5594979404226044,1.5767877485734607,1.5743538506118617,1.5176812893531986
2016-01-26,1.1861836965798043,1.58616742208866,1.6037529088739901,1.6012773880314746,1.5436356508641553
2016-01-27,1.1732903955300238,1.5835004739220544,1.6010563928439372,1.5985850342895134,1.5410402147130597
2016-01-28,1.1479067090882686,1.574166155338935,1.591618586738752,1.589161796192649,1.531956188184225
2016-01-29,1.1805428773705255,1.5754996294222374,1.5929668447537781,1.5905079730636293,1.5332539062597725
2016-02-01,1.167649576320745,1.5888343702552654,1.606449424904043,1.603969741773436,1.5462310870152511
2016-02-02,1.1926303471046946,1.5928347925051736,1.6104941989491222,1.6080082723863776,1.5501242412418945
2016-02-03,1.1869895278954157,1.599502162921688,1.6172354890242548,1.614739156741281,1.556612831619634
2016-02-04,1.2027032385498357,1.6141703778380183,1.6320663271895457,1.6295471023220678,1.5708877304506599
2016-02-05,1.1886011905266383,1.6341724890875604,1.652290197414943,1.6497397553867776,1.5903535015838777
2016-02-15,1.184169118290776,1.698179245086094,1.7170065821362137,1.7143562451938483,1.652643969210174
2016-02-16,1.217611117888644,1.6748434486282953,1.6934120668732504,1.6907981499516869,1.6299339028880866
2016-02-17,1.2301015032806188,1.6888449265029744,1.7075687760310283,1.7049330070969835,1.6435599426813388
2016-02-18,1.228489840649396,1.6915118746695799,1.7102652920610812,1.7076253608389447,1.6461553788324343
2016-02-19,1.2252665153869509,1.7161811452106814,1.7352080653390711,1.7325296329520865,1.6701631632300695
2016-02-22,1.2506502018287062,1.7035131414193052,1.7223996141963198,1.7197409526777707,1.6578348415123654
2016-02-23,1.2409802260413711,1.7048466155026079,1.7237478722113462,1.7210871295487513,1.6591325595879132
2016-02-24,1.2502472861709009,1.7181813563356356,1.7372304523616109,1.7345488982585577,1.6721097403433915
2016-02-25,1.170469985925384,1.742850626876737,1.7621732256396005,1.7594531703716996,1.6961175247410265
2016-02-26,1.181751624343942,1.7415171527934343,1.7608249676245742,1.7581069935007192,1.694819806665479
2016-02-29,1.153950443955353,1.7248487267521495,1.7439717424367431,1.7412797826134612,1.678598330721131
2016-03-01,1.175707889476858,1.7508514713765537,1.7702627737297594,1.7675302315975836,1.7039038331943137
2016-03-02,1.228489840649397,1.7300096048230522,1.7491898380193995,1.746489823648374,1.68362082410302
2016-03-03,1.2256694310447573,1.7417430032989232,1.761053322084579,1.7583349954773568,1.695039601175934
2016-03-04,1.240577310383566,1.759845949301877,1.779356971439069,1.7766103916856044,1.712657131612306
2016-03-07,1.2502472861709015,1.7587838016146333,1.778283047955741,1.7755381258890381,1.7116234645392847
2016-03-08,1.2458152139350394,1.7656888040822787,1.7852646046559073,1.782508905998229,1.7183433150606924
2016-03-09,1.2272810936759797,1.7508310170005945,1.770242092580666,1.767509582371497,1.703883927285576
2016-03-10,1.2107615517059485,1.74075471196901,1.7600540737876524,1.757337289600071,1.694077810062935
2016-03-11,1.2083440577591147,1.735715444310145,1.7549589368847285,1.752250017448337,1.6891736662101835
2016-03-14,1.2345335755164812,1.7200236469629397,1.7390931680569313,1.7364087387032694,1.6739026314669623
2016-03-15,1.2305044189384249,1.7128670237691825,1.731857200967411,1.7291839409075016,1.666937907221688
2016-03-16,1.2385627320945376,1.7229897215768386,1.742092126882926,1.7394030683965351,1.676789173236373
2016-03-17,1.2587085149848196,1.736821518647004,1.7560772740227042,1.753366628343524,1.6902500820759396
2016-03-18,1.2764368039282679,1.7352583792802216,1.7560772740227042,1.753366628343524,1.6887288570020713
2016-03-21,1.3046408999746626,1.7733345382306,1.7325069324138693,1.7298326694415231,1.7257840351536808
2016-03-22,1.2957767555029385,1.7635768443451993,1.7181933248765673,1.715541156101896,1.7162879857821145
2016-03-23,1.2981942494497725,1.7489086657399409,1.7039026141267275,1.701272504206709,1.7020131222885089
2016-03-24,1.2780484665594904,1.7293100005363182,1.6848082968944902,1.682207660579801,1.682939979128233
2016-03-25,1.2832863701109638,1.737499313877453,1.6927868681505018,1.6901739162731544,1.6909097027862987
2016-03-28,1.2711989003767945,1.7331368205040456,1.6885366382736233,1.685930246965917,1.686664186074713
2016-03-29,1.260723093273848,1.7364107507434867,1.6917263178736681,1.6891150030404691,1.6898503285749722
2016-03-30,1.2953738398451327,1.748954903791653,1.7039476622980398,1.7013174828425672,1.7020581205049992
2016-03-31,1.2929563458982989,1.735414345210514,1.6907555536333043,1.6881457372523276,1.688880640834576
2016-04-01,1.2969855024763552,1.7408223051519613,1.6960243462591482,1.6934063970754885,1.6941435907904332
2016-04-05,1.3094758878683304,1.757586980970449,1.7123576033992647,1.7097144425272874,1.7104587356535907
