date,hs300_benchmark_nav,baseline_nav,own_vol_pct_penalty_nav,own_vol_pct_divisor_nav,own_vol_pct_cap_nav
2012-08-20,0.8970814132104444,1.0,1.0,1.0,1.0
2012-08-21,0.9005376344086012,1.0,1.0,1.0,1.0
2012-08-22,0.8940092165898608,1.0,1.0,1.0,1.0
2012-08-23,0.8982334869431634,1.0,1.0,1.0,1.0
2012-08-24,0.8894009216589852,1.0,1.0,1.0,1.0
2012-08-27,0.8709677419354829,1.0,1.0,1.0,1.0
2012-08-28,0.8709677419354829,1.0,1.0,1.0,1.0
2012-08-29,0.8652073732718885,1.0,1.0,1.0,1.0
2012-08-30,0.8613671274961587,1.0,1.0,1.0,1.0
2012-08-31,0.8613671274961587,1.0,1.0,1.0,1.0
2012-09-03,0.8667434715821803,1.0,1.0,1.0,1.0
2012-09-04,0.857526881720429,1.0,1.0,1.0,1.0
2012-09-05,0.8571428571428563,1.0,1.0,1.0,1.0
2012-09-06,0.8655913978494612,1.0,1.0,1.0,1.0
2012-09-07,0.9051459293394766,1.0,1.0,1.0,1.0
2012-09-10,0.9082181259600604,1.0,1.0,1.0,1.0
2012-09-11,0.9013056835637469,1.0,1.0,1.0,1.0
2012-09-12,0.9059139784946224,1.0,1.0,1.0,1.0
2012-09-13,0.8970814132104441,1.0,1.0,1.0,1.0
2012-09-14,0.9032258064516115,1.0,1.0,1.0,1.0
2012-09-17,0.8821044546850986,1.0,1.0,1.0,1.0
2012-09-18,0.8713517665130556,1.0,1.0,1.0,1.0
2012-09-19,0.8748079877112122,1.0,1.0,1.0,1.0
2012-09-20,0.8559907834101369,1.0,1.0,1.0,1.0
2012-09-21,0.855606758832564,1.0,1.0,1.0,1.0
2012-09-24,0.8632872503840232,1.0,1.0,1.0,1.0
2012-09-25,0.8621351766513042,1.0,1.0,1.0,1.0
2012-09-26,0.8529185867895531,1.0,1.0,1.0,1.0
2012-09-27,0.8774961597542228,1.0,1.0,1.0,1.0
2012-09-28,0.8978494623655899,1.0,1.0,1.0,1.0
2012-10-08,0.8844086021505362,1.0,1.0,1.0,1.0
2012-10-09,0.9047619047619032,1.0,1.0,1.0,1.0
2012-10-10,0.9047619047619032,1.0,1.0,1.0,1.0
2012-10-11,0.8986175115207359,1.0,1.0,1.0,1.0
2012-10-12,0.89784946236559,1.0,1.0,1.0,1.0
2012-10-15,0.8947772657450062,1.0,1.0,1.0,1.0
2012-10-16,0.8951612903225793,1.0,1.0,1.0,1.0
2012-10-17,0.898617511520736,1.0,1.0,1.0,1.0
2012-10-18,0.9097542242703521,0.9995,0.9995,0.9995,0.9995
2012-10-19,0.9097542242703521,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001
2012-10-22,0.9132104454685087,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001
2012-10-23,0.9028417818740386,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001
2012-10-24,0.9013056835637467,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001
2012-10-25,0.8940092165898603,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001
2012-10-26,0.874039938556066,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001
2012-10-29,0.8698156682027637,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001
2012-10-30,0.8717357910906285,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001
2012-10-31,0.877880184331796,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001
2012-11-01,0.8963133640552984,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001
2012-11-02,0.8982334869431632,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001
2012-11-05,0.8959293394777255,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001
2012-11-06,0.8924731182795687,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001
2012-11-07,0.8917050691244228,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001
2012-11-08,0.8755760368663582,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001
2012-11-09,0.8732718894009205,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001
2012-11-12,0.8763440860215043,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001
2012-11-13,0.8629032258064506,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001
2012-11-14,0.8652073732718882,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001
2012-11-15,0.8548387096774182,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001
2012-11-16,0.8467741935483859,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001
2012-11-19,0.8467741935483859,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001
2012-11-20,0.8444700460829482,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001
2012-11-21,0.8548387096774182,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001
2012-11-22,0.8498463901689699,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001
2012-11-23,0.8544546850998456,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001
2012-11-26,0.8490783410138241,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001
2012-11-27,0.8398617511520728,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001
2012-11-28,0.8306451612903217,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001
2012-11-29,0.827572964669738,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001
2012-11-30,0.8314132104454677,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001
2012-12-03,0.8237327188940085,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001
2012-12-04,0.8302611367127488,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001
2012-12-05,0.8594470046082944,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001
2012-12-06,0.8582949308755755,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001
2012-12-07,0.8755760368663588,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001
2012-12-10,0.8836405529953911,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001
2012-12-11,0.8809523809523804,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001
2012-12-12,0.8828725038402454,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001
2012-12-13,0.8759600614439321,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001
2012-12-14,0.9201228878648231,0.9985007498750001,0.9985007498750001,0.9985007498750001,0.9985740443341954
2012-12-17,0.922811059907834,1.0014179056551025,1.0014179056551025,1.0014179056551025,1.0010572656113481
2012-12-18,0.9086021505376343,0.985998653674562,0.985998653674562,0.985998653674562,0.9877055367292439
2012-12-19,0.9109062980030718,0.9884990729146492,0.9884990729146492,0.9884990729146492,0.9898014657417437
2012-12-20,0.9170506912442393,0.9951668575548831,0.9951668575548831,0.9951668575548831,0.9954786544697132
2012-12-21,0.9132104454685098,0.9909994921547371,0.9909994921547371,0.9909994921547371,0.9918805518920715
2012-12-24,0.9139784946236558,0.9918329652347664,0.9918329652347664,0.9918329652347664,0.9925880332581346
2012-12-25,0.9393241167434717,1.019337576875731,1.019337576875731,1.019337576875731,1.0169545991701467
2012-12-26,0.9420122887864824,1.022254732655833,1.022254732655833,1.022254732655833,1.019358160753174
2012-12-27,0.9400921658986177,1.0201710499557601,1.0201710499557601,1.0201710499557601,1.0174838612194919
2012-12-28,0.9539170506912443,1.035173565396286,1.035173565396286,1.035173565396286,1.0312290070466357
2012-12-31,0.969278033794163,1.0518430269968704,1.0518430269968704,1.0518430269968704,1.0460394397495676
2013-01-04,0.9715821812596007,1.0543434462369579,1.0543434462369579,1.0543434462369579,1.0484663790677835
2013-01-07,0.9731182795698926,1.0560103923970163,1.0560103923970163,1.0560103923970163,1.0500689213233514
2013-01-08,0.9688940092165901,1.0514262904568559,1.0514262904568559,1.0514262904568559,1.0455106110887198
2013-01-09,0.9681259600614442,1.0505928173768266,1.0505928173768266,1.0505928173768266,1.0446818274096958
2013-01-10,0.9704301075268821,1.0530932366169143,1.0530932366169143,1.0530932366169143,1.0471681784467677
2013-01-11,0.9558371735791096,1.0372572480963593,1.0372572480963593,1.0372572480963593,1.0314212885453127
2013-01-14,0.9896313364055304,1.0739300636176448,1.0739300636176448,1.0739300636176448,1.0678035266089223
2013-01-15,0.9953917050691249,1.080181111717864,1.080181111717864,1.080181111717864,1.073002667826205
2013-01-16,0.9880952380952385,1.0722631174575863,1.0722631174575863,1.0722631174575863,1.0658075950039925
2013-01-17,0.981950844854071,1.0655953328173526,1.0655953328173526,1.0655953328173526,1.0591799535270925
2013-01-18,0.996543778801844,1.081431321337908,1.081431321337908,1.081431321337908,1.0749206020347304
2013-01-21,1.0000000000000004,1.0851819501980393,1.0851819501980393,1.0851819501980393,1.0786486503654864
2013-01-22,0.9984639016897086,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0769917399962614
2013-01-23,1.0003840245775735,1.0855986867380538,1.0855986867380538,1.0855986867380538,1.0790628779577927
2013-01-24,0.9938556067588331,1.0785141655578054,1.0785141655578054,1.0785141655578054,1.0720210088885864
2013-01-25,0.9892473118279576,1.07351332707763,1.07351332707763,1.07351332707763,1.0670502777809114
2013-01-28,1.0161290322580652,1.1026848848786526,1.1026848848786526,1.1026848848786526,1.0960462092423493
2013-01-29,1.0238095238095244,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1043307610884743
2013-01-30,1.029569892473119,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1105441749730682
2013-01-31,1.03225806451613,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1134437681192122
2013-02-01,1.052227342549924,1.141858119640026,1.141858119640026,1.141858119640026,1.1349836029191376
2013-02-04,1.0541474654377887,1.143941802340099,1.143941802340099,1.143941802340099,1.1370547408806686
2013-02-05,1.061827956989248,1.152276533140391,1.152276533140391,1.152276533140391,1.1453392927267936
2013-02-06,1.0649001536098317,1.155610425460508,1.155610425460508,1.155610425460508,1.1486531134652438
2013-02-07,1.059907834101383,1.150192850440318,1.150192850440318,1.150192850440318,1.1432681547652623
2013-02-08,1.0633640552995398,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1469962030960186
2013-02-18,1.0476190476190483,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1300128718114621
2013-02-19,1.030721966205838,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1117868577499872
2013-02-20,1.0353302611367137,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1167575888576622
2013-02-21,0.998463901689709,1.083119521061507,1.083119521061507,1.083119521061507,1.0765986380111632
2013-02-22,0.9953917050691252,1.0822196986901635,1.0822196986901635,1.0822196986901635,1.0757042329888156
2013-02-25,0.996927803379417,1.0826706235646177,1.0826706235646177,1.0826706235646177,1.0761524430858944
2013-02-26,0.9823348694316442,1.0782460728183054,1.0782460728183054,1.0782460728183054,1.071754530192013
2013-02-27,0.9915514592933954,1.078100509598475,1.078100509598475,1.078100509598475,1.071609843330437
2013-02-28,1.0249615975422437,1.087908635458455,1.087908635458455,1.087908635458455,1.0813589197130211
2013-03-01,1.0238095238095248,1.0875784721033703,1.0875784721033703,1.0875784721033703,1.0810307440948241
2013-03-04,0.9754224270353312,1.0737002201825314,1.0737002201825314,1.0737002201825314,1.0672360457024364
2013-03-05,1.0034562211981577,1.082031964804499,1.082031964804499,1.082031964804499,1.0755176293484185
2013-03-06,1.0142089093702007,1.0851625280092145,1.0851625280092145,1.0851625280092145,1.0786293451072682
2013-03-07,1.0019201228878658,1.0816124317418918,1.0816124317418918,1.0816124317418918,1.0751006220698858
2013-03-08,1.000384024577574,1.081164696430937,1.081164696430937,1.081164696430937,1.0746555823336514
2013-03-11,0.9934715821812606,1.0791476290894189,1.0791476290894189,1.0791476290894189,1.0726506586752478
2013-03-12,0.9792626728110608,1.0749803755855134,1.0749803755855134,1.0749803755855134,1.0685084939747584
2013-03-13,0.9685099846390176,1.0716486828369838,1.0716486828369838,1.0716486828369838,1.0651968595654522
2013-03-14,0.9704301075268826,1.0716486828369838,1.0716486828369838,1.0716486828369838,1.0651968595654522
2013-03-15,0.9711981566820285,1.0716486828369838,1.0716486828369838,1.0716486828369838,1.0651968595654522
2013-03-18,0.9608294930875583,1.0716486828369838,1.0716486828369838,1.0716486828369838,1.0651968595654522
2013-03-19,0.9692780337941638,1.0716486828369838,1.0716486828369838,1.0716486828369838,1.0651968595654522
2013-03-20,0.9988479262672821,1.0715040102648008,1.0715040102648008,1.0715040102648008,1.0650530579894109
2013-03-21,1.001536098310293,1.072282611794751,1.072282611794751,1.072282611794751,1.0658269719761853
2013-03-22,1.0042242703533037,1.0730596877672556,1.0730596877672556,1.0730596877672556,1.066599369590079
2013-03-25,1.0026881720430119,1.0726165120644684,1.0726165120644684,1.0726165120644684,1.0661588620110514
2013-03-26,0.9861751152073743,1.067847045306495,1.067847045306495,1.067847045306495,1.0614181096602477
2013-03-27,0.988479262672812,1.0685206871341415,1.0685206871341415,1.0685206871341415,1.062087695850921
2013-03-28,0.957757296466975,1.0595540799693794,1.0595540799693794,1.0595540799693794,1.0531750718297945
2013-03-29,0.9550691244239641,1.0586081986024574,1.0586081986024574,1.0586081986024574,1.052234885108434
2013-04-01,0.9535330261136722,1.0586081986024574,1.0586081986024574,1.0586081986024574,1.052234885108434
2013-04-02,0.955069124423964,1.0586081986024574,1.0586081986024574,1.0586081986024574,1.052234885108434
2013-04-03,0.9531490015360993,1.0586081986024574,1.0586081986024574,1.0586081986024574,1.052234885108434
2013-04-08,0.9485407066052237,1.0586081986024574,1.0586081986024574,1.0586081986024574,1.052234885108434
2013-04-09,0.954301075268818,1.0586081986024574,1.0586081986024574,1.0586081986024574,1.052234885108434
2013-04-10,0.954301075268818,1.0586081986024574,1.0586081986024574,1.0586081986024574,1.052234885108434
2013-04-11,0.9500768049155155,1.0586081986024574,1.0586081986024574,1.0586081986024574,1.052234885108434
2013-04-12,0.9470046082949319,1.0586081986024574,1.0586081986024574,1.0586081986024574,1.052234885108434
2013-04-15,0.9374039938556077,1.0586081986024574,1.0586081986024574,1.0586081986024574,1.052234885108434
2013-04-16,0.9431643625192023,1.0586081986024574,1.0586081986024574,1.0586081986024574,1.052234885108434
2013-04-17,0.9454685099846403,1.0586081986024574,1.0586081986024574,1.0586081986024574,1.052234885108434
2013-04-18,0.9473886328725051,1.0586081986024574,1.0586081986024574,1.0586081986024574,1.052234885108434
2013-04-19,0.9742703533026127,1.0586081986024574,1.0586081986024574,1.0586081986024574,1.052234885108434
2013-04-22,0.9711981566820289,1.0586081986024574,1.0586081986024574,1.0586081986024574,1.052234885108434
2013-04-23,0.9416282642089107,1.0586081986024574,1.0586081986024574,1.0586081986024574,1.052234885108434
2013-04-24,0.9577572964669752,1.0586081986024574,1.0586081986024574,1.0586081986024574,1.052234885108434
2013-04-25,0.947772657450078,1.0586081986024574,1.0586081986024574,1.0586081986024574,1.052234885108434
2013-04-26,0.9389400921658998,1.0586081986024574,1.0586081986024574,1.0586081986024574,1.052234885108434
2013-05-02,0.9397081413210457,1.0586081986024574,1.0586081986024574,1.0586081986024574,1.052234885108434
2013-05-03,0.9566052227342563,1.0586081986024574,1.0586081986024574,1.0586081986024574,1.052234885108434
2013-05-06,0.9677419354838726,1.0586081986024574,1.0586081986024574,1.0586081986024574,1.052234885108434
2013-05-07,0.9700460829493104,1.0586081986024574,1.0586081986024574,1.0586081986024574,1.052234885108434
2013-05-08,0.9761904761904779,1.0586081986024574,1.0586081986024574,1.0586081986024574,1.052234885108434
2013-05-09,0.9711981566820294,1.0586081986024574,1.0586081986024574,1.0586081986024574,1.052234885108434
2013-05-10,0.9750384024577592,1.0586081986024574,1.0586081986024574,1.0586081986024574,1.052234885108434
2013-05-13,0.9711981566820295,1.0586081986024574,1.0586081986024574,1.0586081986024574,1.052234885108434
2013-05-14,0.9569892473118298,1.0586081986024574,1.0586081986024574,1.0586081986024574,1.052234885108434
2013-05-15,0.9615975422427054,1.0586081986024574,1.0586081986024574,1.0586081986024574,1.052234885108434
2013-05-16,0.9811827956989266,1.0586081986024574,1.0586081986024574,1.0586081986024574,1.052234885108434
2013-05-17,0.9980798771121372,1.0586081986024574,1.0586081986024574,1.0586081986024574,1.052234885108434
2013-05-20,1.0038402457757316,1.0580788945031563,1.0580788945031563,1.0580788945031563,1.0517087676658798
2013-05-21,1.0038402457757316,1.0580788945031563,1.0580788945031563,1.0580788945031563,1.0517087676658798
2013-05-22,1.0049923195084505,1.0592932161112318,1.0592932161112318,1.0592932161112318,1.0529157784933465
2013-05-23,0.9942396313364075,1.0479595477691934,1.0479595477691934,1.0479595477691934,1.0416503441036584
2013-05-24,0.9996159754224292,1.0536263819402127,1.0536263819402127,1.0536263819402127,1.0472830612985027
2013-05-27,0.9973118279569911,1.0511977387240614,1.0511977387240614,1.0511977387240614,1.0448690396435691
2013-05-28,1.0180491551459314,1.0730555276694214,1.0730555276694214,1.0730555276694214,1.0665952345379677
2013-05-29,1.0145929339477748,1.0688778565637724,1.0688778565637724,1.0688778565637724,1.0624427149545403
2013-05-30,1.011904761904764,1.0688778565637724,1.0688778565637724,1.0688778565637724,1.0624427149545403
2013-05-31,1.0003840245775752,1.0683434176354907,1.0683434176354907,1.0683434176354907,1.061911493597063
2013-06-03,1.0023041474654402,1.0698587838267242,1.0698587838267242,1.0698587838267242,1.0634177365793438
2013-06-04,0.9877112135176678,1.0698587838267242,1.0698587838267242,1.0698587838267242,1.0634177365793438
2013-06-05,0.9850230414746568,1.0698587838267242,1.0698587838267242,1.0698587838267242,1.0634177365793438
2013-06-06,0.9754224270353328,1.0698587838267242,1.0698587838267242,1.0698587838267242,1.0634177365793438
2013-06-07,0.9577572964669766,1.0698587838267242,1.0698587838267242,1.0698587838267242,1.0634177365793438
2013-06-13,0.928187403993858,1.0698587838267242,1.0698587838267242,1.0698587838267242,1.0634177365793438
2013-06-14,0.9347158218125985,1.0698587838267242,1.0698587838267242,1.0698587838267242,1.0634177365793438
2013-06-17,0.928955453149004,1.0698587838267242,1.0698587838267242,1.0698587838267242,1.0634177365793438
2013-06-18,0.9350998463901714,1.0698587838267242,1.0698587838267242,1.0698587838267242,1.0634177365793438
2013-06-19,0.9297235023041498,1.0698587838267242,1.0698587838267242,1.0698587838267242,1.0634177365793438
2013-06-20,0.9005376344086045,1.0698587838267242,1.0698587838267242,1.0698587838267242,1.0634177365793438
2013-06-21,0.8963133640553017,1.0698587838267242,1.0698587838267242,1.0698587838267242,1.0634177365793438
2013-06-24,0.8413978494623674,1.0698587838267242,1.0698587838267242,1.0698587838267242,1.0634177365793438
2013-06-25,0.8417818740399405,1.0698587838267242,1.0698587838267242,1.0698587838267242,1.0634177365793438
2013-06-26,0.8398617511520756,1.0698587838267242,1.0698587838267242,1.0698587838267242,1.0634177365793438
2013-06-27,0.8402457757296486,1.0698587838267242,1.0698587838267242,1.0698587838267242,1.0634177365793438
2013-06-28,0.8556067588325672,1.0698587838267242,1.0698587838267242,1.0698587838267242,1.0634177365793438
2013-07-01,0.8590629800307237,1.0698587838267242,1.0698587838267242,1.0698587838267242,1.0634177365793438
2013-07-02,0.8617511520737344,1.0698587838267242,1.0698587838267242,1.0698587838267242,1.0634177365793438
2013-07-03,0.8598310291858694,1.0698587838267242,1.0698587838267242,1.0698587838267242,1.0634177365793438
2013-07-04,0.865975422427037,1.0698587838267242,1.0698587838267242,1.0698587838267242,1.0634177365793438
2013-07-05,0.8690476190476207,1.0698587838267242,1.0698587838267242,1.0698587838267242,1.0634177365793438
2013-07-08,0.8456221198156697,1.0698587838267242,1.0698587838267242,1.0698587838267242,1.0634177365793438
2013-07-09,0.8437019969278049,1.0698587838267242,1.0698587838267242,1.0698587838267242,1.0634177365793438
2013-07-10,0.8671274961597557,1.0698587838267242,1.0698587838267242,1.0698587838267242,1.0634177365793438
2013-07-11,0.9105222734255008,1.0698587838267242,1.0698587838267242,1.0698587838267242,1.0634177365793438
2013-07-12,0.8878648233486959,1.0698587838267242,1.0698587838267242,1.0698587838267242,1.0634177365793438
2013-07-15,0.9005376344086036,1.0698587838267242,1.0698587838267242,1.0698587838267242,1.0634177365793438
2013-07-16,0.905913978494625,1.0698587838267242,1.0698587838267242,1.0698587838267242,1.0634177365793438
2013-07-17,0.8924731182795711,1.0698587838267242,1.0698587838267242,1.0698587838267242,1.0634177365793438
2013-07-18,0.8786482334869443,1.0698587838267242,1.0698587838267242,1.0698587838267242,1.0634177365793438
2013-07-19,0.8544546850998477,1.0698587838267242,1.0698587838267242,1.0698587838267242,1.0634177365793438
2013-07-22,0.8598310291858692,1.0698587838267242,1.0698587838267242,1.0698587838267242,1.0634177365793438
2013-07-23,0.8867127496159771,1.0698587838267242,1.0698587838267242,1.0698587838267242,1.0634177365793438
2013-07-24,0.8801843317972367,1.0698587838267242,1.0698587838267242,1.0698587838267242,1.0634177365793438
2013-07-25,0.8778801843317989,1.0698587838267242,1.0698587838267242,1.0698587838267242,1.0634177365793438
2013-07-26,0.8698156682027668,1.0698587838267242,1.0698587838267242,1.0698587838267242,1.0634177365793438
2013-07-29,0.8529185867895563,1.0698587838267242,1.0698587838267242,1.0698587838267242,1.0634177365793438
2013-07-30,0.8579109062980048,1.0698587838267242,1.0698587838267242,1.0698587838267242,1.0634177365793438
2013-07-31,0.8598310291858693,1.0698587838267242,1.0698587838267242,1.0698587838267242,1.0634177365793438
2013-08-01,0.8824884792626745,1.069323854434811,1.069323854434811,1.069323854434811,1.06298438411343
2013-08-02,0.8809523809523826,1.0669288109714619,1.0669288109714619,1.0669288109714619,1.0610438127763613
2013-08-05,0.8936251920122904,1.0669288109714619,1.0669288109714619,1.0669288109714619,1.0610438127763613
2013-08-06,0.8993855606758848,1.0669288109714619,1.0669288109714619,1.0669288109714619,1.0610438127763613
2013-08-07,0.8932411674347174,1.0669288109714619,1.0669288109714619,1.0669288109714619,1.0610438127763613
2013-08-08,0.8936251920122903,1.0669288109714619,1.0669288109714619,1.0669288109714619,1.0610438127763613
2013-08-09,0.8974654377880201,1.0669288109714619,1.0669288109714619,1.0669288109714619,1.0610438127763613
2013-08-12,0.9243471582181277,1.0663953465659761,1.0663953465659761,1.0663953465659761,1.0605132908699733
2013-08-13,0.9243471582181277,1.0663953465659761,1.0663953465659761,1.0663953465659761,1.0605132908699733
2013-08-14,0.9224270353302629,1.0641801505822495,1.0641801505822495,1.0641801505822495,1.0583103135312322
2013-08-15,0.9116743471582199,1.0512491655468439,1.0512491655468439,1.0512491655468439,1.0454506536140649
2013-08-16,0.9051459293394796,1.0512491655468439,1.0512491655468439,1.0512491655468439,1.0454506536140649
2013-08-19,0.9128264208909388,1.0512491655468439,1.0512491655468439,1.0512491655468439,1.0454506536140649
2013-08-20,0.9062980030721984,1.0512491655468439,1.0512491655468439,1.0512491655468439,1.0454506536140649
2013-08-21,0.9062980030721984,1.0512491655468439,1.0512491655468439,1.0512491655468439,1.0454506536140649
2013-08-22,0.9032258064516145,1.0512491655468439,1.0512491655468439,1.0512491655468439,1.0454506536140649
2013-08-23,0.8974654377880201,1.0507235409640705,1.0507235409640705,1.0507235409640705,1.044927928287258
2013-08-26,0.9174347158218141,1.0741029265567668,1.0741029265567668,1.0741029265567668,1.0681783571580055
2013-08-27,0.9174347158218141,1.0735658750934884,1.0735658750934884,1.0735658750934884,1.0676442679794265
2013-08-28,0.9132104454685116,1.0735658750934884,1.0735658750934884,1.0735658750934884,1.0676442679794265
2013-08-29,0.9105222734255006,1.0735658750934884,1.0735658750934884,1.0735658750934884,1.0676442679794265
