total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,max_drawdown_integral,max_drawdown_episode_integral,full_history_drawdown_integral,worst_drawdown_episode_integral,latest_holding_code,latest_holding_theme,latest_holding_name,latest_portfolio,variant,close_gap,risk_cap_when_close,close_days
21.039073405771987,0.24686828638146086,0.19423315996620266,1.2709893945215993,-0.18982759788871384,1161,1918,0.8040019820809224,0.15379310344827601,1.0,182.04450346783904,29.071586796612948,182.04450346783904,29.071586796612948,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,top2_close_riskcap_80,0.005,0.8,53
