start_date,end_date,total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,variant,risk_codes,defensive_codes,return_diff,annualized_diff,sharpe_diff,mdd_diff,trade_diff
2023-04-04,2026-05-25,23.744701054871864,1.778047385423593,0.2696642651399617,6.593559530406251,-0.18693136127693932,182,310,0.8925531914893617,0.18944323933478002,1.0,base_pool,"510300,159949,159941,513650,513880","511580,518880,512890",0.0,0.0,0.0,0.0,0
2023-04-04,2026-05-25,3.3916160933174124,0.6019056115348189,0.27760335638572076,2.1682216647931694,-0.2130890804579082,185,311,0.8922872340425532,0.18944323933478002,1.0,china_internet_risk,"510300,159949,159941,513650,513880,513050","511580,518880,512890",-20.35308496155445,-1.176141773888774,-4.425337865613082,-0.026157719180968875,3
