date,hs300_benchmark,k_20_nav,k_21_nav,k_22_nav,k_23_nav,k_24_nav,k_25_nav,k_26_nav,k_27_nav,k_28_nav,k_29_nav,k_30_nav
2016-03-16,1.2385627320945376,1.3514816761271304,1.344030327813865,1.6437079924797964,1.363497127078035,1.505113816707559,1.6211752300535227,1.542515403878145,2.0074587158679935,1.8592860382253045,1.7209459589007237,1.6416743636378002
2016-03-17,1.2587085149848196,1.3623310851828792,1.354819919021325,1.666440124290687,1.3732059949384636,1.515831075197597,1.6341896819196415,1.5534989827442203,2.0401109396134065,1.8725252025046997,1.7489379230988487,1.6683769394939778
2016-03-18,1.2764368039282679,1.3623310851828792,1.354819919021325,1.6596991728959956,1.367651210982023,1.5371808086510843,1.632718911205914,1.575379250106815,2.0688448965093698,1.8988987969061744,1.7735708515931987,1.691875206247414
2016-03-21,1.3046408999746626,1.3452563967633155,1.336635315882173,1.637422433112531,1.3492943842515346,1.571146293690723,1.6687954022994789,1.6101887663654881,2.114558009752948,1.9408567879994294,1.8127596014705736,1.7292588124460626
2016-03-22,1.2957767555029385,1.3540298080465547,1.3263589927791164,1.626297265253212,1.3401268498310486,1.5604714269639794,1.6574570765272156,1.5992486326841908,2.1001910313049663,1.927669990798692,1.8004431372233987,1.7175096790693445
2016-03-23,1.2981942494497725,1.3427679505749315,1.315327281479914,1.6278650036803695,1.3426270864911811,1.5633827542530914,1.6605493471923785,1.602232305506363,2.104109298154416,1.931266390035257,1.8038021729271738,1.7207139881720859
2016-03-24,1.2780484665594904,1.3265256413527684,1.3005874271193607,1.609622781071033,1.3206021683871856,1.5377364839863328,1.6333091226002048,1.575948733792807,2.069592763042035,1.9012963963972176,1.775810208729049,1.6940114123159085
2016-03-25,1.2832863701109638,1.3319622218501157,1.3055704117661369,1.6172453041068864,1.3268560065958068,1.5450185825687464,1.6410438145777906,1.583411790148574,2.079393518036709,1.9090885947431078,1.7830881194205614,1.7009540820385145
2016-03-28,1.2711989003767945,1.319416266856237,1.2932730452502863,1.611732876854833,1.323524551734209,1.541139367610551,1.6369235005670815,1.5794361779645996,2.074172600612058,1.8894046026215798,1.7647032772548747,1.6849325365248078
2016-03-29,1.260723093273848,1.3085431058615424,1.282615327603216,1.5984507675685493,1.3248312939321232,1.5440506108079264,1.6400156819140796,1.5824197646053828,2.0780907542849976,1.8929737258378663,1.7680368371646835,1.669543254602224
2016-03-30,1.2953738398451327,1.3445081768439942,1.3178677782819872,1.6423838982847188,1.3612440428225552,1.5538054339510734,1.651863459121468,1.5938514582326848,2.093103266997539,1.9049329348047992,1.7792067344053484,1.6800909005566251
2016-03-31,1.2929563458982989,1.3419989858452186,1.3154083049788172,1.6393187961417304,1.3587036184813623,1.5509056415393452,1.6390745908162956,1.582936366534282,2.0787691745854158,1.8996666099469957,1.7758862863784646,1.676955427647344
2016-04-01,1.2969855024763552,1.3449694079694192,1.3195074271507674,1.644427299713378,1.3629376590500173,1.5557386288922257,1.6441823333866175,1.5894565236728062,2.0892119710668497,1.909209676119414,1.77981708809349,1.6821812158294795
2016-04-05,1.3094758878683304,1.3399336410753058,1.3322147058838132,1.660263660785486,1.3760631848128477,1.5707208896861555,1.6600163353546156,1.6047634985823613,2.079516397870576,1.9020613091573442,1.771557348491875,1.6968526161508257
2016-04-06,1.3070583939214966,1.3407737248628138,1.3285584528713206,1.6571985586424975,1.373522760471655,1.5678210972744275,1.6569516898124226,1.6018008582772865,2.0756772906745073,1.9015408956430393,1.7666953229763034,1.6963883487641873
