total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,start_date,end_date,pool,risk_codes,defensive_codes,return_diff,annualized_diff,sharpe_diff,mdd_diff,trade_diff
23.744701054871864,1.778047385423593,0.2696642651399617,6.593559530406251,-0.18693136127693932,182,310,0.8925531914893617,0.18944323933478002,1.0,2023-04-04,2026-05-25,base_pool,"510300,159949,159941,513650,513880","511580,518880,512890",0.0,0.0,0.0,0.0,0
2.58234321838592,0.5013041055785643,0.2795135018568841,1.7934879791075027,-0.1661116661073193,169,289,0.9053191489361702,0.18944323933478002,1.0,2023-04-04,2026-05-25,plus_soymeal,"510300,159949,159941,513650,513880,159985","511580,518880,512890",-21.162357836485945,-1.2767432798450287,-4.800071551298749,0.02081969516962001,-13
