date,legacy_nav,risk_weighted_nav,portfolio_weighted_nav,hs300_benchmark
2018-09-18,1.8676579277901049,1.8635674161688784,1.8635674161688784,1.3800296032247907
2018-09-19,1.868787274987559,1.8646942898899177,1.8646942898899177,1.398650692323776
2018-09-20,1.87048103988936,1.8663843451375517,1.8663843451375517,1.3978230883638212
2018-09-21,1.872181321971708,1.8697636906134705,1.8697636906134705,1.4416860982414308
2018-09-25,1.851705494098418,1.8493143040912248,1.8493143040912248,1.4272030289422202
2018-09-26,1.8539423599274536,1.8498818879022905,1.8498818879022905,1.4429275041813632
2018-09-27,1.847792833818384,1.8437458303773977,1.8437458303773977,1.4367204744817015
2018-09-28,1.8371620801945991,1.8331383600436595,1.8331383600436595,1.4516173457608896
2018-10-08,1.8556527698313272,1.8515885516964052,1.8515885516964052,1.3825124151046557
2018-10-09,1.8534170436026147,1.849357722116048,1.849357722116048,1.3854090289644978
2018-10-10,1.8532317018982545,1.849357722116048,1.849357722116048,1.384581425004543
2018-10-11,1.8623161710252067,1.858237358825914,1.858237358825914,1.3134074844484218
2018-10-12,1.888171967771148,1.8840365266595198,1.8840365266595198,1.3378218012670915
2018-10-15,1.9063409060250525,1.9021656716236752,1.9021656716236752,1.3183731082081513
2018-10-16,1.9056421007075943,1.9014683968173614,1.9014683968173614,1.3096832666286247
2018-10-17,1.9000516581679312,1.895890198366852,1.895890198366852,1.3142350884083767
2018-10-18,1.9021480741203052,1.897982022785793,1.897982022785793,1.2852689498099552
2018-10-19,1.9105337379297995,1.9063493204615571,1.9063493204615571,1.3179593062281734
2018-10-22,1.9075477428083023,1.9035602212363025,1.9035602212363025,1.3874780388643848
2018-10-23,1.9151820423439048,1.911178562097109,1.911178562097109,1.3407184151269333
2018-10-24,1.915879994983243,1.9116838682366137,1.9116838682366137,1.3427874250268201
2018-10-25,1.925651331933977,1.9214338041766181,1.9214338041766181,1.3494082567064594
2018-10-26,1.9242554266553007,1.920040956185189,1.920040956185189,1.3357527913672038
2018-10-29,1.921463616097948,1.9172552602023305,1.9172552602023305,1.2956139993093911
2018-10-30,1.9172759002619189,1.9130767162280427,1.9130767162280427,1.310924672568557
2018-10-31,1.9012229895571413,1.8970589643266067,1.8970589643266067,1.3262353458277223
2018-11-01,1.90541070539317,1.901237508300894,1.901237508300894,1.335752791367204
2018-11-02,1.9061086580325084,1.9019339322966087,1.9019339322966087,1.39161605866416
2018-11-05,1.9068066106718469,1.9026303562923237,1.9026303562923237,1.3738225735251293
2018-11-06,1.9082025159505231,1.9040232042837528,1.9040232042837528,1.3651327319456028
2018-11-07,1.908900468589861,1.9047196282794672,1.9047196282794672,1.3539600784862116
2018-11-08,1.9012229895571413,1.8970589643266065,1.8970589643266065,1.3527186725462794
2018-11-09,1.897035273721112,1.8928804203523186,1.8928804203523186,1.335752791367204
2018-11-12,1.8828879133122556,1.8789519404380264,1.8789519404380264,1.3506496626463922
2018-11-13,1.877863156834921,1.8737502939001143,1.8737502939001143,1.3647189299656255
2018-11-14,1.877304476832888,1.873192837509218,1.873192837509218,1.3481668507665276
2018-11-15,1.8839881836198265,1.8815553055338123,1.8815553055338123,1.3659603359055583
2018-11-16,1.8802426802726695,1.8761246057473828,1.8761246057473828,1.3700983557053328
2018-11-19,1.872751673578356,1.8686500057244848,1.8686500057244848,1.3854090289644985
2018-11-20,1.8128236200238488,1.8088532055413011,1.8088532055413011,1.3552014844261449
2018-11-21,1.8240601300653188,1.820065105575648,1.820065105575648,1.3564428903660772
2018-11-22,1.809078116676692,1.8051159055298522,1.8051159055298522,1.35271867254628
2018-11-23,1.7326072984887977,1.730369905300873,1.730369905300873,1.3175455042481972
2018-11-26,1.7298849162732386,1.726786867431274,1.726786867431274,1.3196145141480844
2018-11-27,1.7291929623067297,1.7260961526843017,1.7260961526843017,1.318373108208152
2018-11-28,1.72309441254988,1.7193205214030434,1.7193205214030434,1.3382356032470695
2018-11-29,1.7337763262512962,1.7299790397645087,1.7299790397645087,1.324993939887791
2018-11-30,1.7327233507513893,1.730485807699995,1.730485807699995,1.3386494052270468
2018-12-03,1.7971431354541654,1.7950020661599335,1.7950020661599335,1.3734087715451526
2018-12-04,1.7826207666828184,1.7787165019596825,1.7787165019596825,1.3754777814450398
2018-12-05,1.7645168187132385,1.76241461955883,1.76241461955883,1.3692707517453782
2018-12-06,1.7086290999754803,1.7064226709062338,1.7064226709062338,1.341546019086889
2018-12-07,1.7099574325934384,1.706382952124797,1.706382952124797,1.3386494052270468
2018-12-10,1.7280687421424556,1.7242839563062309,1.7242839563062309,1.3262353458277234
2018-12-11,1.7255706304805225,1.7217913159646245,1.7217913159646245,1.3316147715674302
2018-12-12,1.717451767579239,1.7136902348544036,1.7136902348544036,1.3361665933471822
2018-12-13,1.716031091477097,1.7124439146836006,1.7124439146836006,1.3589257022459418
2018-12-14,1.7143609211292004,1.7107772356455888,1.7107772356455888,1.3353389893872274
2018-12-17,1.7149854606268793,1.7112293295642544,1.7112293295642544,1.3336837814673175
2018-12-18,1.7243535530920662,1.7205769041977081,1.7205769041977081,1.3171317022682196
2018-12-19,1.7299744085711783,1.7261854489777804,1.7261854489777804,1.3034762369289639
2018-12-20,1.7299744085711783,1.7261854489777804,1.7261854489777804,1.2939587913894826
2018-12-21,1.7412161195294025,1.7374025385379246,1.7374025385379246,1.277820514170362
2018-12-24,1.7474615145061938,1.743634254960227,1.743634254960227,1.280717128030204
2018-12-25,1.7612013834551346,1.7573440310892925,1.7573440310892925,1.2728548904106325
2018-12-26,1.7605768439574554,1.7567208594470622,1.7567208594470622,1.2658202567510157
2018-12-27,1.7543314489806645,1.7504891430247598,1.7504891430247598,1.2629236428911739
2018-12-28,1.7649486204412093,1.7610830609426738,1.7610830609426738,1.265820256751016
2019-01-02,1.7718185549156795,1.7679379490072065,1.7679379490072065,1.2484405735919633
2019-01-03,1.7911792793437324,1.7872562699163441,1.7872562699163441,1.2484405735919633
2019-01-04,1.7818111868785458,1.7779086952828906,1.7779086952828906,1.2803033260502268
2019-01-07,1.7743167129063964,1.7704306355761277,1.7704306355761277,1.2856827517899339
2019-01-08,1.7661976994365676,1.7623294042271342,1.7623294042271342,1.2856827517899339
2019-01-09,1.7593277649620973,1.7554745161626018,1.7554745161626018,1.2952001973294152
2019-01-10,1.7630750019481718,1.759213546015983,1.759213546015983,1.2964416032693475
2019-01-11,1.7518332909899477,1.7479964564558388,1.7479964564558388,1.3059590488088288
2019-01-14,1.753082369985306,1.7492427997402993,1.7492427997402993,1.2947863953494376
2019-01-15,1.7493351329992313,1.7455037698869178,1.7455037698869178,1.319200712168107
2019-01-16,1.75040915357339,1.7467501131713783,1.7467501131713783,1.319200712168107
2019-01-17,1.7537308343957732,1.7500648503804312,1.7500648503804312,1.3120334344094438
2019-01-18,1.754354937895558,1.7505125804946444,1.7505125804946444,1.3348000814075511
2019-01-21,1.7474897993979233,1.7436624779028829,1.7436624779028829,1.3419673591662147
2019-01-22,1.7468656958981383,1.7430397413036318,1.7430397413036318,1.3251031762046537
2019-01-23,1.7485631325968536,1.744907951101385,1.744907951101385,1.3217303396123414
2019-01-24,1.7475646668537574,1.743737181385329,1.743737181385329,1.3318488493892782
2019-01-25,1.7460667542821686,1.7422425495155704,1.7422425495155704,1.3419673591662147
2019-01-28,1.757468301754058,1.7551988044422504,1.7551988044422504,1.3402809408700584
2019-01-29,1.7520531025492785,1.7499657523400893,1.7499657523400893,1.346183404906605
2019-01-30,1.7387895173332366,1.7367179690123211,1.7367179690123211,1.3373297088517857
2019-01-31,1.7780103335136854,1.7741161664803755,1.7741161664803755,1.3499778460729563
2019-02-01,1.805346053881877,1.801392016633483,1.801392016633483,1.3723228884970247
2019-02-11,1.80472802889964,1.802577923161879,1.802577923161879,1.3912950943287807
2019-02-12,1.8178533236552736,1.81387189320409,1.81387189320409,1.4014136041057177
2019-02-13,1.8555885460777208,1.851524468604536,1.851524468604536,1.4305043197144105
2019-02-14,1.85777609520366,1.8537072265987649,1.8537072265987649,1.4321907380105667
2019-02-15,1.825323257033074,1.8231486146795624,1.8231486146795624,1.4085808818643815
2019-02-18,1.8497696787289373,1.8475659115484633,1.8475659115484633,1.449476525546167
2019-02-19,1.8449273497270289,1.840886622219017,1.840886622219017,1.4456820843798157
2019-02-20,1.8497696787289373,1.8457183456369148,1.8457183456369148,1.449476525546167
2019-02-21,1.8457699149733608,1.8435709130067377,1.8435709130067377,1.4477901072500106
2019-02-22,1.9318808846374325,1.927649713023053,1.927649713023053,1.4865777280616008
2019-02-25,2.091962652361292,2.088287189108308,2.088287189108308,1.5915572669973181
2019-02-26,2.079194527216612,2.0753670903288164,2.0753670903288164,1.5557208782040008
2019-02-27,2.0514977975955433,2.047004643117348,2.047004643117348,1.5472887867232203
2019-02-28,2.074439142723162,2.070475475646606,2.070475475646606,1.544337554704947
2019-03-01,2.1228174062496237,2.1189096671995356,2.1189096671995356,1.5759578977578739
2019-03-04,2.1419014727848227,2.137389858511677,2.137389858511677,1.592400476145396
2019-03-05,2.15839192694175,2.153880042821439,2.153880042821439,1.6058918225146448
2019-03-06,2.1616630583915644,2.1569286218922694,2.1569286218922694,1.616853541439659
2019-03-07,2.1589556573578412,2.154227150560783,2.154227150560783,1.5991461493300203
2019-03-08,2.150650538884542,2.146966471785746,2.146966471785746,1.5434943455568693
2019-03-11,2.238419327703628,2.234584912558349,2.234584912558349,1.5641529696847813
2019-03-12,2.240440013368986,2.2355330409652168,2.2355330409652168,1.574693084035757
2019-03-13,2.2329929173920138,2.2291053528959806,2.2291053528959806,1.5654177834068983
2019-03-14,2.217509235981058,2.2126524861635524,2.2126524861635524,1.5540344599078446
2019-03-15,2.2230293157959995,2.2181604759965454,2.2181604759965454,1.5746930840357571
2019-03-18,2.2825765384007024,2.278374710467852,2.278374710467852,1.6231776100502449
2019-03-19,2.27870866422316,2.2737178764917987,2.2737178764917987,1.6113726819771523
2019-03-20,2.276257237867666,2.2674212218092475,2.2674212218092475,1.6113726819771523
2019-03-21,2.2904095177326265,2.2815185651011043,2.2815185651011043,1.61221589112523
2019-03-22,2.282175964429177,2.274112912471496,2.274112912471496,1.614323913995425
2019-03-25,2.2675124240523283,2.22804414249923,2.22804414249923,1.5742714794617179
2019-03-26,2.216152122170363,2.1775778171325975,2.1775778171325975,1.5578289010741961
2019-03-27,2.229329299866626,2.191139152067166,2.191139152067166,1.571320247443445
2019-03-28,2.205903773072931,2.167507850620126,2.167507850620126,1.567104201703055
2019-03-29,2.306768313149972,2.267251574719459,2.267251574719459,1.6311880969569867
2019-04-01,2.393719326393073,2.3520542897074805,2.3520542897074805,1.6733485543608888
2019-04-02,2.3785479739844924,2.337147009593301,2.337147009593301,1.6703973223426156
2019-04-03,2.412682867239728,2.3706877514941747,2.3706877514941747,1.6927423647666842
2019-04-04,2.4065818122794176,2.3646928913896854,2.3646928913896854,1.7125577797465188
2019-04-08,2.371276608852834,2.3300022097158157,2.3300022097158157,1.7015960608215037
2019-04-09,2.376339309921713,2.336659184111088,2.336659184111088,1.7117145705984405
2019-04-10,2.3781376485923893,2.3384274941135503,2.3384274941135503,1.7142441980426741
2019-04-11,2.3865474277026353,2.3450072249600815,2.3450072249600815,1.6847318778599425
2019-04-12,2.3800557528002804,2.3386285440374195,2.3386285440374195,1.6788294138233961
2019-04-15,2.3748345151347063,2.333498187143238,2.333498187143238,1.6682892994724206
2019-04-16,2.3974151753385864,2.3573831246206822,2.3573831246206822,1.7188818483571036
2019-04-17,2.3915348339715554,2.349907820522805,2.349907820522805,1.7146658026167134
2019-04-18,2.3874185950146334,2.345863228749099,2.345863228749099,1.71171457059844
2019-04-19,2.42270064321682,2.3805311582380018,2.3805311582380018,1.7370108450407817
2019-04-22,2.3621331271363997,2.321017879282052,2.321017879282052,1.6935855739147623
2019-04-23,2.356488893235938,2.3169732875083464,2.3169732875083464,1.6906343418964889
2019-04-24,2.362845750193168,2.3232235472930167,2.3232235472930167,1.6931639693407232
2019-04-25,2.358200164190289,2.317153373420122,2.317153373420122,1.658170789695484
2019-04-26,2.367059402053872,2.325858407544561,2.325858407544561,1.6354041426973767
2019-04-29,2.386437669624171,2.3448993773288094,2.3448993773288094,1.641728211307962
2019-04-30,2.378880933995043,2.337474174107738,2.337474174107738,1.6425714204560402
2019-05-06,2.2913097749575404,2.2514272771312327,2.2514272771312327,1.5485536004453375
2019-05-07,2.3178458578011356,2.27750147338145,2.27750147338145,1.5628881559626642
2019-05-08,2.2773546960573996,2.239394646074656,2.239394646074656,1.5426511364087907
2019-05-09,2.2779207366883867,2.239182635560447,2.239182635560447,1.5207276985587617
2019-05-10,2.279919772278202,2.240235528639112,2.240235528639112,1.5683690154251715
2019-05-13,2.2908989703020177,2.2510236229343508,2.2510236229343508,1.5396999043905177
2019-05-14,2.3050686305511423,2.265111999501227,2.265111999501227,1.5321110220578151
2019-05-15,2.296790581220941,2.2568126845767704,2.2568126845767704,1.564996178832859
2019-05-16,2.3052627072777088,2.265302712053705,2.265302712053705,1.5725850611655614
2019-05-17,2.304107498872601,2.264002244087891,2.264002244087891,1.5371702769462834
2019-05-20,2.2952198445190675,2.255269288090428,2.255269288090428,1.5203060939847222
2019-05-21,2.2932934982453017,2.2535409802577355,2.2535409802577355,1.5392782998164787
2019-05-22,2.292784267682904,2.2528761048620325,2.2528761048620325,1.5354838586501274
2019-05-23,2.296427044370799,2.257064882961076,2.257064882961076,1.511030793355864
2019-05-24,2.308551791173179,2.268369179114496,2.268369179114496,1.5135604208000983
2019-05-27,2.310168424080163,2.269957672937405,2.269957672937405,1.5316894174837763
2019-05-28,2.306935158266195,2.2667806852915864,2.2667806852915864,1.5388566952424396
2019-05-29,2.312593373440639,2.272340413671769,2.272340413671769,1.5396999043905177
2019-05-30,2.3012769430917506,2.2612209569114037,2.2612209569114037,1.5388566952424396
2019-05-31,2.326334753150003,2.285842611166498,2.285842611166498,1.5312678129097372
2019-06-03,2.3554341454757153,2.3144354999788654,2.3144354999788654,1.5346406495020493
2019-06-04,2.379683639080475,2.338262907322505,2.338262907322505,1.5207276985587614
2019-06-05,2.3950416516968236,2.3533535986401435,2.3533535986401435,1.517354861966449
2019-06-06,2.3942333352433316,2.3525593517286887,2.3525593517286887,1.5042851201712397
2019-06-10,2.386958487161903,2.3454111295255964,2.3454111295255964,1.5236789305770346
2019-06-11,2.3737880213636404,2.332703178942322,2.332703178942322,1.5713202474434442
2019-06-12,2.3961789769134696,2.354706598253806,2.354706598253806,1.5595153193703513
2019-06-13,2.399970212580744,2.358432216301238,2.358432216301238,1.5565640873520785
2019-06-14,2.4289923582484985,2.386713359787994,2.386713359787994,1.54728878672322
2019-06-17,2.4036743487806436,2.3620722423739022,2.3620722423739022,1.5485536004453369
2019-06-18,2.420353898747127,2.3784631074722067,2.3784631074722067,1.5519264370376489
2019-06-19,2.410685374517777,2.368725027095568,2.368725027095568,1.574693084035756
2019-06-20,2.452624363970746,2.409934027232393,2.409934027232393,1.6202263780319706
2019-06-21,2.4686860821368937,2.4257161754133514,2.4257161754133514,1.6231776100502433
2019-06-24,2.480562923662019,2.4395819125641394,2.4395819125641394,1.6257072374944774
2019-06-25,2.4554742426395033,2.412734300962937,2.412734300962937,1.6092646591069553
2019-06-26,2.453907036364964,2.4133664032162683,2.4133664032162683,1.6096862636809945
2019-06-27,2.4466499773912425,2.406229237034422,2.406229237034422,1.6273936557906337
2019-06-28,2.4460161302468406,2.403440816308987,2.403440816308987,1.6269720512165946
2019-07-01,2.506231608965019,2.4626081854588584,2.4626081854588584,1.6670244857503018
2019-07-02,2.509658186627655,2.4663450719314812,2.4663450719314812,1.6695541131945355
2019-07-03,2.4946442610952464,2.4457921963320524,2.4457921963320524,1.655641162251248
2019-07-04,2.4781276451572585,2.42959902161735,2.42959902161735,1.644679443326233
2019-07-05,2.4908327343403256,2.4420553098594286,2.4420553098594286,1.6531115348070136
2019-07-08,2.4312261731835068,2.3860020127700774,2.3860020127700774,1.6151671231435016
2019-07-09,2.405694043010051,2.3585838706209996,2.3585838706209996,1.6113726819771503
2019-07-10,2.432237529228711,2.3863973596613417,2.3863973596613417,1.6117942865511892
2019-07-11,2.430993309724268,2.3851765898538866,2.3851765898538866,1.612215891125228
2019-07-12,2.4253854820201752,2.3778896965524154,2.3778896965524154,1.625285632920438
2019-07-15,2.443968421074613,2.398507237273968,2.398507237273968,1.6311880969569843
2019-07-16,2.4415244526535385,2.396108730036694,2.396108730036694,1.6244424237723598
2019-07-17,2.4290038144348025,2.381437171966624,2.381437171966624,1.6219127963281257
2019-07-18,2.404939843369404,2.359614150917674,2.359614150917674,1.6113726819771503
2019-07-19,2.403732615461087,2.3580756986915126,2.3580756986915126,1.628236864938711
2019-07-22,2.370265468720813,2.3122640177695035,2.3122640177695035,1.6155887277175403
2019-07-23,2.3688677265081353,2.310900478930861,2.310900478930861,1.6193831688838916
2019-07-24,2.4000370386990317,2.3389657571157714,2.3389657571157714,1.632452910679101
2019-07-25,2.4156720109698733,2.356323573495109,2.356323573495109,1.6472090707704667
2019-07-26,2.4076888559288543,2.346422866398537,2.346422866398537,1.6493170936406616
2019-07-29,2.4107618474488657,2.3494176626543104,2.3494176626543104,1.6467874661964272
2019-07-30,2.416748774585788,2.3572016523617347,2.3572016523617347,1.6543763485291294
2019-07-31,2.3995363558766605,2.340015204645245,2.340015204645245,1.6425714204560369
2019-08-01,2.3733921287028243,2.315144992230983,2.315144992230983,1.6273936557906323
2019-08-02,2.3565837889315406,2.297960226411416,2.297960226411416,1.6025189859223299
2019-08-05,2.403495147312162,2.343139567656591,2.343139567656591,1.5746930840357543
2019-08-06,2.408610521599539,2.347321079387953,2.347321079387953,1.5582505056482323
2019-08-07,2.4575719612072966,2.3950366474459,2.3950366474459,1.5481319958712956
2019-08-08,2.474379619580109,2.41141661857027,2.41141661857027,1.5708986428694025
2019-08-09,2.4865539911537407,2.423523553749152,2.423523553749152,1.5586721102222707
2019-08-12,2.474278320553863,2.411317897196476,2.411317897196476,1.5835467800905731
2019-08-13,2.5228567003542115,2.4586601527771523,2.4586601527771523,1.5700554337213244
2019-08-14,2.470769080102498,2.4081387666652523,2.4081387666652523,1.5759578977578705
2019-08-15,2.4983300115242844,2.4350010695557565,2.4350010695557565,1.582281966368456
2019-08-16,2.5012571702958417,2.437610243812537,2.437610243812537,1.5890276395530802
2019-08-19,2.4890655643973405,2.4279139877973717,2.4279139877973717,1.6269720512165924
2019-08-20,2.4672316559377148,2.4044505418293336,2.4044505418293336,1.6202263780319677
2019-08-21,2.4475597410937615,2.3874278831261173,2.3874278831261173,1.6198047734579288
2019-08-22,2.4511259893759116,2.3909065155141263,2.3909065155141263,1.623177610050241
2019-08-23,2.4598333641161454,2.3972405067537164,2.3972405067537164,1.6345609335492945
2019-08-26,2.4293575525253264,2.3675401818912816,2.3675401818912816,1.6164319368656168
2019-08-27,2.472894426226497,2.409969217409046,2.409969217409046,1.6332961198271774
2019-08-28,2.453269745036957,2.39299760320194,2.39299760320194,1.6282368649387091
2019-08-29,2.4761038107682887,2.413096936033229,2.413096936033229,1.6235992146242795
2019-08-30,2.444431907887213,2.3822309555891574,2.3822309555891574,1.6278152603646698
2019-09-02,2.4355485022875514,2.3757117374666787,2.3757117374666787,1.6459442570483478
2019-09-03,2.448167924579197,2.3858719056952022,2.3858719056952022,1.647630675344504
2019-09-04,2.4565808727736274,2.3940707782233646,2.3940707782233646,1.668289299472416
2019-09-05,2.4944391396485632,2.4309657046000943,2.4309657046000943,1.68388866871186
2019-09-06,2.511265036037424,2.447363449656419,2.447363449656419,1.6952719922109136
2019-09-09,2.599600992078942,2.533451611202122,2.533451611202122,1.702017665395538
2019-09-10,2.578568621592866,2.5129544298817166,2.5129544298817166,1.6973800150811083
2019-09-11,2.54912330291236,2.4842583760331487,2.4842583760331487,1.6851534824339764
2019-09-12,2.55753625110679,2.4924572485613106,2.4924572485613106,1.7024392699695765
2019-09-16,2.55753625110679,2.4924572485613106,2.4924572485613106,1.6965368059330301
2019-09-17,2.502852087842993,2.439164577128256,2.439164577128256,1.6657596720281815
2019-09-18,2.494439139648563,2.430965704600094,2.430965704600094,1.6729269497868449
2019-09-19,2.5322974065234987,2.4678606309768236,2.4678606309768236,1.6809374366935865
2019-09-20,2.5238844583290683,2.4596617584486613,2.4596617584486613,1.6834670641378207
2019-09-23,2.4944391396485623,2.4309657046000934,2.4309657046000934,1.668710904046455
2019-09-24,2.5213605738707394,2.4596617584486613,2.4596617584486613,1.669975717768572
2019-09-25,2.50216848577277,2.4384983699789644,2.4384983699789644,1.6585923942695182
2019-09-26,2.5045674967850164,2.4408363358178704,2.4408363358178704,1.6472090707704645
2019-09-27,2.4973704637482776,2.433822438301152,2.433822438301152,1.651003511936816
2019-09-30,2.480741718916893,2.419794643267716,2.419794643267716,1.6311880969569819
2019-10-08,2.475253581901418,2.4141997018299923,2.4141997018299923,1.6417282113079577
2019-10-09,2.4910670919188895,2.4276794619113793,2.4276794619113793,1.6463658616223869
2019-10-10,2.50334700011849,2.439646895878549,2.439646895878549,1.6581707896954796
2019-10-11,2.515611867310671,2.4515996715713912,2.4515996715713912,1.6784078092493526
2019-10-14,2.5395740547166668,2.477181581187789,2.477181581187789,1.6906343418964844
2019-10-15,2.5073373097934386,2.4457368313830115,2.4457368313830115,1.685153482433977
2019-10-16,2.5033500805108497,2.441847560691945,2.441847560691945,1.6792510183974307
2019-10-17,2.500986199414995,2.4373461680498463,2.4373461680498463,1.6817806458416646
2019-10-18,2.5010970654383904,2.4396498978873224,2.4396498978873224,1.657327580547401
2019-10-21,2.508117688779972,2.444296189717411,2.444296189717411,1.6611220217137521
2019-10-22,2.5133794741410487,2.4494240838217136,2.4494240838217136,1.6674460903243373
2019-10-23,2.5006088330706877,2.439173660454369,2.439173660454369,1.6585923942695178
2019-10-24,2.5077154322562083,2.446105664100634,2.446105664100634,1.6607004171397124
2019-10-25,2.5144781462093015,2.452456764520013,2.452456764520013,1.6708189269166493
2019-10-28,2.5106920140299263,2.4487640199683556,2.4487640199683556,1.680515832119547
2019-10-29,2.4984872611839473,2.4349108177376126,2.4349108177376126,1.67503497265704
2019-10-30,2.491504589362298,2.428105826805944,2.428105826805944,1.664073253732025
2019-10-31,2.475782562155104,2.412783861904101,2.412783861904101,1.6632300445839467
2019-11-01,2.4944226363330784,2.4315404855655465,2.4315404855655465,1.6973800150811078
2019-11-04,2.5042443004502815,2.4405213635288656,2.4405213635288656,1.7028608745436147
2019-11-05,2.5202103132577016,2.456678078352582,2.456678078352582,1.7125577797465126
2019-11-06,2.5056846781880164,2.4425186214762555,2.4425186214762555,1.705390501987849
2019-11-07,2.514149017993945,2.4501740458812553,2.4501740458812553,1.7074985248580445
2019-11-08,2.5007072318676147,2.4376666521000563,2.4376666521000563,1.7007528516734198
2019-11-11,2.471107912151862,2.4082281629262163,2.4082281629262163,1.6725053452128054
2019-11-12,2.468883915030925,2.4082281629262163,2.4082281629262163,1.6703973223426103
2019-11-13,2.4698281797919357,2.4093903849884337,2.4093903849884337,1.6691325086204933
2019-11-14,2.4819285900358814,2.418773498115385,2.418773498115385,1.6703973223426105
2019-11-15,2.4886510401714066,2.4253248889553505,2.4253248889553505,1.6623868354358693
2019-11-18,2.4982506989649367,2.437117392467289,2.437117392467289,1.674191763508962
2019-11-19,2.4992033791298116,2.438046760124521,2.438046760124521,1.6910559464705228
2019-11-20,2.4902813165693845,2.429099871265614,2.429099871265614,1.673770158934923
2019-11-21,2.4840678195038626,2.4227965300286316,2.4227965300286316,1.6653380674541425
2019-11-22,2.4823246140164916,2.4191594448798335,2.4191594448798335,1.6476306753445034
2019-11-25,2.507961600599485,2.446345784558905,2.446345784558905,1.6594356034175959
2019-11-26,2.5307368929126213,2.466339826155685,2.466339826155685,1.6619652308618302
2019-11-27,2.545473846762298,2.4807017838516687,2.4807017838516687,1.6594356034175963
2019-11-28,2.6137997237017068,2.5472890422603185,2.5472890422603185,1.6569059759733622
2019-11-29,2.615201074040504,2.551205939813769,2.551205939813769,1.6387769792896845
2019-12-02,2.617412814725798,2.550810194661896,2.550810194661896,1.6421498158819967
2019-12-03,2.614595766794139,2.55036015339848,2.55036015339848,1.648895489066621
2019-12-04,2.6091392191069165,2.5427471287471826,2.5427471287471826,1.6497386982146989
2019-12-05,2.6140636452309853,2.5498411050436003,2.5498411050436003,1.661965230861831
2019-12-06,2.610960468459135,2.5468141673852474,2.5468141673852474,1.6720837406387672
2019-12-09,2.6254532238781625,2.5586460077670043,2.5586460077670043,1.6666028811762599
2019-12-10,2.623644126049478,2.556882944195761,2.556882944195761,1.6678676948983768
2019-12-11,2.623644126049478,2.556882944195761,2.556882944195761,1.6703973223426112
2019-12-12,2.6290723552757873,2.5621730468389248,2.5621730468389248,1.6656859452795936
2019-12-13,2.641160979164636,2.5762727093494737,2.5762727093494737,1.699522198732175
2019-12-16,2.6699586845449357,2.6020189836110243,2.6020189836110243,1.7046618828009212
2019-12-17,2.702870347836707,2.6340931775538414,2.6340931775538414,1.731216917156111
2019-12-18,2.690528474102293,2.622065354825285,2.622065354825285,1.7247923120701782
2019-12-19,2.690528474102293,2.622065354825285,2.622065354825285,1.7217941630300757
2019-12-20,2.657616810810522,2.589991160882468,2.589991160882468,1.7200809350071604
2019-12-23,2.608249315872865,2.5418798699682426,2.5418798699682426,1.6978089707092587
2019-12-24,2.6675557217288453,2.6020189836110243,2.6020189836110243,1.7068034178295655
2019-12-25,2.6597250643536614,2.594380710498897,2.594380710498897,1.7098015668696676
2019-12-26,2.6759429001119153,2.6078509249805424,2.6078509249805424,1.7222224700358049
2019-12-27,2.6313438517767165,2.564386742897533,2.564386742897533,1.7205092420128896
2019-12-30,2.675942900111915,2.607850924980542,2.607850924980542,1.7453510483451644
2019-12-31,2.679997359051478,2.6118022142608153,2.6118022142608153,1.7543454954654705
2020-01-02,2.727886844083669,2.659217685624098,2.659217685624098,1.7770457667691009
2020-01-03,2.7194474538486357,2.650990740354151,2.650990740354151,1.772762696711812
2020-01-06,2.747817248449143,2.677896360473868,2.677896360473868,1.7659097846201504
2020-01-07,2.780239870849723,2.709493957647601,2.709493957647601,1.7796156088034742
2020-01-08,2.739711592848998,2.6699969611804346,2.6699969611804346,1.76205502156859
2020-01-09,2.8207681488504477,2.748990954114767,2.748990954114767,1.7809005298206606
2020-01-10,2.8167153210503755,2.7450412544680503,2.7450412544680503,1.7804722228149312
2020-01-13,2.860495263851655,2.788487950581933,2.788487950581933,1.7997460380727306
2020-01-14,2.845395427461889,2.772991567619604,2.772991567619604,1.7920365119696111
2020-01-15,2.8363836833517726,2.764209136121431,2.764209136121431,1.7783306877862868
2020-01-16,2.8431794846753156,2.7716080619142818,2.7716080619142818,1.7757608457519136
2020-01-17,2.8431794846753156,2.770832011656946,2.770832011656946,1.7779023807805578
2020-01-20,2.923951629126319,2.8495488301699274,2.8495488301699274,1.7907515909524243
2020-01-21,2.8956813785684674,2.821997943690384,2.821997943690384,1.7582002585170302
2020-01-22,2.96029909412927,2.8849713985007694,2.8849713985007694,1.764196556597234
2020-01-23,2.8714497352331665,2.7983828981364898,2.7983828981364898,1.7115147948925824
2020-02-03,2.6348370268605645,2.570104124448844,2.570104124448844,1.5671753339619516
2020-02-04,2.6157136192502493,2.5514505423594236,2.5514505423594236,1.6147174115978569
2020-02-05,2.6975709444614946,2.628928622662436,2.628928622662436,1.630564770809825
2020-02-06,2.786869844691944,2.7159552253436754,2.7159552253436754,1.6691124013254237
2020-02-07,2.7831490571823423,2.7123291168986237,2.7123291168986237,1.665257638273864
2020-02-10,2.821253642068177,2.7522163097941914,2.7522163097941914,1.6708256293483392
2020-02-11,2.8875492589869673,2.816889643460854,2.816889643460854,1.6888145235889518
