date,base_pool,plus_resource_510410,plus_resource_510410__cash_tail,plus_energy_159930,plus_energy_159930__cash_tail
2016-02-19,1.68272599768731,1.5470658771762964,1.5470658771762964,1.5716712867731129,1.5716712867731129
2016-02-22,1.6703049433143269,1.5356461989842416,1.5356461989842416,1.5600699835684941,1.5600699835684941
2016-02-23,1.6716124227220093,1.536848270372879,1.536848270372879,1.5612911733795065,1.5612911733795065
2016-02-24,1.6846872167988336,1.5488689842592527,1.5488689842592527,1.5735030714896316,1.5735030714896316
2016-02-25,1.7088755858409588,1.571107304949044,1.571107304949044,1.5960950829933631,1.5960950829933631
2016-02-26,1.7075681064332766,1.569905233560407,1.569905233560407,1.5948738931823507,1.5948738931823507
2016-02-29,1.691224613837246,1.5548793412024398,1.5548793412024398,1.5796090205446942,1.5796090205446942
2016-03-01,1.7167204622870536,1.5783197332808685,1.5783197332808685,1.6034222218594383,1.6034222218594383
2016-03-02,1.6964545314679758,1.5596876267569895,1.5596876267569895,1.5844937797887444,1.5844937797887444
2016-03-03,1.7077895542205555,1.5701088283915006,1.5701088283915006,1.5950807261006419,1.5950807261006419
2016-03-04,1.725539602319447,1.586427880792054,1.586427880792054,1.6116593259286653,1.6116593259286653
2016-03-07,1.7244981600849274,1.5854703988572116,1.5854703988572116,1.6106866156602815,1.6106866156602815
2016-03-08,1.7312685567874129,1.591694971204556,1.591694971204556,1.6170101871222926,1.6170101871222926
2016-03-09,1.7167004066476539,1.5190932930666081,1.5190932930666081,1.603403489830204,1.603403489830204
2016-03-10,1.7083580508370655,1.4994604233662319,1.4994604233662319,1.5956117036989108,1.5956117036989108
2016-03-11,1.703412567469333,1.4945522059411378,1.4945522059411378,1.5909926069362996,1.5909926069362996
2016-03-14,1.6880128054317054,1.5166391843540612,1.5166391843540612,1.5766091815592969,1.5766091815592969
2016-03-15,1.6809893719945883,1.4970063146536852,1.4970063146536852,1.5700492730044577,1.5700492730044577
2016-03-16,1.6894018480138013,1.4847357710909501,1.4847357710909501,1.5779065516274993,1.5779065516274993
2016-03-17,1.7029640087388833,1.4920980972285913,1.4920980972285913,1.592780869175283,1.592780869175283
2016-03-18,1.7029640087388833,1.533817945341891,1.533817945341891,1.6009280858974073,1.6009280858974073
2016-03-21,1.7390260992999487,1.5632672498924554,1.5632672498924554,1.6151857151611249,1.6151857151611249
2016-03-22,1.7272106038754278,1.55099670632972,1.55099670632972,1.5927808691752832,1.5927808691752832
2016-03-23,1.7113033334041117,1.5632672498924554,1.5632672498924554,1.578111670161185,1.578111670161185
2016-03-24,1.6921260820414508,1.533817945341891,1.533817945341891,1.5604269946356433,1.5604269946356433
2016-03-25,1.700139307370771,1.521547401779156,1.521547401779156,1.5678165463071616,1.5678165463071616
2016-03-28,1.6958706170737239,1.519093293066609,1.519093293066609,1.5638800904827732,1.5638800904827732
2016-03-29,1.6990741507069211,1.5205931241849797,1.5205931241849797,1.5668342913620796,1.5668342913620796
2016-03-30,1.7113485772373518,1.5315781707044156,1.5315781707044156,1.5781533926424336,1.5781533926424336
2016-03-31,1.699628836008022,1.5210895419867512,1.5210895419867512,1.5673458052064386,1.5673458052064386
2016-04-01,1.703390847120294,1.5244563686953136,1.5244563686953136,1.570815016960817,1.570815016960817
2016-04-05,1.7197950460208005,1.5391373713140013,1.5391373713140013,1.5859424681959169,1.5859424681959169
2016-04-06,1.716620039781993,1.5362958869361911,1.5362958869361911,1.5830145744084785,1.5830145744084785
2016-04-07,1.6954533315232752,1.5173526577507879,1.5173526577507879,1.5634952824922208,1.5634952824922208
2016-04-08,1.681165803448641,1.5045659780506409,1.5045659780506409,1.550319760448747,1.550319760448747
2016-04-11,1.6916782836721325,1.5139741637612651,1.5139741637612651,1.5600140486554033,1.5600140486554033
2016-04-12,1.6989851856301454,1.5205135045380203,1.5205135045380203,1.5667522504853069,1.5667522504853069
2016-04-13,1.6869938824404274,1.5097818403709702,1.5097818403709702,1.5556942369030553,1.5556942369030553
2016-04-14,1.6917007978740102,1.513994312935189,1.513994312935189,1.5600348105647819,1.5600348105647819
2016-04-15,1.6932571003559547,1.515387131990327,1.515387131990327,1.5614699851835165,1.5614699851835165
2016-04-18,1.6693937956328009,1.4940305731448749,1.4940305731448749,1.5394639743629155,1.5394639743629155
2016-04-19,1.6714688656087273,1.4958876652183923,1.4958876652183923,1.5413775405212284,1.5413775405212284
2016-04-20,1.6424178859457577,1.4445031294406248,1.4445031294406248,1.5145876143048447,1.5145876143048447
2016-04-21,1.657134026183071,1.4574459443039962,1.4574459443039962,1.5281583893947501,1.5281583893947501
2016-04-22,1.6399695000931322,1.433970860260757,1.433970860260757,1.5193171150748852,1.5193171150748852
2016-04-25,1.6328832121297667,1.4295381837220837,1.4295381837220837,1.511390687629528,1.511390687629528
2016-04-26,1.6303496462459346,1.426035537914753,1.426035537914753,1.5090456283779694,1.5090456283779694
2016-04-27,1.6445431293691015,1.4384503051317332,1.4384503051317332,1.5221830640855738,1.5221830640855738
2016-04-28,1.6506129540680414,1.4437594642740879,1.4437594642740879,1.527801271473202,1.527801271473202
2016-04-29,1.674364598565921,1.4645345717584761,1.4645345717584761,1.5497857061488214,1.5497857061488214
2016-05-03,1.6955144671793851,1.4830339558227936,1.4830339558227936,1.5693619466475432,1.5693619466475432
2016-05-04,1.6829643971040382,1.4720566504503083,1.4720566504503083,1.5577456480047045,1.5577456480047045
2016-05-05,1.6819585162540693,1.470731799464903,1.470731799464903,1.6929982436755833,1.6929982436755833
2016-05-06,1.6844735944092157,1.4254785133275214,1.4254785133275214,1.7935911886473388,1.7935911886473388
2016-05-09,1.6780204263518277,1.4187394040872752,1.4187394040872752,1.6151810598295082,1.6151810598295082
2016-05-10,1.6698502894444969,1.411831684142281,1.411831684142281,1.453852751855938,1.453852751855938
2016-05-11,1.6773919542820332,1.4182080410145834,1.4182080410145834,1.4589584726039877,1.4589584726039877
2016-05-12,1.671735705653881,1.4134257733603568,1.4134257733603568,1.4540387924790585,1.4540387924790585
2016-05-13,1.6855620911893643,1.4251157609595777,1.4251157609595777,1.4660646772288852,1.4660646772288852
2016-05-16,1.6937322280966953,1.432023480904572,1.432023480904572,1.473170881853783,1.473170881853783
2016-05-17,1.6855620911893643,1.4251157609595777,1.4251157609595777,1.4660646772288852,1.4660646772288852
2016-05-18,1.6849336191195696,1.424584397886886,1.424584397886886,1.4655180461038932,1.4655180461038932
2016-05-19,1.6591662642579874,1.4027985119065196,1.4027985119065196,1.443106169979216,1.443106169979216
2016-05-20,1.6579093201183979,1.4017357857611357,1.4017357857611357,1.4420129077292316,1.4420129077292316
2016-05-23,1.6560239039090137,1.40014169654306,1.40014169654306,1.4403730143542552,1.4403730143542552
2016-05-24,1.6484822390714775,1.3937653396707579,1.3937653396707579,1.43381344085435,1.43381344085435
2016-05-25,1.6220864121401004,1.3714480906176996,1.3714480906176996,1.4108549336046805,1.4108549336046805
2016-05-26,1.6212753689340305,1.3707623665723907,1.3707623665723907,1.4101495061378782,1.4101495061378782
2016-05-27,1.6151226070082552,1.3655603048745821,1.3655603048745821,1.4047979697133652,1.4047979697133652
2016-05-30,1.602101463509894,1.3545511365252056,1.3545511365252056,1.3934724667017226,1.3934724667017226
2016-05-31,1.6131417868293045,1.3638855531277287,1.3638855531277287,1.4030750960728857,1.4030750960728857
2016-06-01,1.614644713959891,1.3651562539536242,1.3651562539536242,1.404382308895314,1.404382308895314
2016-06-02,1.6156464322779736,1.366003190753285,1.366003190753285,1.4052535813630271,1.4052535813630271
2016-06-03,1.6121409615221594,1.3630393713545177,1.3630393713545177,1.402204600326362,1.402204600326362
2016-06-06,1.6356904953812244,1.3829501251862697,1.3829501251862697,1.4226874647289538,1.4226874647289538
2016-06-07,1.6376875230749366,1.3846385801273593,1.3846385801273593,1.424424435307791,1.424424435307791
2016-06-08,1.648168723222616,1.3935002670401744,1.3935002670401744,1.4335407516937608,1.4335407516937608
2016-06-13,1.6870371012759389,1.4263628583717343,1.4263628583717343,1.4673476084230472,1.4673476084230472
2016-06-14,1.683568889907677,1.4234305411885912,1.4234305411885912,1.464331034778712,1.464331034778712
2016-06-15,1.6900131727398595,1.4288790791452939,1.4288790791452939,1.4699361296486781,1.4699361296486781
2016-06-16,1.713289544642797,1.4485588789166723,1.4485588789166723,1.490181403815268,1.490181403815268
2016-06-17,1.6826884782350606,1.4472551759256473,1.4472551759256473,1.4635652721518766,1.4635652721518766
2016-06-20,1.6836801178539103,1.4143773137769018,1.4143773137769018,1.4644277783896091,1.4644277783896091
2016-06-21,1.681201383782723,1.4110239849796413,1.4110239849796413,1.4622718302432867,1.4622718302432867
2016-06-22,1.662851988148516,1.3956234282114266,1.3956234282114266,1.4463119312111326,1.4463119312111326
2016-06-23,1.6658357973235116,1.3981277244564416,1.3981277244564416,1.4489071825269508,1.4489071825269508
2016-06-24,1.727473585870506,1.4498600147459153,1.4498600147459153,1.502518369586508,1.502518369586508
2016-06-27,1.7388053199097275,1.4593706829353357,1.4593706829353357,1.4952945276833955,1.4952945276833955
2016-06-28,1.7333946102862463,1.4649674732511235,1.4649674732511235,1.5109520620046875,1.5109520620046875
2016-06-29,1.7397940792060111,1.469052605516416,1.469052605516416,1.5151654245076154,1.5151654245076154
2016-06-30,1.73389230423768,1.4640692468545935,1.4640692468545935,1.4923984086179993,1.4923984086179993
2016-07-01,1.7535816419721038,1.480694589615185,1.480694589615185,1.5079870342949586,1.5079870342949586
2016-07-04,1.7737067216980256,1.5153890442893299,1.5153890442893299,1.5252935334989035,1.5252935334989035
2016-07-05,1.7765254847095966,1.5131373518015299,1.5131373518015299,1.5239207693187544,1.5239207693187544
2016-07-06,1.7853556828317938,1.50863396682593,1.50863396682593,1.5219594813273531,1.5219594813273531
2016-07-07,1.787563232362343,1.5491644316063282,1.5491644316063282,1.5199981933359519,1.5199981933359519
2016-07-08,1.7762217037886217,1.5198924292649298,1.5198924292649298,1.510354281092947,1.510354281092947
2016-07-11,1.788891597972025,1.551416124094128,1.551416124094128,1.5211277272680956,1.5211277272680956
2016-07-12,1.7777034248235934,1.6122118212647252,1.6122118212647252,1.5116142159894643,1.5116142159894643
2016-07-13,1.7645487848865635,1.5964499738501259,1.5964499738501259,1.5291319352350123,1.5291319352350123
2016-07-14,1.754786412632696,1.573933048972127,1.573933048972127,1.5291319352350123,1.5291319352350123
2016-07-15,1.7562528079635868,1.594198281362326,1.594198281362326,1.5291319352350123,1.5291319352350123
2016-07-18,1.7513658436283839,1.594198281362326,1.594198281362326,1.5027024943790985,1.5027024943790985
2016-07-19,1.7408054937275375,1.5581712015575278,1.5581712015575278,1.4934920309478303,1.4934920309478303
2016-07-20,1.737106149933945,1.5581712015575278,1.5581712015575278,1.4733718405533758,1.4733718405533758
2016-07-21,1.7558252604101492,1.5469127391185284,1.5469127391185284,1.4733718405533758,1.4733718405533758
2016-07-22,1.7319596743463217,1.5221441217527296,1.5221441217527296,1.4528824723535185,1.4528824723535185
2016-07-25,1.7473018368159252,1.5340920542044798,1.5340920542044798,1.4642867417600338,1.4642867417600338
2016-07-26,1.7575299451289936,1.5710986209617468,1.5710986209617468,1.4728581763459458,1.4728581763459458
2016-07-27,1.723483564618228,1.5478843495665993,1.5478843495665993,1.4443263780404634,1.4443263780404634
2016-07-28,1.7435333116505911,1.533876810878995,1.533876810878995,1.4611286145725508,1.4611286145725508
2016-07-29,1.7351589921902137,1.5316144557007074,1.5316144557007074,1.4541107057609632,1.4541107057609632
2016-08-01,1.7435333116505911,1.537467410942135,1.537467410942135,1.4611286145725508,1.4611286145725508
2016-08-02,1.758607086679271,1.5507596363969662,1.5507596363969662,1.4737608504334088,1.4737608504334088
2016-08-03,1.7301344005139874,1.5256520994267295,1.5256520994267295,1.4498999604740106,1.4498999604740106
2016-08-04,1.7385087199743645,1.5330366691238577,1.5330366691238577,1.456917869285598,1.456917869285598
2016-08-05,1.7363524281870544,1.5311352266166693,1.5311352266166693,1.4551108377762179,1.4551108377762179
2016-08-08,1.7572871553917606,1.5495957060460694,1.5495957060460694,1.4726547119039275,1.4726547119039275
2016-08-09,1.763494047743211,1.5550690139833563,1.5550690139833563,1.477856257501981,1.477856257501981
2016-08-10,1.7551203817995114,1.547685020564632,1.547685020564632,1.4708388963552481,1.4708388963552481
2016-08-11,1.7551203817995114,1.547685020564632,1.547685020564632,1.4708388963552481,1.4708388963552481
2016-08-12,1.763494047743211,1.5550690139833563,1.5550690139833563,1.477856257501981,1.477856257501981
2016-08-15,1.7584698481769916,1.550638617932122,1.550638617932122,1.4736458408139415,1.4736458408139415
2016-08-16,1.7589604110856036,1.5510712018580892,1.5510712018580892,1.4740569459521293,1.4740569459521293
2016-08-17,1.7529986368472295,1.5458140418476405,1.5458140418476405,1.4690608160387506,1.4690608160387506
2016-08-18,1.7564379298275943,1.5488468493303875,1.5488468493303875,1.4719430376481284,1.4719430376481284
2016-08-19,1.7562247689696993,1.5486588816729232,1.5486588816729232,1.471764403017579,1.471764403017579
2016-08-22,1.7450543016961422,1.5388086371818495,1.5388086371818495,1.4624032458418155,1.4624032458418155
2016-08-23,1.7471165679133172,1.540627166876927,1.540627166876927,1.4641314813510804,1.4641314813510804
2016-08-24,1.7455297959981946,1.539227933439976,1.539227933439976,1.4628017230754609,1.4628017230754609
2016-08-25,1.7344802750922246,1.5294843408249488,1.5294843408249488,1.453541922264574,1.453541922264574
2016-08-26,1.7359991036502826,1.5308236610405241,1.5308236610405241,1.454814742148186,1.454814742148186
2016-08-29,1.7306218448990955,1.5260819334033693,1.5260819334033693,1.450308452204186,1.450308452204186
2016-08-30,1.7335571752367334,1.5286703409229225,1.5286703409229225,1.4527683393315993,1.4527683393315993
2016-08-31,1.730437411103042,1.525919297594226,1.525919297594226,1.450153891637372,1.450153891637372
2016-09-01,1.7226105048459661,1.519017443056465,1.519017443056465,1.4435947300662264,1.4435947300662264
2016-09-02,1.726835437524142,1.5227430365181525,1.5227430365181525,1.447135339235822,1.447135339235822
2016-09-05,1.7411035086774134,1.5353247831751125,1.5353247831751125,1.459092373206722,1.459092373206722
2016-09-06,1.745204335158087,1.5389409383869654,1.5389409383869654,1.462528977987526,1.462528977987526
2016-09-07,1.7450981627505198,1.538847314356105,1.538847314356105,1.4624400026053304,1.4624400026053304
2016-09-08,1.7425363627464816,1.5365882901130687,1.5365882901130687,1.460293144116479,1.460293144116479
2016-09-09,1.732772453198178,1.5279783641463018,1.5279783641463018,1.452110720794943,1.452110720794943
2016-09-12,1.7231191247681046,1.519465949861364,1.519465949861364,1.4440209674757511,1.4440209674757511
2016-09-13,1.7255358416331374,1.52159703815009,1.52159703815009,1.446046242324946,1.446046242324946
2016-09-14,1.7187714029119994,1.5156320795126097,1.5156320795126097,1.4403774576157968,1.4403774576157968
2016-09-19,1.7105493518815376,1.5083817818406535,1.5083817818406535,1.4334871539142229,1.4334871539142229
2016-09-20,1.7129705116152694,1.5105167879012913,1.5105167879012913,1.435516152008935,1.435516152008935
2016-09-21,1.7163589379187116,1.5135047405725195,1.5135047405725195,1.4383557459514464,1.4383557459514464
2016-09-22,1.7265192022446576,1.522464176668932,1.522464176668932,1.4468703254200808,1.4468703254200808
2016-09-23,1.7279685363074024,1.523742215851865,1.523742215851865,1.4480849070153967,1.4480849070153967
2016-09-26,1.7284515463804444,1.5241681396019284,1.5241681396019284,1.448489682670747,1.448489682670747
2016-09-27,1.7260366647229097,1.5220386696199488,1.5220386696199488,1.4464659457756428,1.4464659457756428
2016-09-28,1.715890612949871,1.5130917663135754,1.5130917663135754,1.4379632768151702,1.4379632768151702
2016-09-29,1.7134713100059866,1.510958397591244,1.510958397591244,1.435935834761148,1.435935834761148
2016-09-30,1.718795655884536,1.5156534660583352,1.5156534660583352,1.4403977822702927,1.4403977822702927
2016-10-10,1.6675280260502032,1.4704450897228631,1.4704450897228631,1.39743410589445,1.39743410589445
2016-10-11,1.6646036071517591,1.467866304033908,1.467866304033908,1.394983362851595,1.394983362851595
2016-10-12,1.6616779032651505,1.4652863852278435,1.4652863852278435,1.392531542953504,1.392531542953504
2016-10-13,1.666068391670108,1.4691579676034914,1.4691579676034914,1.3962108923513994,1.3962108923513994
2016-10-14,1.6611932829892884,1.4648590415827059,1.4648590415827059,1.3921254179041387,1.3921254179041387
2016-10-17,1.6660719710450573,1.46916112393684,1.46916112393684,1.3962138919655311,1.3962138919655311
2016-10-18,1.668997042537748,1.4717404850907891,1.4717404850907891,1.3986651819002183,1.3986651819002183
2016-10-19,1.668997042537748,1.4717404850907891,1.4717404850907891,1.3986651819002183,1.3986651819002183
2016-10-20,1.679230309075936,1.4807642953643387,1.4807642953643387,1.4072409392198986,1.4072409392198986
2016-10-21,1.6743647377348971,1.4764737794777343,1.4764737794777343,1.4031634573242957,1.4031634573242957
2016-10-24,1.6787469355217715,1.480338051092507,1.480338051092507,1.4068358589574237,1.4068358589574237
2016-10-25,1.6836128686682115,1.48462888602321,1.48462888602321,1.4109136440558512,1.4109136440558512
2016-10-26,1.689934014456713,1.490202943934633,1.490202943934633,1.4162109371598877,1.4162109371598877
2016-10-27,1.6868781528674803,1.4875082505930144,1.4875082505930144,1.413650041546156,1.413650041546156
2016-10-28,1.682273389938816,1.4834477185167827,1.4834477185167827,1.4097911242352932,1.4097911242352932
2016-10-31,1.6870584059334326,1.4876671997870288,1.4876671997870288,1.4138010985467693,1.4138010985467693
2016-11-01,1.6923834109449871,1.4923628494850654,1.4923628494850654,1.4182635984274048,1.4182635984274048
2016-11-02,1.7044761827273733,1.5030263925324754,1.5030263925324754,1.4283976720138813,1.4283976720138813
2016-11-03,1.7039933282846744,1.4994846401075062,1.4994846401075062,1.4279930267810164,1.4279930267810164
2016-11-04,1.6948184439099216,1.490068630824871,1.490068630824871,1.4203042226694076,1.4203042226694076
2016-11-07,1.6905743968293183,1.4863373040592962,1.4863373040592962,1.4167475951076478,1.4167475951076478
2016-11-08,1.6951041199271544,1.476523845060258,1.476523845060258,1.4205436269873444,1.4205436269873444
2016-11-09,1.7170742811393225,1.4922963913235254,1.4922963913235254,1.4389552231406066,1.4389552231406066
2016-11-10,1.6917310521466313,1.5090170692467675,1.5090170692467675,1.4177169039072162,1.4177169039072162
2016-11-11,1.6798388320725273,1.5527643027618296,1.5527643027618296,1.4077508981389537,1.4077508981389537
2016-11-14,1.6500212766616333,1.548784935771844,1.548784935771844,1.3827629709589362,1.3827629709589362
2016-11-15,1.658848254803967,1.542160415603599,1.542160415603599,1.3778620041962817,1.3778620041962817
2016-11-16,1.6636257867655693,1.5313800637150847,1.5313800637150847,1.3809224249594148,1.3809224249594148
2016-11-17,1.660288585463031,1.548048505642907,1.548048505642907,1.3780172894829361,1.3780172894829361
2016-11-18,1.6461064443795468,1.5309665910978818,1.5309665910978818,1.360142065208983,1.360142065208983
2016-11-21,1.6568885334830377,1.53310183041601,1.53310183041601,1.3585170448204418,1.3585170448204418
2016-11-22,1.659824327119331,1.5480485056429072,1.5480485056429072,1.3975175341454305,1.3975175341454305
2016-11-23,1.6608024924686464,1.5480485056429072,1.5480485056429072,1.3893924322027245,1.3893924322027245
2016-11-24,1.6498889930854563,1.5410204106666527,1.5410204106666527,1.3877057256085494,1.3877057256085494
2016-11-25,1.6669339688291396,1.542470400182998,1.542470400182998,1.3989510325899572,1.3989510325899572
2016-11-28,1.6743714879315563,1.5598494839416546,1.5598494839416546,1.403029872217314,1.403029872217314
2016-11-29,1.6724045971624844,1.5555310619029286,1.5555310619029286,1.401381727510905,1.401381727510905
2016-11-30,1.6561121380026746,1.5236881499197719,1.5236881499197719,1.387729555900331,1.387729555900331
2016-12-01,1.6717662421706176,1.5369831148052802,1.5369831148052802,1.4008468216497365,1.4008468216497365
2016-12-02,1.6533496490318613,1.520051326154162,1.520051326154162,1.3854147442974951,1.3854147442974951
2016-12-05,1.6201997813820996,1.4895741065821486,1.4895741065821486,1.35763700506346,1.35763700506346
2016-12-06,1.6173109151847636,1.4869181499931028,1.4869181499931028,1.355216296397005,1.355216296397005
2016-12-07,1.6175013710766777,1.487093250723458,1.487093250723458,1.355375887806451,1.355375887806451
2016-12-08,1.6267807062384996,1.4956244562835255,1.4956244562835255,1.363151452858885,1.363151452858885
2016-12-09,1.5982558993077602,1.4693994102814587,1.4693994102814587,1.3392492564159086,1.3392492564159086
2016-12-12,1.5999140595461998,1.4709238843519568,1.4709238843519568,1.3406387021656854,1.3406387021656854
2016-12-13,1.5980753263009133,1.4692333956464503,1.4692333956464503,1.339097946312656,1.339097946312656
2016-12-14,1.6053724588273426,1.475942210070802,1.475942210070802,1.34521253616915,1.34521253616915
2016-12-15,1.5970319760494176,1.4682741636205097,1.4682741636205097,1.3382236770238005,1.3382236770238005
2016-12-16,1.6025484941014012,1.473345922389492,1.473345922389492,1.3428462113140378,1.3428462113140378
2016-12-19,1.6025484941014012,1.473345922389492,1.473345922389492,1.3428462113140378,1.3428462113140378
2016-12-20,1.6135815302053698,1.4834894399274576,1.4834894399274576,1.3520912798945133,1.3520912798945133
2016-12-21,1.6742632287771957,1.539278786386268,1.539278786386268,1.4029391570871275,1.4029391570871275
2016-12-22,1.6866753943941604,1.5506902436164796,1.5506902436164796,1.4133398592401625,1.4133398592401625
2016-12-23,1.6839171353681683,1.5481543642319882,1.5481543642319882,1.4110285920950436,1.4110285920950436
2016-12-26,1.7804562012778913,1.6369101426891863,1.6369101426891863,1.4919229421742024,1.4919229421742024
2016-12-27,1.7721814241999154,1.6293025045357126,1.6293025045357126,1.4849891407388462,1.4849891407388462
2016-12-28,1.754252740530967,1.6128192885365187,1.6128192885365187,1.469965904295574,1.469965904295574
2016-12-29,1.7533756141607015,1.6120128788922505,1.6120128788922505,1.4692309213434263,1.4692309213434263
2016-12-30,1.7533756141607015,1.6120128788922505,1.6120128788922505,1.4692309213434263,1.4692309213434263
2017-01-03,1.7533756141607015,1.6120128788922505,1.6120128788922505,1.4692309213434263,1.4692309213434263
2017-01-04,1.7533756141607015,1.6120128788922505,1.6120128788922505,1.4692309213434263,1.4692309213434263
2017-01-05,1.7533756141607015,1.6120128788922505,1.6120128788922505,1.4692309213434263,1.4692309213434263
2017-01-06,1.7510785058598795,1.6099009707903986,1.6099009707903986,1.4673060727724838,1.4673060727724838
2017-01-09,1.7495025352046056,1.6084520599166872,1.6084520599166872,1.4659854973069886,1.4659854973069886
2017-01-10,1.7495025352046056,1.6084520599166872,1.6084520599166872,1.4659854973069886,1.4659854973069886
2017-01-11,1.7495025352046056,1.6084520599166872,1.6084520599166872,1.4659854973069886,1.4659854973069886
2017-01-12,1.7495025352046056,1.6084520599166872,1.6084520599166872,1.4659854973069886,1.4659854973069886
2017-01-13,1.7495025352046056,1.6084520599166872,1.6084520599166872,1.4659854973069886,1.4659854973069886
2017-01-16,1.7495025352046056,1.6084520599166872,1.6084520599166872,1.4659854973069886,1.4659854973069886
2017-01-17,1.7495025352046056,1.6084520599166872,1.6084520599166872,1.4659854973069886,1.4659854973069886
2017-01-18,1.7495025352046056,1.6084520599166872,1.6084520599166872,1.4659854973069886,1.4659854973069886
2017-01-19,1.7495025352046056,1.6084520599166872,1.6084520599166872,1.4659854973069886,1.4659854973069886
2017-01-20,1.7510797689176738,1.6099021320164442,1.6099021320164442,1.4673071311444332,1.4673071311444332
2017-01-23,1.7579055671173527,1.6161776125910208,1.6161776125910208,1.4730267691369001,1.4730267691369001
2017-01-24,1.755807358309156,1.614248568070211,1.614248568070211,1.471268587241623,1.471268587241623
2017-01-25,1.7421649253420919,1.6017060315682083,1.6017060315682083,1.4598369897016057,1.4598369897016057
2017-01-26,1.7369075434474346,1.5968725165729065,1.5968725165729065,1.4554315970506768,1.4554315970506768
2017-02-03,1.7542700421778443,1.6128351952694324,1.6128351952694324,1.469980402110176,1.469980402110176
2017-02-06,1.768440660319595,1.6258633329724315,1.6258633329724315,1.4818545893523525,1.4818545893523525
2017-02-07,1.7794402171849666,1.6359760704748143,1.6359760704748143,1.4910716041991199,1.4910716041991199
2017-02-08,1.7794402171849666,1.6359760704748143,1.6359760704748143,1.4910716041991199,1.4910716041991199
2017-02-09,1.78885386124355,1.644630756519942,1.644630756519942,1.4989597126122234,1.4989597126122234
2017-02-10,1.7742296544946978,1.63118559997029,1.63118559997029,1.4867054434288243,1.4867054434288243
2017-02-13,1.7778932555511762,1.6504635835616788,1.6504635835616788,1.489775336674842,1.489775336674842
2017-02-14,1.7784163576491685,1.6389379998775888,1.6389379998775888,1.4902136670423816,1.4902136670423816
2017-02-15,1.7716165303993332,1.6412431166144068,1.6412431166144068,1.4845157912566311,1.4845157912566311
2017-02-16,1.781040718813722,1.6484888017874577,1.6484888017874577,1.4924127352514949,1.4924127352514949
2017-02-17,1.8131179925548047,1.678178761144067,1.678178761144067,1.5192917006438336,1.5192917006438336
2017-02-20,1.8229413872513087,1.687271060933547,1.687271060933547,1.5275231572262689,1.5275231572262689
2017-02-21,1.8229413872513087,1.687271060933547,1.687271060933547,1.5275231572262689,1.5275231572262689
2017-02-22,1.8313614398483122,1.6950644607531014,1.6950644607531014,1.534578691439785,1.534578691439785
2017-02-23,1.8313614398483122,1.6839878483904516,1.6839878483904516,1.534578691439785,1.534578691439785
2017-02-24,1.848952258210393,1.7001630957886065,1.7001630957886065,1.5493188156097428,1.5493188156097428
2017-02-27,1.8537495397452093,1.6681326336197568,1.6681326336197568,1.5533386698340277,1.5533386698340277
2017-02-28,1.84976895396698,1.6751711679388275,1.6751711679388275,1.5500031610798273,1.5500031610798273
2017-03-01,1.8379775637609663,1.6751711679388275,1.6751711679388275,1.540122634080144,1.540122634080144
2017-03-02,1.8391528498764684,1.6760745730370994,1.6760745730370994,1.541107458260642,1.541107458260642
2017-03-03,1.8334939180306946,1.6709174205046775,1.6709174205046775,1.5363655891583017,1.5363655891583017
2017-03-06,1.8462265146836856,1.6825210137026265,1.6825210137026265,1.5470347946385676,1.5470347946385676
2017-03-07,1.8405675828379118,1.6773638611702046,1.6773638611702046,1.5422929255362272,1.5422929255362272
2017-03-08,1.8292497191463644,1.667049556105361,1.667049556105361,1.5328091873315464,1.5328091873315464
2017-03-09,1.8292497191463644,1.667049556105361,1.667049556105361,1.5328091873315464,1.5328091873315464
2017-03-10,1.8178849716224164,1.656692524412669,1.656692524412669,1.5232861630915644,1.5232861630915644
2017-03-13,1.833022749824774,1.6704880309356591,1.6704880309356591,1.53597077649426,1.53597077649426
2017-03-14,1.8281670604212648,1.666062897078876,1.666062897078876,1.5319019797353348,1.5319019797353348
2017-03-15,1.8281670604212648,1.666062897078876,1.666062897078876,1.5319019797353348,1.5319019797353348
2017-03-16,1.8503021211749808,1.6862352348508163,1.6862352348508163,1.5504499254478923,1.5504499254478923
2017-03-17,1.8524552000068932,1.6881973994877335,1.6881973994877335,1.5522540853611406,1.5522540853611406
2017-03-20,1.8589125601812095,1.6940821834510897,1.6940821834510897,1.5576649928482384,1.5576649928482384
2017-03-21,1.8508478636077552,1.6867325861259224,1.6867325861259224,1.5509072271525843,1.5509072271525843
2017-03-22,1.8643036823180985,1.6989952730479572,1.6989952730479572,1.5621824523590733,1.5621824523590733
2017-03-23,1.865915472245175,1.7004641450419469,1.7004641450419469,1.5635330423755223,1.5635330423755223
2017-03-24,1.862692588378037,1.6975270353275889,1.6975270353275889,1.5608324455409046,1.5608324455409046
2017-03-27,1.8772018418612557,1.7107497486211611,1.7107497486211611,1.5729903903024205,1.5729903903024205
2017-03-28,1.8734474381775335,1.707328249123919,1.707328249123919,1.5698444095218158,1.5698444095218158
2017-03-29,1.8685652059815008,1.702878926032593,1.702878926032593,1.565753371383919,1.565753371383919
2017-03-30,1.8672238095665823,1.7016564716707605,1.7016564716707605,1.5646293560419346,1.5646293560419346
2017-03-31,1.8517977507950194,1.6875982465096875,1.6875982465096875,1.551703179609117,1.551703179609117
