date,baseline,leader_margin_005,leader_margin_010,leader_margin_015,cash_tail_soft,cash_tail_mid,cash_tail_strict
2016-04-08,1.6811658034486427,1.6465793250660208,1.6465793250660208,1.6568270531555744,1.6811658034486427,1.6811658034486427,1.6811658034486427
2016-04-11,1.6916782836721345,1.6568755329448979,1.6568755329448979,1.6671873409953073,1.6916782836721345,1.6916782836721345,1.6916782836721345
2016-04-12,1.6989851856301474,1.664032110642153,1.664032110642153,1.6743884587041955,1.6989851856301474,1.6989851856301474,1.6989851856301474
2016-04-13,1.6869938824404294,1.6522875034937772,1.6522875034937772,1.662570757269536,1.6869938824404294,1.6869938824404294,1.6869938824404294
2016-04-14,1.6917007978740122,1.6568975839640516,1.6568975839640516,1.667209529252215,1.6917007978740122,1.6917007978740122,1.6917007978740122
2016-04-15,1.6932571003559567,1.6584218687699062,1.6584218687699062,1.6687433006682704,1.6932571003559567,1.6932571003559567,1.6932571003559567
2016-04-18,1.6693937956328027,1.6350495017468007,1.6350495017468007,1.6452254722887543,1.6693937956328027,1.6693937956328027,1.6693937956328027
2016-04-19,1.671468865608729,1.6370818814879402,1.6370818814879402,1.6472705008434947,1.671468865608729,1.671468865608729,1.671468865608729
2016-04-20,1.6424178859457594,1.608628565111986,1.608628565111986,1.6186401010771274,1.6424178859457594,1.6424178859457594,1.6424178859457594
2016-04-21,1.6571340261830727,1.6230419514715144,1.6230419514715144,1.633143191262043,1.6571340261830727,1.6571340261830727,1.6571340261830727
2016-04-22,1.639969500093134,1.6062305496893268,1.6062305496893268,1.6162271612535408,1.639969500093134,1.639969500093134,1.639969500093134
2016-04-25,1.6328832121297685,1.5992900473141258,1.5992900473141258,1.6092434636431858,1.6328832121297685,1.6328832121297685,1.6328832121297685
2016-04-26,1.6303496462459364,1.5968086042616603,1.5968086042616603,1.6067465769656946,1.6303496462459364,1.6303496462459364,1.6303496462459364
2016-04-27,1.6445431293691035,1.6107100860865577,1.6107100860865577,1.6207345767029784,1.6445431293691035,1.6445431293691035,1.6445431293691035
2016-04-28,1.6506129540680436,1.6166550368079844,1.6166550368079844,1.6267165266977297,1.6506129540680436,1.6506129540680436,1.6506129540680436
2016-04-29,1.6743645985659232,1.6399180407819534,1.6399180407819534,1.6501243113911226,1.6743645985659232,1.6743645985659232,1.6743645985659232
2016-05-03,1.6955144671793874,1.6606327949813042,1.6606327949813042,1.6709679869034313,1.6955144671793874,1.6955144671793874,1.6955144671793874
2016-05-04,1.6829643971040404,1.6483409164100142,1.6483409164100142,1.6585996080218368,1.6829643971040404,1.6829643971040404,1.6829643971040404
2016-05-05,1.6819585162540716,1.647355729459601,1.647355729459601,1.6576082896158468,1.6819585162540716,1.6819585162540716,1.6819585162540716
2016-05-06,1.684473594409218,1.649819065129821,1.649819065129821,1.6600869562171416,1.684473594409218,1.684473594409218,1.684473594409218
2016-05-09,1.67802042635183,1.6434986575396389,1.6434986575396389,1.653727212642708,1.67802042635183,1.67802042635183,1.67802042635183
2016-05-10,1.669850289444499,1.6354966041508692,1.6354966041508692,1.645675357300253,1.669850289444499,1.669850289444499,1.669850289444499
2016-05-11,1.6773919542820355,1.6428831149712722,1.6428831149712722,1.6531078391548268,1.6773919542820355,1.6773919542820355,1.6773919542820355
2016-05-12,1.6717357056538833,1.6373432318559702,1.6373432318559702,1.6475334777638964,1.6717357056538833,1.6717357056538833,1.6717357056538833
2016-05-13,1.6855620911893665,1.650885168360042,1.650885168360042,1.661159694497282,1.6855620911893665,1.6855620911893665,1.6855620911893665
2016-05-16,1.6937322280966975,1.6588872217488118,1.6588872217488118,1.669211549839737,1.6937322280966975,1.6937322280966975,1.6937322280966975
2016-05-17,1.6855620911893665,1.6508851683600418,1.6508851683600418,1.661159694497282,1.6855620911893665,1.6855620911893665,1.6855620911893665
2016-05-18,1.6849336191195718,1.6502696257916751,1.6502696257916751,1.660540321009401,1.6849336191195718,1.6849336191195718,1.6849336191195718
2016-05-19,1.6591662642579894,1.625032380488632,1.625032380488632,1.6351460080062732,1.6591662642579894,1.6591662642579894,1.6591662642579894
2016-05-20,1.6579093201183999,1.623801295351898,1.623801295351898,1.6339072610305108,1.6579093201183999,1.6579093201183999,1.6579093201183999
2016-05-23,1.6560239039090157,1.6219546676467973,1.6219546676467973,1.6320491405668673,1.6560239039090157,1.6560239039090157,1.6560239039090157
2016-05-24,1.6484822390714795,1.6145681568263948,1.6145681568263948,1.6246166587122937,1.6484822390714795,1.6484822390714795,1.6484822390714795
2016-05-25,1.6220864121401024,1.5887153689549847,1.5887153689549847,1.5986029722212847,1.6220864121401024,1.6220864121401024,1.6220864121401024
2016-05-26,1.6212753689340325,1.5879210112705073,1.5879210112705073,1.5978036707351742,1.6212753689340325,1.6212753689340325,1.6212753689340325
2016-05-27,1.6151226070082572,1.5818948295826256,1.5818948295826256,1.5917399842211262,1.6151226070082572,1.6151226070082572,1.6151226070082572
2016-05-30,1.602101463509896,1.5691415689410293,1.5691415689410293,1.5789073517901961,1.602101463509896,1.602101463509896,1.602101463509896
2016-05-31,1.6131417868293065,1.5799547606455566,1.5799547606455566,1.5897878409802932,1.6131417868293065,1.6131417868293065,1.6131417868293065
2016-06-01,1.614644713959893,1.5814267681865308,1.5814267681865308,1.5912690097762376,1.614644713959893,1.614644713959893,1.614644713959893
2016-06-02,1.6156464322779756,1.5824078782404656,1.5824078782404656,1.5922562259125856,1.6156464322779756,1.6156464322779756,1.6156464322779756
2016-06-03,1.6121409615221614,1.5789745252307226,1.5789745252307226,1.588801504926491,1.6121409615221614,1.6121409615221614,1.6121409615221614
2016-06-06,1.6356904953812264,1.6020395765705342,1.6020395765705342,1.6120101049984552,1.6356904953812264,1.6356904953812264,1.6356904953812264
2016-06-07,1.6376875230749386,1.6039955195865685,1.6039955195865685,1.6139782211129134,1.6376875230749386,1.6376875230749386,1.6376875230749386
2016-06-08,1.648168723222618,1.6142610909119224,1.6142610909119224,1.624307681728036,1.648168723222618,1.648168723222618,1.648168723222618
2016-06-13,1.687037101275941,1.6523298331919318,1.6523298331919318,1.6626133504127791,1.687037101275941,1.687037101275941,1.687037101275941
2016-06-14,1.6835688899076793,1.6489329730355902,1.6489329730355902,1.6591953493987146,1.6835688899076793,1.6835688899076793,1.6835688899076793
2016-06-15,1.6900131727398617,1.655244678195535,1.655244678195535,1.6655463363820588,1.6900131727398617,1.6900131727398617,1.6900131727398617
2016-06-16,1.7132895446427991,1.67804218731647,1.67804218731647,1.6884857291468813,1.7132895446427991,1.7132895446427991,1.7132895446427991
2016-06-17,1.6826884782350628,1.6480706739960171,1.6480706739960171,1.6583276837145133,1.6826884782350628,1.6826884782350628,1.6826884782350628
2016-06-20,1.6836801178539125,1.6490419126989249,1.6490419126989249,1.6593049670640323,1.6836801178539125,1.6836801178539125,1.6836801178539125
2016-06-21,1.6812013837827253,1.6466141734089743,1.6466141734089743,1.656862118382304,1.6812013837827253,1.6812013837827253,1.6812013837827253
2016-06-22,1.6628519881485182,1.6286422783009704,1.6286422783009704,1.6387783725474525,1.6628519881485182,1.6628519881485182,1.6628519881485182
2016-06-23,1.6658357973235138,1.631564701828389,1.631564701828389,1.6417189842066031,1.6658357973235138,1.6658357973235138,1.6658357973235138
2016-06-24,1.7274735858705084,1.6919344214932066,1.6919344214932066,1.7024644236819089,1.7274735858705084,1.7274735858705084,1.7274735858705084
2016-06-27,1.73880531990973,1.7030330287500601,1.7030330287500601,1.713632104749911,1.73880531990973,1.73880531990973,1.73880531990973
2016-06-28,1.7333946102862487,1.6977336331867645,1.6977336331867645,1.708299727620562,1.7333946102862487,1.7333946102862487,1.7333946102862487
2016-06-29,1.7397940792060136,1.704001446387028,1.704001446387028,1.7146065494761724,1.7397940792060136,1.7397940792060136,1.7397940792060136
2016-06-30,1.7338923042376824,1.698221088123666,1.698221088123666,1.7087902163048045,1.7338923042376824,1.7338923042376824,1.7338923042376824
2016-07-01,1.7535816419721062,1.7175053588191795,1.7175053588191795,1.7281945054892454,1.7535816419721062,1.7535816419721062,1.7535816419721062
2016-07-04,1.773706721698028,1.7372164070239622,1.7372164070239622,1.74802822829542,1.773706721698028,1.773706721698028,1.773706721698028
2016-07-05,1.776525484709599,1.7399771798683734,1.7399771798683734,1.7508061832148127,1.776525484709599,1.776525484709599,1.776525484709599
2016-07-06,1.7853556828317965,1.7486257150898377,1.7486257150898377,1.759508543864529,1.7853556828317965,1.7853556828317965,1.7853556828317965
2016-07-07,1.7875632323623456,1.7507878488952036,1.7507878488952036,1.761684134026958,1.7875632323623456,1.7875632323623456,1.7875632323623456
2016-07-08,1.7762217037886243,1.7396796486059596,1.7396796486059596,1.7505068002229205,1.7762217037886243,1.7762217037886243,1.7762217037886243
2016-07-11,1.7888915979720277,1.7520888861543151,1.7520888861543151,1.7629932684823983,1.7888915979720277,1.7888915979720277,1.7888915979720277
2016-07-12,1.7777034248235961,1.7411308863224864,1.7411308863224864,1.7519670699303669,1.7777034248235961,1.7777034248235961,1.7777034248235961
2016-07-13,1.7645487848865662,1.728246875652885,1.728246875652885,1.7390028737294432,1.7645487848865662,1.7645487848865662,1.7645487848865662
2016-07-14,1.7547864126326986,1.7186853438373781,1.7186853438373781,1.7293818343173855,1.7547864126326986,1.7547864126326986,1.7547864126326986
2016-07-15,1.7562528079635895,1.7201215711442062,1.7201215711442062,1.7308270001956452,1.7562528079635895,1.7562528079635895,1.7562528079635895
2016-07-18,1.7513658436283865,1.7153351459027615,1.7153351459027615,1.7260107859342313,1.7513658436283865,1.7513658436283865,1.7513658436283865
2016-07-19,1.7408054937275401,1.7049920531652534,1.7049920531652534,1.7156033214410686,1.7408054937275401,1.7408054937275401,1.7408054937275401
2016-07-20,1.7371061499339477,1.7013688156509372,1.7013688156509372,1.7119575341763182,1.7371061499339477,1.7371061499339477,1.7371061499339477
2016-07-21,1.7558252604101519,1.7197028194895336,1.7106857121163213,1.7213324157142478,1.7558252604101519,1.7558252604101519,1.7558252604101519
2016-07-22,1.7319596743463241,1.6963282180595785,1.6857462396375456,1.7062284399031389,1.7319596743463241,1.7319596743463241,1.7319596743463241
2016-07-25,1.7473018368159277,1.711354747550264,1.700679031130398,1.705707613151032,1.7473018368159277,1.7473018368159277,1.7473018368159277
2016-07-26,1.757529945128996,1.721372433877387,1.710634225458966,1.727582336739534,1.757529945128996,1.757529945128996,1.757529945128996
2016-07-27,1.7234835646182305,1.7084238294492162,1.6977663965854286,1.6958119048609954,1.7234835646182305,1.7234835646182305,1.7234835646182305
2016-07-28,1.7435333116505938,1.7295440029949671,1.7187548189651307,1.7155397400460466,1.7435333116505938,1.7435333116505938,1.7435333116505938
2016-07-29,1.7351589921902164,1.7212368752188147,1.7104995124379208,1.7072998757806959,1.7351589921902164,1.7351589921902164,1.7351589921902164
2016-08-01,1.7435333116505938,1.7295440029949671,1.7187548189651307,1.7155397400460466,1.7435333116505938,1.7435333116505938,1.7435333116505938
2016-08-02,1.7586070866792736,1.744496832992042,1.733614370714109,1.7303714957236784,1.7586070866792736,1.7586070866792736,1.7586070866792736
2016-08-03,1.7301344005139898,1.7162525985531232,1.7055463285215946,1.7023559572214852,1.7301344005139898,1.7301344005139898,1.7301344005139898
2016-08-04,1.738508719974367,1.7245597263292756,1.7138016350488043,1.7105958214868358,1.738508719974367,1.738508719974367,1.738508719974367
2016-08-05,1.7363524281870568,1.7224207356346162,1.7116759877349452,1.7084741503793515,1.7363524281870568,1.7363524281870568,1.7363524281870568
2016-08-08,1.757287155391763,1.7431874922255517,1.7323131978337565,1.7290727567992636,1.757287155391763,1.757287155391763,1.757287155391763
2016-08-09,1.7634940477432135,1.7493445833301222,1.7384318799768317,1.73517999342041,1.7634940477432135,1.7634940477432135,1.7634940477432135
2016-08-10,1.7551203817995138,1.7410381038271303,1.7301772176787462,1.7269407721790977,1.7551203817995138,1.7551203817995138,1.7551203817995138
2016-08-11,1.7551203817995138,1.7410381038271303,1.7301772176787462,1.7269407721790977,1.7551203817995138,1.7551203817995138,1.7551203817995138
2016-08-12,1.7634940477432135,1.7493445833301222,1.7384318799768317,1.73517999342041,1.7634940477432135,1.7634940477432135,1.7634940477432135
2016-08-15,1.758469848176994,1.7443606956283275,1.7334790825979807,1.7302364606756229,1.758469848176994,1.758469848176994,1.758469848176994
2016-08-16,1.758960411085606,1.744847322485992,1.7339626737961233,1.7307191472747794,1.758960411085606,1.758960411085606,1.758960411085606
2016-08-17,1.752998636847232,1.7389333827795985,1.7280856262322388,1.724853093234532,1.752998636847232,1.752998636847232,1.752998636847232
2016-08-18,1.7564379298275967,1.7423450804563703,1.7314760411697308,1.7282371661088791,1.7564379298275967,1.7564379298275967,1.7564379298275967
2016-08-19,1.7562247689697017,1.7421336299030703,1.7312659096802585,1.7280274276884557,1.7562247689697017,1.7562247689697017,1.7562247689697017
2016-08-22,1.7450543016961446,1.731052789316582,1.720254193225961,1.7170363095981858,1.7450543016961446,1.7450543016961446,1.7450543016961446
2016-08-23,1.7471165679133196,1.7330985088589963,1.7222871512285831,1.7190654647777728,1.7471165679133196,1.7471165679133196,1.7471165679133196
2016-08-24,1.745529795998197,1.7315244684712487,1.720722929967371,1.7175041695271505,1.745529795998197,1.745529795998197,1.745529795998197
2016-08-25,1.734480275092227,1.720563603834372,1.7098304410326957,1.7066320559311585,1.734480275092227,1.734480275092227,1.734480275092227
2016-08-26,1.735999103650285,1.7220702460112742,1.711327684524346,1.7081264986999054,1.735999103650285,1.735999103650285,1.735999103650285
2016-08-29,1.730621844899098,1.716736131908881,1.7060268455156116,1.7028355753670792,1.730621844899098,1.730621844899098,1.730621844899098
2016-08-30,1.7335571752367358,1.7196479105071714,1.708920459953235,1.7057237770496803,1.7335571752367358,1.7335571752367358,1.7335571752367358
2016-08-31,1.7304374111030445,1.7165531779247027,1.7058450328289088,1.7026541027766657,1.7304374111030445,1.7304374111030445,1.7304374111030445
2016-09-01,1.7226105048459686,1.7087890711603106,1.6981293598577958,1.6949528626363686,1.7226105048459686,1.7226105048459686,1.7226105048459686
2016-09-02,1.7268354375241444,1.7129801049236282,1.7022942492533093,1.6991099612475606,1.7268354375241444,1.7268354375241444,1.7268354375241444
2016-09-05,1.7411035086774158,1.7271336956422845,1.7163595475118247,1.7131489491542895,1.7411035086774158,1.7411035086774158,1.7411035086774158
2016-09-06,1.7452043351580895,1.7312016189790964,1.7204020944642116,1.7171839341744317,1.7452043351580895,1.7452043351580895,1.7452043351580895
2016-09-07,1.7450981627505222,1.7310962984500509,1.7202974309421968,1.7170794664345492,1.7450981627505222,1.7450981627505222,1.7450981627505222
2016-09-08,1.742536362746484,1.7285550531499183,1.7177720383542014,1.7145587978108927,1.742536362746484,1.742536362746484,1.742536362746484
2016-09-09,1.7327724531981805,1.7188694847170063,1.7081468901130135,1.7049516542384695,1.7327724531981805,1.7327724531981805,1.7327724531981805
2016-09-12,1.723119124768107,1.7092936101503378,1.6986307514494312,1.6954533163318484,1.723119124768107,1.723119124768107,1.723119124768107
2016-09-13,1.7255358416331399,1.7116909363917832,1.7010131227698375,1.6978312312215147,1.7255358416331399,1.7255358416331399,1.7255358416331399
2016-09-14,1.7187714029120018,1.7049807724129284,1.694344817913337,1.6911754000035655,1.7187714029120018,1.7187714029120018,1.7187714029120018
2016-09-19,1.71054935188154,1.6968246913349068,1.6862396158297557,1.6830853593985537,1.71054935188154,1.71054935188154,1.71054935188154
2016-09-20,1.7129705116152718,1.699226424797518,1.6886263668783468,1.6854676458237463,1.7129705116152718,1.7129705116152718,1.7129705116152718
2016-09-21,1.716358937918714,1.7025876639281665,1.691966638038544,1.6888016687190528,1.716358937918714,1.716358937918714,1.716358937918714
2016-09-22,1.72651920224466,1.7126664069704474,1.7019825082002944,1.6987988033330346,1.72651920224466,1.72651920224466,1.72651920224466
2016-09-23,1.7279685363074049,1.714104112243875,1.7034112448283745,1.7002248673861997,1.7279685363074049,1.7279685363074049,1.7279685363074049
2016-09-26,1.7284515463804468,1.7145832468664448,1.7038873905292349,1.700700122415518,1.7284515463804468,1.7284515463804468,1.7284515463804468
2016-09-27,1.7260366647229122,1.7121877411076374,1.7015068283349921,1.698324013267889,1.7260366647229122,1.7260366647229122,1.7260366647229122
2016-09-28,1.7158906129498734,1.7021230965832819,1.69150496874226,1.6883408630149497,1.7158906129498734,1.7158906129498734,1.7158906129498734
2016-09-29,1.713471310005989,1.699723205012491,1.689120048095461,1.685960403567625,1.713471310005989,1.713471310005989,1.713471310005989
2016-09-30,1.7187956558845385,1.7050048307907784,1.6943687262110116,1.6911992635787108,1.7187956558845385,1.7187956558845385,1.7187956558845385
2016-10-10,1.6675280260502054,1.6541485488171386,1.6438296942086572,1.640754769188463,1.6675280260502054,1.6675280260502054,1.6675280260502054
2016-10-11,1.6646036071517614,1.651247594109677,1.6409468361406259,1.637877303754738,1.6646036071517614,1.6646036071517614,1.6646036071517614
2016-10-12,1.6616779032651527,1.6483453647242041,1.6380627113462376,1.634998573964177,1.6616779032651527,1.6616779032651527,1.6616779032651527
2016-10-13,1.6660683916701102,1.6527006258713655,1.6423908036477763,1.6393185701963027,1.6660683916701102,1.6660683916701102,1.6660683916701102
2016-10-14,1.6611932829892906,1.6478646328183404,1.6375849783262029,1.6345217345849017,1.6611932829892906,1.6611932829892906,1.6611932829892906
2016-10-17,1.6660719710450596,1.652704176527058,1.6423943321538863,1.639322092102038,1.6660719710450596,1.6660719710450596,1.6660719710450596
2016-10-18,1.6689970425377503,1.6556057785926506,1.6452778335417206,1.6422001996521807,1.6689970425377503,1.6689970425377503,1.6689970425377503
2016-10-19,1.6689970425377503,1.6556057785926506,1.6452778335417206,1.6422001996521807,1.6689970425377503,1.6689970425377503,1.6689970425377503
2016-10-20,1.6792303090759382,1.665756938111029,1.6553656684335094,1.6522691643799752,1.6792303090759382,1.6792303090759382,1.6792303090759382
2016-10-21,1.6743647377348994,1.6609304058745609,1.6505692449103408,1.6474817129801054,1.6743647377348994,1.6743647377348994,1.6743647377348994
2016-10-24,1.6787469355217737,1.665277442923742,1.6548891644171946,1.6517935517054623,1.6787469355217737,1.6787469355217737,1.6787469355217737
2016-10-25,1.6836128686682137,1.6701043340626516,1.6596859446039112,1.65658135910171,1.6836128686682137,1.6836128686682137,1.6836128686682137
2016-10-26,1.6899340144567152,1.676374761887291,1.6659172564536875,1.6628010147459908,1.6899340144567152,1.6899340144567152,1.6899340144567152
2016-10-27,1.6868781528674825,1.6733434191246819,1.6629048237129491,1.659794217020144,1.6868781528674825,1.6868781528674825,1.6868781528674825
2016-10-28,1.6822733899388183,1.6687756026939506,1.6583655020831598,1.655263386582419,1.6822733899388183,1.6822733899388183,1.6822733899388183
2016-10-31,1.6870584059334348,1.6735222259230127,1.6630825150846416,1.659971576004822,1.6870584059334348,1.6870584059334348,1.6870584059334348
2016-11-01,1.6923834109449893,1.6788045055457252,1.668331842965827,1.6652110845660997,1.6923834109449893,1.6923834109449893,1.6923834109449893
2016-11-02,1.7044761827273758,1.6908002504942476,1.680252756456115,1.6771096989609984,1.7044761827273758,1.7044761827273758,1.7044761827273758
2016-11-03,1.7039933282846769,1.6903212702533146,1.6797767641738328,1.6766345970632759,1.7039933282846769,1.7039933282846769,1.7039933282846769
2016-11-04,1.694818443909924,1.6812200009271188,1.670732270084055,1.6676070214786631,1.694818443909924,1.694818443909924,1.694818443909924
2016-11-07,1.6905743968293208,1.6770100061265394,1.6665485379333935,1.6634311153593193,1.6905743968293208,1.6905743968293208,1.6905743968293208
2016-11-08,1.6951041199271568,1.6815033848115004,1.6710138861724892,1.6678881107799493,1.6951041199271568,1.6951041199271568,1.6951041199271568
2016-11-09,1.717074281139325,1.7032972675640847,1.692671815048598,1.6895055266347752,1.717074281139325,1.717074281139325,1.717074281139325
2016-11-10,1.6917310521466338,1.6781573809740538,1.6676887552651931,1.6645691998163967,1.6917310521466338,1.6917310521466338,1.6917310521466338
2016-11-11,1.6798388320725297,1.6663605785992306,1.65596554331164,1.6528679171404812,1.6798388320725297,1.6798388320725297,1.6798388320725297
2016-11-14,1.6500212766616356,1.6367822655264161,1.6265717446903123,1.6235291021510574,1.6500212766616356,1.6500212766616356,1.6500212766616356
2016-11-15,1.6588482548039694,1.645538420059643,1.635273276870775,1.6322143573661445,1.6588482548039694,1.6588482548039694,1.6588482548039694
2016-11-16,1.6636257867655717,1.6502776193041264,1.6399829121997325,1.636915182916595,1.6636257867655717,1.6636257867655717,1.6636257867655717
2016-11-17,1.6602885854630334,1.6469671941685562,1.6366931380484349,1.633631562571184,1.6602885854630334,1.6602885854630334,1.6602885854630334
2016-11-18,1.6461064443795492,1.632898844056365,1.6227125486512608,1.6196771250705755,1.6461064443795492,1.6461064443795492,1.6461064443795492
2016-11-21,1.65688853348304,1.6435944226404335,1.6333414064317826,1.6302861006571934,1.65688853348304,1.65688853348304,1.65688853348304
2016-11-22,1.6598243271193334,1.6465066608200842,1.636235477583821,1.633174758199886,1.6598243271193334,1.6598243271193334,1.6598243271193334
2016-11-23,1.6608024924686489,1.6474769778209362,1.637199741585344,1.6341372184625453,1.6608024924686489,1.6608024924686489,1.6608024924686489
2016-11-24,1.6498889930854588,1.636651043332758,1.6264413410825895,1.6233989424745139,1.6498889930854588,1.6498889930854588,1.6498889930854588
2016-11-25,1.666933968829142,1.6535592580377432,1.6432440795234542,1.6401702499459652,1.666933968829142,1.666933968829142,1.666933968829142
2016-11-28,1.6743714879315583,1.66093710191075,1.6505758991755384,1.6474883547979267,1.6743714879315583,1.6743714879315583,1.6743714879315583
2016-11-29,1.6724045971624864,1.6589859925677493,1.6486369611781222,1.6455530437510284,1.6724045971624864,1.6724045971624864,1.6724045971624864
2016-11-30,1.6561121380026764,1.64282425659999,1.632576044815586,1.6295221707158176,1.6561121380026764,1.6561121380026764,1.6561121380026764
2016-12-01,1.6717662421706194,1.6583527594424696,1.6480076782667201,1.64492493796751,1.6717662421706194,1.6717662421706194,1.6717662421706194
2016-12-02,1.6533496490318629,1.640083932568964,1.6298528153830327,1.62680403531846,1.6533496490318629,1.6533496490318629,1.6533496490318629
2016-12-05,1.6201997813821014,1.607200044196654,1.5971740621923958,1.5941864105501704,1.6201997813821014,1.6201997813821014,1.6201997813821014
2016-12-06,1.6173109151847653,1.6043343569317934,1.5943262515627747,1.5913439269956038,1.6173109151847653,1.6173109151847653,1.6173109151847653
2016-12-07,1.6175013710766795,1.6045232846933073,1.5945140007613936,1.5915313249931764,1.6175013710766795,1.6175013710766795,1.6175013710766795
2016-12-08,1.6267807062385014,1.6137281667415406,1.6036614612197633,1.6006616743389206,1.6267807062385014,1.6267807062385014,1.6267807062385014
2016-12-09,1.598255899307762,1.5854322297301942,1.5755420389840937,1.5725948519043682,1.598255899307762,1.598255899307762,1.598255899307762
2016-12-12,1.5999140595462016,1.587077085654216,1.577176634022451,1.5742263892919244,1.5999140595462016,1.5999140595462016,1.5999140595462016
2016-12-13,1.598075326300915,1.5852531055580272,1.575364032218396,1.5724171781156568,1.598075326300915,1.598075326300915,1.598075326300915
2016-12-14,1.6053724588273444,1.5924916892523058,1.5825574604199795,1.579597150390245,1.6053724588273444,1.6053724588273444,1.6053724588273444
2016-12-15,1.5970319760494194,1.5842181266686424,1.5743355096999883,1.5713905795372027,1.5970319760494194,1.5970319760494194,1.5970319760494194
2016-12-16,1.6025484941014032,1.5896903827193107,1.5797736289044784,1.576818526271355,1.6025484941014032,1.6025484941014032,1.6025484941014032
2016-12-19,1.6025484941014032,1.5896903827193107,1.5797736289044784,1.576818526271355,1.6025484941014032,1.6025484941014032,1.6025484941014032
2016-12-20,1.6135815302053718,1.6006348948206486,1.5906498673134595,1.5876744197396606,1.6135815302053718,1.6135815302053718,1.6135815302053718
2016-12-21,1.674263228777198,1.6608297113780064,1.6504691785628547,1.6473818338153403,1.674263228777198,1.674263228777198,1.674263228777198
2016-12-22,1.6866753943941626,1.6731422874920117,1.6627049467729587,1.6595947139671843,1.6866753943941626,1.6866753943941626,1.6866753943941626
2016-12-23,1.6839171353681706,1.6704061594666773,1.6599858871707136,1.656880740600108,1.6839171353681706,1.6839171353681706,1.6839171353681706
2016-12-26,1.7804562012778935,1.7661706403533826,1.7551529732492965,1.75186980844778,1.7804562012778935,1.7804562012778935,1.7804562012778935
2016-12-27,1.7721814241999179,1.7579622562773798,1.7469957944425614,1.7437278883465515,1.7721814241999179,1.7721814241999179,1.7721814241999179
2016-12-28,1.7542527405309691,1.7401774241127057,1.7293219070279673,1.726087061460555,1.7542527405309691,1.7542527405309691,1.7542527405309691
2016-12-29,1.7533756141607038,1.7393073354006494,1.7284572460744534,1.7252240179298248,1.7533756141607038,1.7533756141607038,1.7533756141607038
2016-12-30,1.7533756141607038,1.7393073354006494,1.7284572460744534,1.7252240179298248,1.7533756141607038,1.7533756141607038,1.7533756141607038
2017-01-03,1.7533756141607038,1.7393073354006494,1.7284572460744534,1.7252240179298248,1.7533756141607038,1.7533756141607038,1.7533756141607038
2017-01-04,1.7533756141607038,1.7393073354006494,1.7284572460744534,1.7252240179298248,1.7533756141607038,1.7533756141607038,1.7533756141607038
2017-01-05,1.7533756141607038,1.7393073354006494,1.7284572460744534,1.7252240179298248,1.7533756141607038,1.7533756141607038,1.7533756141607038
2017-01-06,1.7510785058598817,1.7370286580393572,1.7261927834826918,1.7229637912103712,1.7510785058598817,1.7510785058598817,1.7510785058598817
2017-01-09,1.7495025352046079,1.7354653322471219,1.7246392099775574,1.721413123798282,1.7495025352046079,1.7495025352046079,1.7495025352046079
2017-01-10,1.7495025352046079,1.7354653322471219,1.7246392099775574,1.721413123798282,1.7495025352046079,1.7495025352046079,1.7495025352046079
2017-01-11,1.7495025352046079,1.7354653322471219,1.7246392099775574,1.721413123798282,1.7495025352046079,1.7495025352046079,1.7495025352046079
2017-01-12,1.7495025352046079,1.7354653322471219,1.7246392099775574,1.721413123798282,1.7495025352046079,1.7495025352046079,1.7495025352046079
2017-01-13,1.7495025352046079,1.7354653322471219,1.7246392099775574,1.721413123798282,1.7495025352046079,1.7495025352046079,1.7495025352046079
2017-01-16,1.7495025352046079,1.7354653322471219,1.7246392099775574,1.721413123798282,1.7495025352046079,1.7495025352046079,1.7495025352046079
2017-01-17,1.7495025352046079,1.7354653322471219,1.7246392099775574,1.721413123798282,1.7495025352046079,1.7495025352046079,1.7495025352046079
2017-01-18,1.7495025352046079,1.7354653322471219,1.7246392099775574,1.721413123798282,1.7495025352046079,1.7495025352046079,1.7495025352046079
2017-01-19,1.7495025352046079,1.7354653322471219,1.7246392099775574,1.721413123798282,1.7495025352046079,1.7495025352046079,1.7495025352046079
2017-01-20,1.751079768917676,1.7370299109629572,1.7261940285903452,1.7229650339889437,1.751079768917676,1.751079768917676,1.751079768917676
2017-01-23,1.757905567117355,1.743800942100144,1.7329228209056895,1.7296812395187353,1.757905567117355,1.757905567117355,1.757905567117355
2017-01-24,1.7558073583091582,1.741719568353512,1.730854431115724,1.7276167188300147,1.7558073583091582,1.7558073583091582,1.7558073583091582
2017-01-25,1.742164925342094,1.7281865959882698,1.7174058796897966,1.7141933240778051,1.742164925342094,1.742164925342094,1.742164925342094
2017-01-26,1.7369075434474368,1.722971396905695,1.7122232138891484,1.7090203528999017,1.7369075434474368,1.7369075434474368,1.7369075434474368
2017-02-03,1.7542700421778465,1.7401945869391333,1.72933896278982,1.7261040853181362,1.7542700421778465,1.7542700421778465,1.7542700421778465
2017-02-06,1.7684406603195972,1.754251506564371,1.7433081930053247,1.740047184885403,1.7684406603195972,1.7684406603195972,1.7684406603195972
2017-02-07,1.7794402171849688,1.7651628080491102,1.754151427971074,1.7508701366462598,1.7794402171849688,1.7794402171849688,1.7794402171849688
2017-02-08,1.7794402171849688,1.7651628080491102,1.754151427971074,1.7508701366462598,1.7794402171849688,1.7794402171849688,1.7794402171849688
