total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,max_drawdown_integral,max_drawdown_episode_integral,full_history_drawdown_integral,worst_drawdown_episode_integral,latest_holding_code,latest_holding_theme,latest_holding_name,latest_portfolio,variant,leader_gap,mom_threshold,release_ratio,trigger_days
22.688013827034425,0.25330269731458777,0.19657679684043547,1.2885686479070957,-0.1890548045403999,1182,1965,0.8021672425603653,0.15379310344827601,1.0,182.56679506973518,31.61717390514054,182.56679506973518,31.61717390514054,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,reduce_core_r70_g010_m10,0.01,0.1,0.7,206
