total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,max_drawdown_integral,max_drawdown_episode_integral,full_history_drawdown_integral,worst_drawdown_episode_integral,latest_holding_code,latest_holding_theme,latest_holding_name,latest_portfolio,cash_days,strategy,annualized_diff,sharpe_diff,max_drawdown_diff,max_drawdown_integral_diff,trade_diff,cash_days_diff
25.92184356331864,0.6454786326827147,0.2526131039853482,2.5552064500983014,-0.18693136127693932,496,877,0.9117151780137414,0.07132169576059866,0.8,71.96094458909573,6.071809104897877,71.96094458909573,6.071809104897877,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,40,base_pool,0.0,0.0,0.0,0.0,0,0
