annualized_return,sharpe_rf0,max_drawdown,max_drawdown_integral,trade_count,dynamic_threshold_mode,baseline_zone_days,baseline_zone_total_return,baseline_zone_avg_daily_return,baseline_zone_win_rate,baseline_zone_max_drawdown,threshold_mean,threshold_min,threshold_max,threshold_gt_05_days,threshold_lt_05_days,latest_threshold,variant,annualized_return_diff_vs_base,sharpe_rf0_diff_vs_base,max_drawdown_diff_vs_base,max_drawdown_integral_diff_vs_base,trade_count_diff_vs_base,baseline_zone_total_return_diff_vs_base,baseline_zone_max_drawdown_diff_vs_base
0.20462023113615868,1.0106965399622074,-0.20241373017553743,216.47523645699044,906,weak_proxy_tiered,1158,-0.49139900592429897,-0.0005341396985037368,0.45682210708117443,-0.49139900592429897,0.05813245997088794,0.05,0.065,2941,0,0.065,weak_tiered_065,-0.05776115017237515,-0.2584586480235762,-0.01258613228682326,26.604106870846238,-39,0.16996624721299725,0.16996624721299725
0.2026262277695714,1.0007815994406903,-0.20241373017553776,217.1649505921427,910,weak_proxy_tiered,1158,-0.4996417096374619,-0.0005481466116837216,0.45509499136442144,-0.4996417096374619,0.05708151382823872,0.05,0.06,2941,0,0.06,weak_tiered_060,-0.059755153538962436,-0.2683735885450933,-0.012586132286823593,27.293821005998495,-35,0.1617235434998343,0.1617235434998343
0.20797711386868967,1.0128255923006022,-0.20966745851374358,223.48983927524625,932,asymmetric_band,1158,-0.6057200072950666,-0.0007512981123384072,0.4473229706390328,-0.6057200072950666,0.05251528384279477,0.045,0.06,1142,556,0.06,asym_045_06,-0.05440426743984417,-0.25632959568518143,-0.019839860625029404,33.61870968910205,-13,0.05564524584222963,0.05564524584222963
0.21600824051525325,1.0486620291133653,-0.2096674585137437,223.21459034513143,939,weak_proxy_step,1158,-0.6355398351403536,-0.0008187619242214152,0.4464594127806563,-0.6355398351403536,0.05210189228529841,0.05,0.06,722,0,0.06,weak_step_06_relaxed,-0.04637314079328059,-0.22049315887241838,-0.019839860625029515,33.34346075898722,-6,0.0258254179969426,0.0258254179969426
0.21480373765162541,1.0413956053805726,-0.20966745851374335,224.92895249719874,946,weak_proxy_step,1158,-0.646415974541338,-0.0008446275674178536,0.44559585492227977,-0.646415974541338,0.05158660844250365,0.05,0.06,545,0,0.05,weak_step_06_strict,-0.04757764365690842,-0.227759582605211,-0.019839860625029182,35.05782291105453,1,0.014949278595958182,0.014949278595958182
0.26238138130853383,1.2691551879857836,-0.18982759788871417,189.8711295861442,945,fixed,1158,-0.6613652531372962,-0.0008815827367052686,0.4438687392055268,-0.6613652531372962,0.05,0.05,0.05,0,0,0.05,baseline_fixed_05,0.0,0.0,0.0,0.0,0,0.0,0.0
