date,nav,drawdown,signal,holding,exposure,current_momentum,effective_momentum,absolute_momentum_threshold
2012-11-13,0.99900025,-0.000999749999999966,,,0.0,,,0.05
2012-11-14,0.99900025,-0.000999749999999966,,,0.0,,,0.05
2012-11-15,0.99900025,-0.000999749999999966,,,0.0,,,0.05
2012-11-16,0.99900025,-0.000999749999999966,,,0.0,,,0.05
2012-11-19,0.99900025,-0.000999749999999966,,,0.0,,,0.05
2012-11-20,0.99900025,-0.000999749999999966,,,0.0,,,0.05
2012-11-21,0.99900025,-0.000999749999999966,,,0.0,,,0.05
2012-11-22,0.99900025,-0.000999749999999966,,,0.0,,,0.05
2012-11-23,0.99900025,-0.000999749999999966,,,0.0,,,0.05
2012-11-26,0.99900025,-0.000999749999999966,,,0.0,,,0.05
2012-11-27,0.99900025,-0.000999749999999966,,,0.0,,,0.05
2012-11-28,0.99900025,-0.000999749999999966,,,0.0,,,0.05
2012-11-29,0.99900025,-0.000999749999999966,,,0.0,,,0.05
2012-11-30,0.99900025,-0.000999749999999966,,,0.0,,,0.05
2012-12-03,0.99900025,-0.000999749999999966,,,0.0,,,0.05
2012-12-04,0.99900025,-0.000999749999999966,,,0.0,,,0.05
2012-12-05,0.99900025,-0.000999749999999966,,,0.0,,,0.05
2012-12-06,0.99900025,-0.000999749999999966,,,0.0,,,0.05
2012-12-07,0.99900025,-0.000999749999999966,,,0.0,,,0.05
2012-12-10,0.99900025,-0.000999749999999966,,,0.0,,,0.05
2012-12-11,0.99900025,-0.000999749999999966,,,0.0,,,0.05
2012-12-12,0.99900025,-0.000999749999999966,,,0.0,,,0.05
2012-12-13,0.99900025,-0.000999749999999966,,,0.0,,,0.05
2012-12-14,0.998500749875,-0.0014992501249999624,510300,510300,1.0,0.05364995602462663,0.05364995602462663,0.05
2012-12-17,1.0014179056551025,0.0,510300,510300,1.0,0.053023663453111824,0.053023663453111824,0.05
2012-12-18,0.985998653674562,-0.015397419891801878,510300,510300,1.0,0.05295950155763274,0.05295950155763274,0.05
2012-12-19,0.9884990729146492,-0.012900540990429032,510300,510300,1.0,0.052818464269862586,0.052818464269862586,0.05
2012-12-20,0.9951668575548832,-0.006242197253433335,510300,510300,1.0,0.07277628032345063,0.07277628032345063,0.05
2012-12-21,0.9909994921547371,-0.010403662089055521,510300,510300,1.0,0.07845804988662186,0.07845804988662186,0.05
2012-12-24,0.9918329652347664,-0.009571369121931017,510300,510300,1.0,0.07936507936507975,0.07936507936507975,0.05
2012-12-25,1.019337576875731,0.0,510300,510300,1.0,0.11232378353797245,0.11232378353797245,0.05
2012-12-26,1.0222547326558329,0.0,510300,510300,1.0,0.10197663971248949,0.10197663971248949,0.05
2012-12-27,1.02017104995576,-0.0020383204239705632,510300,510300,1.0,0.10619069136918258,0.10619069136918258,0.05
2012-12-28,1.0351735653962857,0.0,510300,510300,1.0,0.11640449438202283,0.11640449438202283,0.05
2012-12-31,1.0518430269968702,0.0,510300,510300,1.0,0.1415649027589332,0.1415649027589332,0.05
2013-01-04,1.0543434462369576,0.0,510300,510300,1.0,0.15683584819387342,0.15683584819387342,0.05
2013-01-07,1.056010392397016,0.0,510300,510300,1.0,0.17152103559870602,0.17152103559870602,0.05
2013-01-08,1.0514262904568557,-0.004340962904498591,510300,510300,1.0,0.17076566125290094,0.17076566125290094,0.05
2013-01-09,1.0505928173768264,-0.005130228887134769,510300,510300,1.0,0.1644341801385687,0.1644341801385687,0.05
2013-01-10,1.053093236616914,-0.0027624309392264568,510300,510300,1.0,0.1780885780885786,0.1780885780885786,0.05
2013-01-11,1.037257248096359,-0.017758484609312952,510300,510300,1.0,0.1512488436632755,0.1512488436632755,0.05
2013-01-14,1.0739300636176443,0.0,510300,510300,1.0,0.1514745308310994,0.1514745308310994,0.05
2013-01-15,1.0801811117178637,0.0,510300,510300,1.0,0.15973154362416153,0.15973154362416153,0.05
2013-01-16,1.0722631174575858,-0.007330246913580529,510300,510300,1.0,0.12850877192982502,0.12850877192982502,0.05
2013-01-17,1.0655953328173522,-0.013503086419753285,510300,510300,1.0,0.11125597566275558,0.11125597566275558,0.05
2013-01-18,1.0814313213379072,0.0,510300,510300,1.0,0.1312118570183094,0.1312118570183094,0.05
2013-01-21,1.0851819501980386,0.0,510300,510300,1.0,0.13266637668551584,0.13266637668551584,0.05
2013-01-22,1.0835150040379802,-0.001536098310291889,510300,510300,1.0,0.13985094256904884,0.13985094256904884,0.05
2013-01-23,1.0855986867380532,0.0,510300,510300,1.0,0.08722871452420722,0.08722871452420722,0.05
2013-01-24,1.0785141655578048,-0.006525911708253451,510300,510300,1.0,0.07698709945900983,0.07698709945900983,0.05
2013-01-25,1.0735133270776294,-0.011132437619961744,510300,510300,1.0,0.08875739644970437,0.08875739644970437,0.05
2013-01-28,1.102684884878652,0.0,510300,510300,1.0,0.11551433389544763,0.1272648085936989,0.05
2013-01-29,1.111019615678944,0.0,510300,510300,1.0,0.11641541038526015,0.12364771587156065,0.05
2013-01-30,1.1172706637791632,0.0,510300,510300,1.0,0.12741799831791467,0.13268153168329816,0.05
2013-01-31,1.1201878195592656,0.0,510300,510300,1.0,0.129411764705883,0.13578255717203377,0.05
2013-02-01,1.1418581196400253,0.0,510300,510300,1.0,0.1201962387571549,0.13666177383286274,0.05
2013-02-04,1.1439418023400982,0.0,510300,510300,1.0,0.11903791275988618,0.13671504912510282,0.05
2013-02-05,1.1522765331403904,0.0,510300,510300,1.0,0.1294934640522878,0.15279669762641945,0.05
2013-02-06,1.1556104254605073,0.0,510300,510300,1.0,0.11634460547504055,0.1452105082023637,0.05
2013-02-07,1.1501928504403174,-0.004688063469166948,510300,510300,1.0,0.09350237717908083,0.12597201831740468,0.05
2013-02-08,1.1539434793004488,-0.0014424810674360522,510300,510300,1.0,0.09446640316205568,0.13306253924864292,0.05
2013-02-18,1.13685728115985,-0.01622791200865481,510300,510300,1.0,0.07655880031570672,0.11415473747009652,0.05
2013-02-19,1.1185208733992076,-0.032095203750450496,510300,510300,1.0,0.0638129211256444,0.1035553661035461,0.05
2013-02-20,1.123521711879383,-0.02776776054814234,510300,510300,1.0,0.06941689805632723,0.11232937294976231,0.05
2013-02-21,1.0831195210615068,-0.06272953479985532,510300,510300,0.27,0.028888009497428202,,0.05
2013-02-22,1.082219698690163,-0.0635081902632526,510300,510300,0.27,0.04138208115709152,,0.05
2013-02-25,1.0826706235646175,-0.06311798534252877,510300,510300,0.27,0.007372914241366102,,0.05
2013-02-26,1.0782460728183052,-0.06694674168535009,,,0.0,,,0.05
2013-02-27,1.0781005095984748,-0.06707270387522246,510300,510300,0.27,0.00349786241741179,,0.05
2013-02-28,1.0879086354584548,-0.05858530566222042,510300,510300,0.27,0.04380132968322292,,0.05
2013-03-01,1.08757847210337,-0.058871010383993894,510300,510300,0.27,0.027360308285163892,,0.05
2013-03-04,1.0737002201825312,-0.07088046583288232,510300,510300,0.27,-0.024577572964669447,,0.05
2013-03-05,1.0820319648044987,-0.06367064456578242,510300,510300,0.27,0.0050000000000003375,,0.05
2013-03-06,1.0851625280092143,-0.0609616319645262,510300,510300,0.27,0.0138195777351251,,0.05
2013-03-07,1.0816124317418916,-0.06403368478536153,510300,510300,0.27,0.008114374034003502,,0.05
2013-03-08,1.0811646964309367,-0.06442112963796098,510300,510300,0.27,0.011257763975155655,,0.05
2013-03-11,1.0791476290894186,-0.06616658580301271,510300,510300,0.27,-0.022297808012093467,,0.05
2013-03-12,1.0749803755855132,-0.06977269164291533,510300,510300,0.27,-0.04351087771942974,,0.05
2013-03-13,1.0716486828369836,-0.07265575039275474,,,0.0,,,0.05
2013-03-14,1.0716486828369836,-0.07265575039275474,,,0.0,,,0.05
2013-03-15,1.0716486828369836,-0.07265575039275474,,,0.0,,,0.05
2013-03-18,1.0716486828369836,-0.07265575039275474,,,0.0,,,0.05
2013-03-19,1.0716486828369836,-0.07265575039275474,,,0.0,,,0.05
2013-03-20,1.0715040102648006,-0.07278094186645168,510300,510300,0.27,-0.06202668589974747,,0.05
2013-03-21,1.0722826117947508,-0.07210718407334427,510300,510300,0.27,-0.0550724637681157,,0.05
2013-03-22,1.0730596877672554,-0.07143474641149561,510300,510300,0.27,-0.05561574575659067,,0.05
2013-03-25,1.0726165120644682,-0.07181824563668704,510300,510300,0.27,-0.04288856304985322,,0.05
2013-03-26,1.0678470453064948,-0.07594547281713826,510300,510300,0.27,-0.04321907600596131,,0.05
2013-03-27,1.0685206871341413,-0.07536254122288744,510300,510300,0.27,-0.04525222551928798,,0.05
2013-03-28,1.0595540799693792,-0.08312173668115697,510300,510300,0.27,-0.04076923076923067,,0.05
2013-03-29,1.0586081986024571,-0.08394024899818209,,,0.0,,,0.05
2013-04-01,1.0586081986024571,-0.08394024899818209,,,0.0,,,0.05
2013-04-02,1.0586081986024571,-0.08394024899818209,,,0.0,,,0.05
2013-04-03,1.0586081986024571,-0.08394024899818209,,,0.0,,,0.05
2013-04-08,1.0586081986024571,-0.08394024899818209,,,0.0,,,0.05
2013-04-09,1.0586081986024571,-0.08394024899818209,,,0.0,,,0.05
2013-04-10,1.0586081986024571,-0.08394024899818209,,,0.0,,,0.05
2013-04-11,1.0586081986024571,-0.08394024899818209,,,0.0,,,0.05
2013-04-12,1.0586081986024571,-0.08394024899818209,,,0.0,,,0.05
2013-04-15,1.0586081986024571,-0.08394024899818209,,,0.0,,,0.05
2013-04-16,1.0586081986024571,-0.08394024899818209,,,0.0,,,0.05
2013-04-17,1.0586081986024571,-0.08394024899818209,,,0.0,,,0.05
2013-04-18,1.0586081986024571,-0.08394024899818209,,,0.0,,,0.05
2013-04-19,1.0586081986024571,-0.08394024899818209,,,0.0,,,0.05
2013-04-22,1.0586081986024571,-0.08394024899818209,,,0.0,,,0.05
2013-04-23,1.0586081986024571,-0.08394024899818209,,,0.0,,,0.05
2013-04-24,1.0586081986024571,-0.08394024899818209,,,0.0,,,0.05
2013-04-25,1.0586081986024571,-0.08394024899818209,,,0.0,,,0.05
2013-04-26,1.0586081986024571,-0.08394024899818209,,,0.0,,,0.05
2013-05-02,1.0586081986024571,-0.08394024899818209,,,0.0,,,0.05
2013-05-03,1.0586081986024571,-0.08394024899818209,,,0.0,,,0.05
2013-05-06,1.0586081986024571,-0.08394024899818209,,,0.0,,,0.05
2013-05-07,1.0586081986024571,-0.08394024899818209,,,0.0,,,0.05
2013-05-08,1.0586081986024571,-0.08394024899818209,,,0.0,,,0.05
2013-05-09,1.0586081986024571,-0.08394024899818209,,,0.0,,,0.05
2013-05-10,1.0586081986024571,-0.08394024899818209,,,0.0,,,0.05
2013-05-13,1.0586081986024571,-0.08394024899818209,,,0.0,,,0.05
2013-05-14,1.0586081986024571,-0.08394024899818209,,,0.0,,,0.05
2013-05-15,1.0586081986024571,-0.08394024899818209,,,0.0,,,0.05
2013-05-16,1.0586081986024571,-0.08394024899818209,,,0.0,,,0.05
2013-05-17,1.0586081986024571,-0.08394024899818209,,,0.0,,,0.05
2013-05-20,1.058078894503156,-0.0843982788736829,510300,510300,1.0,0.051911468812878114,0.051911468812878114,0.05
2013-05-21,1.058078894503156,-0.0843982788736829,510300,510300,1.0,0.05658852061439035,0.05658852061439035,0.05
2013-05-22,1.0592932161112316,-0.08334747353191585,510300,510300,1.0,0.06123276561232838,0.06123276561232838,0.05
2013-05-23,1.0479595477691932,-0.09315499005507466,510300,510300,1.0,0.06063088897992697,0.06063088897992697,0.05
2013-05-24,1.0536263819402123,-0.08825123179349537,510300,510300,1.0,0.0598534201954406,0.0598534201954406,0.05
2013-05-27,1.0511977387240614,-0.09035284247702913,510300,510300,1.0,0.05483346872461459,0.05483346872461459,0.05
2013-05-28,1.0730555276694211,-0.07143834632522317,510300,510300,1.0,0.07458451560599966,0.07458451560599966,0.05
2013-05-29,1.0688778565637722,-0.07505346696934867,,,0.0,,,0.05
2013-05-30,1.0688778565637722,-0.07505346696934867,,,0.0,,,0.05
2013-05-31,1.0683434176354905,-0.07551594023586383,510300,510300,1.0,0.062398042414356425,0.062398042414356425,0.05
2013-06-03,1.069858783826724,-0.0742046279130889,,,0.0,,,0.05
2013-06-04,1.069858783826724,-0.0742046279130889,,,0.0,,,0.05
2013-06-05,1.069858783826724,-0.0742046279130889,,,0.0,,,0.05
2013-06-06,1.069858783826724,-0.0742046279130889,,,0.0,,,0.05
2013-06-07,1.069858783826724,-0.0742046279130889,,,0.0,,,0.05
2013-06-13,1.069858783826724,-0.0742046279130889,,,0.0,,,0.05
2013-06-14,1.069858783826724,-0.0742046279130889,,,0.0,,,0.05
2013-06-17,1.069858783826724,-0.0742046279130889,,,0.0,,,0.05
2013-06-18,1.069858783826724,-0.0742046279130889,,,0.0,,,0.05
2013-06-19,1.069858783826724,-0.0742046279130889,,,0.0,,,0.05
2013-06-20,1.069858783826724,-0.0742046279130889,,,0.0,,,0.05
2013-06-21,1.069858783826724,-0.0742046279130889,,,0.0,,,0.05
2013-06-24,1.069858783826724,-0.0742046279130889,,,0.0,,,0.05
2013-06-25,1.069858783826724,-0.0742046279130889,,,0.0,,,0.05
2013-06-26,1.069858783826724,-0.0742046279130889,,,0.0,,,0.05
2013-06-27,1.069858783826724,-0.0742046279130889,,,0.0,,,0.05
2013-06-28,1.069858783826724,-0.0742046279130889,,,0.0,,,0.05
2013-07-01,1.069858783826724,-0.0742046279130889,,,0.0,,,0.05
2013-07-02,1.069858783826724,-0.0742046279130889,,,0.0,,,0.05
2013-07-03,1.069858783826724,-0.0742046279130889,,,0.0,,,0.05
2013-07-04,1.069858783826724,-0.0742046279130889,,,0.0,,,0.05
2013-07-05,1.069858783826724,-0.0742046279130889,,,0.0,,,0.05
2013-07-08,1.069858783826724,-0.0742046279130889,,,0.0,,,0.05
2013-07-09,1.069858783826724,-0.0742046279130889,,,0.0,,,0.05
2013-07-10,1.069858783826724,-0.0742046279130889,,,0.0,,,0.05
2013-07-11,1.069858783826724,-0.0742046279130889,,,0.0,,,0.05
2013-07-12,1.069858783826724,-0.0742046279130889,,,0.0,,,0.05
2013-07-15,1.069858783826724,-0.0742046279130889,,,0.0,,,0.05
2013-07-16,1.069858783826724,-0.0742046279130889,,,0.0,,,0.05
2013-07-17,1.069858783826724,-0.0742046279130889,,,0.0,,,0.05
2013-07-18,1.069858783826724,-0.0742046279130889,,,0.0,,,0.05
2013-07-19,1.069858783826724,-0.0742046279130889,,,0.0,,,0.05
2013-07-22,1.069858783826724,-0.0742046279130889,,,0.0,,,0.05
2013-07-23,1.069858783826724,-0.0742046279130889,,,0.0,,,0.05
2013-07-24,1.069858783826724,-0.0742046279130889,,,0.0,,,0.05
2013-07-25,1.069858783826724,-0.0742046279130889,,,0.0,,,0.05
2013-07-26,1.069858783826724,-0.0742046279130889,,,0.0,,,0.05
2013-07-29,1.069858783826724,-0.0742046279130889,,,0.0,,,0.05
2013-07-30,1.069858783826724,-0.0742046279130889,,,0.0,,,0.05
2013-07-31,1.069858783826724,-0.0742046279130889,,,0.0,,,0.05
2013-08-01,1.0693238544348107,-0.07466752559913226,510300,510300,1.0,0.05027422303473483,0.05027422303473483,0.05
2013-08-02,1.0669288109714616,-0.07674006095411112,,,0.0,,,0.05
2013-08-05,1.0669288109714616,-0.07674006095411112,,,0.0,,,0.05
2013-08-06,1.0669288109714616,-0.07674006095411112,,,0.0,,,0.05
2013-08-07,1.0669288109714616,-0.07674006095411112,,,0.0,,,0.05
2013-08-08,1.0669288109714616,-0.07674006095411112,,,0.0,,,0.05
2013-08-09,1.0669288109714616,-0.07674006095411112,,,0.0,,,0.05
2013-08-12,1.066395346565976,-0.07720169092363416,510300,510300,1.0,0.09309718437783876,0.09309718437783876,0.05
2013-08-13,1.066395346565976,-0.07720169092363416,510300,510300,1.0,0.09558488848429714,0.09558488848429714,0.05
2013-08-14,1.0641801505822492,-0.07911859642649322,510300,510300,1.0,0.06377325066430517,0.06377325066430517,0.05
2013-08-15,1.0512491655468437,-0.09030834060888293,,,0.0,,,0.05
2013-08-16,1.0512491655468437,-0.09030834060888293,,,0.0,,,0.05
2013-08-19,1.0512491655468437,-0.09030834060888293,,,0.0,,,0.05
2013-08-20,1.0512491655468437,-0.09030834060888293,,,0.0,,,0.05
2013-08-21,1.0512491655468437,-0.09030834060888293,,,0.0,,,0.05
2013-08-22,1.0512491655468437,-0.09030834060888293,,,0.0,,,0.05
2013-08-23,1.0507235409640705,-0.09076318643857828,510300,510300,1.0,0.050337078651685685,0.050337078651685685,0.05
2013-08-26,1.0741029265567663,-0.07053198647914627,510300,510300,1.0,0.06699419383653415,0.06699419383653415,0.05
2013-08-27,1.0735658750934882,-0.07099672048590644,,,0.0,,,0.05
2013-08-28,1.0735658750934882,-0.07099672048590644,,,0.0,,,0.05
2013-08-29,1.0735658750934882,-0.07099672048590644,,,0.0,,,0.05
2013-08-30,1.0735658750934882,-0.07099672048590644,,,0.0,,,0.05
2013-09-02,1.0730290921559416,-0.07146122212566342,510300,510300,1.0,0.06663665015758613,0.06663665015758613,0.05
2013-09-03,1.0893351484318443,-0.057350881896251926,510300,510300,1.0,0.07654431512981152,0.07654431512981152,0.05
2013-09-04,1.0888822024241804,-0.05774283579151329,510300,510300,1.0,0.07369361322018753,0.07369361322018753,0.05
2013-09-05,1.0833768248794282,-0.06250687860685766,518880,518880,0.8,0.04086265607264483,0.04177545691906004,0.05
2013-09-06,1.0751855351820483,-0.06959515811430128,518880,518880,0.8,0.057020946470131895,0.04969485614646896,0.05
2013-09-09,1.083994236321988,-0.061972605612293896,510300,510300,1.0,0.07305543618392774,0.07305543618392774,0.05
2013-09-10,1.0983201513394591,-0.04957576780100281,510300,510300,1.0,0.08027327070879586,0.08027327070879586,0.05
2013-09-11,1.1030954563452828,-0.04544348853057245,510300,510300,1.0,0.09243336199484098,0.09243336199484098,0.05
2013-09-12,1.1139484222676097,-0.03605194473413942,510300,510300,1.0,0.10270734851740437,0.10270734851740437,0.05
2013-09-13,1.1057001681666414,-0.043189518019428386,510300,510300,1.0,0.0898587933247752,0.0898587933247752,0.05
2013-09-16,1.1000566258870312,-0.04807312079357373,510300,510300,1.0,0.05276277523888617,0.05276277523888617,0.05
2013-09-17,1.0773801784177397,-0.06769603779889155,518880,518880,0.8,-0.024672897196261645,0.03199002908184445,0.05
2013-09-18,1.0707730174922188,-0.07341350172959982,518880,518880,0.8,-0.0193181818181819,0.03538717735220631,0.05
2013-09-23,1.0830321484650995,-0.06280514211048727,510300,510300,1.0,0.0623420387531588,0.0623420387531588,0.05
2013-09-24,1.0727257362671765,-0.07172372918001457,510300,510300,1.0,0.05982180738226539,0.05982180738226539,0.05
2013-09-25,1.0653245728376952,-0.07812827803698075,518880,518880,0.8,-0.039459261965655856,0.04459402608329821,0.05
2013-09-26,1.0662971019266303,-0.0772867062862348,518880,518880,0.8,-0.026987060998151513,0.03474576271186436,0.05
2013-09-27,1.0630560773007134,-0.08009130596317637,518880,518880,0.8,-0.037444933920704915,0.03855932203389845,0.05
2013-09-30,1.071813518669781,-0.07251311077202638,518880,518880,0.8,-0.023949889462048568,0.04889455782312946,0.05
2013-10-08,1.0647043402308582,-0.07866499230778679,510300,510300,1.0,0.07060333761232318,0.07060333761232318,0.05
2013-10-09,1.065021581272282,-0.0783904698264779,518880,518880,0.8,-0.05663780663780649,0.04855588112180809,0.05
2013-10-10,1.058505196836199,-0.08402938090975787,518880,518880,0.8,-0.06621086721842384,0.039347007115948074,0.05
2013-10-11,1.0490758204338408,-0.0921890307317128,510300,510300,1.0,0.06097560975609739,0.06097560975609739,0.05
2013-10-14,1.0494916253567237,-0.09182921663370736,510300,510300,1.0,0.0645297342893294,0.0645297342893294,0.05
2013-10-15,1.0482442105880745,-0.09290865892772449,510300,510300,1.0,0.06506125897760873,0.06506125897760873,0.05
2013-10-16,1.0290218400666389,-0.10954261280865762,518880,518880,0.8,-0.07878568847126854,0.04558885605740781,0.05
2013-10-17,1.0232086135083964,-0.11457305077474456,518880,518880,0.8,-0.08363504706734248,0.024532224532224367,0.05
2013-10-18,1.0471414265940135,-0.09386294591732258,518880,518880,0.8,-0.0653031933979189,0.029950083194675514,0.05
2013-10-21,1.047162867869904,-0.09384439184804616,510300,510300,1.0,0.05639097744360888,0.05639097744360888,0.05
2013-10-22,1.034637118878348,-0.10468346764347658,518880,518880,0.8,-0.047706422018348627,0.03862126245847164,0.05
2013-10-23,1.043469498992459,-0.09704042469447294,,,0.0,,-0.047895500725689266,0.05
2013-10-24,1.043469498992459,-0.09704042469447294,,,0.0,,-0.0430342815463165,0.05
2013-10-25,1.043469498992459,-0.09704042469447294,,,0.0,,-0.03783982365907412,0.05
2013-10-28,1.043469498992459,-0.09704042469447294,,,0.0,,-0.020879940343027648,0.05
2013-10-29,1.042947764242963,-0.09749190448212564,518880,518880,1.0,0.006483600305110526,0.006483600305110526,0.05
2013-10-30,1.0392662258201493,-0.1006776999212301,,,0.0,,0.0,0.05
2013-10-31,1.0387465927072392,-0.10112736107126952,518880,518880,1.0,0.0015331544653123252,0.0015331544653123252,0.05
2013-11-01,1.034373759749038,-0.10491136376098109,518880,518880,1.0,0.005021243723445368,0.005021243723445368,0.05
2013-11-04,1.0267046058008913,-0.11154781647824563,,,0.0,,-0.0171167744389501,0.05
