date,hs300_benchmark,baseline_fixed_05_nav,weak_step_06_relaxed_nav,weak_step_06_strict_nav,weak_tiered_065_nav,weak_tiered_060_nav,asym_045_06_nav
2015-08-27,1.2915114803390808,1.4796482437310452,1.4908885982614988,1.4868055704926324,1.4915881642919402,1.450804995103393,1.4959932967104268
2015-08-28,1.3490089211278946,1.4866577746014331,1.4979513780120914,1.4938490077344149,1.4986542580934954,1.4576778869837277,1.5030802589256786
2015-08-31,1.346233182607055,1.4904811550761905,1.5018038033305965,1.4976908825935689,1.5025084910761617,1.4614267371002738,1.5069458746794522
2015-09-01,1.341078239639782,1.5000396062630836,1.5114348666268596,1.5072955697414543,1.5121440735328282,1.4707988623916395,1.5166099140638867
2015-09-02,1.3371128988957257,1.498127916025705,1.5095086539676068,1.505374632311877,1.510216957041495,1.4689244373333663,1.5146771061869997
2015-09-07,1.30420057072006,1.4739131730189097,1.485109960283741,1.4810427582039014,1.4858068148179406,1.4451817199285737,1.4901948730797663
2015-09-08,1.3394921033421596,1.4675408722276473,1.4786892514195655,1.4746396334386445,1.479383093180163,1.4389336364009966,1.4837521801568099
2015-09-09,1.364870284104119,1.4739131730189097,1.485109960283741,1.4810427582039014,1.4858068148179409,1.445181719928574,1.4901948730797663
2015-09-10,1.3406817055653766,1.4567079608825018,1.4677740463504676,1.463754321337708,1.4684627663959415,1.4283118944041158,1.4727996021877845
2015-09-11,1.343457444086216,1.4573451909616275,1.468416117236885,1.4643946338142335,1.4691051385597191,1.4289367027568733,1.47344387148008
2015-09-14,1.2962698892319482,1.4541590405659968,1.4652057628047974,1.461193071431605,1.4658932777408304,1.4258126609930848,1.4702225250186018
2015-09-15,1.2582026180890094,1.4528845804077442,1.463921621031962,1.4599124464785536,1.4646085334132748,1.4245630442875692,1.4689339864340103
2015-09-16,1.3264064788867749,1.4509728901703658,1.4619954083727098,1.4579915090489768,1.4626814169219418,1.4226886192292962,1.4670011785571238
2015-09-17,1.30063176405041,1.4688153323858997,1.4799733931924004,1.4759202583916957,1.4806678375077187,1.440183253106512,1.485040718741401
2015-09-18,1.3002352299760045,1.476360773752833,1.4875761545584705,1.4835021984262364,1.488274166299011,1.447581608811516,1.4926695114314736
2015-09-21,1.3240272744403414,1.4756225933659568,1.4868323664811913,1.4827604473270235,1.4875300292158617,1.4468578180071103,1.491923176675758
2015-09-22,1.3343371603748875,1.4668204134310938,1.477963319557145,1.4739156896522991,1.4786568206905009,1.4382272217343794,1.4830237627543856
2015-09-23,1.3034075025712497,1.4624193234636624,1.473528796095122,1.4694933108149368,1.4742202164278204,1.433911923598014,1.4785740557936995
2015-09-24,1.314510456654607,1.4737364119513434,1.4849318564260385,1.480865142111011,1.4856286273889987,1.4450084045200966,1.4900161594068924
2015-09-25,1.285960003297403,1.483167319024411,1.4944344067018025,1.490341668191073,1.4951356365233142,1.4542554719551655,1.49955124575122
2015-09-28,1.2934941507111095,1.4736279565200037,1.4848225770978676,1.4807561620610907,1.4855192967839546,1.4449020632445937,1.4899065059139331
2015-09-29,1.2685125040235559,1.4736279565200037,1.4848225770978676,1.4807561620610907,1.4855192967839546,1.4449020632445937,1.4899065059139331
2015-09-30,1.2772362536604793,1.4730385053373958,1.4848225770978676,1.4807561620610907,1.4855192967839546,1.4449020632445937,1.4899065059139331
2015-10-08,1.3232342062915308,1.4879944677134798,1.4840801658093188,1.4800157839800603,1.4847765371355626,1.4441796122129715,1.4891615526609763
2015-10-09,1.3398886374165664,1.5067225970643834,1.5027590291488424,1.49864349237897,1.5034641651126956,1.4623562809911987,1.5079043711241948
2015-10-12,1.3957999419077578,1.5695956027424178,1.565466641788673,1.5611793705753105,1.5662012018930715,1.5233779547466764,1.570826690250715
2015-10-13,1.3858865900476174,1.557045303584183,1.5529493573095638,1.548696366605274,1.553678043959014,1.5111972063872094,1.5582665474636548
2015-10-14,1.3708182952202042,1.576038486448742,1.571892576915881,1.5675877072906748,1.5726301522461885,1.5296311240254776,1.5772746273310638
2015-10-15,1.4061098278423037,1.581298523116072,1.5771387765885245,1.5728195394384952,1.5778788135803434,1.5347362758787124,1.582538789625035
2015-10-16,1.4255399974881786,1.5786706900905365,1.5745178563116846,1.570205796955008,1.5752566634954572,1.5321858209125658,1.5799088955001908
2015-10-19,1.4231607930417447,1.575148637661502,1.5710050689550876,1.566702629906957,1.5717422278421935,1.5287674773491167,1.5763840806049891
2015-10-20,1.4417978945388088,1.595776106586019,1.5915782754864027,1.5872194935474218,1.592325087889166,1.5487875585515154,1.5970277283588024
2015-10-21,1.3985756804285971,1.5465447898332654,1.542476466094793,1.5382521570141336,1.5432002385749732,1.5010058863212556,1.5477577978007062
2015-10-22,1.41641971377685,1.5400002429170885,1.5359491351918548,1.5317427022109686,1.536669844868433,1.494654047364463,1.541208117772572
2015-10-23,1.4414013604644034,1.5671615014007882,1.5630389435672989,1.558758320978967,1.5637723645287664,1.5210155269232426,1.568390679760162
2015-10-26,1.443780564910837,1.5697482879230455,1.5656189253173414,1.56133123705211,1.5663535568773699,1.5235261440240788,1.5709794951875518
2015-10-27,1.444573633059648,1.5706105500971312,1.5664789192340218,1.5621888757431572,1.567213954326904,1.5243630163910238,1.5718424336633479
2015-10-28,1.419195452297689,1.5430181605263886,1.5389591139002377,1.5347444376296353,1.5396812359418037,1.4975831006487719,1.5442284024378599
2015-10-29,1.421178122669717,1.5451738159616029,1.5411090986919396,1.5368885343572543,1.5418322295656397,1.4996752815661354,1.5463857486273511
2015-10-30,1.4215746567441225,1.5456049470486457,1.54153909565028,1.537317353702778,1.5422624282904067,1.500093717749608,1.5468172178652493
2015-11-02,1.3977826122797854,1.518445305306522,1.5144508997634292,1.5103033430073247,1.5150856993500506,1.473660057949179,1.5196362738873008
2015-11-03,1.387076192270834,1.532229485367164,1.5281988193113947,1.5240136117627736,1.5069944683440992,1.4657900582797045,1.5334312653517557
2015-11-04,1.4703483478960127,1.532229485367164,1.5281988193113947,1.5240136117627736,1.5069944683440992,1.4657900582797045,1.5334312653517557
2015-11-05,1.4937438582859437,1.5566096201127575,1.5525148199422931,1.548263019285428,1.530973075041052,1.4891130392501744,1.557830522270783
2015-11-06,1.5294319249824493,1.593799656165359,1.589607024294512,1.585253640930156,1.5675506106804722,1.5246904678491968,1.5950497277404863
2015-11-09,1.5452932879586738,1.610328561077626,1.6060924484510535,1.6016939172167017,1.583807293186881,1.540502658337651,1.611591596838132
2015-11-10,1.5409314131402119,1.6057831122267523,1.6015589568080044,1.5971728412379016,1.5793367054976184,1.536154305953326,1.6070425828362793
2015-11-11,1.5389487427681836,1.603716999112719,1.5994982787884366,1.5951178067020833,1.577304620184317,1.534177782142269,1.6049748491990734
2015-11-12,1.523087379791959,1.587188094200452,1.5830128546318951,1.5786775304155378,1.5610479376779083,1.518365591653815,1.5884329801014279
2015-11-13,1.5084156190389513,1.5718988571566046,1.5677638372870941,1.5634702748504832,1.54601050635948,1.503739315451995,1.5731317511861056
2015-11-16,1.5171393686758747,1.5809897548583514,1.5768308205731918,1.5725124268080832,1.554951681738005,1.5124360202206446,1.5822297791898108
2015-11-17,1.511587891634196,1.575204638139058,1.5710609221184022,1.5667583301077923,1.5492618428607619,1.5069017535496856,1.5764401250056348
2015-11-18,1.4985022671788106,1.5615682915864373,1.5574604471892555,1.5531951021713921,1.5358500797929744,1.4938566963967108,1.562793083000077
2015-11-19,1.5211047094199306,1.584884212789255,1.5807150337858353,1.5763860025053376,1.5587819999867523,1.5161616094825816,1.5861272916772524
2015-11-20,1.5167428346014689,1.5817028758657732,1.5775420656523238,1.5732217240331554,1.555653058015976,1.5131182193905546,1.5829434595224259
2015-11-23,1.5092086871877621,1.5759666680809872,1.5718209474727358,1.5675162740157786,1.5500113225687082,1.507630740900248,1.5772027526337073
2015-11-24,1.510398289410979,1.575789402886398,1.5716441485900208,1.5673399593240007,1.5498369768390203,1.5074611621508578,1.578445949758747
2015-11-25,1.519518573122308,1.582342692132275,1.578180198825182,1.573858109580156,1.5562823368437122,1.5137302924067186,1.5879771277173846
2015-11-26,1.512380959783007,1.5746737394411086,1.570531419996737,1.56623027810914,1.548739687786276,1.506393875297218,1.5802808672754014
2015-11-27,1.430694940455451,1.5140020020278526,1.5100192849895644,1.505883864892231,1.489067182107603,1.4483529418938272,1.519393088799744
2015-11-30,1.4310914745298566,1.5013738801614371,1.4974243825218363,1.4933234555023773,1.4766470387935593,1.4362723915171969,1.506720000479746
2015-12-01,1.4421944286132136,1.5195306691840034,1.5155334084946153,1.5113828871218289,1.4945047950116765,1.4536418789821781,1.5249414425377696
2015-12-02,1.504053744220489,1.5137785050356531,1.509796375926098,1.5056615662995247,1.4901885356759026,1.4494436352883666,1.519168795975256
2015-12-03,1.507226016815734,1.5169712885949165,1.5129807605839964,1.5088372300301855,1.4748219922561714,1.4344972456048564,1.522372948458199
2015-12-04,1.4786755634585298,1.4868968239486422,1.4829854094941137,1.4789240258234297,1.4455831515482902,1.4060578565257917,1.492191394093213
2015-12-07,1.4818478360537746,1.5071667421424644,1.5032020058637594,1.4990852559340098,1.4652898667367973,1.4252257485197175,1.5125334897925442
2015-12-08,1.4596419278870603,1.4845814230201797,1.4806760994339037,1.4766210401640594,1.4420330855388381,1.4026048568153089,1.4898677484416256
2015-12-09,1.4616245982590883,1.4852600311979505,1.4813529224724549,1.477296009618604,1.4451439883750568,1.405630701000798,1.4905487730201443
2015-12-10,1.458848859738249,1.48472744131675,1.4808217336163463,1.4767662755048905,1.4446257834487009,1.4051266648910712,1.4900142866828892
2015-12-11,1.4517112463989479,1.48472744131675,1.4808217336163463,1.4767662755048905,1.4446257834487009,1.4051266648910712,1.4900142866828892
2015-12-14,1.4961230627323765,1.4905226454448273,1.4866016929440928,1.4825304055248902,1.4502644623542003,1.4106111704119138,1.4958301264826983
2015-12-15,1.4818478360537741,1.4905226454448273,1.4866016929440928,1.4825304055248902,1.4502644623542003,1.4106111704119138,1.4958301264826983
2015-12-16,1.4822443701281798,1.4899264363866491,1.4860070522669153,1.4819373933626803,1.4496843565692585,1.4100469259437491,1.4952317944321052
2015-12-17,1.5100017553365728,1.4904616591747544,1.4865408671038323,1.4824697462655498,1.4502051232891757,1.4105534538021933,1.4957689230515692
2015-12-18,1.5155532323782512,1.4845747370020712,1.4806694310039608,1.4766143899966373,1.4444772035921627,1.4049821475214666,1.4898610386158178
2015-12-21,1.5552066398188127,1.495824559095727,1.4918896594391735,1.487803890110279,1.4554231742824417,1.4156288322658783,1.5011509192873314
2015-12-22,1.5571893101908407,1.501706264243199,1.4977558922376832,1.4936540573278707,1.461146017863177,1.4211952012220623,1.5070535681209902
2015-12-23,1.555206639818813,1.499035377156951,1.4950920311576696,1.490997491641205,1.458547269943456,1.418667508556483,1.504373170489828
2015-12-24,1.5365695383217493,1.499569792621178,1.4956250407944462,1.4915290415490987,1.4590672511448621,1.4191732723741504,1.5049094889106802
2015-12-25,1.5445002198098614,1.5022416318953358,1.4982898515575542,1.4941865543180057,1.4616669255344297,1.421701866177935,1.5075908421203206
2015-12-28,1.4981057331044045,1.4988869460623178,1.494943990524244,1.4908498564398271,1.4584028478896802,1.4185270353065358,1.504224210858965
2015-12-29,1.511984425708601,1.5014086029245166,1.4974590139435966,1.4933579920806612,1.4608563962102477,1.4209134984365221,1.5067548468842924
2015-12-30,1.5115878916341954,1.4996556950228743,1.4957107172222281,1.4916144833388036,1.459150833370729,1.419254569285518,1.5049956971952625
2015-12-31,1.4981057331044045,1.4908226227794774,1.4869008811616613,1.4828287743695006,1.4505563374688013,1.410895065044727,1.4961311719822772
2016-01-04,1.4017479530238408,1.5008250807572807,1.4968770267833649,1.4927775987817944,1.4602886346504185,1.4203612606762963,1.5061692469003607
2016-01-05,1.3985756804285958,1.5134930845486574,1.5095117062631003,1.5053776762481892,1.4726144827438696,1.4323500940627247,1.5188823591576275
2016-01-06,1.4203850545209045,1.526161088340034,1.5221463857428357,1.517977753714584,1.4849403308373208,1.444338927449153,1.5315954714148943
2016-01-07,1.3815247152291545,1.5594979404226037,1.5553955422684544,1.5511358523103589,1.5173767731885073,1.4758884889923847,1.565051029986648
2016-01-08,1.3513881255743279,1.5588312033809522,1.5547305591379421,1.5504726903384434,1.5167280443414837,1.47525749776152,1.564381918815213
2016-01-11,1.2819946625533458,1.5648318367558147,1.5607154073125535,1.556441148085683,1.5225666039646972,1.480936418839302,1.5704039193581287
2016-01-12,1.291114946264675,1.5454964625479244,1.5414308965276946,1.5372094509001335,1.5037534674010091,1.4626376731442277,1.5509996953865115
2016-01-13,1.2732709129164224,1.5334951957981993,1.5294612001784718,1.5252725354056544,1.4920763481545818,1.451279830988664,1.53895569430068
2016-01-14,1.2946837529343256,1.544829725506273,1.5407659133971823,1.5365462889282182,1.5031047385539853,1.462006681913363,1.5503305842150765
2016-01-15,1.2566164817913867,1.5361621439648048,1.532121132700521,1.5279251832933165,1.4946712635426767,1.4538037959121226,1.5416321389864203
2016-01-18,1.2574095499401978,1.5421627773396676,1.5381059808751327,1.5338936410405564,1.5005098231658907,1.4594827169899047,1.5476541395293364
2016-01-19,1.2934941507111088,1.5408293032563647,1.5367760146141078,1.5325673170967251,1.499212365471843,1.4582207345281752,1.546315917186466
2016-01-20,1.2768397195860732,1.5528305700060898,1.5487457109633307,1.5445042325912042,1.5108894847182701,1.4695785766837388,1.5583599182722974
2016-01-21,1.24017439472576,1.5668320478807691,1.5627103567040908,1.5584306340014298,1.5245127905057685,1.4828293925318963,1.572411252872434
2016-01-22,1.2522618644599293,1.5568309922559982,1.552735609746405,1.548483204422697,1.5147818578004124,1.4733645240689266,1.562374585300908
2016-01-25,1.257096852353597,1.5594979404226037,1.5553955422684544,1.551135852310359,1.5173767731885073,1.4758884889923851,1.5650510299866482
2016-01-26,1.1861836965798043,1.5861674220886592,1.5819948674889495,1.577662331186979,1.5433259270694564,1.5011281382269706,1.5918154768440513
2016-01-27,1.1732903955300238,1.5835004739220535,1.5793349349669,1.575009683299317,1.5407310116813615,1.498604173303512,1.589139032158311
2016-01-28,1.1479067090882686,1.5741661553389343,1.5700251711397268,1.5657254156925,1.5316488078230295,1.4897702960714072,1.57977147575822
2016-01-29,1.1805428773705255,1.5754996294222368,1.5713551374007513,1.5670517396363306,1.5329462655170767,1.4910322785331362,1.58110969810109
2016-02-01,1.167649576320745,1.5888343702552647,1.584654800010999,1.5803149790746407,1.5459208424575515,1.503652103150429,1.5944919215297917
2016-02-02,1.1926303471046946,1.592834792505173,1.588644698794073,1.5842939509061333,1.5498132155396935,1.5074380505356166,1.598506588558402
2016-02-03,1.1869895278954157,1.5995021629216872,1.5952945300991972,1.5909255706252887,1.5563005040099311,1.5137479628442634,1.605197700272753
2016-02-04,1.2027032385498357,1.6141703778380176,1.6099241589704691,1.6055151340074294,1.570572538644453,1.527629769923285,1.6199181460443246
2016-02-05,1.1886011905266383,1.6341724890875595,1.6298736528858409,1.6254099931648947,1.590034404055165,1.5465595068492244,1.6399914811873773
2016-02-15,1.184169118290776,1.6981792450860933,1.693712033415029,1.6890735424687826,1.6523123733694431,1.6071346650122293,1.7042261536451446
2016-02-16,1.217611117888644,1.6748434486282946,1.6704376238470957,1.66586287345174,1.6296068637236125,1.585049971931967,1.6808072626449169
2016-02-17,1.2301015032806188,1.6888449265029737,1.6844022695878555,1.6797892748619654,1.6432301695111107,1.5983007877801243,1.6948585972450534
2016-02-18,1.228489840649396,1.6915118746695792,1.687062202109905,1.6824419227496274,1.6458250848992055,1.6008247527035828,1.6975350419307937
2016-02-19,1.2252665153869509,1.7161811452106808,1.7116665779388631,1.706978915710501,1.6698280522390836,1.6241714282455744,1.7222921552738917
2016-02-22,1.2506502018287062,1.7035131414193043,1.6990318984591282,1.6943788382441067,1.6575022041456329,1.6121825948591466,1.7095790430166256
2016-02-23,1.2409802260413711,1.7048466155026072,1.7003618647201528,1.6957051621879375,1.6587996618396803,1.6134445773208759,1.7109172653594955
2016-02-24,1.2502472861709009,1.718181356335635,1.7136615273304003,1.7089684016262474,1.6717742387801549,1.6260644019381685,1.724299488788197
2016-02-25,1.170469985925384,1.7428506268767363,1.7382659031593584,1.7335053945871208,1.695777206120033,1.64941107748016,1.749056602131295
2016-02-26,1.181751624343942,1.7415171527934337,1.736935936898334,1.73217907064329,1.6944797484259857,1.648149095018431,1.747718379788425
2016-02-29,1.153950443955353,1.7248487267521488,1.7203113586355243,1.7156000213454023,1.6782615272503925,1.632374314246815,1.730990600502548
2016-03-01,1.175707889476858,1.750851471376553,1.746245700725507,1.7414633382501068,1.703561952284318,1.6569829722505358,1.7570859361885158
2016-03-02,1.228489840649397,1.7300096048230515,1.7254586605572555,1.7207332265890143,1.6832830128907796,1.6372585018693229,1.736169855525041
2016-03-03,1.2256694310447573,1.7417430032989225,1.7371611932839635,1.7324037101296563,1.6946994988356263,1.648362836987974,1.7479450345066365
2016-03-04,1.240577310383566,1.7598459493018763,1.7552165178759862,1.7504095874378436,1.712313494390968,1.665495228721284,1.766112441819812
2016-03-07,1.2502472861709015,1.7587838016146329,1.7541571642627831,1.74935313502747,1.7112800347187591,1.6644900260181705,1.7650465120171293
2016-03-08,1.2458152139350394,1.765688804082278,1.7610440025067746,1.756221112605532,1.7179985369313207,1.6710248301973285,1.7719761019472835
2016-03-09,1.2272810936759797,1.7508310170005938,1.7462253001566048,1.7414429935513005,1.7035420503696146,1.656963614496194,1.7570654089782305
2016-03-10,1.2107615517059485,1.7407547119690094,1.7377394672629054,1.7314207180559764,1.6952636379760189,1.6489115513733574,1.7485268982588222
2016-03-11,1.2083440577591147,1.7357154443101446,1.7552628904621952,1.7264084711446817,1.7123587334850208,1.6655392308830046,1.7661591022748775
2016-03-14,1.2345335755164812,1.7200236469629393,1.739394373731246,1.7108008138201438,1.6984066593080023,1.6519686358671342,1.7501920779526192
2016-03-15,1.2305044189384249,1.712867023769182,1.7321571533941214,1.7036825647160094,1.6714807000750704,1.625778889200948,1.742909930849164
2016-03-16,1.2385627320945376,1.7229897215768382,1.7423938519678346,1.7137509842275505,1.6813588130770694,1.6353869137405492,1.7532101761636691
2016-03-17,1.2587085149848196,1.7368215186470035,1.756381421292779,1.7275086146682812,1.694856406018792,1.648515453997517,1.7672845766515908
2016-03-18,1.2764368039282679,1.7352583792802212,1.7548006780136156,1.7259538569150796,1.693331035253375,1.6470317900889193,1.7656940205326044
2016-03-21,1.3046408999746626,1.7733345382305996,1.7933056466915327,1.7638258500324255,1.7304871973695093,1.6831720242952886,1.8044380179604798
2016-03-22,1.2957767555029385,1.763576844345199,1.7834380626761464,1.7541204772780292,1.7209652690584616,1.6739104456052738,1.7945091785707017
2016-03-23,1.2981942494497725,1.7489086657399404,1.7686046925745658,1.7395309500122589,1.7066515032472707,1.6599880483680485,1.7795837267966828
2016-03-24,1.2780484665594904,1.7293100005363178,1.7487853092492165,1.7200373736074521,1.6875263813431767,1.641385847670383,1.7596413099360817
2016-03-25,1.2832863701109638,1.7374993138774526,1.7570668497823618,1.7281827755345591,1.695517824348748,1.6491587877540628,1.7663830832674334
2016-03-28,1.2711989003767945,1.7331368205040452,1.7526552264639597,1.7238436740188976,1.6912607376183315,1.6450180987616634,1.7481704813010406
2016-03-29,1.260723093273848,1.7364107507434865,1.7559660273640099,1.727100049318107,1.6944555630967135,1.6481255709671165,1.7514728104274655
2016-03-30,1.2953738398451327,1.7489549037916523,1.7686514513543896,1.7395769401337537,1.7066966240943495,1.6600319355159168,1.7641257745860304
2016-03-31,1.2929563458982989,1.7354143452105135,1.7549584004159342,1.7261089865500372,1.6934832327320675,1.6471798261672514,1.7504677618245275
2016-04-01,1.2969855024763552,1.740822305151961,1.7604272642377352,1.7314879488016732,1.6987605254485898,1.6523128265604183,1.7559226317585397
2016-04-05,1.3094758878683304,1.7575869809704483,1.7773807420853185,1.7481627317817456,1.7151201328698098,1.668225127779236,1.772832728553978
2016-04-06,1.3070583939214966,1.75434220500558,1.774099423792238,1.7449353544307642,1.7119537572398966,1.665145327543336,1.769559806593571
2016-04-07,1.2909417676092707,1.7327103652397895,1.7522239685050338,1.7234195054242194,1.6908445863738064,1.6446133259706683,1.7477403268575216
2016-04-08,1.2800630448485184,1.7165625754118234,1.7358943239536038,1.7073583006681916,1.6750869597327604,1.6292865461066997,1.7314524670754565
2016-04-11,1.2941650928717159,1.7288523619439549,1.748322516778797,1.7195821888908744,1.6870798002226761,1.6409514770204598,1.743848858279421
2016-04-12,1.2925534302404933,1.7363198306881784,1.7558740833765303,1.7270096167796432,1.6943668398534102,1.648039273604582,1.7513811017089347
2016-04-13,1.3090729722105245,1.7225133640034795,1.7419121297052091,1.713277180901875,1.6824081325832518,1.6364075426362947,1.7374548742906992
2016-04-14,1.313907960104192,1.7288753708880722,1.7483457848472412,1.7196050744601459,1.6699655524866692,1.6243051689461245,1.743872066808855
2016-04-15,1.3151167070776089,1.73046587260922,1.7499541986327491,1.7211870478497133,1.6715018593426825,1.6257994699295155,1.7454763649383938
2016-04-18,1.2965825868185494,1.706078179551615,1.7252918539216258,1.6969301225430078,1.6479451542171422,1.602886854850852,1.7208771269521295
2016-04-19,1.298194249449772,1.7081988485131454,1.7274364056356364,1.6990394203957646,1.6485085691514707,1.6034348648314942,1.723016191124848
2016-04-20,1.2756309726126565,1.6769988245169665,1.695885010226011,1.6680066921317553,1.6515660811808088,1.6064087780274723,1.6915455303433515
2016-04-21,1.2695872377455717,1.6935490056687148,1.712621577790308,1.6844681305737652,1.6678652684122002,1.6222623110719996,1.7082392718918444
2016-04-22,1.275228056954851,1.6760072947189095,1.6948823139228686,1.6670204789547227,1.650589588556598,1.6054589847730059,1.6905453997686695
2016-04-25,1.271198900376794,1.668765287889877,1.6875587483688808,1.659817304045659,1.6434574113220939,1.5985218163202828,1.6832405739671996
2016-04-26,1.278451382217296,1.6661760477224763,1.684940348448991,1.6572419474839124,1.6409074386125173,1.596041565247637,1.6806288740851714
2016-04-27,1.2724076473502115,1.680681428005797,1.6996090868109255,1.6716695493586264,1.6551928356684522,1.6099363693912618,1.6952600776527997
2016-04-28,1.2716018160346,1.6868846351218505,1.7058821537980013,1.6778394946388426,1.6613019672418534,1.6158784644109296,1.7015170929336403
2016-04-29,1.2699901534033773,1.7111582142571669,1.7304290994477547,1.7019829179065125,1.6852074222622493,1.6391302938261045,1.7260012271450087
2016-05-03,1.2945680085295217,1.732772844331994,1.7522871512302525,1.723481649501121,1.706494252859246,1.659835097537592,1.7478033479089454
2016-05-04,1.289733020635854,1.719946990561957,1.7393168540338777,1.7107245684537404,1.6938629112392665,1.6475491234625543,1.7348662394862295
2016-05-05,1.289733020635854,1.7189190058085395,1.7382772922234726,1.7097020957942237,1.692850516522052,1.646564409754097,1.7338293377368168
2016-05-06,1.2603201776160422,1.721317203050251,1.7407024977121857,1.7120874338098178,1.6952123435922248,1.6488616594863004,1.7362483375391973
2016-05-09,1.2345335755164812,1.714894377665735,1.7342073391386326,1.705699047862766,1.6888869243997164,1.64270919060762,1.7297697989662897
2016-05-10,1.2333248285430645,1.7065447046658646,1.725763632993014,1.6973941461315991,1.6806638794494557,1.634710981065336,1.7213476988215102
2016-05-11,1.2381598164367318,1.7142520951272835,1.7335578232812776,1.7050602092680611,1.6882543824804657,1.6420939437197524,1.7291219451089992
2016-05-12,1.2425918886725937,1.7084715522812195,1.7277121805650801,1.6993106619157148,1.6825615052072083,1.6365567217289403,1.7232912603933825
2016-05-13,1.2381598164367318,1.7226017681271544,1.7420015294268967,1.7133651109992283,1.6964774274307266,1.6500921532620367,1.737544045253779
2016-05-16,1.2429948043303993,1.730951441127025,1.7504452355725155,1.7216700127303952,1.7047004723809873,1.658090362804321,1.7459661453985587
2016-05-17,1.240980226041371,1.7226017681271544,1.7420015294268967,1.713365110999228,1.6964774274307266,1.6500921532620367,1.737544045253779
2016-05-18,1.232921912885258,1.7219594855887028,1.7413520135695415,1.712726272404523,1.6958448855114758,1.6494769063741688,1.7368961913964882
2016-05-19,1.2305044189384242,1.695625901512188,1.7147218634179746,1.6865338900216116,1.669910666822192,1.62425178397158,1.7103341832475678
2016-05-20,1.238562732094537,1.6943413364352846,1.7134228317032638,1.685256212832201,1.6686455829836901,1.6230212901958438,1.7090384755329862
2016-05-23,1.240577310383565,1.6924144888199295,1.7114742841311978,1.6833396970480856,1.6667479572259376,1.6211755495322397,1.7070949139611138
2016-05-24,1.2329219128852575,1.6847070983585108,1.7036800938429346,1.675673633911624,1.6591574541949279,1.6137925868778238,1.699320667673625
2016-05-25,1.2321160815696461,1.6569023661276725,1.6755622276200952,1.6480179917275404,1.6317743982395998,1.5871582414785732,1.67127475026458
2016-05-26,1.2321160815696461,1.6562396051812216,1.6748920027290473,1.6473587845308495,1.631121688480304,1.5865233781819819,1.6706062403644741
2016-05-27,1.2329219128852575,1.6506143992662872,1.6692034463322831,1.6417637411870163,1.6255817923557856,1.5811349545123556,1.6649322400112485
2016-05-30,1.2337277442008685,1.6373071203884817,1.655746302268829,1.628527816451865,1.6124763267429947,1.5683878199953567,1.6515095304793748
2016-05-31,1.276839719586072,1.648590051210266,1.6671563002797656,1.639750247763358,1.6235881448129545,1.5791958175019811,1.6628903322555837
2016-06-01,1.2716018160345985,1.6501260046741266,1.6687095514912065,1.641277965385498,1.6251008045752027,1.58066711795307,1.6644396089626543
2016-06-02,1.2728105630080153,1.651149735425378,1.6697448113913171,1.6422962068529723,1.626109009804873,1.5816477567234168,1.665472219809626
2016-06-03,1.287718442346824,1.6475672330935758,1.6661219632922115,1.6387329140368636,1.6225808383771676,1.5782160529505957,1.6618586419595933
2016-06-06,1.2800630448485169,1.6716342602747407,1.6904600308212663,1.6626708928899274,1.6462828739338815,1.6012700248196488,1.686134432533673
2016-06-07,1.2800630448485169,1.6736751720003715,1.6925239270817118,1.66470086116816,1.6482928339478413,1.6032250282837552,1.6881930476363467
2016-06-08,1.2784513822172943,1.6843866931011742,1.7033560802150347,1.675354946679636,1.6588419080851073,1.6134856684647711,1.6989974831412193
2016-06-13,1.2365481538055076,1.724109191079071,1.7435259288187457,1.714864451091129,1.6979619893642124,1.651536124138317,1.739064543968133
2016-06-14,1.2417860573569808,1.720564766897704,1.7399415877022313,1.7113390322489446,1.6944713186078102,1.648140895689281,1.7354893745679048
2016-06-15,1.2583055993270122,1.7271506607422884,1.7466016511958282,1.7178896122766916,1.7009573332244907,1.6544495689742158,1.7421323960973512
2016-06-16,1.250650201828705,1.7509385233224752,1.7706574102013093,1.7415499234201361,1.7243844378872164,1.6772361271403076,1.766126600527117
2016-06-17,1.255888105380178,1.719665008465869,1.7390316962848578,1.710444098356528,1.6935852055792557,1.6472790108615318,1.734581811407151
2016-06-20,1.2562910210379836,1.7206784390417609,1.7400565400101087,1.71145209487858,1.6945832668422125,1.648249783022629,1.735604032732474
2016-06-21,1.2534706114333443,1.7181452355981954,1.737494807893789,1.7089324745695944,1.6920884810242631,1.6458232099154924,1.7330488556507921
2016-06-22,1.2611260089316512,1.6993926179825216,1.71853100025601,1.6902804092129349,1.6736202586650009,1.6278599477423732,1.714133573155488
2016-06-23,1.257096852353595,1.7024419953904903,1.7216147194340394,1.6933134357416162,1.6766233903441008,1.6307809674616867,1.7172094016232065
2016-06-24,1.2438006356460087,1.765434254227766,1.7853163905149259,1.755967927657158,1.7386603319040166,1.691121688077949,1.7807480710156054
2016-06-27,1.2595143463004286,1.7770149994248392,1.7970275568555583,1.7674865764517715,1.7500654478067021,1.702214964035394,1.7924292704832296
2016-06-28,1.2659609968253187,1.7714853912229516,1.7914356747833062,1.7619866182223602,1.7446196995957055,1.6969181140765854,1.7868516970814432
2016-06-29,1.2716018160345979,1.778025486384016,1.7980494238133902,1.7684916451408952,1.7510606100947455,1.703182916485672,1.793448522658173
