date,baseline_nav,both_cap50_vol018_br010_nav,both_cap50_vol018_br015_nav,both_cap50_vol018_br020_nav,both_cap50_vol020_br010_nav,both_cap50_vol020_br015_nav,both_cap50_vol020_br020_nav,both_cap50_vol022_br010_nav,both_cap50_vol022_br015_nav,both_cap50_vol022_br020_nav,both_cap50_vol024_br010_nav,both_cap50_vol024_br015_nav,both_cap50_vol024_br020_nav,both_cap65_vol018_br010_nav,both_cap65_vol018_br015_nav,both_cap65_vol018_br020_nav,both_cap65_vol020_br010_nav,both_cap65_vol020_br015_nav,both_cap65_vol020_br020_nav,both_cap65_vol022_br010_nav,both_cap65_vol022_br015_nav,both_cap65_vol022_br020_nav,both_cap65_vol024_br010_nav,both_cap65_vol024_br015_nav,both_cap65_vol024_br020_nav,both_cap80_vol018_br010_nav,both_cap80_vol018_br015_nav,both_cap80_vol018_br020_nav,both_cap80_vol020_br010_nav,both_cap80_vol020_br015_nav,both_cap80_vol020_br020_nav,both_cap80_vol022_br010_nav,both_cap80_vol022_br015_nav,both_cap80_vol022_br020_nav,both_cap80_vol024_br010_nav,both_cap80_vol024_br015_nav,both_cap80_vol024_br020_nav,gold_only_cap50_vol018_br010_nav,gold_only_cap50_vol018_br015_nav,gold_only_cap50_vol018_br020_nav,gold_only_cap50_vol020_br010_nav,gold_only_cap50_vol020_br015_nav,gold_only_cap50_vol020_br020_nav,gold_only_cap50_vol022_br010_nav,gold_only_cap50_vol022_br015_nav,gold_only_cap50_vol022_br020_nav,gold_only_cap50_vol024_br010_nav,gold_only_cap50_vol024_br015_nav,gold_only_cap50_vol024_br020_nav,gold_only_cap65_vol018_br010_nav,gold_only_cap65_vol018_br015_nav,gold_only_cap65_vol018_br020_nav,gold_only_cap65_vol020_br010_nav,gold_only_cap65_vol020_br015_nav,gold_only_cap65_vol020_br020_nav,gold_only_cap65_vol022_br010_nav,gold_only_cap65_vol022_br015_nav,gold_only_cap65_vol022_br020_nav,gold_only_cap65_vol024_br010_nav,gold_only_cap65_vol024_br015_nav,gold_only_cap65_vol024_br020_nav,gold_only_cap80_vol018_br010_nav,gold_only_cap80_vol018_br015_nav,gold_only_cap80_vol018_br020_nav,gold_only_cap80_vol020_br010_nav,gold_only_cap80_vol020_br015_nav,gold_only_cap80_vol020_br020_nav,gold_only_cap80_vol022_br010_nav,gold_only_cap80_vol022_br015_nav,gold_only_cap80_vol022_br020_nav,gold_only_cap80_vol024_br010_nav,gold_only_cap80_vol024_br015_nav,gold_only_cap80_vol024_br020_nav,soymeal_only_cap50_vol018_br010_nav,soymeal_only_cap50_vol018_br015_nav,soymeal_only_cap50_vol018_br020_nav,soymeal_only_cap50_vol020_br010_nav,soymeal_only_cap50_vol020_br015_nav,soymeal_only_cap50_vol020_br020_nav,soymeal_only_cap50_vol022_br010_nav,soymeal_only_cap50_vol022_br015_nav,soymeal_only_cap50_vol022_br020_nav,soymeal_only_cap50_vol024_br010_nav,soymeal_only_cap50_vol024_br015_nav,soymeal_only_cap50_vol024_br020_nav,soymeal_only_cap65_vol018_br010_nav,soymeal_only_cap65_vol018_br015_nav,soymeal_only_cap65_vol018_br020_nav,soymeal_only_cap65_vol020_br010_nav,soymeal_only_cap65_vol020_br015_nav,soymeal_only_cap65_vol020_br020_nav,soymeal_only_cap65_vol022_br010_nav,soymeal_only_cap65_vol022_br015_nav,soymeal_only_cap65_vol022_br020_nav,soymeal_only_cap65_vol024_br010_nav,soymeal_only_cap65_vol024_br015_nav,soymeal_only_cap65_vol024_br020_nav,soymeal_only_cap80_vol018_br010_nav,soymeal_only_cap80_vol018_br015_nav,soymeal_only_cap80_vol018_br020_nav,soymeal_only_cap80_vol020_br010_nav,soymeal_only_cap80_vol020_br015_nav,soymeal_only_cap80_vol020_br020_nav,soymeal_only_cap80_vol022_br010_nav,soymeal_only_cap80_vol022_br015_nav,soymeal_only_cap80_vol022_br020_nav,soymeal_only_cap80_vol024_br010_nav,soymeal_only_cap80_vol024_br015_nav,soymeal_only_cap80_vol024_br020_nav,hs300_benchmark
2013-06-27,1.069858783826724,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,0.8402457757296486
2013-06-28,1.069858783826724,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,0.8556067588325672
2013-07-01,1.069858783826724,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,0.8590629800307237
2013-07-02,1.069858783826724,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,0.8617511520737344
2013-07-03,1.069858783826724,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,0.8598310291858694
2013-07-04,1.069858783826724,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,0.865975422427037
2013-07-05,1.069858783826724,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,0.8690476190476207
2013-07-08,1.069858783826724,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,0.8456221198156697
2013-07-09,1.069858783826724,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,0.8437019969278049
2013-07-10,1.069858783826724,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,0.8671274961597557
2013-07-11,1.069858783826724,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,0.9105222734255008
2013-07-12,1.069858783826724,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,1.0698587838267244,0.8878648233486959
