total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,max_drawdown_integral,max_drawdown_episode_integral,full_history_drawdown_integral,worst_drawdown_episode_integral,latest_holding_code,latest_holding_theme,latest_holding_name,latest_portfolio,variant,description,windows,weights,mode,slope_penalty,extra_hot_penalty
11.252080638042091,0.19572303284406734,0.20365680164097189,0.9610434381126585,-0.2691046041769808,884,1550,0.814078097475044,0.12917983609092323,1.0,234.1646102909595,53.18337498931448,234.1646102909595,53.18337498931448,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,slope_combo_25_10_hotpenalty,0.7×25日斜率质量 + 0.3×10日斜率质量，再叠加额外短期过热惩罚,"25,10","0.70,0.30",slope,0.85,0.5
