year,start_date,end_date,strategy_return,hs300_etf_return,excess_return
2024,2023-12-29,2024-12-31,0.2284690031515686,0.1839080459770126,0.04456095717455599
2025,2024-12-31,2025-12-31,1.45342523888815,0.2149042246129622,1.2385210142751877
2026,2025-12-31,2026-05-25,0.21008863551199686,0.06630669546436296,0.1437819400476339
