date,historical_nav
2023-04-04,1.0
2023-04-06,1.0
2023-04-07,1.0
2023-04-10,1.0
2023-04-11,1.0
2023-04-12,1.0
2023-04-13,1.0
2023-04-14,1.0
2023-04-17,1.0
2023-04-18,1.0
2023-04-19,1.0
2023-04-20,1.0
2023-04-21,1.0
2023-04-24,1.0
2023-04-25,1.0
2023-04-26,1.0
2023-04-27,1.0
2023-04-28,1.0
2023-05-04,1.0
2023-05-05,1.0
2023-05-08,1.0
2023-05-09,1.0
2023-05-10,1.0
2023-05-11,1.0
2023-05-12,1.0
2023-05-15,1.0
2023-05-16,0.9895935766423358
2023-05-17,1.0002097806073358
2023-05-18,1.0179126085826868
2023-05-19,1.0205680327789897
2023-05-22,1.02764916396913
2023-05-23,1.011716618791314
2023-05-24,0.9958614389897487
2023-05-25,1.0107049021725225
2023-05-26,1.014753119404188
2023-05-29,1.051187074489179
2023-05-30,1.0525364802330675
2023-05-31,1.0484882630014019
2023-06-01,1.0471388572575133
2023-06-02,1.0606329146963989
2023-06-05,1.066030537671953
2023-06-06,1.0673799434158415
2023-06-07,1.0714281606475071
2023-06-08,1.047138857257513
2023-06-09,1.0646811319280642
2023-06-12,1.0768257836230613
2023-06-13,1.101115087013055
2023-06-14,1.1024644927569436
2023-06-15,1.1092115214763865
2023-06-16,1.120006767427495
2023-06-19,1.1146091444519408
2023-06-20,1.1132597387080523
2023-06-21,1.1173079559397179
2023-06-26,1.1092115214763865
2023-06-27,1.0943680582936126
2023-06-28,1.1092115214763865
2023-06-29,1.1173079559397179
2023-06-30,1.1173079559397179
2023-07-03,1.137549042098046
2023-07-04,1.129452607634715
2023-07-05,1.1308020133786034
2023-07-06,1.132151419122492
2023-07-07,1.1267537961469378
2023-07-10,1.1173079559397179
2023-07-11,1.122705578915272
2023-07-12,1.1240549846591605
2023-07-13,1.1429466650736002
2023-07-14,1.1469948823052658
2023-07-17,1.15239250528082
2023-07-18,1.1645371569758167
2023-07-19,1.1820794316463679
2023-07-20,1.1672359684635938
2023-07-21,1.1483442880491541
2023-07-24,1.1450434674223215
2023-07-25,1.1405066000142547
2023-07-26,1.137668797995516
2023-07-27,1.13959500971699
2023-07-28,1.154998194642415
2023-07-31,1.1726107282973826
2023-08-01,1.165268800660458
2023-08-02,1.1512813683059595
2023-08-03,1.15572157193028
2023-08-04,1.1594156591464957
2023-08-07,1.1594156591464957
2023-08-08,1.1461350797780903
2023-08-09,1.1461350797780903
2023-08-10,1.1505840329528296
2023-08-11,1.14392164379143
2023-08-14,1.1335319940146402
2023-08-15,1.1342770385177485
2023-08-16,1.1286236767950515
2023-08-17,1.1276621230768022
2023-08-18,1.1257386055960743
2023-08-21,1.1290503294496506
2023-08-22,1.1272694929678688
2023-08-23,1.1225557832727515
2023-08-24,1.1208367839050253
2023-08-25,1.1188698891688802
2023-08-28,1.1294117039704712
2023-08-29,1.1303678196987001
2023-08-30,1.132501078626562
2023-08-31,1.135941332070681
2023-09-01,1.1345640221631779
2023-09-04,1.1378875289363568
