date,nav,benchmark_nav
2023-04-04,1.0,1.0
2023-04-06,1.0,0.9968586387434556
2023-04-07,1.0,1.004450261780105
2023-04-10,1.0,1.0005235602094245
2023-04-11,1.0,0.9979057591623038
2023-04-12,1.0,0.9968586387434558
2023-04-13,1.0,0.9903141361256547
2023-04-14,1.0,0.9958115183246076
2023-04-17,1.0,1.011780104712042
2023-04-18,1.0,1.0136125654450263
2023-04-19,1.0,1.0049738219895288
2023-04-20,1.0,1.0007853403141362
2023-04-21,1.0,0.9816753926701574
2023-04-24,1.0,0.9683246073298432
2023-04-25,1.0,0.9633507853403143
2023-04-26,1.0,0.960994764397906
2023-04-27,1.0,0.9701570680628275
2023-04-28,1.0,0.9803664921465971
2023-05-04,1.0,0.9803664921465971
2023-05-05,1.0,0.9761780104712043
2023-05-08,1.0,0.9879581151832463
2023-05-09,1.0,0.9787958115183247
2023-05-10,1.0,0.9706806282722515
2023-05-11,1.0,0.9693717277486914
2023-05-12,1.0,0.9560209424083772
2023-05-15,1.0,0.9725130890052359
2023-05-16,0.9895935766423358,0.9680628272251314
2023-05-17,1.0002097806073358,0.9609947643979062
2023-05-18,1.0179126085826868,0.9607329842931941
2023-05-19,1.0205680327789897,0.9591623036649218
2023-05-22,1.02764916396913,0.9643979057591627
2023-05-23,1.011716618791314,0.9494764397905763
2023-05-24,0.9958614389897487,0.9356020942408381
2023-05-25,1.0107049021725225,0.9332460732984298
2023-05-26,1.014753119404188,0.93455497382199
2023-05-29,1.051187074489179,0.9303664921465974
2023-05-30,1.0525364802330675,0.9314136125654455
2023-05-31,1.0484882630014019,0.9219895287958121
2023-06-01,1.0471388572575133,0.9240837696335085
2023-06-02,1.0606329146963989,0.9379581151832467
2023-06-05,1.066030537671953,0.93324607329843
2023-06-06,1.0673799434158415,0.9235602094240842
2023-06-07,1.0714281606475071,0.9204188481675398
2023-06-08,1.047138857257513,0.9287958115183251
2023-06-09,1.0646811319280642,0.9329842931937178
2023-06-12,1.0768257836230613,0.9340314136125658
2023-06-13,1.101115087013055,0.941623036649215
2023-06-14,1.1024644927569436,0.941623036649215
2023-06-15,1.1092115214763865,0.9586387434554978
2023-06-16,1.120006767427495,0.9683246073298433
2023-06-19,1.1146091444519408,0.960471204188482
2023-06-20,1.1132597387080523,0.9586387434554977
2023-06-21,1.1173079559397179,0.9442408376963355
2023-06-26,1.1092115214763865,0.9327225130890054
2023-06-27,1.0943680582936126,0.9395287958115188
2023-06-28,1.1092115214763865,0.9416230366492149
2023-06-29,1.1173079559397179,0.9369109947643982
