total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,max_drawdown_integral,max_drawdown_episode_integral,full_history_drawdown_integral,worst_drawdown_episode_integral,latest_holding_code,latest_holding_theme,latest_holding_name,latest_portfolio,variant,slope_hot_threshold,risk_cap,mom_gate,trigger_days
11.380333559311032,0.1966116330078096,0.19710941345719815,0.9974745982920971,-0.2096674585137437,987,1684,0.8077933059307105,0.15379310344827646,1.0,226.96151072867036,8.632225929980441,226.96151072867036,8.632225929980441,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,slope_hot_cap70_only_mom15,0.03,0.7,0.15,88
