base_pool,plus_510500_risk,plus_588000_risk,plus_510050_risk,plus_511380_defensive,plus_513660_defensive,plus_513300_defensive
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
1.0,1.0,1.0,0.9806780234774409,1.0,1.0,1.0
