date,nav,drawdown,entry_risk_level
2015-09-10,1.4521301085326954,-0.15401313506996572,低
2015-09-11,1.4527653360517383,-0.15364306207568323,低
2015-09-14,1.4495891984565226,-0.15549342704709623,低
2015-09-15,1.448318743418436,-0.15623357303566154,低
2015-09-16,1.4464130608613066,-0.15734379201850923,低
2015-09-17,1.4641994313945157,-0.14698174817859622,低
2015-09-21,1.470985299867282,-0.14302841399636934,低
2015-09-22,1.4622107816746357,-0.14814030245143972,低
2015-09-23,1.457823522578312,-0.1506962466789752,低
2015-09-24,1.4691050459688575,-0.1441238186653132,低
2015-09-25,1.4785063154609794,-0.13864679532059443,低
2015-09-30,1.468409332597151,-0.1445291297120035,低
2015-10-13,1.5521521309695083,-0.09574196729507367,低
2015-10-21,1.541684616146887,-0.1018401674469499,低
2015-11-02,1.5136734370970977,-0.11815901477893576,低
2015-11-24,1.570837325040655,-0.0848562838015805,低
2015-11-27,1.509244097349144,-0.12073947449467537,低
2015-11-30,1.4966556606350805,-0.1280732884880108,低
2015-12-01,1.5147553901086332,-0.11752868693788887,低
2015-12-02,1.5090213027188857,-0.12086927094312583,低
2015-12-03,1.5122040526323448,-0.11901505374500965,低
2015-12-04,1.4822241000381409,-0.13648087582038093,低
2015-12-07,1.5024303179604428,-0.12470906911261004,低
2015-12-08,1.479915975491675,-0.13782555081710401,低
2015-12-09,1.4805924510744957,-0.1374314473864614,低
2015-12-10,1.4800615349109547,-0.1377407503188195,低
2015-12-11,1.4800615349109547,-0.1377407503188195,低
2015-12-16,1.4852441916121235,-0.13472142066724946,低
2015-12-17,1.4857777324083925,-0.13441058866748878,低
2015-12-18,1.4799093104850556,-0.13782943373917933,低
2015-12-21,1.4911237788730345,-0.1312960708554708,低
2015-12-22,1.4969870001661902,-0.12788025558448246,低
2015-12-23,1.4943245066132047,-0.12943138007432775,低
2015-12-24,1.4948572426226927,-0.12912101692996902,低
2015-12-25,1.4975206853712408,-0.12756933945456594,低
2015-12-28,1.4941765419783246,-0.12951758181124318,低
2015-12-29,1.4966902742783588,-0.12805312315476092,低
2015-12-30,1.4949428750673888,-0.12907112889101235,低
2015-12-31,1.4861375616484174,-0.13420095813308275,低
2016-01-04,1.4961085858886514,-0.12839200514218285,低
2016-01-05,1.5087367791946864,-0.12103502961917134,低
2016-01-06,1.5213649725007214,-0.11367805409615983,低
2016-01-12,1.5406395833362485,-0.10244898619261611,低
2016-01-13,1.5286760317831625,-0.10941875247757449,低
2016-01-14,1.539974941583299,-0.10283619543066946,低
2016-01-15,1.5313345987949594,-0.10786991552536151,低
2016-01-18,1.5373163745715026,-0.10438503238288221,低
2016-01-19,1.535987091065604,-0.10515945085898881,低
2016-05-27,1.6420311831703145,-0.07112410842984718,低
2016-05-30,1.6287931023137474,-0.07861272026886246,低
2016-05-31,1.6400173617502087,-0.07226330126993208,低
2016-06-02,1.6425637355744958,-0.07082285039387815,低
2016-06-03,1.638999862300874,-0.07283888760340729,低
2016-06-07,1.6649720395897192,-0.05814676142306552,低
2016-10-10,1.705350005807931,-0.062322276859227976,低
2016-10-11,1.7023592568024948,-0.06396672445552909,低
2016-10-12,1.699367193663479,-0.06561189462126082,低
2016-10-13,1.703857264780682,-0.0631430526547554,低
2016-10-14,1.6988715814894435,-0.06588440436608023,低
2016-10-17,1.7038609253411017,-0.06314103991487907,低
2016-10-18,1.7068523417425785,-0.061496225354378375,低
2016-10-19,1.7068523417425785,-0.061496225354378375,低
2016-10-21,1.7123417841343296,-0.05847788435359891,低
2016-10-24,1.716823376590079,-0.05601370433445896,低
2016-11-14,1.6874461776832597,-0.07216660250162998,低
2016-11-15,1.6964733646277277,-0.06720305128245108,低
2016-11-18,1.6834425512669726,-0.07436797541015017,低
2016-11-21,1.6944691939548395,-0.0683050339762904,低
2016-11-22,1.6974715756938517,-0.06665419018267138,低
2016-11-23,1.698059198588679,-0.0663310888274008,低
2016-11-28,1.711223674347698,-0.059092671133661345,低
2016-12-05,1.655859672156187,-0.08953427628339261,低
2016-12-06,1.6539938972639077,-0.09056016278582746,低
2016-12-07,1.6541886729746051,-0.09045306638666717,低
2016-12-13,1.6328511272148838,-0.10218540359442341,低
2018-02-26,1.8930560934801433,-0.0781058604713517,低
2018-02-27,1.884725813640847,-0.08216260035926637,低
2018-02-28,1.8736064873066824,-0.08757757026865132,低
2018-03-02,1.841369187300024,-0.10327672363907792,低
2018-03-05,1.8468250960031352,-0.10061976578319365,低
2018-03-06,1.8462799077829128,-0.10088526548333143,低
2018-03-09,1.850251103009752,-0.09895134412772244,低
2018-03-12,1.849702880460712,-0.09921832150724008,低
2018-03-23,1.66364199187813,-0.18982759788871384,低
2018-03-26,1.6715505794032357,-0.1859762167719815,低
2018-04-03,1.7660727847861564,-0.13994510998230214,低
2018-04-04,1.7247203149017116,-0.16008323466482066,低
2018-04-09,1.7221764796289951,-0.16132204995292565,低
2018-04-10,1.723703344627558,-0.16057848619965154,低
2018-04-11,1.7318448216796734,-0.15661369085771637,低
2018-04-12,1.7362453847352246,-0.154470672853384,低
2018-04-13,1.7227417759319863,-0.1610467578732987,低
2018-04-16,1.7283276741000784,-0.15832649680818622,低
2018-04-17,1.7301842341738665,-0.15742237576412266,低
2018-04-18,1.728916235467986,-0.1580398749390849,低
2018-04-19,1.7333542309385677,-0.15587862782671724,低
2018-04-20,1.725746238703285,-0.1595836228764902,低
2018-04-23,1.716870247762122,-0.16390611710122527,低
2018-04-24,1.7117982529386002,-0.16637611380107398,低
2018-04-25,1.71116425358566,-0.16668486338855515,低
2018-04-26,1.7130662516444806,-0.16575861462611186,低
2018-04-27,1.7067262581150784,-0.16884611050092269,低
2018-05-03,1.6999530344418312,-0.17214458392259724,低
2018-05-04,1.673592329975295,-0.1849819103205016,低
2018-05-08,1.6757388823727877,-0.18393656671855807,低
2018-05-09,1.6727380896959962,-0.18539791442621567,低
2018-05-10,1.6903458590612173,-0.17682315563070217,低
2018-05-11,1.7196921413365858,-0.16253189097151288,低
2018-05-14,1.7208659926276004,-0.16196024038514534,低
2018-05-15,1.727909100373689,-0.15853033686693985,低
2018-05-16,1.7138228848815122,-0.16539014390335072,低
2018-05-17,1.7243875465006449,-0.1602452886260426,低
2018-05-18,1.7208659926276004,-0.16196024038514534,低
2018-05-21,1.736126059410792,-0.15452878276236703,低
2018-05-22,1.7220398439186153,-0.1613885897987778,低
2018-05-23,1.6997366693893352,-0.1722499509397616,低
2018-05-24,1.709763707117183,-0.16736691163100992,低
2018-05-25,1.7071777890349389,-0.16862622070987576,低
2018-05-28,1.700036533022037,-0.17210392118047568,低
2018-05-29,1.689156299210696,-0.17740245608492067,低
2018-05-30,1.6902565643536405,-0.17686664101282557,低
2018-05-31,1.7075984579687598,-0.16842136031186283,低
2018-06-01,1.7064423317277515,-0.16898437902526053,低
2018-06-19,1.7834527201035717,-0.13148130345818754,低
2018-06-20,1.7775588481872593,-0.1343515438052615,低
2018-06-26,1.7576737526089727,-0.14403533138066738,低
2018-06-27,1.7608490759106372,-0.14248898948779098,低
2018-06-28,1.7550362638282544,-0.14531975473103242,低
2018-07-02,1.7825482627386908,-0.13192176264321054,低
2018-07-03,1.8008895953456483,-0.1229897679179961,低
2018-07-23,1.8634056836364776,-0.09254523137200299,低
2018-07-30,1.8218016480650272,-0.11280586533111181,低
2018-07-31,1.8212523520188824,-0.1130733654900089,低
2018-08-13,1.892219881938104,-0.07851308481228236,低
2018-08-14,1.8791504953661589,-0.08487770915141679,低
2018-08-15,1.8768735996504555,-0.08598652828459208,低
2018-08-16,1.858083511280804,-0.09513706133475752,低
2018-08-17,1.8546584725503328,-0.09680501145211273,低
2018-08-20,1.8643672312980943,-0.0920769699416234,低
2018-08-21,1.8712115622428216,-0.08874386818691571,低
2018-08-22,1.8706417224065848,-0.08902137290920364,低
2018-08-23,1.8712116056426564,-0.08874384705175042,低
2018-08-24,1.87178144549211,-0.08846634232302608,低
2018-08-27,1.879188799766508,-0.08485905539766825,低
2018-08-28,1.8843119195538305,-0.08236416149341352,低
2018-08-29,1.8774857329773336,-0.08568842717253178,低
2018-08-30,1.8791938322036963,-0.08485660466503153,低
2018-08-31,1.8820400174853376,-0.08347054878417592,低
2018-09-05,1.8743754147701408,-0.08720311241464151,低
2018-09-06,1.870638221672874,-0.08902307772180962,低
2018-09-11,1.8742532228833573,-0.08726261830287774,低
2018-09-12,1.8736852673612712,-0.08753920538824067,低
2018-09-13,1.8799332515798317,-0.08449651687267246,低
2018-09-14,1.8833384136959008,-0.08283824641266824,低
2018-09-17,1.8753966252044116,-0.08670579597598849,低
2018-09-18,1.8776681124113208,-0.08559961071751887,低
2018-09-19,1.878803512630466,-0.08504668531205706,低
2018-09-25,1.86785838735131,-0.09037682153253812,低
2018-09-26,1.870114765924177,-0.08927799398588043,低
2018-09-27,1.863911595950512,-0.09229885853654929,低
2018-09-28,1.8531881075862249,-0.09752106041022224,低
2018-10-08,1.8716529121546777,-0.08852893641673576,低
2018-10-09,1.8688341577689025,-0.0899016338016504,低
2018-10-10,1.8688341577689025,-0.0899016338016504,低
2018-10-11,1.8779951095226717,-0.08544036730067806,低
2018-11-23,1.7471942111172312,-0.1491387342430851,低
2018-11-27,1.7437511294579766,-0.15081547103631454,低
2018-11-28,1.737601235687662,-0.15381039075639213,低
2018-11-29,1.7483730809863898,-0.1485646396732584,低
2018-11-30,1.747311240429969,-0.14908174246247285,低
2018-12-06,1.732538252713575,-0.15627599880066478,低
2018-12-07,1.733885172927548,-0.15562006585924226,低
2018-12-10,1.752249917271923,-0.14667666991691863,低
2018-12-11,1.749716849086492,-0.1479102417710323,低
2018-12-12,1.741484377483841,-0.1519193502969015,低
2018-12-13,1.7400438216067866,-0.1526208826103358,低
2018-12-14,1.738350280266351,-0.15344561561332193,低
2018-12-17,1.7389835590569762,-0.15313721693048532,低
2018-12-18,1.7484827409163552,-0.1485112366879351,低
2018-12-19,1.7541822500319826,-0.14573564854240506,低
2018-12-20,1.7541822500319826,-0.14573564854240506,低
2018-12-21,1.765581268263237,-0.140184472251345,低
2018-12-24,1.7719140561694895,-0.13710048542297837,低
2018-12-25,1.7858461895632456,-0.13031571440057133,低
2018-12-26,1.7852129107726205,-0.13062411308340793,低
2018-12-27,1.778880122866368,-0.13370809991177457,低
2018-12-28,1.7896458623069973,-0.12846532230355123,低
2019-01-02,1.7966119290038751,-0.12507293679234777,低
2019-01-03,1.8162435715132583,-0.1155125776244108,低
2019-01-04,1.8067443896538795,-0.12013855786696082,低
2019-01-07,1.7991450441663766,-0.12383934206100089,低
2019-01-08,1.790912419888248,-0.12784852493787768,低
2019-01-09,1.7839463531913702,-0.13124091044908115,低
2019-01-10,1.7877460259351217,-0.12939051835206117,低
2019-01-11,1.776347007703867,-0.13494169464312122,低
2019-01-14,1.7776135652851175,-0.1343248972774479,低
2019-01-15,1.773813892541366,-0.136175289374468,低
2019-01-16,1.774902942077604,-0.13564493615959394,低
2019-01-17,1.7782711037741163,-0.13400468443134672,低
2019-01-18,1.7789039404658509,-0.1336965010450234,低
2019-01-21,1.7719427368567706,-0.1370865182945804,低
2019-01-22,1.771309900165036,-0.13739470168090373,低
2019-01-23,1.7730310893992158,-0.13655650450678136,低
2019-01-24,1.772018651946311,-0.13704954861555707,低
2019-01-25,1.7704997788160717,-0.13778922043102926,低
2019-01-28,1.782060870181928,-0.1321591165934063,低
2019-01-29,1.77656989512568,-0.13483315131540274,低
2019-01-30,1.763120710188324,-0.14138273260773104,低
2020-03-12,2.9460379273620263,-0.10080512217370063,低
2020-03-13,2.874494800726537,-0.1226416411189657,低
2020-03-16,2.8742073512464645,-0.12272937695485375,低
2020-03-17,2.877204439203969,-0.12181460049703807,低
2020-03-18,2.871210263288961,-0.12364415341266921,低
2020-03-20,2.8413929462588703,-0.13274504736076187,低
2020-04-01,2.887925481714491,-0.11854230504527796,低
2020-04-02,2.8762923478505855,-0.12209299062414902,低
2020-04-03,2.8384846627928932,-0.13363271875547977,低
2020-04-07,2.844362303677632,-0.13183873486675501,低
2020-04-08,2.817280508076784,-0.14010468815284416,低
2020-04-09,2.821420153975771,-0.13884117815054187,低
2020-04-10,2.824293290588781,-0.13796423434010452,低
2020-04-13,2.804181334297711,-0.14410284101316595,低
2020-04-14,2.8039009161642814,-0.14418843072906462,低
2020-04-15,2.80619919560376,-0.14348694583621957,低
2020-04-16,2.7692375023093616,-0.1547684588735858,低
2020-05-22,2.9188190538066214,-0.10911291463417916,低
2020-05-29,2.971892342709703,-0.09291379204726147,低
2020-06-15,2.8975417778690895,-0.11560720221935539,低
2021-08-04,4.5709171568860905,-0.10301426701910565,低
2021-08-05,4.566952143358837,-0.10379235168853884,低
2021-08-06,4.541049208763283,-0.10887548095495891,低
2021-08-09,4.469639598615439,-0.12288873022241664,低
2021-08-10,4.48614288328725,-0.11965016553400709,低
2021-08-11,4.480646843001446,-0.12072869519338358,低
2021-08-12,4.417422991842529,-0.13313559090537885,低
2021-08-13,4.5001850151089,-0.11689457153124072,低
2021-08-16,4.535884423314188,-0.10988900596596596,低
2021-08-17,4.538625138977823,-0.10935117454963117,低
2021-08-18,4.503001213358676,-0.11634192759467554,低
2021-08-20,4.444528806857596,-0.12781641129331656,低
2021-08-23,4.4756764480916384,-0.12170407347488699,低
2021-08-24,4.483596631444103,-0.1201498358403128,低
2021-08-25,4.479561394475803,-0.12094170098805657,低
2021-08-26,4.524594022250955,-0.11210460697682556,低
2021-08-27,4.543508066498117,-0.10839296065719917,低
2021-10-14,4.605908293189325,-0.09614769101969001,低
2021-10-15,4.626570311700829,-0.0920930264560399,低
2021-10-20,4.692433172624324,-0.07916825784747328,低
2021-10-21,4.749140805691057,-0.06804008902136682,低
2021-10-22,4.763911807363854,-0.06514146336100546,低
