horizon_td,sample_count,win_rate,avg_return,median_return,avg_max_drawdown,best_return,worst_return,best_date,worst_date
20,510,0.6392156862745098,0.03129030929400738,0.021936797817006193,-0.027507163376539686,0.2664400911381619,-0.11700948262430921,2014-11-20,2018-02-26
60,500,0.832,0.09636597413826185,0.07119786036345588,-0.05311296884051178,0.4033252319471947,-0.09844659983064763,2015-03-12,2018-02-28
