horizon_td,sample_count,win_rate,avg_return,median_return,avg_max_drawdown,best_return,worst_return,best_date,worst_date
20,89,0.651685393258427,0.02087687313333427,0.019127221500517155,-0.0318506398460839,0.1753117267953428,-0.11700948262430921,2015-03-09,2018-02-26
60,88,0.7727272727272727,0.07838116555260535,0.05570990926887931,-0.0586707019497911,0.3751199398769389,-0.09818953864356483,2015-02-26,2018-02-26
