horizon,bucket,sample,win_rate,avg_ret,median_ret,avg_mdd,p25_ret,p75_ret
20,<=0%,726,0.4765840220385675,0.013467793617169892,0.0,-0.02660314614958421,-0.010457399193314204,0.03778492490335422
20,0-5%,998,0.6032064128256514,0.018127668908696062,0.009503814451760517,-0.033460918197693215,-0.01232562244882962,0.04048743897869678
20,>5%,1639,0.6436851738865161,0.025235516865423267,0.017987843225810707,-0.04673956040348168,-0.014373445952264419,0.05899929486987876
60,<=0%,719,0.7107093184979137,0.057454391839740805,0.040491683001384615,-0.05615516184205115,-0.000999749999999966,0.09001766308323056
60,0-5%,986,0.7261663286004056,0.05874095898921499,0.0405027834762417,-0.0650984523958064,-0.003509043622854202,0.10287982568939419
60,>5%,1618,0.7212608158220025,0.06648488161311696,0.04778055149870575,-0.07678878680963047,-0.007430669139947582,0.11614216752063683
